run_id,prompt_id,seed,condition,cond_tag,dose_target_D,angle_deg,image_path,file,width_px,height_px,stroke_width_median_px,stroke_width_std_px,stroke_width_cv,edge_density,contour_mean_length_px,contour_n_components,crosshatch_entropy_mean,crosshatch_entropy_p90,color_top4_cluster_share,color_cluster_entropy_norm,color_n_effective,colorfulness_hs,luminance_hist_n_peaks,shadow_edge_transition_width_px,shadow_edge_transition_width_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_entropy,lbp_uniform_share,fft_radial_slope,fft_high_freq_share
29,P01,2718281,B1_pos,B1_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_B1_pos_d045_00001_.png,P01_s2718281_B1_pos_d045_00001_.png,1024,1280,2.799999952316284,2.0789666175842285,0.7424880903531499,0.15605697631835938,48.47085308056872,4220,3.1328368186950684,3.9415650367736816,0.50615,0.9122015651648817,12.542962759174467,55.64826202392578,2,20.0,5.744898439194849,9.312727045175393,0.6616478867102797,0.1984593488429576,0.8510989108261644,2.862827338204147,0.9545433044433592,-3.2501601709772836,3.7239681944481726e-05
30,P01,2718281,B1_pos,B1_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_B1_pos_d060_00001_.png,P01_s2718281_B1_pos_d060_00001_.png,1024,1280,2.799999952316284,2.407301425933838,0.8597505239035491,0.14914321899414062,38.67161226508407,5055,3.431401252746582,3.9957306385040283,0.43545000000000006,0.9484144115047359,13.867709794680266,64.92811584472656,3,23.0,4.971104002130714,14.495210986056795,0.6082334992781668,0.1273678126900853,0.8866485884814999,2.850874842249763,0.9515632629394531,-3.1862326021401604,3.6440527225899586e-05
31,P01,2718281,B6_neg,B6_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_B6_neg_d030_00001_.png,P01_s2718281_B6_neg_d030_00001_.png,1024,1280,2.0,0.1921979933977127,0.09609899669885635,0.36000747680664064,60.56590938262097,7791,1.7020403146743774,1.9344227313995361,0.38244999999999996,0.9583279575669772,14.25416703330766,46.784576416015625,1,26.0,2.052314242507711,15.236095895372571,0.25846462355080657,0.08681312643704178,0.40494132110831094,2.701912082946371,0.8295600891113281,-2.2244767886203674,0.00011718890308637112
32,P01,2718281,B6_neg,B6_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_B6_neg_d045_00001_.png,P01_s2718281_B6_neg_d045_00001_.png,1024,1280,2.0,0.38624024391174316,0.19312012195587158,0.00048980712890625,26.75,24,3.660301685333252,3.793395757675171,0.4018,0.9555230078999478,14.143742718011826,23.747520446777344,1,26.0,2.053822672894171,1.197559380740588,0.6455969142913692,0.26157957694094675,0.5967852106924091,2.811922318503452,0.7458938598632812,-1.8853377240682878,1.4497021019951578e-05
33,P01,2718281,B6_neg,B6_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_B6_neg_d060_00001_.png,P01_s2718281_B6_neg_d060_00001_.png,1024,1280,2.0,0.7205594778060913,0.36027973890304565,0.19054489135742186,42.4530001699813,5883,3.8689005374908447,3.9860780239105225,0.394,0.9589238726506799,14.27773762584924,31.181072235107422,1,26.0,2.4565664430161376,3.4774481693763355,0.5317776418338523,0.16178073658420478,0.678078869516112,3.0330122226615193,0.7662689208984376,-2.006083448990143,5.480340555727513e-05
34,P01,2718281,B6_pos,B6_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_B6_pos_d030_00001_.png,P01_s2718281_B6_pos_d030_00001_.png,1024,1280,2.799999952316284,1.2127264738082886,0.4331166051646063,0.000446319580078125,45.0,13,3.574634313583374,3.9888370037078857,0.75985,0.7156101794106808,7.272446195093739,37.83135223388672,0,19.5,4.014551677530915,0.11240686264266939,0.9504498734779625,0.526346228873873,0.9929712542976995,2.1983969181056473,0.9785392761230469,-3.5329936162204443,1.0462761044984145e-06
35,P01,2718281,B6_pos,B6_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_B6_pos_d045_00001_.png,P01_s2718281_B6_pos_d045_00001_.png,1024,1280,2.799999952316284,1.0985050201416016,0.3923232281603682,0.00012359619140625,81.0,2,3.5398707389831543,3.8077473640441895,0.8207499999999999,0.6602151966214677,6.237036866142871,12.807968139648438,0,21.0,5.074757018004401,0.012907496057052721,0.9943952881290258,0.9721296126138055,0.9813001791064666,1.8150653139027006,0.9860603332519531,-3.031052675563786,1.9934434349102884e-05
36,P01,2718281,B6_pos,B6_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_B6_pos_d060_00001_.png,P01_s2718281_B6_pos_d060_00001_.png,1024,1280,,,,0.0,0.0,0,3.1498541831970215,3.4837446212768555,0.37645,0.9467805472865467,13.805030681102256,9.547141075134277,0,,,0.0008940108537173971,0.9995529945731413,0.9987886146298299,0.4150989427315973,1.8821067403094955,0.9902488708496093,-2.5829355825885885,6.201209137519951e-05
37,P01,2718281,baseline,baseline,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_baseline_00001_.png,P01_s2718281_baseline_00001_.png,1024,1280,2.799999952316284,2.1257078647613525,0.7591813932006937,0.12267227172851562,65.54790052996331,2453,3.2165486812591553,4.0025177001953125,0.53245,0.8859202808788409,11.661497224329077,41.557613372802734,2,16.0,6.173243550800503,8.709875872355937,0.7092479463687982,0.23620742411374895,0.8892383557681531,3.15271906628398,0.8370719909667969,-3.463475904841147,1.6230729123414723e-05
38,P01,2718281,scrA_neg,scrA_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrA_neg_d030_00001_.png,P01_s2718281_scrA_neg_d030_00001_.png,1024,1280,2.799999952316284,1.8128260374069214,0.6474378815282733,0.14491424560546876,53.74702886247878,3534,3.453916311264038,4.041742324829102,0.48960000000000004,0.9057534836758635,12.320713790517857,33.825225830078125,1,22.0,4.979977642321097,7.088152261642088,0.6623856406992281,0.17097246311608602,0.8719107936783301,3.095881767168573,0.9052078247070312,-3.301885952729936,2.3505631432363633e-05
39,P01,2718281,scrA_neg,scrA_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s2718281_scrA_neg_d045_00001_.png,P01_s2718281_scrA_neg_d045_00001_.png,1024,1280,2.799999952316284,1.844616413116455,0.6587915873321736,0.1300994873046875,47.95388076490439,3556,3.6651062965393066,4.047861576080322,0.42640000000000006,0.9321311295460734,13.255549002811415,39.997764587402344,1,22.0,4.675039700653017,7.002732524638498,0.6666697619469912,0.1586535670364092,0.8343087881544649,2.880686564310561,0.9478218078613282,-3.271913483813246,2.8822211524621243e-05
