type,report,prompt_id,seed,block,rot_kind,angle_deg,image_path,file,condition,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
rotX,benchmark_tiefling_seed42,tiefling,,Block_3,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_3_rotX_+15.0_00001_.png,Block_3_rotX_+15.0_00001_.png,,,,,1024,1760,36.612,46.47,310.3,0.0488,#684690,4.0487,1.9325,351.1,0.2947,#120d0f,0.9846,84.2986,11.7974,5,0.3123,64.2517,3.864,1.886,352.56,0.2922,#110c0e,21.6255,34.9018,318.13,0.02,#482557,40.8239,66.1377,309.14,0.0107,#7448b5,45.4678,43.6009,44.56,0.0167,#a6553a,82.6283,35.7619,84.55,0.0138,#ebc98b,88.1626,3.604,245.48,0.0084,#d7dee3
rotX,benchmark_tiefling_seed42,tiefling,,Block_3,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_3_rotX_-15.0_00001_.png,Block_3_rotX_-15.0_00001_.png,,,,,1024,1760,56.7536,23.1595,70.84,0.0337,#a28263,3.7401,2.254,336.37,0.2458,#110c0f,0.9841,64.9406,8.8382,5,0.2312,76.2687,2.8939,1.918,336.69,0.2061,#0e090c,31.7468,20.5976,55.18,0.0251,#644331,43.5459,78.1866,305.54,0.005,#6f4ed2,45.0418,37.6583,309.5,0.0191,#7a5e9b,56.8388,42.1105,67.78,0.0054,#b57d44,67.8345,2.009,95.35,0.0086,#a7a5a2
rotX,benchmark_tiefling_seed42,tiefling,,Block_3,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_3_rotX_+30.0_00001_.png,Block_3_rotX_+30.0_00001_.png,,,,,1024,1760,73.7421,45.0933,80.74,0.0335,#dbae63,3.2713,1.5165,325.81,0.2923,#0e0b0e,0.9779,82.127,8.4281,6,0.3364,56.7582,2.2928,1.1919,323.37,0.247,#0a080a,20.6437,17.1523,266.13,0.0895,#1c334b,27.5869,43.1317,316.06,0.0082,#582f70,47.0595,57.9501,312.52,0.0438,#8b59b8,54.7376,45.6679,66.2,0.0075,#b3753a,84.4198,38.7413,90.49,0.0047,#ebd189
rotX,benchmark_tiefling_seed42,tiefling,,Block_4,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_-30.0_00001_.png,Block_4_rotX_-30.0_00001_.png,,,,,1024,1760,54.4053,66.8003,307.05,0.0483,#946cdf,4.4633,2.3625,354.05,0.2822,#130e10,0.9597,82.7107,10.2408,5,0.2625,70.4301,2.8131,1.5633,344.01,0.2126,#0d090b,32.2037,20.1647,283.83,0.0498,#414b6a,43.5405,50.8704,53.87,0.0088,#a15122,46.9769,71.9934,306.54,0.0089,#7d58d2,74.7799,14.5078,174.32,0.0038,#9bc0b5,85.5237,48.4134,84.93,0.0203,#fad07a
rotX,benchmark_tiefling_seed42,tiefling,,Block_4,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_+15.0_00001_.png,Block_4_rotX_+15.0_00001_.png,,,,,1024,1760,22.7409,12.8873,278.1,0.1382,#2e3649,5.3346,2.7386,339.01,0.3292,#151013,0.7841,81.6664,10.853,5,0.3147,71.1803,3.5296,2.3547,358.64,0.2844,#110b0d,25.5078,35.3671,318.21,0.0304,#522e60,43.6989,53.895,35.93,0.0059,#b14335,43.8529,73.535,300.83,0.0063,#5f56d2,75.7984,31.6636,80.84,0.0169,#d8b681,85.196,3.4748,304.6,0.0059,#d6d4da
rotX,benchmark_tiefling_seed42,tiefling,,Block_4,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_-15.0_00001_.png,Block_4_rotX_-15.0_00001_.png,,,,,1024,1760,46.9832,58.22,306.89,0.0312,#7e5dbe,6.702,3.2479,344.78,0.377,#191316,0.9814,79.649,8.486,5,0.2426,75.6212,3.2338,1.9857,330.1,0.2122,#0f0b0e,27.0004,45.552,313.02,0.0304,#532e73,30.3478,28.9984,48.76,0.0229,#6b3b26,43.8815,77.6069,306.07,0.0052,#724fd2,70.7675,44.5718,72.24,0.0153,#dba260,82.8828,2.3845,262.62,0.0051,#cccfd3
rotX,benchmark_tiefling_seed42,tiefling,,Block_4,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_+30.0_00001_.png,Block_4_rotX_+30.0_00001_.png,,,,,1024,1760,25.9749,8.72,246.51,0.1656,#304049,4.4347,1.4064,16.59,0.2868,#120e0f,0.8079,75.0887,10.3034,4,0.3011,73.3531,3.5161,1.2045,24.5,0.2767,#0f0c0c,22.9146,26.5,328.32,0.0131,#4e2a4c,43.2402,74.5576,301.48,0.006,#5f54d1,48.005,41.8822,320.53,0.0243,#925f9f,49.5545,37.3287,63.49,0.0109,#9f6a3d,78.6048,24.8099,82.96,0.0193,#d9bf95
rotX,benchmark_tiefling_seed42,tiefling,,Block_5,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_-30.0_00001_.png,Block_5_rotX_-30.0_00001_.png,,,,,1024,1760,78.7938,44.2928,88.47,0.0307,#e0c070,8.0914,14.2822,283.43,0.2739,#10172a,0.9873,82.4955,15.5961,4,0.2628,56.1456,4.4794,3.0955,54.62,0.1372,#150e0a,33.3316,31.5973,290.01,0.1256,#424b7d,35.4012,30.2108,57.51,0.0139,#76482b,39.6429,59.2411,311.68,0.0261,#7647a6,45.9537,50.0863,341.52,0.0124,#ab4988,86.9749,36.74,97.53,0.0115,#eada94
rotX,benchmark_tiefling_seed42,tiefling,,Block_5,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_+15.0_00001_.png,Block_5_rotX_+15.0_00001_.png,,,,,1024,1760,39.846,30.8283,305.4,0.0409,#665687,6.9047,3.2052,312.08,0.3611,#171419,0.9756,74.584,5.1471,6,0.2177,71.3447,4.204,2.3692,308.41,0.2023,#100e12,21.8888,27.0548,313.1,0.0115,#412b52,30.5109,25.8177,40.74,0.0068,#6b3b2f,43.7242,73.7139,301.58,0.0049,#6155d1,67.1126,29.745,78.2,0.0154,#c09e6f,78.788,9.6787,81.49,0.0053,#cdc1b1
rotX,benchmark_tiefling_seed42,tiefling,,Block_5,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_+30.0_00001_.png,Block_5_rotX_+30.0_00001_.png,,,,,1024,1760,45.22,28.5076,301.99,0.0421,#706493,5.4809,2.7884,316.86,0.1722,#141115,0.9707,66.5745,8.1351,6,0.3744,72.826,2.2993,1.7311,313.96,0.0969,#0a080b,8.0016,14.2796,283.23,0.2775,#0f172a,28.6973,23.5917,309.59,0.011,#4d3d60,34.9794,28.9796,52.34,0.0077,#76472e,43.4819,74.5571,301.77,0.0047,#6154d1,68.8737,39.7521,75.29,0.0184,#cfa062
rotX,benchmark_tiefling_seed42,tiefling,,Block_6,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_-30.0_00001_.png,Block_6_rotX_-30.0_00001_.png,,,,,1024,1760,70.127,27.2153,301.27,0.1587,#b1a5d6,7.991,14.2794,283.1,0.2682,#0f172a,0.2746,89.3432,13.9113,5,0.9888,118.2298,7.9806,14.2779,283.09,0.9729,#0f172a,42.5466,74.7456,302.74,0.0159,#6250ce,50.4394,118.5086,319.3,0.0014,#c300ff,52.8424,71.3235,335.6,0.0002,#cf46b2,62.5955,51.2888,162.29,0.0005,#10ac7a,97.3239,0.2788,281.95,0.0002,#f7f7f8
rotX,benchmark_tiefling_seed42,tiefling,,Block_5,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_-15.0_00001_.png,Block_5_rotX_-15.0_00001_.png,,,,,1024,1760,25.0441,17.3163,283.63,0.1592,#323b55,6.2749,4.5345,343.22,0.3057,#191216,0.7972,74.2387,7.9557,5,0.2851,73.6011,4.3848,3.55,354.72,0.2571,#150d10,25.2266,37.8735,317.22,0.0281,#512c63,39.6349,18.221,278.75,0.0163,#515d7a,43.3567,76.6975,305.28,0.006,#6e4fd0,52.5925,36.2877,61.57,0.0181,#a87147,78.6235,3.0964,292.96,0.0056,#c2c2c8
rotX,benchmark_tiefling_seed42,tiefling,,Block_6,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_-15.0_00001_.png,Block_6_rotX_-15.0_00001_.png,,,,,1024,1760,52.9743,67.3151,297.44,0.1383,#7071e6,7.9653,14.3273,283.26,0.2705,#0f172a,0.7237,64.4719,6.2041,5,0.5557,78.6889,7.9697,14.3129,283.21,0.3716,#0f172a,10.5575,35.8041,302.33,0.0743,#1a1546,24.6597,50.5881,301.92,0.0651,#382f7c,38.6401,68.5511,300.18,0.1841,#4f4cbd,50.467,93.0018,310.44,0.0333,#9651f3,72.4416,21.5569,350.4,0.0109,#d5a4b9
rotX,benchmark_tiefling_seed42,tiefling,,Block_6,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_+15.0_00001_.png,Block_6_rotX_+15.0_00001_.png,,,,,1024,1760,14.813,8.655,138.29,0.1432,#1f281d,1.2284,1.7767,84.11,0.4154,#070400,0.8163,76.0806,11.4111,5,0.3045,73.0519,0.2475,0.5554,42.14,0.2911,#020100,31.5866,16.1545,150.96,0.0086,#37503e,34.7371,41.4344,70.13,0.0045,#74480f,43.6671,73.6073,301.67,0.0056,#6255d1,49.9094,22.671,333.03,0.0134,#916b89,76.3281,64.1803,93.45,0.013,#d6bb3d
rotX,benchmark_tiefling_seed42,tiefling,,Block_6,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_+30.0_00001_.png,Block_6_rotX_+30.0_00001_.png,,,,,1024,1760,7.9898,14.2809,283.1,0.2682,#0f172a,0.6017,2.2952,23.99,0.4559,#090000,0.7329,72.2582,6.2296,6,0.3275,75.3977,0.4521,1.7942,22.79,0.3218,#070000,19.6297,27.8503,84.98,0.001,#3d2d01,42.4643,74.3064,303.04,0.0058,#6350cd,52.9785,77.1919,287.21,0.0006,#017aff,58.161,47.2173,163.5,0.0003,#119f73,72.7103,1.907,273.48,0.0004,#b1b2b6
rotX,benchmark_troll_shaman,troll_shaman,,Block_1,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_-15.0_00001_.png,Block_1_rotX_-15.0_00001_.png,,,,,1024,1760,96.3982,1.4193,63.01,0.1515,#f7f4f2,8.2005,11.4627,284.63,0.3368,#131727,0.8598,73.6952,8.8768,5,0.4499,70.5463,8.1318,14.1909,283.42,0.3177,#10172a,28.5237,19.1711,54.37,0.1322,#5b3c2c,43.6185,78.5243,305.88,0.0057,#714ed2,45.2975,7.978,154.72,0.0745,#616f65,54.4386,29.9583,133.11,0.0645,#6b8b5c,81.827,25.9649,310.64,0.0354,#dac2f0
rotX,benchmark_troll_shaman,troll_shaman,,Block_1,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_+15.0_00001_.png,Block_1_rotX_+15.0_00001_.png,,,,,1024,1760,98.3575,0.6159,337.54,0.2922,#fbfafb,7.7554,12.2525,283.58,0.3252,#111727,0.7104,76.3945,15.6729,3,0.1348,70.8618,5.2468,2.3948,48.19,0.074,#15100e,44.1352,73.2565,301.23,0.0068,#6156d2,46.7749,21.7582,139.69,0.0367,#5b7657,76.0045,33.1522,304.53,0.0407,#c6b2ee,77.106,22.9459,87.5,0.0272,#d0bc94,81.6413,21.223,294.81,0.0608,#cac7ef
rotX,benchmark_troll_shaman,troll_shaman,,Block_2,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_-30.0_00001_.png,Block_2_rotX_-30.0_00001_.png,,,,,1024,1760,96.2731,0.8571,71.83,0.1448,#f6f4f3,6.9036,10.6772,283.61,0.3782,#101523,0.8839,79.965,8.6873,5,0.2142,78.2528,2.1274,0.63,9.92,0.1057,#0a0708,18.4142,12.7359,37.76,0.1085,#3e2722,43.1716,26.8915,71.68,0.077,#80603c,43.4546,78.8827,305.81,0.0057,#704dd3,58.804,26.4339,141.44,0.0346,#729770,82.0925,22.4225,311.63,0.0167,#dac4ec
rotX,benchmark_troll_shaman,troll_shaman,,Block_2,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_+15.0_00001_.png,Block_2_rotX_+15.0_00001_.png,,,,,1024,1760,99.7827,0.0748,297.72,0.2224,#fefefe,7.7478,11.385,283.85,0.3391,#121726,0.7789,71.6773,9.4389,6,0.1649,72.0575,5.4321,1.2566,64.86,0.082,#141210,31.7286,13.9329,142.55,0.0384,#3d4f3d,36.7977,21.9622,71.66,0.0631,#6c5235,44.0292,73.3141,301.09,0.0063,#6056d2,51.7279,27.7509,133.07,0.0498,#678358,77.1095,14.8537,302.96,0.0828,#c3bad5
rotX,benchmark_troll_shaman,troll_shaman,,Block_2,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_-15.0_00001_.png,Block_2_rotX_-15.0_00001_.png,,,,,1024,1760,98.8967,0.3014,13.53,0.165,#fcfcfc,7.237,2.362,146.46,0.1003,#141714,0.8475,74.8437,7.3709,6,0.1669,77.0033,4.1793,1.2855,125.17,0.0953,#0e0f0c,28.8636,20.7862,35.38,0.053,#623932,35.2011,26.416,142.39,0.0717,#375b38,43.6396,78.2888,305.76,0.0059,#704ed2,66.0898,30.7848,309.16,0.0416,#af96cc,79.023,13.3055,101.14,0.0488,#c9c4ab
rotX,benchmark_troll_shaman,troll_shaman,,Block_1,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_-30.0_00001_.png,Block_1_rotX_-30.0_00001_.png,,,,,1024,1760,75.6718,12.1634,88.35,0.0965,#c4b9a4,7.9847,14.1964,283.19,0.2693,#0f172a,0.9127,75.8492,14.0818,4,0.3928,71.4336,7.9818,14.2254,283.17,0.2943,#0f172a,37.1082,33.8734,72.35,0.0985,#745022,41.9027,22.2504,71.32,0.0832,#795e41,43.4123,78.2061,305.63,0.0054,#6f4ed2,48.5941,25.702,106.46,0.0749,#767649,83.831,6.7726,77.48,0.01,#d9d0c5
rotX,benchmark_troll_shaman,troll_shaman,,Block_1,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_+30.0_00001_.png,Block_1_rotX_+30.0_00001_.png,,,,,1024,1760,95.0361,1.7464,347.32,0.4078,#f4f0f1,5.6254,4.6007,27.91,0.0563,#1a100f,0.6137,76.4285,8.5668,5,0.1444,70.9335,2.4582,1.9858,320.38,0.0717,#0b080c,17.0419,16.2668,42.46,0.037,#3e231b,43.197,72.9193,301.64,0.0085,#6054ce,46.4262,34.9086,71.17,0.0393,#8f6636,69.7689,31.361,312.89,0.0727,#be9fd4,78.8867,16.3901,92.73,0.0244,#cec3a5
rotX,benchmark_troll_shaman,troll_shaman,,Block_2,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_+30.0_00001_.png,Block_2_rotX_+30.0_00001_.png,,,,,1024,1760,99.1814,0.1961,92.63,0.2501,#fdfdfc,6.7121,1.3926,33.19,0.0794,#171414,0.7564,77.7535,12.6817,5,0.1618,73.3731,4.3418,0.9962,40.65,0.0853,#110f0e,43.5697,74.3693,301.48,0.0065,#6054d2,54.4387,15.061,64.49,0.0287,#967e6b,60.7728,17.6986,138.72,0.0517,#82997e,78.0992,11.7376,97.67,0.0463,#c7c1ac,82.0954,11.7906,303.13,0.0765,#d0c9df
rotX,benchmark_troll_shaman,troll_shaman,,Block_3,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_-30.0_00001_.png,Block_3_rotX_-30.0_00001_.png,,,,,1024,1760,96.5642,1.8131,312.81,0.2056,#f6f4f8,7.7451,12.8168,283.31,0.3041,#101727,0.8285,72.1941,7.4748,5,0.4266,65.7234,7.7507,12.9006,283.21,0.3644,#101728,34.3626,34.7182,67.39,0.035,#71481d,43.2984,78.624,305.64,0.0056,#6f4dd2,57.9954,36.5367,139.47,0.0622,#669761,75.1679,16.8733,110.48,0.0431,#babb9c,79.9448,16.8132,307.81,0.0331,#cec1df
rotX,benchmark_troll_shaman,troll_shaman,,Block_3,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_+15.0_00001_.png,Block_3_rotX_+15.0_00001_.png,,,,,1024,1760,99.6118,0.1831,265.2,0.2011,#fefefe,7.0343,10.9445,283.95,0.3517,#111523,0.8036,76.7266,9.7726,6,0.435,72.2166,2.5088,0.9638,94.26,0.0923,#0a0907,8.2002,14.1218,283.43,0.3427,#10172a,36.4345,32.132,96.46,0.0522,#5f5620,44.0175,73.1804,300.95,0.0058,#6056d2,70.2198,27.5385,313.83,0.0474,#bea1d0,79.2354,33.844,122.68,0.0307,#b6cd8e
rotX,benchmark_troll_shaman,troll_shaman,,Block_3,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_+30.0_00001_.png,Block_3_rotX_+30.0_00001_.png,,,,,1024,1760,99.528,0.3282,311.61,0.2099,#fefefe,8.2385,14.1847,284.11,0.276,#10172a,0.7927,77.5725,10.3432,5,0.4486,73.6194,2.4533,0.6191,107.43,0.106,#090908,8.0409,14.2543,283.7,0.3426,#10172a,39.783,21.0296,120.44,0.058,#576240,43.5135,74.2385,301.56,0.0063,#6054d1,58.6766,40.2713,143.72,0.0448,#5d9b62,80.0258,20.4725,316.22,0.0324,#d6bee1
rotX,benchmark_troll_shaman,troll_shaman,,Block_3,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_-15.0_00001_.png,Block_3_rotX_-15.0_00001_.png,,,,,1024,1760,98.1414,0.3105,331.68,0.1944,#faf9fa,7.5335,11.3159,284.07,0.3398,#111625,0.8234,67.4625,6.8494,5,0.1784,75.3871,6.0111,2.9746,51.17,0.0992,#18120f,31.5643,26.0265,67.16,0.0493,#634425,43.6246,78.3617,305.8,0.0061,#704ed2,56.9071,33.2195,141.14,0.069,#659463,69.2365,15.0721,302.59,0.0792,#ada5c0,73.4736,10.1075,100.99,0.0519,#b9b5a2
rotX,benchmark_troll_shaman,troll_shaman,,Block_4,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_+15.0_00001_.png,Block_4_rotX_+15.0_00001_.png,,,,,1024,1760,96.4122,0.9086,9.27,0.1636,#f7f4f4,2.6233,0.5065,69.98,0.1154,#0b0908,0.8613,74.8159,14.1222,5,0.1902,72.8193,1.8751,0.2903,62.85,0.1251,#070706,43.9895,73.1096,301.23,0.0056,#6156d1,58.5084,34.1511,134.36,0.0651,#719761,65.7933,30.7957,308.73,0.0449,#ae96cb,74.3884,26.2623,101.61,0.017,#bfb888,76.6909,5.7239,14.48,0.0408,#c9babb
rotX,benchmark_troll_shaman,troll_shaman,,Block_4,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_-30.0_00001_.png,Block_4_rotX_-30.0_00001_.png,,,,,1024,1760,96.708,0.4604,17.76,0.228,#f7f5f5,7.9487,13.0803,282.65,0.3087,#101728,0.7723,78.17,5.9531,6,0.168,76.6362,3.4908,1.0473,20.79,0.0439,#0f0c0c,18.0042,12.814,56.98,0.0776,#3b281d,43.2236,77.6835,305.28,0.0063,#6d4ed1,62.36,25.3243,138.56,0.0641,#7f9f78,72.3167,24.8566,85.87,0.0348,#c5af84,81.6608,14.4534,308.23,0.0904,#d2c6e0
rotX,benchmark_troll_shaman,troll_shaman,,Block_4,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_-15.0_00001_.png,Block_4_rotX_-15.0_00001_.png,,,,,1024,1760,98.28,0.4716,134.23,0.2377,#fafaf9,5.1386,1.2921,26.77,0.0828,#141110,0.784,80.5578,11.534,4,0.1492,77.1017,3.9618,1.0205,22.11,0.0952,#100d0d,39.1292,17.7298,64.13,0.0539,#715743,43.5471,78.1222,305.72,0.0065,#704ed2,59.6259,16.9707,136.07,0.0538,#82957b,80.3924,19.5977,315.89,0.0539,#d7c0e1,84.5196,6.3935,274.24,0.0462,#ced3df
rotX,benchmark_troll_shaman,troll_shaman,,Block_4,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_+30.0_00001_.png,Block_4_rotX_+30.0_00001_.png,,,,,1024,1760,97.6835,1.7562,315.91,0.1408,#faf8fb,3.8661,1.3385,78.23,0.1326,#0f0d0b,0.8711,78.5396,7.7497,5,0.4598,68.1826,3.7499,1.255,78.97,0.148,#0f0d0b,8.0582,14.2538,283.59,0.3118,#10172a,35.1624,33.774,318.97,0.0169,#6a4576,51.7654,18.9774,150.23,0.0756,#63836b,62.5966,69.4376,318.71,0.0156,#ca75ea,82.2895,19.1441,91.36,0.0177,#dacca9
rotX,benchmark_troll_shaman,troll_shaman,,Block_5,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_-30.0_00001_.png,Block_5_rotX_-30.0_00001_.png,,,,,1024,1760,98.2581,0.3547,73.17,0.1861,#fafaf9,8.376,13.0119,284.23,0.307,#121829,0.8238,67.8713,6.9039,6,0.476,71.2213,8.0815,14.0451,283.44,0.338,#10172a,27.0075,18.3593,66.61,0.138,#523b26,34.8274,13.1803,7.68,0.078,#674a50,43.1632,77.5096,305.09,0.0058,#6c4ed1,51.3967,14.2535,135.65,0.0534,#6f7f69,75.9528,6.2883,117.24,0.0302,#babcb1
rotX,benchmark_troll_shaman,troll_shaman,,Block_5,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_+15.0_00001_.png,Block_5_rotX_+15.0_00001_.png,,,,,1024,1760,99.7517,0.187,95.29,0.1873,#fefefe,7.2829,10.1597,282.79,0.3743,#111623,0.817,75.0579,11.2852,5,0.2075,72.4578,5.2475,0.9037,112.85,0.1277,#111210,29.7702,17.7365,53.01,0.0798,#5d4031,35.8375,26.0966,88.07,0.0272,#63532a,43.9362,73.3615,300.99,0.0057,#6056d2,48.007,40.4994,144.18,0.062,#407f48,80.3054,19.7461,306.88,0.0511,#d0c1e5
rotX,benchmark_troll_shaman,troll_shaman,,Block_5,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_-15.0_00001_.png,Block_5_rotX_-15.0_00001_.png,,,,,1024,1760,99.111,0.2526,339.59,0.2145,#fdfcfd,7.786,11.7575,284.46,0.3289,#121726,0.792,71.4962,10.9397,4,0.1688,75.1677,5.9555,2.2897,65.43,0.0752,#161310,25.9627,19.149,76.67,0.0851,#4d3a21,41.5775,19.6283,137.28,0.0836,#52684c,43.398,77.4573,305.35,0.0063,#6e4ed1,74.4511,25.1989,308.63,0.0424,#c3afdb,77.4517,5.7016,343.61,0.0761,#c8bcc2
rotX,benchmark_troll_shaman,troll_shaman,,Block_5,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_+30.0_00001_.png,Block_5_rotX_+30.0_00001_.png,,,,,1024,1760,99.4882,0.191,287.1,0.1811,#fdfdfe,4.3962,0.4904,47.08,0.1526,#100f0f,0.8202,75.0897,10.8132,4,0.2561,73.8143,3.0008,0.5893,31.81,0.1639,#0c0b0a,25.9884,28.8339,58.4,0.0346,#5b3418,29.1064,18.6942,179.68,0.0922,#1c4c44,43.6132,74.4036,301.51,0.0056,#6055d2,74.4419,16.4449,101.59,0.0374,#bdb89a,78.0906,14.1269,309.1,0.0311,#c9bcd5
rotX,benchmark_troll_shaman,troll_shaman,,Block_6,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_6_rotX_-30.0_00001_.png,Block_6_rotX_-30.0_00001_.png,,,,,1024,1760,74.6963,24.7002,312.54,0.1062,#c7afd9,7.9994,14.2736,283.07,0.2683,#0f172a,0.3022,88.4174,16.2507,4,0.8978,118.1089,7.9817,14.2773,283.09,0.8837,#0f172a,42.5292,74.7627,302.71,0.0141,#6250ce,50.4395,118.5086,319.3,0.0013,#c300ff,53.2375,71.7884,335.7,0.0001,#d147b3,56.2635,45.5124,164.07,0.0007,#119970,96.3991,0.3997,283.51,0.0002,#f4f5f5
rotX,benchmark_troll_shaman,troll_shaman,,Block_6,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_6_rotX_+15.0_00001_.png,Block_6_rotX_+15.0_00001_.png,,,,,1024,1760,88.9544,12.8193,115.55,0.1141,#dee2c9,6.0085,5.4828,101.9,0.2894,#151409,0.8997,70.0791,11.7423,5,0.4797,70.379,2.4215,2.9138,106.44,0.1792,#0a0902,8.0823,14.2236,283.17,0.3005,#0f172a,42.7008,35.2201,108.18,0.0458,#65692b,43.7306,73.2929,301.25,0.0054,#6055d1,61.7361,48.4734,117.31,0.0297,#879e45,72.5006,16.4642,111.26,0.0232,#b2b496
