prompt_id,seed,condition,cond_tag,block_name,angle_label,angle_deg,image_path,run_id,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
P02,P02_s1618033_B3_pos_high_00001_,,B3_pos_high,B3,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B3_pos_high_00001_.png,,P02_s1618033_B3_pos_high_00001_.png,,7919c95fcf,P02_s1618033_B3_pos_high_00001_.png,1024,1280,86.8939,13.6298,87.63,0.1255,#e5d8c0,3.7298,1.2135,76.63,0.1965,#0f0d0b,0.8696,80.7615,15.6772,5,0.3964,34.3072,3.1859,1.0575,70.45,0.2123,#0d0b09,47.211,23.6055,135.23,0.1226,#5d7753,47.8843,35.3647,45.95,0.0402,#a36048,53.7096,32.9768,77.81,0.0162,#9d7b49,76.0257,22.8215,64.55,0.0202,#dbb496,83.9474,10.2667,178.74,0.1841,#bcd7d1
P02,P02_s1618033_B3_pos_low_00001_,,B3_pos_low,B3,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B3_pos_low_00001_.png,,P02_s1618033_B3_pos_low_00001_.png,,7919c95fcf,P02_s1618033_B3_pos_low_00001_.png,1024,1280,88.5754,11.4955,99.23,0.1117,#e4dfc9,4.658,1.2661,71.57,0.2519,#12100e,0.8582,79.1182,6.9029,6,0.3915,33.0879,3.2354,0.9356,61.93,0.2464,#0e0b0a,28.4506,12.7187,43.3,0.0476,#553e36,48.579,34.0235,48.67,0.0392,#a26449,53.5922,24.8313,135.5,0.0784,#6c8861,70.2626,20.0822,72.14,0.0475,#c4a78a,82.3535,11.3051,183.64,0.1451,#b5d3ce
P02,P02_s1618033_B3_pos_mid_00001_,,B3_pos_mid,B3,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B3_pos_mid_00001_.png,,P02_s1618033_B3_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_B3_pos_mid_00001_.png,1024,1280,88.1587,12.1527,95.53,0.1081,#e5ddc6,4.4429,1.1627,66.15,0.2326,#110f0d,0.8618,79.0498,15.3588,4,0.404,34.3884,3.4191,0.9552,55.14,0.2381,#0e0c0b,47.424,35.3436,45.22,0.0386,#a25f48,48.6578,22.3594,138.39,0.1148,#5f7b5a,53.6578,33.0911,77.34,0.0171,#9d7a48,73.1254,19.3815,67.83,0.0325,#cdae93,82.4689,10.3435,182.4,0.1658,#b7d3ce
P02,P02_s1618033_B4_neg_high_00001_,,B4_neg_high,B4,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B4_neg_high_00001_.png,,P02_s1618033_B4_neg_high_00001_.png,,7919c95fcf,P02_s1618033_B4_neg_high_00001_.png,1024,1280,89.3824,12.7191,97.66,0.0928,#e7e1c9,4.0136,1.4232,80.3,0.2108,#100e0b,0.8821,81.2331,15.4768,5,0.3955,37.6556,3.0534,1.0366,74.83,0.2125,#0d0b09,48.2432,38.6922,46.86,0.0406,#a76044,51.0927,23.3914,141.7,0.1831,#628260,56.8124,17.7369,63.52,0.0525,#a0836d,65.2082,37.7852,86.01,0.0152,#b89b5a,84.2865,11.1764,180.72,0.1703,#bbd9d2
P02,P02_s1618033_B4_neg_low_00001_,,B4_neg_low,B4,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B4_neg_low_00001_.png,,P02_s1618033_B4_neg_low_00001_.png,,7919c95fcf,P02_s1618033_B4_neg_low_00001_.png,1024,1280,89.2145,11.6136,100.72,0.0977,#e5e1ca,4.6953,1.5474,82.73,0.2301,#12100d,0.8534,80.0197,14.965,5,0.371,35.7689,3.6564,1.2,75.45,0.235,#0f0d0a,48.092,36.9689,45.93,0.0334,#a66047,53.9269,25.8238,131.57,0.0743,#6f885f,58.2729,33.9678,80.75,0.0174,#a88751,65.9612,20.5222,62.92,0.0452,#bd9a80,83.6761,11.4482,182.29,0.136,#b8d7d1
P02,P02_s1618033_B4_neg_mid_00001_,,B4_neg_mid,B4,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B4_neg_mid_00001_.png,,P02_s1618033_B4_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_B4_neg_mid_00001_.png,1024,1280,87.2491,13.87,86.84,0.0984,#e7d9c1,4.9083,1.7568,84.69,0.214,#12100d,0.8903,81.0309,13.8361,5,0.3834,37.0693,3.5966,1.2843,75.94,0.2055,#0f0d0a,46.7701,38.3537,45.26,0.0414,#a45c42,56.5206,27.3163,129.98,0.0477,#768f62,60.404,34.6266,84.94,0.0141,#aa8e54,73.7191,25.1617,56.31,0.0188,#dbab90,84.6275,10.6264,178.37,0.1779,#bdd9d2
P02,P02_s1618033_B4_pos_high_00001_,,B4_pos_high,B4,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B4_pos_high_00001_.png,,P02_s1618033_B4_pos_high_00001_.png,,7919c95fcf,P02_s1618033_B4_pos_high_00001_.png,1024,1280,87.5114,13.5717,86.05,0.1006,#e8dac2,5.4018,1.3954,68.85,0.2175,#141110,0.9062,79.968,11.1798,5,0.3993,37.9029,4.4629,1.1883,54.1,0.2145,#120f0e,38.4797,19.0543,142.31,0.1319,#486147,52.3168,29.5898,126.43,0.09,#6d8453,54.0024,39.0912,56.2,0.0285,#b3724a,75.9069,23.2992,58.22,0.0179,#deb297,84.4309,10.0042,187.75,0.1847,#bdd8d5
P02,P02_s1618033_B4_pos_low_00001_,,B4_pos_low,B4,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B4_pos_low_00001_.png,,P02_s1618033_B4_pos_low_00001_.png,,7919c95fcf,P02_s1618033_B4_pos_low_00001_.png,1024,1280,86.6688,12.3508,88.0,0.1075,#e4d8c2,4.9009,1.6607,77.7,0.2206,#12100e,0.8829,80.3808,11.8317,5,0.3654,33.9888,3.5431,1.2786,70.4,0.2111,#0f0c0a,41.8986,19.3979,141.29,0.114,#50694e,45.4519,35.2674,45.82,0.0504,#9c5a43,55.3571,28.496,124.7,0.0725,#778b5b,70.6995,22.6315,67.03,0.036,#caa688,83.9239,10.6838,184.47,0.1543,#bad7d2
P02,P02_s1618033_B4_pos_mid_00001_,,B4_pos_mid,B4,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B4_pos_mid_00001_.png,,P02_s1618033_B4_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_B4_pos_mid_00001_.png,1024,1280,87.4652,11.9518,90.11,0.1072,#e5dac5,4.8947,1.4226,72.58,0.232,#12100e,0.8873,79.0407,11.7436,5,0.3886,37.7814,3.9051,1.1523,63.1,0.2364,#100d0c,39.4221,18.5376,144.05,0.1129,#4a634b,51.8313,27.119,129.1,0.093,#6b8357,52.1587,38.9338,51.48,0.021,#b06b49,72.5308,21.4673,61.14,0.0272,#d1aa90,82.9457,10.9806,185.89,0.1521,#b7d5d0
P02,P02_s1618033_B5_neg_high_00001_,,B5_neg_high,B5,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B5_neg_high_00001_.png,,P02_s1618033_B5_neg_high_00001_.png,,7919c95fcf,P02_s1618033_B5_neg_high_00001_.png,1024,1280,87.7473,11.3863,93.5,0.0883,#e4dcc7,4.8479,2.1204,80.53,0.2432,#13100c,0.8876,80.1227,13.508,5,0.4195,33.1082,3.7618,1.7088,78.95,0.2413,#100d0a,45.081,34.8171,41.06,0.0443,#9d5846,49.155,32.6961,69.9,0.0163,#966d41,54.4502,27.8241,127.73,0.0482,#728a5c,66.8058,21.1459,52.48,0.0399,#c49a85,83.8845,10.2253,189.62,0.1782,#bad7d4
P02,P02_s1618033_B5_neg_low_00001_,,B5_neg_low,B5,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B5_neg_low_00001_.png,,P02_s1618033_B5_neg_low_00001_.png,,7919c95fcf,P02_s1618033_B5_neg_low_00001_.png,1024,1280,88.4526,10.4106,99.75,0.099,#e3decb,5.3184,1.8869,81.79,0.2221,#14110e,0.8564,79.7646,14.9705,5,0.3472,33.057,3.6864,1.4155,75.28,0.2137,#0f0d0a,47.4448,34.4725,43.02,0.038,#a25f4a,53.0571,24.398,133.21,0.0993,#6d8660,53.844,32.2243,79.48,0.0151,#9b7c4a,70.6294,20.4304,63.95,0.042,#c9a68c,83.451,10.7392,187.92,0.1335,#b8d6d2
P02,P02_s1618033_B5_neg_mid_00001_,,B5_neg_mid,B5,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B5_neg_mid_00001_.png,,P02_s1618033_B5_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_B5_neg_mid_00001_.png,1024,1280,87.9565,11.6158,95.61,0.0897,#e4dcc7,4.847,1.6805,80.47,0.2417,#12100d,0.8815,79.6462,12.464,5,0.4058,34.2136,3.7548,1.3627,77.3,0.2424,#0f0d0a,43.1989,19.0731,145.86,0.0993,#516d54,46.0987,35.5763,43.4,0.0402,#9f5b46,55.2903,27.2706,130.75,0.0595,#728c60,70.2483,21.1188,65.94,0.0442,#c8a589,83.401,10.0829,187.26,0.1633,#bad6d2
P02,P02_s1618033_B5_pos_high_00001_,,B5_pos_high,B5,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B5_pos_high_00001_.png,,P02_s1618033_B5_pos_high_00001_.png,,7919c95fcf,P02_s1618033_B5_pos_high_00001_.png,1024,1280,87.641,11.6426,99.22,0.1234,#e1dcc6,6.2718,1.3196,87.06,0.2097,#151412,0.8487,74.9281,13.5238,5,0.3345,31.6905,4.9646,0.8573,76.93,0.2077,#12110f,45.5777,29.4914,47.69,0.0468,#955e48,49.2195,24.1118,130.63,0.0696,#657c55,56.7313,32.5478,83.09,0.0202,#a18450,63.3135,16.1399,73.42,0.0682,#ac967e,79.8927,11.4567,180.63,0.1269,#aeccc6
P02,P02_s1618033_B5_pos_low_00001_,,B5_pos_low,B5,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B5_pos_low_00001_.png,,P02_s1618033_B5_pos_low_00001_.png,,7919c95fcf,P02_s1618033_B5_pos_low_00001_.png,1024,1280,89.4763,10.6334,101.48,0.1084,#e5e1cd,5.1004,1.6133,81.85,0.2254,#13110e,0.8527,79.1329,10.2458,5,0.3531,33.3508,3.8006,1.1664,74.45,0.2264,#0f0d0b,33.4642,14.0892,142.55,0.053,#415341,45.8691,34.5172,45.45,0.0373,#9d5c45,54.0445,27.7798,126.11,0.0703,#73885a,57.1015,20.6096,77.6,0.0491,#9d8566,82.9335,11.9262,185.52,0.1267,#b4d5d0
P02,P02_s1618033_B5_pos_mid_00001_,,B5_pos_mid,B5,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B5_pos_mid_00001_.png,,P02_s1618033_B5_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_B5_pos_mid_00001_.png,1024,1280,88.0244,12.1525,92.79,0.1111,#e5dcc6,6.3815,1.908,88.19,0.2231,#161411,0.8676,77.8546,13.4561,5,0.3548,31.868,4.7476,1.2617,83.18,0.2127,#11100e,44.9823,33.1297,46.27,0.0376,#985b44,53.9546,32.7494,81.48,0.0143,#9a7d49,54.0836,28.5547,124.54,0.058,#748858,65.9345,18.6184,70.66,0.0527,#b79b81,82.6021,11.4041,182.76,0.1421,#b5d4ce
P02,1618033,B6_neg,B6_neg_high,B6,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_neg_high_00001_.png,81.0,P02_s1618033_B6_neg_high_00001_.png,,7919c95fcf,P02_s1618033_B6_neg_high_00001_.png,1024,1280,87.9059,13.1169,283.41,0.2403,#d6dcf5,14.5947,35.3799,301.79,0.122,#241d50,0.7642,84.0865,7.4841,5,0.201,42.1887,10.7383,35.3847,303.49,0.0804,#1d1546,31.3407,46.7604,305.7,0.1087,#523d86,47.8747,36.0869,326.23,0.0445,#946094,50.793,31.4377,290.67,0.0924,#6f75ab,75.8435,23.8914,294.33,0.0584,#b9b7e3,94.8248,4.5717,317.44,0.0076,#f4eef6
P02,1618033,B6_neg,B6_neg_low,B6,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_neg_low_00001_.png,82.0,P02_s1618033_B6_neg_low_00001_.png,,7919c95fcf,P02_s1618033_B6_neg_low_00001_.png,1024,1280,88.882,6.1218,85.78,0.0804,#e5ded4,5.2014,1.971,307.78,0.2293,#121114,0.857,79.145,14.2625,4,0.3846,24.6348,3.9544,1.9829,306.73,0.2278,#0f0d11,44.5708,9.6858,164.86,0.1569,#5a6e65,48.8785,26.6177,33.38,0.0485,#9f655c,50.8074,20.1814,73.89,0.0153,#8e7558,73.1392,15.5575,41.97,0.019,#d0aca1,83.0994,9.5039,209.55,0.1281,#b9d4d7
P02,1618033,B6_neg,B6_neg_mid,B6,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_neg_mid_00001_.png,83.0,P02_s1618033_B6_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_B6_neg_mid_00001_.png,1024,1280,89.6169,2.901,4.83,0.1002,#e7dfe1,5.0336,8.2122,297.84,0.2212,#120f1b,0.8097,77.1907,14.7348,5,0.3068,24.2072,3.6704,7.4298,295.71,0.2151,#0e0b18,47.2032,20.6487,299.87,0.0515,#726b8e,50.0011,31.637,13.62,0.0355,#ab626c,56.2321,17.2538,44.66,0.0179,#a37f72,72.5588,20.7197,5.16,0.021,#d8a5af,80.861,10.383,244.9,0.0916,#b6ccda
P02,1618033,B6_pos,B6_pos_high,B6,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_pos_high_00001_.png,84.0,P02_s1618033_B6_pos_high_00001_.png,,7919c95fcf,P02_s1618033_B6_pos_high_00001_.png,1024,1280,80.6657,28.7202,112.11,0.1141,#c7cd96,2.1649,3.2714,78.51,0.213,#0d0700,0.8779,68.642,4.7314,6,0.3108,55.2352,1.3738,2.1321,73.23,0.2103,#090400,22.184,28.8883,80.28,0.0778,#463207,31.051,39.3454,113.43,0.1004,#414f08,46.5098,46.2462,87.98,0.0624,#856b1a,61.9606,57.3673,100.35,0.0285,#a09928,70.0158,25.4143,144.42,0.0892,#8eb590
P02,1618033,B6_pos,B6_pos_low,B6,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_pos_low_00001_.png,85.0,P02_s1618033_B6_pos_low_00001_.png,,7919c95fcf,P02_s1618033_B6_pos_low_00001_.png,1024,1280,86.4397,19.3548,104.6,0.124,#dddab5,5.2945,4.5763,100.57,0.1797,#141208,0.8618,75.6688,10.1463,5,0.3268,39.493,4.1788,3.843,99.89,0.1811,#110f06,29.1378,23.0666,127.47,0.0425,#384a28,43.942,40.2845,56.71,0.0488,#975830,50.1546,25.8235,87.03,0.096,#88754b,51.9945,43.336,121.25,0.1062,#6a8539,79.8475,16.4719,158.52,0.1457,#acceba
P02,1618033,B6_pos,B6_pos_mid,B6,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_pos_mid_00001_.png,86.0,P02_s1618033_B6_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_B6_pos_mid_00001_.png,1024,1280,82.8244,26.645,107.76,0.1227,#d1d19e,5.8464,7.2263,98.27,0.1308,#161304,0.867,69.8639,9.5837,5,0.2531,41.9729,5.7835,7.1705,99.63,0.1494,#161304,37.4247,31.7971,88.92,0.0795,#685623,41.6899,44.0958,67.97,0.0469,#8b571c,49.45,49.1434,113.37,0.0832,#6c7d22,65.0689,46.2771,90.59,0.0563,#b69c49,75.6474,21.3289,145.01,0.1037,#a1c3a3
P02,1618033,baseline,baseline,baseline,none,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_baseline_00001_.png,87.0,P02_s1618033_baseline_00001_.png,,7919c95fcf,P02_s1618033_baseline_00001_.png,1024,1280,87.8363,12.2177,90.85,0.1024,#e6dbc5,4.7979,1.6395,79.0,0.2194,#12100d,0.8702,80.3682,14.193,5,0.3645,33.0549,3.5608,1.2825,70.67,0.2165,#0f0c0a,46.1664,34.3374,44.37,0.0384,#9e5c46,51.709,31.9279,73.89,0.0151,#9a7547,54.1961,26.5842,127.61,0.0858,#73895d,67.506,20.442,65.26,0.0405,#c09e84,83.929,11.043,181.65,0.148,#bad8d1
P02,1618033,scrA_neg,scrA_neg_high,scrA,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_neg_high_00001_.png,88.0,P02_s1618033_scrA_neg_high_00001_.png,,7919c95fcf,P02_s1618033_scrA_neg_high_00001_.png,1024,1280,90.4417,11.5847,103.27,0.1181,#e8e4ce,5.9828,1.5826,82.69,0.1695,#151311,0.8399,78.5992,13.5038,4,0.2971,27.3065,4.4687,1.1541,62.5,0.1685,#110f0d,45.1565,28.4606,43.66,0.042,#945d4b,49.9672,22.6513,131.38,0.0815,#687d59,52.9286,28.1775,81.39,0.0187,#957a4e,69.6901,16.9283,73.18,0.0413,#bea68d,83.0679,11.0216,179.77,0.1286,#b8d5ce
P02,1618033,scrA_neg,scrA_neg_low,scrA,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_neg_low_00001_.png,89.0,P02_s1618033_scrA_neg_low_00001_.png,,7919c95fcf,P02_s1618033_scrA_neg_low_00001_.png,1024,1280,89.2177,11.1775,103.49,0.1054,#e4e1cb,5.0679,1.564,91.4,0.1959,#12110e,0.8412,79.4652,14.1286,4,0.3205,29.3123,3.7737,1.2096,82.83,0.197,#0f0d0b,45.5355,30.5219,43.69,0.0394,#985d4a,50.0203,28.898,78.01,0.0196,#907247,52.4246,23.805,132.48,0.0684,#6c845e,64.9747,16.9656,72.23,0.0628,#b29a81,83.2389,10.9129,183.38,0.1235,#b8d6d0
P02,1618033,scrA_neg,scrA_neg_mid,scrA,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_neg_mid_00001_.png,90.0,P02_s1618033_scrA_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_scrA_neg_mid_00001_.png,1024,1280,89.9304,12.4935,98.39,0.1088,#e9e2cb,6.2089,1.8536,81.18,0.2018,#151411,0.8685,79.183,5.2184,6,0.3287,27.3747,4.4525,1.2769,68.12,0.1858,#110f0d,29.4365,11.329,131.84,0.0376,#3e4838,46.64,28.6516,48.17,0.0473,#97624c,55.9459,25.5755,126.89,0.0719,#788d62,69.9114,17.9815,74.04,0.0439,#c0a78c,83.6355,11.298,178.61,0.1429,#b9d7d0
P02,1618033,scrA_pos,scrA_pos_high,scrA,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_pos_high_00001_.png,91.0,P02_s1618033_scrA_pos_high_00001_.png,,7919c95fcf,P02_s1618033_scrA_pos_high_00001_.png,1024,1280,86.9548,15.4227,82.32,0.096,#ead7bd,3.1762,1.1689,38.72,0.2378,#0e0b0a,0.9201,80.6114,7.7692,5,0.4064,38.6696,2.1584,1.0218,20.16,0.2331,#0b0707,30.203,20.1354,42.02,0.0481,#633e33,43.7375,39.6914,46.18,0.0463,#9c5439,48.0069,28.6761,132.71,0.0729,#5d7a4e,63.2322,13.6564,82.1,0.0507,#a69781,82.7699,11.13,181.33,0.1733,#b6d4ce
P02,1618033,scrA_pos,scrA_pos_low,scrA,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_pos_low_00001_.png,92.0,P02_s1618033_scrA_pos_low_00001_.png,,7919c95fcf,P02_s1618033_scrA_pos_low_00001_.png,1024,1280,89.6645,11.0146,98.06,0.0984,#e7e2cd,4.1717,1.448,73.15,0.2188,#110e0c,0.8679,80.6262,11.5869,5,0.371,37.3298,3.2955,1.237,65.75,0.2265,#0e0b09,40.7363,30.6958,43.44,0.039,#8b513f,52.0262,38.5667,51.81,0.0227,#af6b49,54.3938,27.4145,130.34,0.0762,#708a5d,69.6916,20.6196,66.91,0.0503,#c5a488,83.9217,11.6867,187.68,0.1444,#b7d8d4
P02,1618033,scrA_pos,scrA_pos_mid,scrA,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_pos_mid_00001_.png,93.0,P02_s1618033_scrA_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_scrA_pos_mid_00001_.png,1024,1280,89.7206,11.0648,96.13,0.0902,#e8e1cd,4.1468,1.3228,67.25,0.2354,#110e0c,0.8842,80.3664,6.7677,6,0.3763,38.0755,3.1296,1.1341,50.45,0.236,#0e0b09,23.836,14.7622,42.04,0.0598,#4d322a,45.3156,39.2096,45.31,0.0551,#a0583e,53.8652,29.976,127.66,0.0566,#6f8957,76.3795,27.0271,66.69,0.0263,#e0b48f,83.496,11.3148,186.02,0.1403,#b7d7d2
P02,1618033,scrB_neg,scrB_neg_high,scrB,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_neg_high_00001_.png,94.0,P02_s1618033_scrB_neg_high_00001_.png,,7919c95fcf,P02_s1618033_scrB_neg_high_00001_.png,1024,1280,92.677,43.195,122.33,0.1672,#d7f5a2,10.2945,13.5609,95.2,0.049,#211c04,0.824,84.2653,10.653,5,0.2263,66.8218,7.5411,10.9331,101.06,0.0484,#1a1701,43.4571,46.355,79.74,0.1004,#866014,55.2389,31.2299,117.2,0.0255,#7d8a53,58.9018,77.7549,57.11,0.0321,#e36b0a,76.7707,66.1743,84.63,0.1227,#e8b73b,91.8063,50.5433,102.4,0.1035,#f3eb87
P02,1618033,scrB_neg,scrB_neg_low,scrB,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_neg_low_00001_.png,95.0,P02_s1618033_scrB_neg_low_00001_.png,,7919c95fcf,P02_s1618033_scrB_neg_low_00001_.png,1024,1280,90.8447,20.9574,106.78,0.128,#e9e7be,9.6969,8.0895,105.69,0.1511,#1c1b0f,0.8423,78.5061,16.4249,4,0.2784,45.9463,7.5424,6.7678,106.83,0.1436,#18170c,55.3719,49.2183,56.38,0.0432,#c0703e,59.6192,50.8293,121.27,0.0787,#799a3f,68.2645,52.7142,87.41,0.0168,#c5a243,72.5225,30.4674,84.37,0.0795,#cbae7b,86.0484,18.322,155.39,0.1348,#bbe0c8
P02,1618033,scrB_neg,scrB_neg_mid,scrB,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_neg_mid_00001_.png,96.0,P02_s1618033_scrB_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_scrB_neg_mid_00001_.png,1024,1280,91.9213,29.5969,121.9,0.2721,#dcefb7,12.3755,11.6116,104.38,0.0851,#222110,0.7841,82.1327,16.4071,5,0.3251,58.1709,8.7826,9.9018,109.03,0.0819,#1a1a09,55.6474,61.7435,119.75,0.2433,#6a921a,58.2765,68.0727,60.53,0.0493,#d5721d,64.8775,67.2169,85.73,0.0209,#c3980d,85.2909,32.0186,141.86,0.0315,#b1e2af,90.9154,36.715,99.07,0.0523,#f3e69f
P02,1618033,scrB_pos,scrB_pos_high,scrB,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_pos_high_00001_.png,97.0,P02_s1618033_scrB_pos_high_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_high_00001_.png,1024,1280,60.3588,17.5134,305.74,0.0353,#988dab,0.6268,5.253,295.85,0.338,#03010e,0.9799,64.6776,5.1645,5,0.3661,42.3488,0.409,4.3176,294.95,0.2811,#02000b,12.4787,22.8674,332.88,0.0442,#35152f,30.7099,31.1562,312.04,0.028,#573e6d,34.802,46.6665,287.1,0.085,#2b4f99,47.0614,25.3941,276.68,0.0165,#5a709a,65.0866,11.358,338.93,0.0076,#ae98a5
P02,1618033,scrB_pos,scrB_pos_low,scrB,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_pos_low_00001_.png,98.0,P02_s1618033_scrB_pos_low_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_low_00001_.png,1024,1280,84.6159,5.0781,80.92,0.0823,#d9d2ca,2.699,2.3388,308.65,0.274,#0b090e,0.89,73.9839,3.8734,6,0.434,20.172,1.899,2.0666,308.6,0.2725,#08060b,21.2438,9.2049,352.75,0.0632,#402e35,36.1083,22.2386,29.18,0.0416,#774944,46.1139,9.5843,143.77,0.0337,#647164,64.9579,10.78,38.65,0.0285,#b29892,75.8829,10.4075,221.16,0.1616,#a4c0c7
P02,1618033,scrB_pos,scrB_pos_mid,scrB,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_pos_mid_00001_.png,99.0,P02_s1618033_scrB_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_mid_00001_.png,1024,1280,76.1344,4.9721,318.17,0.0881,#c0bac2,1.5684,5.6813,297.41,0.2935,#070411,0.9054,64.8515,9.3272,5,0.3655,14.0524,1.0592,4.938,296.9,0.2769,#05030e,14.5002,17.4399,308.59,0.0886,#2a2038,21.6295,18.7555,353.12,0.0483,#4c2938,52.4068,11.8744,333.03,0.0294,#8b7786,57.3953,18.9904,254.44,0.0804,#6b8ea9,65.9107,13.737,263.95,0.0862,#90a2b8
