prompt_id,seed,condition,cond_tag,block_name,angle_label,angle_deg,image_path,run_id,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
P01,3141592,B6_neg,B6_neg_high,B6,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_neg_high_00001_.png,56.0,P01_s3141592_B6_neg_high_00001_.png,,52e5b19ca6,P01_s3141592_B6_neg_high_00001_.png,1024,1280,50.1644,37.2062,331.26,0.039,#a06396,6.3009,26.3963,299.68,0.0851,#110f32,0.9653,60.5116,5.9582,6,0.2021,18.4397,3.6387,21.7952,296.36,0.0382,#0c0828,9.7129,30.9256,301.76,0.0825,#19153f,31.7347,36.582,313.46,0.0668,#5d3d75,47.321,40.2349,294.15,0.1196,#676aae,54.4257,39.7187,352.51,0.0127,#be668c,64.1503,38.6496,15.61,0.0117,#de808b
P01,3141592,B6_neg,B6_neg_low,B6,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_neg_low_00001_.png,57.0,P01_s3141592_B6_neg_low_00001_.png,,52e5b19ca6,P01_s3141592_B6_neg_low_00001_.png,1024,1280,59.6158,3.2969,16.18,0.0574,#968e8e,3.7326,4.4981,303.8,0.3328,#0f0c14,0.9511,78.8957,10.2401,5,0.3994,39.019,2.723,4.1027,301.2,0.3063,#0b0911,35.3602,21.7937,9.33,0.0374,#75464e,35.6701,16.5163,279.21,0.0931,#49546e,51.0118,34.1262,28.25,0.0186,#b0645f,66.0276,43.1217,46.92,0.0187,#e18b6a,81.6186,24.5066,70.18,0.0123,#eac4a0
P01,3141592,B6_neg,B6_neg_mid,B6,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_neg_mid_00001_.png,58.0,P01_s3141592_B6_neg_mid_00001_.png,,52e5b19ca6,P01_s3141592_B6_neg_mid_00001_.png,1024,1280,51.835,13.7277,308.86,0.0598,#82778e,3.3448,11.037,297.52,0.2141,#0e091b,0.9499,74.017,10.7767,5,0.2508,36.3195,2.7991,10.06,296.51,0.1781,#0b0819,33.7855,23.3429,289.69,0.0727,#484d72,35.9763,23.6842,341.11,0.0525,#724761,41.9044,34.6199,9.6,0.0189,#984b5b,53.5777,46.3796,28.29,0.0133,#c8615c,76.8161,35.2042,56.03,0.006,#f1af89
P01,3141592,B6_pos,B6_pos_high,B6,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_pos_high_00001_.png,59.0,P01_s3141592_B6_pos_high_00001_.png,,52e5b19ca6,P01_s3141592_B6_pos_high_00001_.png,1024,1280,68.9498,57.5467,83.94,0.0303,#cea23b,0.9794,1.5461,65.93,0.4314,#070300,0.9862,79.2289,14.818,4,0.4616,59.1706,0.3869,0.7054,54.46,0.3734,#030100,19.535,36.7126,50.03,0.0173,#551f02,22.7918,28.6893,80.43,0.0882,#483309,35.2469,50.9024,56.06,0.0185,#873e0a,36.9787,14.7672,115.56,0.0308,#555941,79.6158,59.876,95.44,0.0079,#dcc651
P01,3141592,B6_pos,B6_pos_low,B6,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_pos_low_00001_.png,60.0,P01_s3141592_B6_pos_low_00001_.png,,52e5b19ca6,P01_s3141592_B6_pos_low_00001_.png,1024,1280,61.2693,55.5836,59.96,0.0422,#d57f3e,2.6855,2.5443,104.72,0.3474,#0b0a04,0.979,85.0917,10.9986,5,0.4105,50.9958,2.5303,2.4623,107.12,0.3483,#0a0a03,38.0109,33.8326,48.03,0.0621,#854a32,48.4447,51.9643,48.52,0.0237,#b55932,51.1542,29.0023,76.61,0.0608,#94754a,71.9316,53.4581,74.25,0.0196,#e2a451,87.6221,41.9391,93.71,0.0107,#f2db8b
P01,3141592,B6_pos,B6_pos_mid,B6,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_pos_mid_00001_.png,61.0,P01_s3141592_B6_pos_mid_00001_.png,,52e5b19ca6,P01_s3141592_B6_pos_mid_00001_.png,1024,1280,56.0478,54.1176,65.76,0.0406,#bd762e,2.4178,3.3316,106.43,0.2846,#0a0901,0.9732,80.8431,11.6328,4,0.4104,58.497,2.1827,3.1004,107.4,0.2782,#090801,29.6185,13.9371,101.4,0.1057,#494631,32.2821,28.9828,76.12,0.1322,#62471f,37.0366,44.1611,56.5,0.043,#87461b,68.5105,61.5974,75.9,0.0191,#db9b35,83.0258,54.0879,93.24,0.0099,#e9ce66
P01,3141592,baseline,baseline,baseline,none,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_baseline_00001_.png,62.0,P01_s3141592_baseline_00001_.png,,52e5b19ca6,P01_s3141592_baseline_00001_.png,1024,1280,61.1388,9.0116,74.74,0.0563,#9e9284,2.7227,0.8434,13.66,0.3606,#0c0909,0.9561,80.7723,10.6612,5,0.4175,47.2389,1.8678,0.487,357.87,0.3432,#080607,37.5694,24.607,31.76,0.0339,#7e4b45,47.7519,18.4069,57.11,0.0743,#8b6b58,52.0812,41.8861,39.62,0.0216,#ba6550,65.2178,47.726,54.2,0.0225,#de895a,82.6401,34.9755,80.06,0.0193,#efc88d
P01,3141592,scrA_neg,scrA_neg_high,scrA,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_neg_high_00001_.png,63.0,P01_s3141592_scrA_neg_high_00001_.png,,52e5b19ca6,P01_s3141592_scrA_neg_high_00001_.png,1024,1280,57.7329,2.1543,108.27,0.0656,#8b8b87,3.3214,1.2215,6.97,0.2348,#0f0b0c,0.9688,80.9573,12.0558,5,0.2664,42.2104,2.7397,0.9043,348.62,0.221,#0c090a,39.3303,26.1422,31.25,0.0446,#854e48,52.416,18.332,60.35,0.0454,#967762,59.7832,43.1147,47.16,0.0267,#ce7a5a,62.0652,13.2895,244.4,0.0174,#7e9aab,83.697,30.8676,81.12,0.0109,#eecc98
P01,3141592,scrA_neg,scrA_neg_low,scrA,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_neg_low_00001_.png,64.0,P01_s3141592_scrA_neg_low_00001_.png,,52e5b19ca6,P01_s3141592_scrA_neg_low_00001_.png,1024,1280,59.595,10.2019,79.55,0.0578,#9a8e7e,3.2401,1.0151,13.66,0.3332,#0e0b0b,0.9494,82.7488,9.785,5,0.4136,44.7641,2.1843,0.5969,359.85,0.3077,#0a0808,35.2742,12.902,49.72,0.106,#664e44,38.903,24.2187,32.0,0.0423,#814e48,56.8266,45.361,45.85,0.0324,#c97151,74.3333,42.076,66.64,0.0177,#e9aa70,84.9331,13.9537,92.76,0.01,#ded4ba
P01,3141592,scrA_neg,scrA_neg_mid,scrA,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_neg_mid_00001_.png,65.0,P01_s3141592_scrA_neg_mid_00001_.png,,52e5b19ca6,P01_s3141592_scrA_neg_mid_00001_.png,1024,1280,59.987,8.0074,85.5,0.0508,#989083,3.709,1.0545,0.78,0.2786,#0f0d0d,0.9542,81.1368,7.6831,5,0.3622,45.4332,2.4891,0.6885,357.92,0.2475,#0b0909,27.7327,9.2202,28.97,0.1147,#503d3b,46.5847,16.1348,51.74,0.0692,#86685a,48.801,34.5569,38.09,0.03,#a86151,64.2328,46.1217,54.15,0.0225,#da885a,83.6259,28.4672,81.87,0.0146,#ebcc9c
P01,3141592,scrA_pos,scrA_pos_high,scrA,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_pos_high_00001_.png,66.0,P01_s3141592_scrA_pos_high_00001_.png,,52e5b19ca6,P01_s3141592_scrA_pos_high_00001_.png,1024,1280,61.9579,9.7894,71.91,0.0451,#a29385,2.0128,0.9647,356.72,0.3429,#0a0708,0.9695,86.8268,5.7559,6,0.3691,57.0297,1.301,0.6348,350.22,0.3265,#060405,28.7083,26.1956,27.99,0.0426,#693432,46.7095,38.8944,36.59,0.0297,#a85849,59.9559,57.6645,46.3,0.0291,#df7149,77.6425,44.2401,70.51,0.0201,#f1b473,88.1277,14.1824,94.83,0.0113,#e6ddc2
P01,3141592,scrA_pos,scrA_pos_low,scrA,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_pos_low_00001_.png,67.0,P01_s3141592_scrA_pos_low_00001_.png,,52e5b19ca6,P01_s3141592_scrA_pos_low_00001_.png,1024,1280,61.0657,11.0472,67.59,0.0624,#a29082,2.7561,1.0076,14.85,0.3462,#0d0909,0.9548,84.2458,7.0926,6,0.4732,49.2345,1.8805,0.618,6.23,0.3287,#090607,29.3955,11.955,36.57,0.1445,#58403b,38.3498,27.6833,31.43,0.0492,#844a44,59.6186,49.8526,46.57,0.0314,#d67652,76.7488,43.49,71.06,0.0208,#edb272,86.1264,14.6518,89.77,0.01,#e3d6bc
P01,3141592,scrA_pos,scrA_pos_mid,scrA,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_pos_mid_00001_.png,68.0,P01_s3141592_scrA_pos_mid_00001_.png,,52e5b19ca6,P01_s3141592_scrA_pos_mid_00001_.png,1024,1280,60.6054,13.9613,69.64,0.0694,#a48f7b,2.3636,1.004,15.38,0.3467,#0b0808,0.9536,84.9179,10.8926,6,0.3873,56.8443,1.5898,0.607,9.65,0.3343,#070506,38.7807,33.1174,31.28,0.053,#8c4841,48.1869,20.0465,266.78,0.0316,#5b7594,54.2398,57.4512,39.35,0.0243,#d35e45,72.1858,48.2412,61.57,0.0181,#ed9f64,86.5077,33.2194,86.06,0.0143,#f3d59a
P01,3141592,scrB_neg,scrB_neg_high,scrB,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_neg_high_00001_.png,69.0,P01_s3141592_scrB_neg_high_00001_.png,,52e5b19ca6,P01_s3141592_scrB_neg_high_00001_.png,1024,1280,69.553,75.1127,72.51,0.0465,#eb9813,14.738,22.2502,117.28,0.2039,#202804,0.9721,67.7694,7.6963,5,0.3163,58.5604,12.6793,21.0861,120.86,0.164,#1b2401,35.212,31.4258,87.18,0.1479,#63511f,40.1325,44.498,72.97,0.1523,#825514,47.4195,58.2738,61.74,0.0512,#ab5c13,57.4454,75.0363,58.02,0.0366,#db6a0b,80.4487,79.6465,86.58,0.0091,#f4c116
P01,3141592,scrB_neg,scrB_neg_low,scrB,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_neg_low_00001_.png,70.0,P01_s3141592_scrB_neg_low_00001_.png,,52e5b19ca6,P01_s3141592_scrB_neg_low_00001_.png,1024,1280,67.7991,61.6998,62.36,0.0501,#eb8f41,4.6216,4.8344,112.64,0.286,#101106,0.9698,77.7928,13.3498,5,0.4167,55.329,3.9569,4.5792,117.54,0.2702,#0d0f04,40.936,28.054,66.18,0.1465,#7e5937,46.8238,40.5798,50.89,0.0642,#a35d3b,57.0207,15.7703,229.7,0.0189,#678f9d,57.3524,59.9082,51.06,0.0188,#d56c39,81.7497,52.7544,84.47,0.0309,#f2c567
P01,3141592,scrB_neg,scrB_neg_mid,scrB,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_neg_mid_00001_.png,71.0,P01_s3141592_scrB_neg_mid_00001_.png,,52e5b19ca6,P01_s3141592_scrB_neg_mid_00001_.png,1024,1280,70.1984,72.9758,70.94,0.0596,#ee9921,9.9637,14.2576,122.65,0.2138,#181e07,0.9631,73.7951,12.3164,4,0.33,56.7806,8.7843,13.5218,125.59,0.1913,#151c05,43.2547,42.1075,72.99,0.1387,#895d21,45.5884,53.2693,58.16,0.0707,#a5571e,49.4802,26.4036,90.78,0.1232,#847449,59.2831,69.5291,58.85,0.0263,#db721f,82.5793,70.3024,89.07,0.0206,#f3c93f
P01,3141592,scrB_pos,scrB_pos_high,scrB,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_pos_high_00001_.png,72.0,P01_s3141592_scrB_pos_high_00001_.png,,52e5b19ca6,P01_s3141592_scrB_pos_high_00001_.png,1024,1280,22.011,23.5899,304.44,0.0412,#392f52,0.1308,1.8683,294.84,0.36,#010005,0.945,57.2994,8.3602,4,0.4163,40.3433,0.0701,1.2243,292.21,0.3046,#000003,2.3398,16.8951,296.63,0.1118,#0a0420,6.4701,29.7271,301.56,0.0346,#120e36,17.1535,29.9248,351.79,0.0187,#4d1531,31.7344,41.5676,15.38,0.009,#852a3b,57.3695,36.3723,34.86,0.0043,#c47467
P01,3141592,scrB_pos,scrB_pos_low,scrB,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_pos_low_00001_.png,73.0,P01_s3141592_scrB_pos_low_00001_.png,,52e5b19ca6,P01_s3141592_scrB_pos_low_00001_.png,1024,1280,50.6925,4.4394,339.18,0.0513,#7f767b,1.288,2.2383,309.77,0.3749,#060409,0.9477,73.3257,6.4137,6,0.4991,37.0162,0.7225,1.7839,308.53,0.3554,#040206,20.3457,9.1092,343.58,0.1437,#3c2d35,29.25,22.8636,7.77,0.0287,#673741,34.3403,16.4096,283.2,0.0439,#48506a,53.1032,38.8001,33.89,0.0205,#bb675b,74.0483,24.9485,61.1,0.0145,#daad8f
P01,3141592,scrB_pos,scrB_pos_mid,scrB,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_pos_mid_00001_.png,74.0,P01_s3141592_scrB_pos_mid_00001_.png,,52e5b19ca6,P01_s3141592_scrB_pos_mid_00001_.png,1024,1280,35.8377,13.977,302.45,0.0428,#575167,0.5137,2.8431,300.1,0.3817,#030108,0.9512,81.5357,8.7674,5,0.4428,38.8129,0.3198,2.3286,299.26,0.3588,#020006,14.4269,22.0136,294.58,0.0841,#202241,14.4606,22.7337,341.91,0.0322,#3c172f,37.6738,41.1415,20.49,0.0122,#953b43,59.9502,39.9948,41.4,0.0056,#ce7b64,81.8555,21.4006,71.25,0.0032,#e7c6a6
P02,1618033,B1_neg,B1_neg_high,B1,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_neg_high_00001_.png,75.0,P02_s1618033_B1_neg_high_00001_.png,,7919c95fcf,P02_s1618033_B1_neg_high_00001_.png,1024,1280,87.5171,11.8638,101.72,0.094,#e0dcc5,7.6679,2.644,71.61,0.2257,#1a1613,0.8803,74.0113,8.8373,5,0.3527,32.0923,5.7731,2.1728,64.95,0.1976,#16120f,33.2887,10.4872,135.68,0.0616,#475143,46.4534,34.265,49.96,0.0549,#9c5f43,55.7393,24.3783,121.62,0.0491,#7d8b61,58.2673,15.7113,75.54,0.0506,#9d8972,79.7845,11.4725,188.08,0.1551,#acccc8
P02,1618033,B1_neg,B1_neg_low,B1,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_neg_low_00001_.png,76.0,P02_s1618033_B1_neg_low_00001_.png,,7919c95fcf,P02_s1618033_B1_neg_low_00001_.png,1024,1280,88.352,11.4261,100.38,0.098,#e3dec8,5.8597,1.6892,73.91,0.2315,#151310,0.8629,77.5419,8.5858,5,0.3661,36.4624,4.4047,1.3308,64.41,0.2244,#110f0d,25.4097,11.9668,50.74,0.0412,#4c382f,44.8243,37.7932,43.44,0.0362,#9e5740,50.6212,30.8658,74.84,0.0145,#957246,55.5893,26.4265,125.82,0.0579,#788c5f,81.9466,11.8894,184.33,0.1418,#b2d2cd
P02,1618033,B1_neg,B1_neg_mid,B1,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_neg_mid_00001_.png,77.0,P02_s1618033_B1_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_B1_neg_mid_00001_.png,1024,1280,87.4431,12.2963,99.62,0.0975,#e1dbc4,6.9846,2.3905,84.98,0.2428,#171512,0.8843,74.7822,11.7249,6,0.3772,35.3722,5.7327,2.0011,82.88,0.2366,#14120f,43.9025,37.3732,45.15,0.0452,#9a553d,52.1944,30.2005,78.67,0.0154,#96784a,59.5304,27.612,123.32,0.0402,#849666,71.7777,20.1841,66.52,0.0525,#cbaa8f,80.5149,12.4011,185.18,0.1406,#adcfc9
P02,1618033,B1_pos,B1_pos_high,B1,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_pos_high_00001_.png,78.0,P02_s1618033_B1_pos_high_00001_.png,,7919c95fcf,P02_s1618033_B1_pos_high_00001_.png,1024,1280,90.2312,11.4528,93.35,0.1247,#ebe3cd,3.7733,1.6857,79.13,0.1991,#100d0a,0.8287,85.752,16.8048,6,0.3457,42.9601,2.2646,1.0767,65.12,0.2017,#0b0806,51.832,44.0368,44.26,0.0384,#b96449,56.9317,26.3045,134.78,0.0909,#739167,63.0157,43.7583,77.64,0.0177,#be914b,70.5051,18.5555,61.54,0.0798,#c7a68f,88.0166,10.9815,185.05,0.1439,#c5e3de
P02,1618033,B1_pos,B1_pos_low,B1,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_pos_low_00001_.png,79.0,P02_s1618033_B1_pos_low_00001_.png,,7919c95fcf,P02_s1618033_B1_pos_low_00001_.png,1024,1280,87.679,12.2681,91.34,0.1028,#e5dbc5,4.4928,1.4277,82.02,0.2271,#110f0d,0.8698,80.7992,17.8756,3,0.3925,33.0612,3.5759,1.1715,73.46,0.2359,#0f0c0a,46.9113,34.2327,44.46,0.0384,#a05e48,49.7502,29.0005,77.57,0.0198,#907146,52.3609,13.6638,74.0,0.0832,#8c7a67,52.5866,24.589,135.23,0.0761,#6a855f,84.3751,10.2107,183.92,0.1566,#bdd8d3
P02,1618033,B1_pos,B1_pos_mid,B1,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_pos_mid_00001_.png,80.0,P02_s1618033_B1_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_B1_pos_mid_00001_.png,1024,1280,87.5211,7.3898,140.76,0.2657,#d4ded2,4.6057,1.7158,77.86,0.1733,#120f0d,0.768,86.5637,14.143,5,0.3221,37.3883,3.72,1.4566,64.96,0.2042,#100d0a,42.3184,17.6112,149.71,0.1003,#4e6b55,50.1447,38.8449,44.54,0.0544,#ae634a,52.1009,25.7845,135.49,0.1178,#67845d,60.8266,37.0325,78.47,0.0225,#b38c52,90.2837,15.7701,85.43,0.0348,#f2e1c5
P02,P02_s1618033_B2_neg_high_00001_,,B2_neg_high,B2,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B2_neg_high_00001_.png,,P02_s1618033_B2_neg_high_00001_.png,,7919c95fcf,P02_s1618033_B2_neg_high_00001_.png,1024,1280,87.63,12.4977,88.45,0.112,#e6dbc4,5.9791,1.988,77.14,0.1899,#151310,0.8619,77.6101,15.3289,4,0.3465,32.877,4.7383,1.7078,67.53,0.1893,#13100d,46.7246,34.5847,46.03,0.0461,#9f5e46,50.4974,31.6675,77.88,0.0221,#937343,50.9607,23.2701,133.73,0.0954,#68805c,74.0589,22.4854,51.88,0.0204,#dbac96,82.3484,10.1973,178.05,0.1572,#b8d3cc
P02,P02_s1618033_B2_neg_low_00001_,,B2_neg_low,B2,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B2_neg_low_00001_.png,,P02_s1618033_B2_neg_low_00001_.png,,7919c95fcf,P02_s1618033_B2_neg_low_00001_.png,1024,1280,86.6423,13.5686,86.08,0.0883,#e5d7bf,5.4026,1.922,81.89,0.2126,#14120e,0.898,79.4481,14.7432,5,0.3858,32.2221,4.529,1.5526,82.4,0.2144,#110f0d,45.5628,33.7747,44.31,0.0472,#9b5b46,52.4811,32.2632,79.29,0.0156,#987847,54.093,25.8459,128.75,0.0467,#72885e,59.8578,14.1976,71.0,0.0488,#a18d79,83.9771,10.1345,179.67,0.1714,#bcd7d1
P02,P02_s1618033_B2_neg_mid_00001_,,B2_neg_mid,B2,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B2_neg_mid_00001_.png,,P02_s1618033_B2_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_B2_neg_mid_00001_.png,1024,1280,86.9459,13.0406,89.29,0.0995,#e4d9c1,5.8415,1.9831,81.09,0.1977,#151310,0.8818,78.5998,16.0473,4,0.37,32.4021,4.6558,1.6521,71.93,0.1943,#12100d,47.807,34.0542,45.27,0.0454,#a2614a,49.6788,22.2691,133.39,0.0787,#667d5a,55.2758,33.886,82.02,0.0174,#9e804a,58.4288,13.5512,63.18,0.0605,#9f8878,83.2556,10.3035,178.97,0.1757,#bad5cf
P02,P02_s1618033_B2_pos_high_00001_,,B2_pos_high,B2,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B2_pos_high_00001_.png,,P02_s1618033_B2_pos_high_00001_.png,,7919c95fcf,P02_s1618033_B2_pos_high_00001_.png,1024,1280,87.1455,13.4118,90.5,0.1254,#e5d9c1,4.5465,1.4765,75.88,0.1867,#110f0d,0.8627,80.5607,14.0614,5,0.3667,28.9873,3.5661,1.2564,67.83,0.1898,#0f0c0a,46.3742,30.2437,44.14,0.0447,#9a5f4c,53.9345,24.5752,131.29,0.0664,#708861,56.5669,14.6621,80.29,0.0751,#96856f,72.6084,21.0208,63.8,0.0276,#cfab90,84.1268,10.4336,176.39,0.1769,#bdd8d0
P02,P02_s1618033_B2_pos_low_00001_,,B2_pos_low,B2,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B2_pos_low_00001_.png,,P02_s1618033_B2_pos_low_00001_.png,,7919c95fcf,P02_s1618033_B2_pos_low_00001_.png,1024,1280,88.3885,10.8054,102.65,0.1101,#e2deca,4.888,1.7698,83.37,0.2086,#12100d,0.8451,79.4417,6.5968,6,0.3355,33.7534,3.4989,1.3341,75.83,0.2085,#0f0c0a,29.088,13.2268,52.89,0.0522,#564035,46.4002,35.0875,44.73,0.0395,#9f5c46,53.3277,25.4303,129.75,0.0805,#6f865d,72.5398,22.19,66.52,0.0326,#cfab8d,82.9406,11.6867,184.56,0.127,#b5d5d0
P02,P02_s1618033_B2_pos_mid_00001_,,B2_pos_mid,B2,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B2_pos_mid_00001_.png,,P02_s1618033_B2_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_B2_pos_mid_00001_.png,1024,1280,87.006,13.4516,91.41,0.1205,#e4d9c1,5.7132,2.1007,87.21,0.2034,#14120f,0.8696,79.8712,5.616,6,0.3619,30.8023,4.1469,1.5462,80.81,0.1957,#100e0b,28.9461,10.6238,53.57,0.0599,#534037,46.0767,32.3485,45.45,0.0434,#9b5d48,53.7815,25.7041,128.33,0.0678,#71875d,70.9772,21.5162,67.33,0.0297,#caa78a,84.0181,11.0082,177.8,0.1662,#bbd8d0
P02,P02_s1618033_B3_neg_high_00001_,,B3_neg_high,B3,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B3_neg_high_00001_.png,,P02_s1618033_B3_neg_high_00001_.png,,7919c95fcf,P02_s1618033_B3_neg_high_00001_.png,1024,1280,86.2021,13.657,85.3,0.1101,#e4d6be,5.2772,1.9422,81.59,0.2245,#13110e,0.8904,81.0257,13.0551,5,0.3619,36.7958,3.8466,1.492,74.34,0.2077,#100d0b,43.5979,38.2878,44.37,0.0475,#9b543c,49.2557,33.1775,81.33,0.0159,#8e713d,53.2469,28.2335,122.97,0.0313,#738656,73.3624,23.3123,58.99,0.0256,#d7ab90,84.8723,10.7779,177.46,0.1542,#bedad3
P02,P02_s1618033_B3_neg_low_00001_,,B3_neg_low,B3,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B3_neg_low_00001_.png,,P02_s1618033_B3_neg_low_00001_.png,,7919c95fcf,P02_s1618033_B3_neg_low_00001_.png,1024,1280,89.4087,11.115,99.91,0.1057,#e6e1cc,4.7956,1.6811,87.2,0.2199,#12100d,0.8591,79.7198,13.0917,5,0.351,32.2796,3.5915,1.2749,80.07,0.2193,#0f0d0a,43.9671,33.5545,43.38,0.0408,#975743,51.8161,30.0791,78.48,0.0152,#957749,53.926,27.0126,126.53,0.0798,#73885b,68.7097,19.119,68.17,0.043,#c0a288,83.3113,11.6776,183.74,0.1317,#b6d6d1
P02,P02_s1618033_B3_neg_mid_00001_,,B3_neg_mid,B3,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B3_neg_mid_00001_.png,,P02_s1618033_B3_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_B3_neg_mid_00001_.png,1024,1280,87.5879,12.5989,91.25,0.1066,#e5dbc4,5.353,1.9155,88.28,0.2069,#13120e,0.874,80.828,16.5013,3,0.3404,36.4177,3.9823,1.4619,79.73,0.2019,#100e0b,44.0555,37.8796,44.0,0.0312,#9c553e,48.0344,14.1135,69.78,0.1303,#836e5c,49.6417,31.2436,79.94,0.0183,#8f7142,52.6417,27.0529,128.48,0.0883,#6e8559,84.8103,10.7316,181.04,0.1386,#bddad4
