prompt_id,seed,s_chroma_24d_low_5deg,s_chroma_24d_mid_10deg,s_chroma_24d_high_15deg,cos_B1_B6_10deg,cos_scrA_scrB_10deg,norm_A_B1,norm_A_B6,norm_A_scrA,norm_A_scrB
P01,2718281,0.4195241688417077,-0.54287682311773,-0.4993755083690046,0.028403976140607304,-0.5144728469771227,14.803648782622181,52.78540400068392,14.188827409792768,79.90922992544107
P01,3141592,-0.0762580025147222,0.2324361476115577,-0.5851130604061278,-0.21676274860770436,0.01567339900385335,49.178012433736804,54.061506584919066,25.645325963401703,74.76559842812907
P01,1618033,-0.2359437026832658,-0.3437361638320896,0.2497121263488185,-0.13495165312563995,-0.47868781695772955,42.62054372687821,55.7857754631088,23.99524758107334,80.32063480527367
P02,2718281,-0.5946458521452391,-0.09340172825120369,-0.3911835011104358,-0.10668506371788722,-0.2000867919690909,6.911305366881908,53.339197728345226,27.825641756067224,82.37708134274132
P02,3141592,-0.1223508827065699,-0.16824811009760732,-0.04792870049217349,-0.06654811097091026,-0.23479622106851758,13.05448301188386,48.612582869883646,21.08158288836182,78.7090645809106
P02,1618033,0.37440762900898605,0.00504987961851225,0.13618840124540926,0.0007366336564691448,0.005786513274981395,30.389222336485076,51.41830663910821,12.835587524401495,81.55745058962296
