file,condition,prompt_dir,prompt_sha1,seed,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex,source_csv
I01_preset_pos_seed4242145_00001_.png,preset_pos,I01,2adb8ea1cd,4242145,renders/I01_preset_pos_seed4242145_00001_.png,1024,1280,91.0293,5.652,243.58,0.148,#dbe7ef,5.3012,0.8868,350.8,0.2882,#131112,0.845,74.5163,10.9599,4,0.5247,49.9781,4.2378,0.9192,2.17,0.3064,#110e0f,29.4659,36.7247,20.51,0.0109,#792b33,54.8,26.071,87.98,0.0231,#948156,75.4756,16.2482,250.76,0.2183,#9ebed6,77.0765,50.8973,90.97,0.0367,#d9bc5e,78.7541,19.9038,49.63,0.0545,#e5baa7,palette_features_stage7.csv
I01_preset_pos_seed42_00001_.png,preset_pos,I01,2adb8ea1cd,42,renders/I01_preset_pos_seed42_00001_.png,1024,1280,91.1644,5.19,245.71,0.2026,#dde7ef,5.4399,0.6887,359.57,0.2484,#131212,0.793,73.6794,19.3693,3,0.5382,55.7244,3.2355,0.5694,355.79,0.2369,#0d0b0c,53.7543,11.4002,79.36,0.042,#8c7f6d,56.1583,36.1586,88.58,0.0124,#9c8447,76.2383,21.1256,47.44,0.0755,#e0b2a0,76.2477,16.0188,247.26,0.3013,#9fc1d7,76.9149,56.2938,89.62,0.0382,#ddbb52,palette_features_stage7.csv
I01_preset_pos_seed1337_00001_.png,preset_pos,I01,2adb8ea1cd,1337,renders/I01_preset_pos_seed1337_00001_.png,1024,1280,89.5539,5.91,249.26,0.1638,#d8e3eb,5.7103,0.7272,5.72,0.2518,#141213,0.8088,74.3964,17.9339,4,0.518,54.2575,4.1475,0.6681,358.5,0.2619,#100e0f,51.5181,12.7125,86.2,0.0546,#857a65,56.6639,28.2455,88.67,0.0175,#9a8657,77.7348,54.9256,91.64,0.0419,#dcbe57,77.7362,19.6009,49.11,0.0811,#e2b7a5,78.5439,14.3643,252.74,0.2561,#abc6db,palette_features_stage7.csv
I01_preset_pos_seed777_00001_.png,preset_pos,I01,2adb8ea1cd,777,renders/I01_preset_pos_seed777_00001_.png,1024,1280,91.2352,6.1028,245.71,0.1859,#dbe8f0,5.4555,1.0119,11.35,0.2511,#141112,0.8125,72.8919,16.1049,5,0.341,55.5197,4.1667,0.7492,339.54,0.2685,#100e0f,50.1862,32.4595,85.42,0.0151,#8d7440,60.5577,11.2601,83.01,0.0392,#9d917f,68.0891,21.1413,242.38,0.0425,#7badc7,76.8848,56.2689,90.12,0.0421,#dcbb52,77.0586,20.025,43.63,0.0725,#e2b4a5,palette_features_stage7.csv
I01_preset_pos_seed9999_00001_.png,preset_pos,I01,2adb8ea1cd,9999,renders/I01_preset_pos_seed9999_00001_.png,1024,1280,91.5279,4.9337,244.59,0.1534,#dee8ef,4.7442,0.6864,347.38,0.2565,#111010,0.7798,73.9217,12.2576,5,0.3459,46.5528,3.1445,0.6405,350.05,0.2664,#0d0b0c,14.5531,9.9424,64.41,0.0386,#2f2218,52.7926,18.9167,81.18,0.0358,#8f7b5e,66.6419,19.8395,238.8,0.0346,#78a9c0,73.5232,47.1933,89.78,0.0427,#d0b25c,77.0662,18.8334,48.17,0.0795,#dfb5a5,palette_features_stage7.csv
I01_preset_neg_seed4242145_00001_.png,preset_neg,I01,2adb8ea1cd,4242145,renders/I01_preset_neg_seed4242145_00001_.png,1024,1280,87.8827,7.4982,232.75,0.1547,#cddfe7,4.1274,0.8711,13.66,0.2076,#100e0e,0.6757,74.8272,13.1846,4,0.4084,38.7399,2.6405,0.798,14.34,0.2701,#0c0909,33.9725,37.5077,22.59,0.0186,#86363b,64.693,26.7983,33.01,0.0405,#cc8d84,71.2896,39.5379,81.18,0.0442,#d0a967,75.0687,20.3433,61.57,0.0835,#d7b299,77.4678,15.1977,237.51,0.1383,#a0c5d7,palette_features_stage7.csv
I01_preset_neg_seed42_00001_.png,preset_neg,I01,2adb8ea1cd,42,renders/I01_preset_neg_seed42_00001_.png,1024,1280,84.8343,9.3918,233.0,0.1887,#c1d8e2,4.7173,1.4393,17.0,0.1921,#130f0f,0.7948,87.4763,13.0527,5,0.5062,42.9252,3.1096,0.9473,11.61,0.2064,#0e0b0b,32.5788,29.4778,19.3,0.0474,#783a3f,68.1133,21.1757,80.9,0.0409,#baa381,70.5927,21.1111,241.81,0.2999,#81b4ce,75.8386,43.8725,84.28,0.0374,#dcb66a,90.5859,1.4228,107.44,0.0106,#e4e4e1,palette_features_stage7.csv
I01_preset_neg_seed1337_00001_.png,preset_neg,I01,2adb8ea1cd,1337,renders/I01_preset_neg_seed1337_00001_.png,1024,1280,88.2524,7.5154,232.0,0.213,#cee1e8,4.3978,0.7611,10.79,0.1953,#110f0f,0.596,74.7482,14.8734,5,0.3655,43.6425,2.6624,0.8477,24.9,0.2849,#0c0909,45.5551,9.9096,137.73,0.0649,#646f61,62.7035,26.0858,30.01,0.0391,#c68882,68.0255,44.4902,73.45,0.0572,#d29c58,69.7747,16.2855,86.89,0.0536,#b8a98d,77.4105,16.03,235.62,0.0806,#9ec5d7,palette_features_stage7.csv
I01_preset_neg_seed777_00001_.png,preset_neg,I01,2adb8ea1cd,777,renders/I01_preset_neg_seed777_00001_.png,1024,1280,87.3727,7.2524,236.4,0.1401,#cddee6,4.0973,0.7841,2.51,0.2021,#100e0e,0.8164,76.9241,22.7767,3,0.5328,44.0723,2.808,0.7173,12.06,0.2208,#0c0a0a,63.5902,24.8215,25.93,0.0362,#c78b88,68.114,20.3011,80.09,0.0326,#baa382,70.6269,44.7895,76.15,0.031,#d6a45d,72.474,18.5704,250.04,0.312,#91b7d1,79.7321,21.5888,51.98,0.049,#eabca7,palette_features_stage7.csv
I01_preset_neg_seed9999_00001_.png,preset_neg,I01,2adb8ea1cd,9999,renders/I01_preset_neg_seed9999_00001_.png,1024,1280,89.3094,3.6465,217.18,0.0852,#d8e2e4,3.9595,0.8203,350.94,0.1873,#100d0e,0.8757,75.6254,18.1043,4,0.3475,34.2931,2.8391,0.791,358.82,0.1931,#0c0a0a,53.9964,12.4055,104.41,0.0308,#84826c,62.2369,23.1353,25.23,0.0304,#c08886,70.0846,35.0841,78.32,0.0357,#cca56d,74.9804,20.0294,57.12,0.0688,#d8b19a,78.4644,12.5924,246.01,0.1544,#acc6d7,palette_features_stage7.csv
