condition_tag,chroma_spread,tonal_range,paper_L,paper_C,ink_L,ink_C,colorfulness_hs,color_top4_cluster_share,color_n_effective
baseline,40.44275,80.6465,73.9562,11.060383333333334,3.71105,1.2152833333333333,35.89104652404785,0.49456666666666677,12.492626035175128
B1_pos_mid,42.211866666666666,82.69361666666667,76.46293333333334,11.542133333333332,3.8611,1.4129666666666667,38.64993158976237,0.47197500000000003,13.009620941655022
B1_neg_mid,41.47801666666667,79.96436666666666,74.43796666666667,25.886666666666667,4.971683333333334,1.624083333333333,38.68505732218424,0.48093333333333327,12.752040178315424
B6_pos_mid,51.547783333333335,73.04121666666667,68.8083,38.91651666666667,4.458633333333333,5.616166666666666,51.02565002441406,0.44194166666666673,13.323288993895757
B6_neg_mid,26.7705,74.42540000000001,70.17836666666666,8.7074,4.477566666666667,10.296633333333334,29.563463528951008,0.4635916666666667,12.886861145133631
scrA_pos_mid,45.925216666666664,81.90583333333333,77.76538333333333,17.901933333333332,3.1705,1.1165500000000002,40.12256113688151,0.4908333333333333,12.587348103250777
scrA_neg_mid,36.697199999999995,80.93286666666667,73.75523333333334,16.241516666666666,4.697649999999999,1.3847666666666667,32.86428292592367,0.4667333333333334,13.033029688855654
scrB_pos_mid,26.796099999999996,70.33546666666668,57.19316666666666,8.776316666666666,0.9948000000000001,4.2585500000000005,25.95564301808675,0.5767666666666665,10.96248670080991
scrB_neg_mid,57.60006666666667,78.73015,81.83676666666666,43.76813333333334,11.394533333333333,13.299716666666667,74.28642908732097,0.5084666666666667,12.618556205972025
