run_id,prompt_id,seed,condition,cond_tag,angle_label,angle_deg,image_path,file,width_px,height_px,stroke_width_median_px,stroke_width_std_px,stroke_width_cv,edge_density,contour_mean_length_px,contour_n_components,crosshatch_entropy_mean,crosshatch_entropy_p90,color_top4_cluster_share,color_cluster_entropy_norm,color_n_effective,colorfulness_hs,luminance_hist_n_peaks,shadow_edge_transition_width_px,shadow_edge_transition_width_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_entropy,lbp_uniform_share,fft_radial_slope,fft_high_freq_share
85,P02,1618033,B6_pos,B6_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_pos_low_00001_.png,P02_s1618033_B6_pos_low_00001_.png,1024,1280,2.799999952316284,2.397080421447754,0.8561001650963539,0.148101806640625,48.01385110066782,4043,2.9955618381500244,3.853233814239502,0.4277499999999999,0.9577189153699748,14.230117422584536,43.80768966674805,4,17.0,6.249039426183836,14.657368032599535,0.6475243438516085,0.1311787859661378,0.8928940812063777,3.1126737339312154,0.8779075622558594,-3.412757266732666,1.152410241477796e-05
86,P02,1618033,B6_pos,B6_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_pos_mid_00001_.png,P02_s1618033_B6_pos_mid_00001_.png,1024,1280,2.0,1.9312515258789065,0.9656257629394532,0.1540084838867187,51.54800817160368,3916,3.1181881427764893,3.9185307025909424,0.37625,0.9743739361397692,14.902637140493312,49.8961181640625,3,23.0,4.60569250612585,4.899185012593456,0.6241000060977544,0.1096329924442344,0.9546955747250564,3.0431358736712486,0.8911346435546876,-3.7490430332364055,2.8057216916953536e-06
87,P02,1618033,baseline,baseline,none,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_baseline_00001_.png,P02_s1618033_baseline_00001_.png,1024,1280,2.799999952316284,2.2335426807403564,0.7976938281347722,0.1497825622558593,55.007845334827685,3569,2.973677635192871,3.875178098678589,0.4304,0.945232119770697,13.745890616305129,33.29567337036133,3,15.0,6.572944070201724,19.64276577181755,0.6466023911045886,0.14355056897106,0.8767748776142558,3.162448556446499,0.830108642578125,-3.3321970372247858,1.859138648377704e-05
88,P02,1618033,scrA_neg,scrA_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_neg_high_00001_.png,P02_s1618033_scrA_neg_high_00001_.png,1024,1280,2.799999952316284,1.9313327074050903,0.6897616929626753,0.1558670043945312,54.99273216689098,3715,3.177252531051636,3.9477970600128174,0.3858,0.96149438772532,14.379858265827057,30.07784080505371,4,20.0,5.6827746841674855,16.439977488134815,0.6239283964995092,0.1325822216025503,0.8884323287229009,3.091094082110345,0.8962265014648437,-3.484090963842512,1.139647249801534e-05
89,P02,1618033,scrA_neg,scrA_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_neg_low_00001_.png,P02_s1618033_scrA_neg_low_00001_.png,1024,1280,2.799999952316284,2.1576123237609863,0.7705758430374664,0.1490676879882812,52.35423365487674,3732,2.951777696609497,3.9121811389923096,0.4242,0.9606439835971008,14.345993075253128,30.91850471496582,4,16.0,6.531446732606548,18.82343391887196,0.6458818751984474,0.1403446819337147,0.8777009197675893,3.168424829588991,0.8329994201660157,-3.342641962017119,1.6953018230733202e-05
90,P02,1618033,scrA_neg,scrA_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_neg_mid_00001_.png,P02_s1618033_scrA_neg_mid_00001_.png,1024,1280,2.799999952316284,2.1395506858825684,0.7641252579710357,0.1543495178222656,51.49121913973021,3929,3.056339740753174,3.853315830230713,0.4196,0.9553520512961536,14.137040280716958,30.980091094970703,4,17.0,5.8208418147760215,18.507623867829835,0.6271305379493841,0.136610201681058,0.8765258267120037,3.165766911057591,0.8597862243652343,-3.392529198619662,1.5064484941476547e-05
91,P02,1618033,scrA_pos,scrA_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_pos_high_00001_.png,P02_s1618033_scrA_pos_high_00001_.png,1024,1280,4.0,2.3375673294067383,0.5843918323516846,0.1428985595703125,60.16704143912624,3113,3.1038060188293457,3.9195902347564697,0.4599999999999999,0.9400488360085644,13.549759540395588,39.68130874633789,2,17.0,6.196523218709021,21.284673844785328,0.6266525078786745,0.1481877689510174,0.868823400026028,2.9760505538727364,0.9240608215332032,-3.607432046470355,1.212583029363695e-05
92,P02,1618033,scrA_pos,scrA_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_pos_low_00001_.png,P02_s1618033_scrA_pos_low_00001_.png,1024,1280,4.0,2.3510122299194336,0.5877530574798584,0.1427780151367187,56.93398235473076,3287,2.9961750507354736,3.8913028240203857,0.4309,0.9459347135668588,13.77269375903349,35.815673828125,3,16.0,6.344903357366,20.291450888532005,0.6548351117227533,0.1451971878801098,0.8765399466467396,3.157395957539164,0.8426780700683594,-3.390942894777986,1.6652829544676636e-05
93,P02,1618033,scrA_pos,scrA_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_pos_mid_00001_.png,P02_s1618033_scrA_pos_mid_00001_.png,1024,1280,4.0,2.268171787261963,0.5670429468154907,0.1489364624023437,65.81726230613621,2966,3.0596165657043457,3.887872695922852,0.4084,0.9609217510216326,14.357045679623631,38.41607666015625,4,16.0,6.056654269272764,22.23271963121431,0.6282556163159603,0.1386242538431858,0.8659027743241651,3.113314671956784,0.8815223693847657,-3.5467583618896485,1.3102294802086762e-05
94,P02,1618033,scrB_neg,scrB_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_neg_high_00001_.png,P02_s1618033_scrB_neg_high_00001_.png,1024,1280,2.0,2.109571695327759,1.0547858476638794,0.0927940368652343,60.874374374374376,1998,2.799478530883789,3.817897319793701,0.4542,0.9351040706301684,13.365262634972307,81.86797332763672,4,21.0,5.199545507016101,2.351785067416248,0.7520946767187574,0.2341267120469085,0.9763517164357556,3.0523411577116817,0.8592216491699219,-3.821002480836104,1.1464775875147712e-06
95,P02,1618033,scrB_neg,scrB_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_neg_low_00001_.png,P02_s1618033_scrB_neg_low_00001_.png,1024,1280,2.0,2.1940910816192627,1.0970455408096311,0.1504920959472656,44.50654332129964,4432,2.861691951751709,3.822033643722534,0.3966,0.963073670877983,14.44296144364452,51.77988052368164,5,15.0,6.702764238543677,17.682054368814892,0.6527567460222605,0.1485759307506971,0.8663433607389653,3.12006949510986,0.8503982543945313,-3.424083134370119,9.60909445083443e-06
96,P02,1618033,scrB_neg,scrB_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_neg_mid_00001_.png,P02_s1618033_scrB_neg_mid_00001_.png,1024,1280,2.0,2.101623296737671,1.0508116483688354,0.1341445922851562,48.86770428015564,3598,2.752533435821533,3.810248851776123,0.52795,0.9113542454371584,12.513530549702727,74.30736541748047,5,19.0,5.7530057479460375,8.016741624966345,0.6846585040401025,0.1975830576681743,0.9308508072143544,3.039060206328994,0.8718650817871094,-3.612353252764293,3.0197772204284405e-06
97,P02,1618033,scrB_pos,scrB_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_pos_high_00001_.png,P02_s1618033_scrB_pos_high_00001_.png,1024,1280,4.0,1.3163089752197266,0.3290772438049316,0.1013420104980468,43.43721386527142,3058,3.0444793701171875,3.8389878273010254,0.6103,0.8570700847211417,10.76502928353759,42.429786682128906,1,22.0,5.125979396956901,3.804584740273187,0.7032348212762687,0.3365107248680478,0.9263466534806956,3.033357356464066,0.8803604125976562,-3.1558273767771747,3.544293515456079e-05
98,P02,1618033,scrB_pos,scrB_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_pos_low_00001_.png,P02_s1618033_scrB_pos_low_00001_.png,1024,1280,4.0,1.950019359588623,0.4875048398971557,0.1541358947753906,62.91778262223606,3211,3.074249029159546,3.874820709228516,0.44795,0.9338963879875808,13.320585133313472,23.712724685668945,2,16.0,5.944445805750104,16.602563408573765,0.6328495698182548,0.1632094107664847,0.8904868782316914,3.168318931353764,0.851007843017578,-3.3986540154765383,1.804430642909708e-05
99,P02,1618033,scrB_pos,scrB_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_pos_mid_00001_.png,P02_s1618033_scrB_pos_mid_00001_.png,1024,1280,4.0,1.531854510307312,0.382963627576828,0.1702529907226562,58.49384010484928,3815,3.103769302368164,3.828327417373657,0.5222,0.9096666453913428,12.455116246739028,26.12677764892578,2,20.0,5.342036014699676,10.302553768405712,0.5824664820130387,0.1781471295801028,0.9096398301190004,3.030099590042143,0.9102859497070314,-3.4026594822014493,1.936757666320819e-05
100,P02,2718281,B1_neg,B1_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_neg_high_00001_.png,P02_s2718281_B1_neg_high_00001_.png,1024,1280,4.0,2.0326504707336426,0.5081626176834106,0.1555000305175781,53.621941594317285,3801,3.182288646697998,3.954200744628906,0.37925,0.9643704545281137,14.49498382231754,32.7196044921875,3,19.0,5.8194124220147865,15.558134055968232,0.6183465554355474,0.1228339572026678,0.8930716238365206,3.176859002443179,0.8660125732421876,-3.4925648022947726,1.1218329321583272e-05
101,P02,2718281,B1_neg,B1_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_neg_low_00001_.png,P02_s2718281_B1_neg_low_00001_.png,1024,1280,2.799999952316284,2.333982229232788,0.8335650960643819,0.1407440185546875,54.27360988526037,3399,3.012667417526245,3.935760021209717,0.4379,0.9467905557580945,13.805413767395384,33.374149322509766,4,15.0,6.677068499723513,18.99927824946297,0.6611399412476829,0.1574608480081665,0.8779897550059856,3.17522587845467,0.8190650939941406,-3.3300571161742987,1.674576280894211e-05
102,P02,2718281,B1_neg,B1_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_neg_mid_00001_.png,P02_s2718281_B1_neg_mid_00001_.png,1024,1280,4.0,2.25484561920166,0.563711404800415,0.1461906433105468,50.86673745686223,3767,3.081334114074707,3.958245277404785,0.42015,0.9589650202704,14.27936660055344,33.93125534057617,3,16.0,6.253008160775362,17.653517902523205,0.6438735382467219,0.1410671517815002,0.8753295422642436,3.193250658915546,0.8318527221679688,-3.370830863262107,1.5365504911815614e-05
103,P02,2718281,B1_pos,B1_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_pos_high_00001_.png,P02_s2718281_B1_pos_high_00001_.png,1024,1280,2.799999952316284,2.2799839973449707,0.8142800129188812,0.1490196228027343,46.694477647621326,4183,3.0485379695892334,3.91511344909668,0.4286,0.9625658930292054,14.422642095158247,38.33293914794922,2,17.0,5.965353614832904,20.49234316988919,0.6403334781150255,0.1610638057309607,0.8758924491066991,3.042660965593496,0.9039314270019532,-3.538542396085744,1.1001199077633324e-05
104,P02,2718281,B1_pos,B1_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_pos_low_00001_.png,P02_s2718281_B1_pos_low_00001_.png,1024,1280,2.799999952316284,2.2848904132843018,0.8160323043556266,0.1473625183105468,51.89441160666309,3722,2.989163398742676,3.871413469314575,0.41685,0.961126861012194,14.365212647428509,32.612632751464844,4,16.0,6.418782984335894,19.115459657799967,0.6522979849651483,0.1509364053064204,0.8778366495709775,3.162446272728504,0.838067626953125,-3.3991343183677745,1.4365863075736251e-05
105,P02,2718281,B1_pos,B1_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_pos_mid_00001_.png,P02_s2718281_B1_pos_mid_00001_.png,1024,1280,2.799999952316284,2.380075693130493,0.8500270477367647,0.1486434936523437,51.72020175205734,3767,2.985309839248657,3.8590199947357178,0.4347999999999999,0.9467371321201822,13.803369036428398,34.5765266418457,5,15.0,6.310214809140811,18.97192761296365,0.6509348136835609,0.155095705486916,0.8823624791491294,3.12493864993942,0.8671836853027343,-3.4960575772954297,1.21267584130189e-05
106,P02,2718281,B6_neg,B6_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_neg_high_00001_.png,P02_s2718281_B6_neg_high_00001_.png,1024,1280,2.0,0.5527304410934448,0.2763652205467224,0.3634788513183594,82.76911049339819,5756,1.6605346202850342,2.4672019481658936,0.36845,0.9749089904173076,14.924761392388142,36.65998077392578,3,25.0,2.587484730780431,19.606615396221017,0.2754363559725402,0.0691214031342865,0.8460112252477917,2.6706011088264927,0.8362258911132813,-2.9996824749644246,3.312865545929811e-05
107,P02,2718281,B6_neg,B6_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_neg_low_00001_.png,P02_s2718281_B6_neg_low_00001_.png,1024,1280,4.0,2.0685954093933105,0.5171488523483276,0.1511734008789062,51.52002080083204,3846,2.9942374229431152,3.8100664615631104,0.4553,0.9360315268754836,13.399675028734974,23.887556076049805,4,16.0,6.083411871639138,19.84498790101925,0.6210704802649581,0.1621645275259049,0.8858137473941003,3.1776993775341777,0.8228965759277344,-3.356865271782938,1.7754790481951627e-05
108,P02,2718281,B6_neg,B6_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_neg_mid_00001_.png,P02_s2718281_B6_neg_mid_00001_.png,1024,1280,2.799999952316284,1.3256843090057373,0.4734586898507167,0.2003570556640625,29.30610422943868,8961,2.757406949996948,3.741095304489136,0.40085,0.9443863398416338,13.713694269252446,24.4040470123291,3,23.0,5.0248384632955405,18.216557215653783,0.4531571907410588,0.0999812955368233,0.8985936788676103,3.006010365475131,0.8552352905273438,-3.235852318065458,3.4433269821085946e-05
109,P02,2718281,B6_pos,B6_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_pos_high_00001_.png,P02_s2718281_B6_pos_high_00001_.png,1024,1280,2.0,2.4270119667053223,1.2135059833526611,0.0444816589355468,47.516707416462914,1227,3.335998773574829,3.961216449737549,0.4104,0.9579590870102798,14.239596373318989,55.38505554199219,2,22.0,4.549902643140123,1.2077255690571846,0.7893414841191421,0.1945910207629478,0.9902923564202232,2.9347187574706486,0.9299468994140626,-3.876280382176153,1.309162027831388e-06
110,P02,2718281,B6_pos,B6_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_pos_low_00001_.png,P02_s2718281_B6_pos_low_00001_.png,1024,1280,2.799999952316284,2.1753315925598145,0.7769041534305327,0.1436698913574218,45.234446312755225,4163,2.989933490753174,3.8381552696228014,0.41415,0.959159727344014,14.2870772925587,43.17326736450195,3,16.0,6.4795035450664855,14.933731171014202,0.6558731334909256,0.1513270316620032,0.887950997273588,3.1207656880648424,0.8762908935546875,-3.430509252256965,1.0170479319411702e-05
111,P02,2718281,B6_pos,B6_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_pos_mid_00001_.png,P02_s2718281_B6_pos_mid_00001_.png,1024,1280,2.0,2.011727094650269,1.0058635473251345,0.1395637512207031,49.95330420535227,3662,3.1413283348083496,3.888488292694092,0.35195,0.9755102093243117,14.94966071308668,50.16082763671875,3,22.0,4.790064926457629,5.036071234372175,0.6368405471353301,0.122145101148758,0.9522531271220088,3.0185906843144235,0.8898948669433594,-3.679963486343536,2.832023228882186e-06
112,P02,2718281,baseline,baseline,none,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_baseline_00001_.png,P02_s2718281_baseline_00001_.png,1024,1280,2.799999952316284,2.4368577003479004,0.8703063363740502,0.1413253784179687,51.77138065958636,3578,2.9577443599700928,3.8763411045074463,0.45775,0.9395755588408377,13.531991166526876,32.36790084838867,3,15.0,6.724570681173505,18.72207392189408,0.6643386014683808,0.1682591881509471,0.8875379716376315,3.1624274413314573,0.8205276489257812,-3.3734579942164524,1.4972223313409446e-05
113,P02,2718281,scrA_neg,scrA_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_neg_high_00001_.png,P02_s2718281_scrA_neg_high_00001_.png,1024,1280,4.0,1.972007393836975,0.4930018484592438,0.1549949645996093,49.429440389294406,4110,3.2150521278381348,3.961510419845581,0.4040999999999999,0.967463669500115,14.6198304807831,30.284238815307617,4,19.0,5.876696116996761,16.652085833150384,0.6291938290359749,0.1452782633373774,0.8938803016893081,3.0925868102733367,0.8964019775390625,-3.39443919989104,1.3127576107281836e-05
114,P02,2718281,scrA_neg,scrA_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_neg_low_00001_.png,P02_s2718281_scrA_neg_low_00001_.png,1024,1280,2.799999952316284,2.143467903137207,0.7655242641572316,0.1459014892578125,50.90125099813681,3757,2.9688870906829834,3.8955914974212646,0.43505,0.9471187934794943,13.817983354239114,30.551313400268555,3,16.0,6.377231172049667,17.657902680049368,0.6510653899475422,0.1522815071662404,0.8860129651108531,3.1723385023148603,0.8289321899414062,-3.391918727631735,1.3385056436580156e-05
115,P02,2718281,scrA_neg,scrA_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_neg_mid_00001_.png,P02_s2718281_scrA_neg_mid_00001_.png,1024,1280,2.799999952316284,2.065393209457397,0.7376404445110124,0.1474960327148437,51.83002680965147,3730,3.076694965362549,3.9174883365631104,0.4201,0.9616394751480136,14.385643982709915,29.78891944885254,3,17.0,5.800740793209088,16.413857106329623,0.6453088477937046,0.142608807169718,0.8947771652732901,3.1696594541591026,0.8530181884765625,-3.432757175273776,1.2285074825534732e-05
116,P02,2718281,scrA_pos,scrA_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_pos_high_00001_.png,P02_s2718281_scrA_pos_high_00001_.png,1024,1280,4.0,2.457822799682617,0.6144556999206543,0.1386253356933593,57.57256020278834,3156,3.210132837295532,3.996497869491577,0.44035,0.941366445393798,13.59934989816278,35.99203872680664,2,18.0,6.260878033471024,20.40295097368082,0.6324682058099368,0.1516199605534193,0.881139107959241,2.9467259262619017,0.9281898498535156,-3.585188932296256,1.160209792136743e-05
117,P02,2718281,scrA_pos,scrA_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_pos_low_00001_.png,P02_s2718281_scrA_pos_low_00001_.png,1024,1280,2.799999952316284,2.5046329498291016,0.8945117830295526,0.1378204345703125,57.78758797184901,3126,2.935108661651612,3.8830175399780273,0.4578,0.9424729356542666,13.64113462233267,34.32147216796875,3,15.0,6.781212557500318,21.27128400106677,0.6635531766040517,0.1575544183746189,0.8709969631821546,3.1652549229151807,0.8354560852050782,-3.3992670177065,1.525351577506356e-05
118,P02,2718281,scrA_pos,scrA_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_pos_mid_00001_.png,P02_s2718281_scrA_pos_mid_00001_.png,1024,1280,4.0,2.4401774406433105,0.6100443601608276,0.1385574340820312,57.92982456140351,3135,3.050241708755493,3.9284262657165527,0.44745,0.9469735466957324,13.81241984007979,35.370635986328125,4,17.0,6.280873744949822,20.71846294285676,0.6504181880141977,0.1426768231324356,0.8752799186053558,3.135216648001658,0.8711418151855468,-3.504477454919586,1.3122991244108626e-05
119,P02,2718281,scrB_neg,scrB_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_neg_high_00001_.png,P02_s2718281_scrB_neg_high_00001_.png,1024,1280,2.0,2.340463876724243,1.1702319383621216,0.0702926635742187,42.95291375291375,2145,2.9588751792907715,3.8785557746887207,0.49905,0.9158082010093336,12.6690180562931,86.62957763671875,5,21.0,5.0936153683660415,2.093634486063144,0.7810674812874062,0.2207165729514132,0.9799196780259956,3.035619276967275,0.8689041137695312,-3.931175086832528,5.982886966579889e-07
120,P02,2718281,scrB_neg,scrB_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_neg_low_00001_.png,P02_s2718281_scrB_neg_low_00001_.png,1024,1280,2.799999952316284,2.045139074325561,0.7304068246978832,0.1461677551269531,50.377333683933735,3803,2.837517023086548,3.78153657913208,0.4922,0.9272958702560844,13.079028532451996,50.560333251953125,5,15.0,6.524760412268025,17.95107448078484,0.660770771539763,0.1747444095223772,0.8663012060984911,3.1186457624404933,0.8563171386718751,-3.484417210119409,8.199946836448554e-06
121,P02,2718281,scrB_neg,scrB_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_neg_mid_00001_.png,P02_s2718281_scrB_neg_mid_00001_.png,1024,1280,2.0,2.05024528503418,1.0251226425170898,0.1202934265136718,50.18173138128581,3142,2.7490170001983643,3.780799150466919,0.4934,0.92766455222154,13.092404796131742,73.18772888183594,5,17.0,5.959932935968494,8.9205992366331,0.7057559846728046,0.2316253659868404,0.9175359372567063,3.027579628230879,0.8738090515136719,-3.608842468164582,3.327004961539961e-06
122,P02,2718281,scrB_pos,scrB_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_pos_high_00001_.png,P02_s2718281_scrB_pos_high_00001_.png,1024,1280,4.0,1.4997292757034302,0.3749323189258575,0.0814437866210937,43.464983713355046,2456,3.011336088180542,3.744072675704956,0.59515,0.8595223004232111,10.838469940699117,43.83031463623047,2,21.0,5.4759237805956325,3.7147927305405695,0.7139390690635719,0.3274110115289344,0.931696745097892,2.997396432652859,0.8841339111328125,-3.3078140500579303,2.4986509866186453e-05
123,P02,2718281,scrB_pos,scrB_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_pos_low_00001_.png,P02_s2718281_scrB_pos_low_00001_.png,1024,1280,4.0,2.0115675926208496,0.5028918981552124,0.1458137512207031,58.60809567617295,3261,3.111319065093994,3.898770093917847,0.461,0.928522894273598,13.12359959162889,23.69697952270508,3,16.0,6.377686748374952,15.943328287974763,0.6449167932109688,0.1636925984583511,0.8986393740017106,3.183128629980332,0.8399497985839843,-3.3897280545378665,1.6860696044479006e-05
124,P02,2718281,scrB_pos,scrB_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_pos_mid_00001_.png,P02_s2718281_scrB_pos_mid_00001_.png,1024,1280,2.799999952316284,1.4659433364868164,0.5235512005184583,0.1682830810546875,43.50532544378698,5070,3.129824161529541,3.8234052658081055,0.47435,0.9254951248323904,13.013891262307729,26.729736328125,1,21.0,5.545595181712706,10.096063227756844,0.5858305443935046,0.179033308168376,0.9207073361544128,3.070951075433003,0.8989471435546876,-3.3866841533185514,1.811070145737301e-05
125,P02,3141592,B1_neg,B1_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_neg_high_00001_.png,P02_s3141592_B1_neg_high_00001_.png,1024,1280,4.0,2.088673591613769,0.5221683979034424,0.1539337158203125,58.82332361516035,3430,3.181135654449463,3.9257116317749023,0.4052,0.9546416236780852,14.109221625341386,35.813819885253906,3,19.0,5.624924544565863,15.9513246391433,0.6140019184650183,0.1206421730703219,0.8827410625985878,3.1657893483148247,0.8707473754882813,-3.528325765278308,1.0277905172747756e-05
126,P02,3141592,B1_neg,B1_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_neg_low_00001_.png,P02_s3141592_B1_neg_low_00001_.png,1024,1280,4.0,2.253779411315918,0.5634448528289795,0.1432106018066406,53.34157431088377,3519,3.011262893676758,3.941087007522583,0.4453999999999999,0.95302958180412,14.046300766484253,35.6446418762207,3,16.0,6.072564427654062,18.36930517888964,0.6419955161096057,0.1368443888281583,0.8764531137771624,3.177647618391635,0.8290145874023437,-3.435165851133642,1.3808980311253752e-05
127,P02,3141592,B1_neg,B1_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_neg_mid_00001_.png,P02_s3141592_B1_neg_mid_00001_.png,1024,1280,4.0,2.1925644874572754,0.5481411218643188,0.1495864868164062,55.51132502831257,3532,3.0643551349639893,3.929213047027588,0.412,0.9592274512498048,14.289760236621152,35.720638275146484,3,17.0,6.047662536730478,16.81798075912041,0.6368924163510069,0.131458282161414,0.8835016880876396,3.1869367023662702,0.8400650024414062,-3.4420965742904728,1.3039398484685616e-05
128,P02,3141592,B1_pos,B1_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_pos_high_00001_.png,P02_s3141592_B1_pos_high_00001_.png,1024,1280,2.799999952316284,2.089545965194702,0.7462664288498067,0.1538078308105468,52.363376623376624,3850,3.023672342300415,3.865764379501343,0.4149,0.9690536183884289,14.684420966282708,42.16617584228516,4,18.0,6.101552568813942,22.97291683223716,0.6276948800612308,0.154584554383563,0.8573049482279014,3.022324881104128,0.9093254089355468,-3.5516579360137057,1.2279632853271314e-05
