run_id,prompt_id,seed,condition,cond_tag,angle_label,angle_deg,image_path,file,width_px,height_px,stroke_width_median_px,stroke_width_std_px,stroke_width_cv,edge_density,contour_mean_length_px,contour_n_components,crosshatch_entropy_mean,crosshatch_entropy_p90,color_top4_cluster_share,color_cluster_entropy_norm,color_n_effective,colorfulness_hs,luminance_hist_n_peaks,shadow_edge_transition_width_px,shadow_edge_transition_width_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_entropy,lbp_uniform_share,fft_radial_slope,fft_high_freq_share
41,P01,2718281,scrA_pos,scrA_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrA_pos_high_00001_.png,P01_s2718281_scrA_pos_high_00001_.png,1024,1280,4.0,2.13447380065918,0.5336184501647949,0.1301689147949218,57.34957983193277,2975,3.3433895111083984,3.997036695480346,0.5727,0.8539774978898841,10.673119450367857,44.86601257324219,1,20.0,5.975063984709178,9.861693373640415,0.6903750747078355,0.2856678703282338,0.8802392146895852,2.960787906885764,0.9275970458984374,-3.475990079696177,1.8738172438686725e-05
42,P01,2718281,scrA_pos,scrA_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrA_pos_low_00001_.png,P01_s2718281_scrA_pos_low_00001_.png,1024,1280,2.799999952316284,2.135636806488037,0.7627274438777556,0.1187568664550781,63.14685598377282,2465,3.2481682300567627,4.003291130065918,0.5607,0.86488687574871,11.000883609560177,40.5936279296875,2,17.0,6.2014887952362665,8.7011983545607,0.7263220463697784,0.2770499548299656,0.8870104549750726,3.124293745577893,0.8426193237304688,-3.366697040645684,2.029606116920317e-05
43,P01,2718281,scrA_pos,scrA_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrA_pos_mid_00001_.png,P01_s2718281_scrA_pos_mid_00001_.png,1024,1280,4.0,2.278390645980835,0.5695976614952087,0.1272567749023437,64.97779509154655,2567,3.2659671306610107,3.968642950057984,0.5625,0.8606916982095507,10.87366809858833,43.006103515625,2,18.0,6.218776559976291,10.399438416921088,0.6992844378162406,0.2520267172355127,0.8757423965758916,3.119063825004837,0.8734008789062501,-3.407737940501294,2.122755392501688e-05
44,P01,2718281,scrB_neg,scrB_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_neg_high_00001_.png,P01_s2718281_scrB_neg_high_00001_.png,1024,1280,2.0,1.3519033193588257,0.6759516596794128,0.0499847412109375,75.21928817451206,871,2.9724278450012207,3.9050498008728014,0.5106499999999999,0.9070302898323088,12.36440712910164,78.08977508544922,3,23.0,4.287620834857322,0.9490869363785374,0.7738742789965067,0.2001414080405483,0.9821602129785524,3.0612477340511983,0.8555274963378906,-3.717811175239493,8.066233541755583e-07
45,P01,2718281,scrB_neg,scrB_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_neg_low_00001_.png,P01_s2718281_scrB_neg_low_00001_.png,1024,1280,2.0,2.134786605834961,1.0673933029174805,0.130438232421875,58.530640191715165,2921,3.147940158843994,3.897169828414917,0.52265,0.8921535117225944,11.864784951445488,59.13670349121094,4,16.0,6.27365909477874,11.310144205952732,0.6831967895800646,0.1950195907179428,0.8789505035023648,3.145792309764037,0.8571983337402344,-3.4453528754733487,1.2715722682819106e-05
46,P01,2718281,scrB_neg,scrB_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_neg_mid_00001_.png,P01_s2718281_scrB_neg_mid_00001_.png,1024,1280,2.0,2.3746109008789062,1.1873054504394531,0.0983749389648437,59.585027726432536,2164,2.967440605163574,3.8836634159088135,0.5093,0.905119472546728,12.299074822453564,75.80376434326172,3,20.0,5.303483072993977,4.128207270512844,0.7087322779895715,0.1790961794272974,0.9470570591194664,3.054876515223686,0.8530204772949218,-3.521984936586166,4.672787657783579e-06
47,P01,2718281,scrB_pos,scrB_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_pos_high_00001_.png,P01_s2718281_scrB_pos_high_00001_.png,1024,1280,2.799999952316284,1.2460747957229614,0.4450267203369604,0.0394508361816406,59.163615560640736,874,3.037976026535034,3.804888486862183,0.6834,0.7870234743982186,8.864835730663353,27.537765502929688,0,22.0,4.770383517557088,1.0714366089353853,0.846890157908288,0.5427588308949125,0.8898396923159344,2.804990786382921,0.8991256713867188,-3.1252995660314977,5.374922381408924e-05
48,P01,2718281,scrB_pos,scrB_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_pos_low_00001_.png,P01_s2718281_scrB_pos_low_00001_.png,1024,1280,2.799999952316284,1.7553339004516602,0.6269049751231496,0.1254669189453125,72.31838170624451,2274,3.2248222827911377,3.986501693725586,0.58965,0.8352926938474304,10.134273577882944,29.465553283691406,1,19.0,5.731420190030733,5.933847031698479,0.7175558523062002,0.2985188221920273,0.8769226756287825,3.065864470867153,0.8773948669433593,-3.3518594467166705,2.5965278805489424e-05
49,P01,2718281,scrB_pos,scrB_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_pos_mid_00001_.png,P01_s2718281_scrB_pos_mid_00001_.png,1024,1280,2.799999952316284,1.3285715579986572,0.4744898502228916,0.0869659423828125,69.46252285191956,1641,3.0720484256744385,3.861538171768189,0.64035,0.8100312082434723,9.448758834716394,27.53802490234375,1,22.0,4.757999099411797,3.045078933886,0.7313211101882913,0.3265878551465729,0.8658380922261841,2.933900302903286,0.9166061401367188,-3.233377969696627,4.342117716869401e-05
50,P01,3141592,B1_neg,B1_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_neg_high_00001_.png,P01_s3141592_B1_neg_high_00001_.png,1024,1280,2.799999952316284,1.8856171369552608,0.6734347032382608,0.1226898193359375,68.57654584221748,2345,3.4243381023406982,4.057623863220215,0.5096,0.9043015468281096,12.27121493145608,40.597259521484375,2,20.0,5.591906829387928,6.81261000186171,0.6922906690483539,0.1841640594783037,0.8838256908526054,3.1841026324016544,0.858245849609375,-3.362673311722037,1.828807259846794e-05
51,P01,3141592,B1_neg,B1_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_neg_low_00001_.png,P01_s3141592_B1_neg_low_00001_.png,1024,1280,2.799999952316284,2.0364909172058105,0.727318197102516,0.12659912109375,61.80111731843576,2685,3.246215581893921,4.002430438995361,0.5084,0.8959089955221693,11.988971399224626,38.60528945922852,3,17.0,6.081217104375496,8.252695830732574,0.7046697708547154,0.2215789740023455,0.8810692615789053,3.1688731535334504,0.8274383544921875,-3.363068420235258,1.9878938208642945e-05
52,P01,3141592,B1_neg,B1_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_neg_mid_00001_.png,P01_s3141592_B1_neg_mid_00001_.png,1024,1280,2.799999952316284,2.1924471855163574,0.7830168653048254,0.1172470092773437,68.149889135255,2255,3.239630699157715,4.035984039306641,0.52925,0.8878552221640186,11.72422689799869,41.64955520629883,2,17.0,6.315873015320496,8.093265966611565,0.7142294273589656,0.2297219794457354,0.8767964211484707,3.1592335310559507,0.8382156372070313,-3.368192799058679,2.159133030870621e-05
53,P01,3141592,B1_pos,B1_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_pos_high_00001_.png,P01_s3141592_B1_pos_high_00001_.png,1024,1280,2.799999952316284,2.064470052719116,0.7373107456702972,0.1446098327636718,57.194628847314426,3314,3.2530176639556885,3.983911037445069,0.52885,0.8882865875874177,11.73825744915626,43.03683853149414,1,18.0,5.842687045861684,10.548462415268984,0.6705945723632856,0.2083435223912639,0.8580574533624254,3.0324404866403576,0.9160659790039064,-3.47689736744866,1.720381532190293e-05
54,P01,3141592,B1_pos,B1_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_pos_low_00001_.png,P01_s3141592_B1_pos_low_00001_.png,1024,1280,2.799999952316284,2.123263120651245,0.7583082702893575,0.1309112548828125,59.8702023726448,2866,3.2139124870300293,3.948376655578613,0.5531999999999999,0.8837922548445913,11.592895326078189,39.52168273925781,2,16.0,6.157214452657853,9.857034597178872,0.6991670901191203,0.2233783641541919,0.8709198413073151,3.1565325713029684,0.8457138061523438,-3.424500278243185,1.8678101628369968e-05
55,P01,3141592,B1_pos,B1_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_pos_mid_00001_.png,P01_s3141592_B1_pos_mid_00001_.png,1024,1280,2.799999952316284,2.05454969406128,0.7337677603750188,0.139825439453125,62.16824966078698,2948,3.234760284423828,3.966704607009888,0.4696,0.9155731511513416,12.660764390220145,41.4672966003418,2,19.0,5.863691199187732,9.6072317594479,0.6789669462129858,0.1793138382419163,0.858123357367832,3.124219524059474,0.8764335632324218,-3.5108941086343246,1.5372853092813636e-05
56,P01,3141592,B6_neg,B6_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_neg_high_00001_.png,P01_s3141592_B6_neg_high_00001_.png,1024,1280,2.0,0.6734659671783447,0.3367329835891723,0.3291366577148437,48.50528446143468,8894,2.0626375675201416,2.4671459197998047,0.40095,0.9522337925091052,14.015343223558627,42.10591125488281,1,26.0,2.0303290219814127,7.895713815739771,0.3607911118419581,0.089337655980146,0.76270093365187,2.7457331390805537,0.8410179138183593,-2.772138235046449,5.114919254853129e-05
57,P01,3141592,B6_neg,B6_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_neg_low_00001_.png,P01_s3141592_B6_neg_low_00001_.png,1024,1280,4.0,1.5418438911437988,0.3854609727859497,0.1469688415527343,65.61137602179836,2936,3.187819242477417,3.956586837768554,0.53175,0.883820801764751,11.593812926943457,31.916942596435547,2,19.0,5.2131741594424295,8.766539267096515,0.6311005672963486,0.1686660628247749,0.8544548659016642,3.175655865699164,0.8532592773437501,-3.4011796445954463,2.2181371898946395e-05
58,P01,3141592,B6_neg,B6_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_neg_mid_00001_.png,P01_s3141592_B6_neg_mid_00001_.png,1024,1280,2.799999952316284,1.137903332710266,0.4063940543173731,0.2219161987304687,35.37273501155296,8223,2.621389627456665,3.47025465965271,0.5206999999999999,0.8900337485128118,11.79525737772609,32.04838180541992,2,24.0,4.089006603076107,7.625993584022609,0.4882530406830746,0.1205885713041847,0.7987354608793766,2.9944995547796096,0.885333251953125,-3.042036446249357,5.605922982325051e-05
59,P01,3141592,B6_pos,B6_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_pos_high_00001_.png,P01_s3141592_B6_pos_high_00001_.png,1024,1280,2.0,1.6552836894989014,0.8276418447494507,0.0123367309570312,70.30434782608695,230,3.4472010135650635,3.985798358917236,0.61735,0.815434591898426,9.59137975813705,46.51473236083984,1,23.0,4.423232449503304,0.4289764735847011,0.8742609694423606,0.369708604064942,0.990873832284616,2.7211783506684726,0.9489288330078124,-3.763452482274215,8.533068580042753e-07
60,P01,3141592,B6_pos,B6_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_pos_low_00001_.png,P01_s3141592_B6_pos_low_00001_.png,1024,1280,2.799999952316284,2.335296630859375,0.8340345252247287,0.1256248474121093,60.42532110091743,2725,3.1433751583099365,3.8621888160705566,0.58045,0.8628884285038875,10.94009767743018,48.78524017333984,2,17.0,6.125571264294554,7.64535487916631,0.7099590665319044,0.2500498452944066,0.8994883008735417,3.113047246615257,0.8699661254882812,-3.4139082507815903,1.555693308435985e-05
61,P01,3141592,B6_pos,B6_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_pos_mid_00001_.png,P01_s3141592_B6_pos_mid_00001_.png,1024,1280,2.0,1.732606291770935,0.8663031458854675,0.1077438354492187,61.18804159445407,2308,3.079514980316162,3.939669370651245,0.52835,0.8952985331029535,11.968696494279316,50.11309814453125,1,23.0,4.245734384222425,2.094196281595219,0.7133160685722404,0.2181237025694192,0.9640765951050608,3.076100672994136,0.8862869262695312,-3.653466468381216,3.511252954889004e-06
62,P01,3141592,baseline,baseline,none,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_baseline_00001_.png,P01_s3141592_baseline_00001_.png,1024,1280,2.799999952316284,2.0531423091888428,0.7332651229120173,0.1310455322265625,60.33157709870039,2847,3.1964244842529297,3.960246324539185,0.531,0.8802106819888017,11.478344923570042,36.86597442626953,1,17.0,6.211087565342096,9.19464154867324,0.7019931184952835,0.249572472363978,0.8796286105883085,3.146528749522685,0.8445053100585938,-3.3820736463225822,2.024617776469925e-05
63,P01,3141592,scrA_neg,scrA_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_neg_high_00001_.png,P01_s3141592_scrA_neg_high_00001_.png,1024,1280,2.799999952316284,1.794826626777649,0.6410095204797731,0.1424636840820312,57.793252862890746,3231,3.4837288856506348,4.049654006958008,0.47475,0.9164671341568827,12.692184882484726,32.482940673828125,1,21.0,4.882149048374718,7.243964428717172,0.6614824360893097,0.1620363274104468,0.8651908601192116,3.114840684754865,0.8954803466796875,-3.3956968274035324,1.9386508212253585e-05
64,P01,3141592,scrA_neg,scrA_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_neg_low_00001_.png,P01_s3141592_scrA_neg_low_00001_.png,1024,1280,2.799999952316284,2.062879800796509,0.7367427985454083,0.1321365356445312,59.13076135199727,2929,3.2481462955474854,3.9947726726531982,0.52285,0.8916501598274605,11.848238151404448,36.64003753662109,1,17.0,5.983393235340796,8.517797095509493,0.6934440539053304,0.214752527537533,0.8760588094135728,3.1703071767646325,0.8421394348144531,-3.393908495283068,1.922212331560134e-05
65,P01,3141592,scrA_neg,scrA_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_neg_mid_00001_.png,P01_s3141592_scrA_neg_mid_00001_.png,1024,1280,2.799999952316284,1.839237689971924,0.6568706147478413,0.1356315612792968,60.77777777777778,2925,3.321779727935791,4.015224456787109,0.4829,0.9052589419115434,12.3038316859671,33.73194885253906,1,19.0,5.331303161719442,7.8225580663922525,0.6725889691814094,0.172935163460207,0.8687182795226249,3.169934366449865,0.8616043090820313,-3.4095051432540124,1.8228745804145044e-05
66,P01,3141592,scrA_pos,scrA_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_pos_high_00001_.png,P01_s3141592_scrA_pos_high_00001_.png,1024,1280,4.0,2.159324407577514,0.5398311018943787,0.1255035400390625,55.83842498302784,2946,3.373638391494751,4.0002288818359375,0.55535,0.8669686109654098,11.064562053705046,43.62643432617188,2,19.0,5.750027164907963,9.343099508978032,0.6940056030664672,0.2516402152163356,0.877794594581498,3.007072531664359,0.9186485290527344,-3.4615172446760067,1.876417044158903e-05
67,P01,3141592,scrA_pos,scrA_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_pos_low_00001_.png,P01_s3141592_scrA_pos_low_00001_.png,1024,1280,2.799999952316284,2.08046293258667,0.7430224885774083,0.1274436950683593,64.9214924212981,2573,3.156508207321167,3.953340530395508,0.5397,0.8749477323332514,11.312069071986787,40.34461975097656,2,16.0,6.310561195808175,9.639491940073114,0.7078100470289355,0.2416261775208407,0.8764003119397942,3.144385381510786,0.8414649963378906,-3.388050049078356,1.990073553193029e-05
68,P01,3141592,scrA_pos,scrA_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_pos_mid_00001_.png,P01_s3141592_scrA_pos_mid_00001_.png,1024,1280,4.0,2.2359650135040283,0.5589912533760071,0.1208175659179687,63.06571087216248,2511,3.262939453125,3.9829351902008057,0.5423500000000001,0.8659893243388899,11.034560755417791,44.5822639465332,1,17.0,6.162421184637892,9.90820039708915,0.7074752631992801,0.2501455507539746,0.876746468714819,3.116975175789023,0.8740638732910156,-3.4264135034256613,1.961806707920882e-05
69,P01,3141592,scrB_neg,scrB_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_neg_high_00001_.png,P01_s3141592_scrB_neg_high_00001_.png,1024,1280,2.0,1.627551794052124,0.813775897026062,0.0562149047851562,87.19763313609468,845,2.961943864822388,3.898083925247192,0.471,0.9377847691230432,13.464969683522323,75.93211364746094,3,23.0,4.295852843387911,1.0244382199818434,0.7812571112310258,0.2021794058948632,0.9792674515587112,3.054241543728497,0.8530265808105468,-3.711041958785008,1.0191370310956356e-06
70,P01,3141592,scrB_neg,scrB_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_neg_low_00001_.png,P01_s3141592_scrB_neg_low_00001_.png,1024,1280,2.0,2.207463264465332,1.103731632232666,0.131341552734375,64.76749435665914,2658,3.034799575805664,3.832260608673096,0.5571,0.8875704598174011,11.71497393559663,58.20635223388672,4,15.0,6.440979212108895,10.85662453679384,0.693266628254408,0.2121667569286791,0.8735879410776032,3.139353884055604,0.8387214660644531,-3.4327532921407533,1.3107626978255684e-05
71,P01,3141592,scrB_neg,scrB_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_neg_mid_00001_.png,P01_s3141592_scrB_neg_mid_00001_.png,1024,1280,2.0,2.0280802249908447,1.0140401124954224,0.1129829406738281,65.84659848821698,2249,2.8810105323791504,3.851539134979248,0.5155000000000001,0.8998766532514624,12.121586364206127,73.638427734375,4,20.0,5.330626528366071,4.867241158867481,0.6788911757578411,0.1570648274000558,0.9251124145380908,3.031822678436174,0.8483551025390625,-3.584632388178826,4.496486542844123e-06
72,P01,3141592,scrB_pos,scrB_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_pos_high_00001_.png,P01_s3141592_scrB_pos_high_00001_.png,1024,1280,2.799999952316284,1.199499249458313,0.4283925963877371,0.0349212646484375,53.09976798143852,862,3.032765388488769,3.7831568717956543,0.7098,0.7731704004270274,8.530803317221773,23.92414093017578,0,21.0,4.863789711235416,0.889331228775453,0.8616134786278259,0.5874352408518848,0.8946927367015586,2.7786473138818173,0.8995948791503907,-3.030767159726432,6.265743033192215e-05
73,P01,3141592,scrB_pos,scrB_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_pos_low_00001_.png,P01_s3141592_scrB_pos_low_00001_.png,1024,1280,4.0,1.7014095783233645,0.425352394580841,0.1305557250976562,68.72369477911647,2490,3.279992818832397,4.012049198150635,0.5540499999999999,0.8464906588391374,10.453851281282835,26.680234909057617,1,18.0,5.790274175604957,5.944300870066387,0.7052410742706163,0.2837883913639291,0.8728016952837614,3.0513449801866708,0.8874275207519531,-3.4134951949549324,2.4382047431863736e-05
74,P01,3141592,scrB_pos,scrB_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_pos_mid_00001_.png,P01_s3141592_scrB_pos_mid_00001_.png,1024,1280,2.799999952316284,1.2970865964889526,0.4632452209207879,0.0788436889648437,71.07427785419533,1454,3.071386814117432,3.9045796394348153,0.6517000000000001,0.8012228210402064,9.220795905199957,25.02530670166016,0,22.0,4.82091011842808,2.6906932142239777,0.7420677413200236,0.3349382844297572,0.8786634983715119,2.940149706820101,0.9144073486328126,-3.268667176521592,4.023352319401297e-05
75,P02,1618033,B1_neg,B1_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_neg_high_00001_.png,P02_s1618033_B1_neg_high_00001_.png,1024,1280,4.0,2.063238382339477,0.5158095955848694,0.1548934936523437,65.74546632124353,3088,3.2231218814849854,3.958312749862671,0.41195,0.949415434537864,13.906252046354195,34.99559020996094,3,18.0,5.6796389354870085,17.20243556877574,0.6130802901004888,0.1226663446099526,0.8755100712281683,3.165053961055692,0.8711524963378906,-3.4700532071910564,1.2851074198231444e-05
76,P02,1618033,B1_neg,B1_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_neg_low_00001_.png,P02_s1618033_B1_neg_low_00001_.png,1024,1280,4.0,2.2476367950439453,0.5619091987609863,0.1480491638183593,56.77325921591574,3418,2.9669740200042725,3.90674901008606,0.44855,0.9432195662792536,13.669402378788725,33.957820892333984,5,15.0,6.477767748229324,19.598212447919902,0.6537885886994921,0.1561745640306702,0.8719797601126178,3.1735876402384418,0.8200393676757812,-3.321524855434704,1.835678354583949e-05
77,P02,1618033,B1_neg,B1_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_neg_mid_00001_.png,P02_s1618033_B1_neg_mid_00001_.png,1024,1280,4.0,2.293541431427002,0.5733853578567505,0.1557197570800781,62.0757299270073,3288,3.0715596675872803,3.92553973197937,0.4496,0.9391611287567152,13.516451240608903,35.511043548583984,3,16.0,6.063537411239416,18.32541871988708,0.6301996983813081,0.1363242159730717,0.8731355870317768,3.184422711453124,0.8378890991210938,-3.4150044796533536,1.5773360448566874e-05
78,P02,1618033,B1_pos,B1_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_pos_high_00001_.png,P02_s1618033_B1_pos_high_00001_.png,1024,1280,4.0,2.4088335037231445,0.6022083759307861,0.1441062927246093,47.244372186093045,3998,3.0260021686553955,3.8547539710998535,0.49795,0.9315590263072818,13.23453962537134,40.65685272216797,4,16.0,6.299030464451815,24.229097570540503,0.6399016200189209,0.182589987802933,0.8644021330329341,3.0062835628500384,0.9150726318359372,-3.5864588777615465,1.0806579074854982e-05
79,P02,1618033,B1_pos,B1_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_pos_low_00001_.png,P02_s1618033_B1_pos_low_00001_.png,1024,1280,2.799999952316284,2.3170313835144043,0.8275112224904336,0.1486770629882812,52.697133585722014,3698,2.974675416946411,3.88166093826294,0.4372,0.9422920775905697,13.634296057929028,32.84455871582031,4,15.0,6.519729672310041,19.549719422101724,0.6524455242575502,0.1508015642212004,0.882715369575197,3.154979485212691,0.8416816711425781,-3.388891801004894,1.573034050911189e-05
80,P02,1618033,B1_pos,B1_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_pos_mid_00001_.png,P02_s1618033_B1_pos_mid_00001_.png,1024,1280,2.799999952316284,2.178701877593994,0.7781078266775238,0.1473686218261718,52.92027397260274,3650,2.899954319000244,3.8136446475982666,0.3973,0.9651914800454924,14.528017295842984,38.30498504638672,5,16.0,6.05699169864876,21.296265086838748,0.6479913023998953,0.1542696067851158,0.8614630969113356,3.11621567403016,0.8699333190917968,-3.540830289457892,1.1234498151843527e-05
81,P02,1618033,B6_neg,B6_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_neg_high_00001_.png,P02_s1618033_B6_neg_high_00001_.png,1024,1280,2.0,0.3177115619182586,0.1588557809591293,0.3640647888183593,74.56046875,6400,1.6503174304962158,2.327440023422241,0.40375,0.9608551908039072,14.354396415881125,37.52543640136719,3,24.0,2.363482269343267,18.47682282530625,0.2733216204014671,0.0700636120632593,0.8649107947515623,2.6738061075083577,0.8294670104980468,-2.8956264919322097,3.237995235764529e-05
82,P02,1618033,B6_neg,B6_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_neg_low_00001_.png,P02_s1618033_B6_neg_low_00001_.png,1024,1280,4.0,1.875607252120972,0.4689018130302429,0.1534324645996093,52.64581151832461,3820,3.033005714416504,3.8536019325256334,0.4362499999999999,0.947678147747895,13.839429728589376,24.48695945739746,5,16.0,5.788396982036431,20.00453579537254,0.6098234332000056,0.1330191670357787,0.873337920311245,3.185462607153756,0.8293327331542969,-3.35707856764284,1.831474254183079e-05
83,P02,1618033,B6_neg,B6_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_neg_mid_00001_.png,P02_s1618033_B6_neg_mid_00001_.png,1024,1280,2.799999952316284,1.392920732498169,0.49747169864981,0.2047256469726562,28.644107600341588,9368,2.999375820159912,3.8803226947784415,0.38485,0.9617133402239482,14.388590427997432,27.166473388671875,4,21.0,4.758337273349768,20.88044510276121,0.4490380197559289,0.0904291871442462,0.8753988306431901,3.060260489305964,0.8544075012207031,-3.1663229878397434,4.089937088110784e-05
84,P02,1618033,B6_pos,B6_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_pos_high_00001_.png,P02_s1618033_B6_pos_high_00001_.png,1024,1280,2.0,2.12646484375,1.063232421875,0.0422210693359375,52.06020696142991,1063,3.401036739349365,3.991328716278076,0.4248,0.9534940849564556,14.064402316737986,52.36433792114258,2,23.0,4.5156413196750345,1.0845358411074946,0.7857013047023345,0.1745091259410748,0.991047300325358,2.925733632167428,0.9344215393066406,-3.860460531510842,1.568048351684418e-06
