steps,prompt_id,seed,s_d045_texture,s_d030_texture,s_d060_texture,cos_B1_B6_d045,cos_scrA_scrB_d045
7,P01,2718281,0.2000275611032602,1.3418289019605258,0.17451762268354912,0.2536581237911752,0.4536856848944354
7,P01,3141592,-1.0845909508435791,0.9271175479725224,-0.19051032222973302,0.24305813266478896,-0.8415328181787901
7,P01,1618033,-1.2658910702242692,1.1901908912609884,0.6124727013915325,0.40597474677715656,-0.8599163234471126
7,P02,2718281,-0.8377228550189553,1.0533173577284094,0.29151687106661306,0.27623174763153663,-0.5614911073874186
7,P02,3141592,-0.7942728854321224,1.0157968112049318,0.0776747335021585,0.31327752348249616,-0.4809953619496263
7,P02,1618033,-0.960868179954155,0.649378804229291,0.012672140488649841,0.4806052523725068,-0.4802629275816481
