run_id,stage,arm,condition_id,cond_name,renders_root,image_path,baseline_path,prompt_id,prompt_sha1,prompt_tag,prompt_text,seed,sampler,steps,cfg,width,height,operation,preset_file,suite_git_sha,timestamp
stage8_20260917_222352,stage8,A,81d0a8f1b1ea,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_baseline_seed42_00001_.png,renders/P0_empty_baseline_seed42_00001_.png,P0_empty,da39a3ee5e,empty_string,,42,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,81d0a8f1b1ea,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_baseline_seed777_00001_.png,renders/P0_empty_baseline_seed777_00001_.png,P0_empty,da39a3ee5e,empty_string,,777,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,81d0a8f1b1ea,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_baseline_seed1337_00001_.png,renders/P0_empty_baseline_seed1337_00001_.png,P0_empty,da39a3ee5e,empty_string,,1337,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,81d0a8f1b1ea,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_baseline_seed9999_00001_.png,renders/P0_empty_baseline_seed9999_00001_.png,P0_empty,da39a3ee5e,empty_string,,9999,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,81d0a8f1b1ea,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_baseline_seed4242145_00001_.png,renders/P0_empty_baseline_seed4242145_00001_.png,P0_empty,da39a3ee5e,empty_string,,4242145,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,86812e32633c,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_preset_pos_seed42_00001_.png,renders/P0_empty_baseline_seed42_00001_.png,P0_empty,da39a3ee5e,empty_string,,42,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,86812e32633c,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_preset_pos_seed777_00001_.png,renders/P0_empty_baseline_seed777_00001_.png,P0_empty,da39a3ee5e,empty_string,,777,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,86812e32633c,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_preset_pos_seed1337_00001_.png,renders/P0_empty_baseline_seed1337_00001_.png,P0_empty,da39a3ee5e,empty_string,,1337,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,86812e32633c,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_preset_pos_seed9999_00001_.png,renders/P0_empty_baseline_seed9999_00001_.png,P0_empty,da39a3ee5e,empty_string,,9999,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,86812e32633c,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_preset_pos_seed4242145_00001_.png,renders/P0_empty_baseline_seed4242145_00001_.png,P0_empty,da39a3ee5e,empty_string,,4242145,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,6b3d27d81b10,blockshuf_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_blockshuf_neg_seed42_00001_.png,renders/P0_empty_baseline_seed42_00001_.png,P0_empty,da39a3ee5e,empty_string,,42,euler_ancestral,9,1.0,1024,1280,preset_blockshuffle,Arthemy_Bench_BLOCKSHUFFLE_NEG.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,6b3d27d81b10,blockshuf_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_blockshuf_neg_seed777_00001_.png,renders/P0_empty_baseline_seed777_00001_.png,P0_empty,da39a3ee5e,empty_string,,777,euler_ancestral,9,1.0,1024,1280,preset_blockshuffle,Arthemy_Bench_BLOCKSHUFFLE_NEG.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,6b3d27d81b10,blockshuf_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_blockshuf_neg_seed1337_00001_.png,renders/P0_empty_baseline_seed1337_00001_.png,P0_empty,da39a3ee5e,empty_string,,1337,euler_ancestral,9,1.0,1024,1280,preset_blockshuffle,Arthemy_Bench_BLOCKSHUFFLE_NEG.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,6b3d27d81b10,blockshuf_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_blockshuf_neg_seed9999_00001_.png,renders/P0_empty_baseline_seed9999_00001_.png,P0_empty,da39a3ee5e,empty_string,,9999,euler_ancestral,9,1.0,1024,1280,preset_blockshuffle,Arthemy_Bench_BLOCKSHUFFLE_NEG.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,6b3d27d81b10,blockshuf_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_blockshuf_neg_seed4242145_00001_.png,renders/P0_empty_baseline_seed4242145_00001_.png,P0_empty,da39a3ee5e,empty_string,,4242145,euler_ancestral,9,1.0,1024,1280,preset_blockshuffle,Arthemy_Bench_BLOCKSHUFFLE_NEG.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,c7ff1182389d,rand_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_rand_pos_seed42_00001_.png,renders/P0_empty_baseline_seed42_00001_.png,P0_empty,da39a3ee5e,empty_string,,42,euler_ancestral,9,1.0,1024,1280,preset_randsign,Arthemy_Bench_RANDSIGN.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,c7ff1182389d,rand_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_rand_pos_seed777_00001_.png,renders/P0_empty_baseline_seed777_00001_.png,P0_empty,da39a3ee5e,empty_string,,777,euler_ancestral,9,1.0,1024,1280,preset_randsign,Arthemy_Bench_RANDSIGN.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,c7ff1182389d,rand_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_rand_pos_seed1337_00001_.png,renders/P0_empty_baseline_seed1337_00001_.png,P0_empty,da39a3ee5e,empty_string,,1337,euler_ancestral,9,1.0,1024,1280,preset_randsign,Arthemy_Bench_RANDSIGN.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,c7ff1182389d,rand_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_rand_pos_seed9999_00001_.png,renders/P0_empty_baseline_seed9999_00001_.png,P0_empty,da39a3ee5e,empty_string,,9999,euler_ancestral,9,1.0,1024,1280,preset_randsign,Arthemy_Bench_RANDSIGN.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,A,c7ff1182389d,rand_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/P0_empty_rand_pos_seed4242145_00001_.png,renders/P0_empty_baseline_seed4242145_00001_.png,P0_empty,da39a3ee5e,empty_string,,4242145,euler_ancestral,9,1.0,1024,1280,preset_randsign,Arthemy_Bench_RANDSIGN.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,81d0a8f1b1ea,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_baseline_seed42_00001_.png,renders/B1_free_baseline_seed42_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",42,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,81d0a8f1b1ea,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_baseline_seed777_00001_.png,renders/B1_free_baseline_seed777_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",777,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,81d0a8f1b1ea,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_baseline_seed1337_00001_.png,renders/B1_free_baseline_seed1337_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",1337,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,81d0a8f1b1ea,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_baseline_seed9999_00001_.png,renders/B1_free_baseline_seed9999_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",9999,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,81d0a8f1b1ea,baseline,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_baseline_seed4242145_00001_.png,renders/B1_free_baseline_seed4242145_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",4242145,euler_ancestral,9,1.0,1024,1280,baseline,,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,86812e32633c,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_preset_pos_seed42_00001_.png,renders/B1_free_baseline_seed42_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",42,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,86812e32633c,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_preset_pos_seed777_00001_.png,renders/B1_free_baseline_seed777_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",777,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,86812e32633c,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_preset_pos_seed1337_00001_.png,renders/B1_free_baseline_seed1337_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",1337,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,86812e32633c,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_preset_pos_seed9999_00001_.png,renders/B1_free_baseline_seed9999_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",9999,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,86812e32633c,preset_pos,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_preset_pos_seed4242145_00001_.png,renders/B1_free_baseline_seed4242145_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",4242145,euler_ancestral,9,1.0,1024,1280,preset,Arthemy_Bench_Base.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,6b3d27d81b10,blockshuf_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_blockshuf_neg_seed42_00001_.png,renders/B1_free_baseline_seed42_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",42,euler_ancestral,9,1.0,1024,1280,preset_blockshuffle,Arthemy_Bench_BLOCKSHUFFLE_NEG.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,6b3d27d81b10,blockshuf_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_blockshuf_neg_seed777_00001_.png,renders/B1_free_baseline_seed777_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",777,euler_ancestral,9,1.0,1024,1280,preset_blockshuffle,Arthemy_Bench_BLOCKSHUFFLE_NEG.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,6b3d27d81b10,blockshuf_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_blockshuf_neg_seed1337_00001_.png,renders/B1_free_baseline_seed1337_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",1337,euler_ancestral,9,1.0,1024,1280,preset_blockshuffle,Arthemy_Bench_BLOCKSHUFFLE_NEG.json,ba28b12532175220,2026-09-17 22:23:52
stage8_20260917_222352,stage8,B,6b3d27d81b10,blockshuf_neg,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage8\renders,renders/B1_free_blockshuf_neg_seed9999_00001_.png,renders/B1_free_baseline_seed9999_00001_.png,B1_free,cc43624c75,dwarf_amber_free,"Western comics style, bold ink outlines, hatched shadows, upper body portrait. A dwarf woman with twin braided ginger pigtails, freckled cheeks, brass goggles resting on her forehead, wearing heavy leather smithing aprons and riveted gauntlets, confident warm smile, direct eye contact. Simple background.",9999,euler_ancestral,9,1.0,1024,1280,preset_blockshuffle,Arthemy_Bench_BLOCKSHUFFLE_NEG.json,ba28b12532175220,2026-09-17 22:23:52
