run_id,prompt_id,seed,condition,cond_tag,angle_label,angle_deg,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
20,P01,1618033,scrB_neg,scrB_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_scrB_neg_low_00001_.png,P01_s1618033_scrB_neg_low_00001_.png,,52e5b19ca6,P01_s1618033_scrB_neg_low_00001_.png,1024,1280,71.7525,63.4624,69.97,0.0477,#ee9f3f,4.3619,4.3637,110.16,0.2772,#101006,0.9688,79.816,11.8519,6,0.3976,57.7584,3.9542,4.1986,112.56,0.2738,#0e0f05,42.7597,31.499,67.46,0.1238,#855d35,57.0687,61.957,52.1,0.0394,#d56b33,64.3354,15.1711,221.28,0.0178,#79a3ad,77.5296,22.3542,96.95,0.031,#cbc097,83.7702,57.627,86.34,0.0108,#f7cc61
21,P01,1618033,scrB_neg,scrB_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_scrB_neg_mid_00001_.png,P01_s1618033_scrB_neg_mid_00001_.png,,52e5b19ca6,P01_s1618033_scrB_neg_mid_00001_.png,1024,1280,72.6942,72.6923,75.85,0.0626,#eea423,9.9881,13.8922,120.32,0.231,#181e07,0.959,77.4393,13.3906,5,0.3642,58.9325,9.026,13.4311,121.95,0.2123,#161c05,44.0561,43.1078,72.47,0.1519,#8d5f21,50.0131,55.2227,60.12,0.0622,#b26223,58.9633,72.3637,58.61,0.0479,#dd7018,59.0208,31.5782,90.27,0.0505,#a08c56,86.4653,65.9021,90.86,0.0129,#fad655
22,P01,1618033,scrB_pos,scrB_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_scrB_pos_high_00001_.png,P01_s1618033_scrB_pos_high_00001_.png,,52e5b19ca6,P01_s1618033_scrB_pos_high_00001_.png,1024,1280,25.5789,25.3647,303.84,0.0319,#41375d,0.2192,3.0518,294.98,0.3786,#010008,0.9593,58.0852,3.7029,6,0.2934,44.9961,0.11,1.8736,292.59,0.2559,#000005,11.3599,26.3192,335.59,0.0375,#360f2d,20.8665,34.158,358.14,0.0177,#5d1735,35.3982,46.8697,17.79,0.0078,#962d3f,41.5346,32.5542,293.17,0.0032,#5b5d93,58.1952,34.4756,25.38,0.0034,#c67674
23,P01,1618033,scrB_pos,scrB_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_scrB_pos_low_00001_.png,P01_s1618033_scrB_pos_low_00001_.png,,52e5b19ca6,P01_s1618033_scrB_pos_low_00001_.png,1024,1280,45.7703,4.7928,342.62,0.0729,#736a6f,1.4285,2.7842,309.05,0.3845,#07040b,0.9361,79.2328,8.2832,5,0.4608,39.2804,0.9018,2.3714,306.85,0.3719,#050208,25.5755,21.6168,7.66,0.026,#5c2f39,27.7196,16.5297,285.61,0.0889,#3a405a,41.2551,31.3054,24.1,0.0199,#924e4e,55.8878,41.6518,38.19,0.0191,#c56e5b,80.1346,28.3131,69.16,0.0094,#eabf96
24,P01,1618033,scrB_pos,scrB_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_scrB_pos_mid_00001_.png,P01_s1618033_scrB_pos_mid_00001_.png,,52e5b19ca6,P01_s1618033_scrB_pos_mid_00001_.png,1024,1280,38.0196,13.8866,300.33,0.0396,#5c576d,0.6437,3.5478,300.82,0.415,#04010a,0.9593,70.6664,8.5439,5,0.4645,38.9582,0.3588,2.7373,299.78,0.3569,#020007,12.0185,22.2899,296.56,0.1076,#1c1c3b,13.6745,22.224,351.14,0.0291,#3d1528,28.595,30.8556,10.39,0.0176,#6f2e3c,42.6593,41.6954,26.51,0.0136,#a34948,71.0252,31.3909,54.43,0.0067,#dda180
25,P01,2718281,B1_neg,B1_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B1_neg_high_00001_.png,P01_s2718281_B1_neg_high_00001_.png,,52e5b19ca6,P01_s2718281_B1_neg_high_00001_.png,1024,1280,58.3052,52.0571,46.88,0.0323,#d4714b,2.9132,0.9072,66.75,0.354,#0c0a09,0.9839,83.8229,9.7236,5,0.4632,53.1896,2.1551,0.7519,85.79,0.3305,#090806,25.9866,13.0811,34.53,0.1327,#513733,37.5941,36.4584,34.88,0.0338,#8c4338,38.8549,20.3271,48.88,0.0715,#785343,68.0484,53.9415,55.92,0.0129,#ec8f56,85.978,33.3497,79.46,0.0113,#f8d199
26,P01,2718281,B1_neg,B1_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B1_neg_low_00001_.png,P01_s2718281_B1_neg_low_00001_.png,,52e5b19ca6,P01_s2718281_B1_neg_low_00001_.png,1024,1280,69.4317,13.7627,83.48,0.0373,#b6a891,2.7605,0.7871,37.91,0.3511,#0c0a09,0.9744,85.9791,8.29,6,0.4234,50.9344,1.7722,0.3858,53.9,0.3219,#070606,32.9635,14.4809,49.0,0.1015,#62483d,40.6571,32.3629,34.67,0.0436,#8f4d43,59.7284,51.3202,48.18,0.0312,#d6764e,77.842,47.3009,73.59,0.0123,#f1b56c,87.7513,13.8334,91.16,0.007,#e6dbc2
27,P01,2718281,B1_neg,B1_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B1_neg_mid_00001_.png,P01_s2718281_B1_neg_mid_00001_.png,,52e5b19ca6,P01_s2718281_B1_neg_mid_00001_.png,1024,1280,70.9082,14.0973,80.12,0.0388,#bcab95,2.5868,0.8387,27.19,0.3544,#0c0909,0.978,88.1822,8.1561,6,0.4147,52.9032,1.4703,0.6288,50.51,0.3157,#070504,32.6986,16.044,46.58,0.099,#64463b,38.2284,33.3862,34.58,0.0524,#8a473d,54.7598,51.2935,45.0,0.0278,#ca6746,72.2218,53.532,64.87,0.0177,#efa058,89.6525,17.4318,89.32,0.0073,#efe0c0
28,P01,2718281,B1_pos,B1_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B1_pos_high_00001_.png,P01_s2718281_B1_pos_high_00001_.png,,52e5b19ca6,P01_s2718281_B1_pos_high_00001_.png,1024,1280,62.7526,49.1921,51.57,0.0452,#db8155,3.1919,1.3293,2.39,0.3142,#0f0b0b,0.9802,84.5246,11.5435,5,0.3335,56.4905,1.8322,0.8532,358.23,0.2793,#090607,38.6705,34.692,30.88,0.0368,#8e4640,52.4057,24.0975,50.56,0.0542,#a0735e,53.9055,57.3437,40.58,0.0132,#d15e43,73.3435,42.2555,68.69,0.0154,#e4a86c,86.3567,15.5926,85.78,0.012,#e6d6bb
29,P01,2718281,B1_pos,B1_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B1_pos_low_00001_.png,P01_s2718281_B1_pos_low_00001_.png,,52e5b19ca6,P01_s2718281_B1_pos_low_00001_.png,1024,1280,62.5693,9.7331,84.02,0.0542,#a09686,2.6576,0.8501,6.38,0.3414,#0c090a,0.9593,82.0705,9.6328,6,0.3731,45.6687,1.8052,0.4802,1.85,0.3208,#080607,36.4646,16.9581,270.55,0.0328,#455771,43.2477,26.509,30.65,0.0522,#905751,56.4161,46.1489,43.05,0.034,#ca6e52,72.7304,43.1068,67.02,0.0224,#e5a56a,83.8756,16.7297,90.56,0.0102,#ded0b2
30,P01,2718281,B1_pos,B1_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B1_pos_mid_00001_.png,P01_s2718281_B1_pos_mid_00001_.png,,52e5b19ca6,P01_s2718281_B1_pos_mid_00001_.png,1024,1280,65.7447,16.1506,81.17,0.0486,#af9d83,3.2203,1.2096,16.16,0.2859,#0f0b0b,0.9677,86.4723,11.4079,6,0.323,48.4388,2.0338,0.6808,8.07,0.2585,#090707,40.5629,27.1991,28.6,0.0559,#8a504b,47.9141,18.474,53.64,0.0646,#8c6a59,56.3894,49.1196,42.83,0.0334,#cd6c4f,69.278,44.5645,62.3,0.0222,#e09a62,88.506,28.5818,92.23,0.0076,#f0dda8
31,P01,2718281,B6_neg,B6_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B6_neg_high_00001_.png,P01_s2718281_B6_neg_high_00001_.png,,52e5b19ca6,P01_s2718281_B6_neg_high_00001_.png,1024,1280,48.8783,40.9424,327.14,0.0378,#9c5f9a,4.5543,25.1078,297.29,0.0617,#0c0a2e,0.9725,61.7732,5.8801,6,0.2332,24.3556,3.1975,22.1141,294.72,0.0385,#080728,17.186,37.1184,303.29,0.1219,#2c2257,22.3708,42.4626,300.14,0.1113,#312d6d,44.9836,46.4697,295.08,0.0922,#6063b1,53.8772,43.8688,349.46,0.0202,#c06290,64.9707,39.3087,8.75,0.0137,#e18295
32,P01,2718281,B6_neg,B6_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B6_neg_low_00001_.png,P01_s2718281_B6_neg_low_00001_.png,,52e5b19ca6,P01_s2718281_B6_neg_low_00001_.png,1024,1280,64.339,3.8358,45.0,0.0462,#a39a97,3.3103,4.0778,308.92,0.3315,#0f0a12,0.9629,82.6124,10.003,6,0.3506,36.3071,2.2657,3.4996,306.81,0.2992,#0a070f,36.8221,23.6498,5.74,0.0514,#7b4854,44.5558,27.8191,276.32,0.0173,#4f6a97,51.2549,37.289,25.7,0.0271,#b66260,67.3018,39.8067,48.3,0.0204,#e09070,84.8781,13.6325,75.18,0.0089,#e5d1bb
33,P01,2718281,B6_neg,B6_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B6_neg_mid_00001_.png,P01_s2718281_B6_neg_mid_00001_.png,,52e5b19ca6,P01_s2718281_B6_neg_mid_00001_.png,1024,1280,54.875,13.4381,303.89,0.0469,#878097,3.6318,10.8888,297.91,0.2027,#0f0a1b,0.9583,65.8131,10.7308,4,0.304,30.6018,2.8226,9.4016,296.83,0.1563,#0c0818,27.2552,24.8286,292.34,0.1477,#3a3d64,27.7174,24.0886,340.01,0.0408,#5d344e,44.701,39.8757,13.42,0.0262,#a74d5c,68.2867,40.0034,40.55,0.0132,#e79079,68.6356,12.3765,340.11,0.0076,#b9a1af
34,P01,2718281,B6_pos,B6_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B6_pos_high_00001_.png,P01_s2718281_B6_pos_high_00001_.png,,52e5b19ca6,P01_s2718281_B6_pos_high_00001_.png,1024,1280,64.0981,57.4103,76.27,0.0413,#cb9033,0.7171,1.2086,61.28,0.3458,#050200,0.979,76.4232,11.2955,4,0.4388,56.4646,0.6333,1.0445,61.17,0.3427,#050200,24.2473,40.7286,51.53,0.0258,#632707,25.7312,29.9663,84.56,0.0961,#4d3a0c,46.0559,39.8353,92.98,0.0414,#7d6c27,48.2782,55.2824,62.01,0.034,#ab5f1c,77.0565,57.5091,88.84,0.0087,#dfbb4f
35,P01,2718281,B6_pos,B6_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B6_pos_low_00001_.png,P01_s2718281_B6_pos_low_00001_.png,,52e5b19ca6,P01_s2718281_B6_pos_low_00001_.png,1024,1280,66.6383,58.7643,65.2,0.0301,#e28f40,2.7854,2.5886,103.35,0.371,#0b0a04,0.9829,84.4109,6.1784,6,0.4262,51.407,1.9826,2.3111,109.42,0.3457,#080802,26.2228,14.8748,61.58,0.0804,#4f3a2b,36.0959,34.9987,47.68,0.0383,#81452c,52.0821,53.1411,51.49,0.0324,#be6335,75.8196,53.7181,79.68,0.0087,#e7b257,86.3935,24.4776,102.32,0.0096,#e0daab
36,P01,2718281,B6_pos,B6_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_B6_pos_mid_00001_.png,P01_s2718281_B6_pos_mid_00001_.png,,52e5b19ca6,P01_s2718281_B6_pos_mid_00001_.png,1024,1280,51.8708,32.5661,85.21,0.0959,#927844,3.4819,4.6988,102.25,0.3212,#0f0d01,0.9199,71.4394,5.5859,6,0.41,57.3031,2.8572,4.0588,103.73,0.3151,#0c0b01,22.0343,22.3027,75.65,0.0949,#453114,31.1412,38.1451,54.61,0.0354,#733a18,50.2373,57.0778,58.98,0.0329,#b56121,68.2647,61.3619,73.76,0.0251,#dd9937,74.2966,40.9316,93.06,0.0127,#ccb66b
37,P01,2718281,baseline,baseline,none,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_baseline_00001_.png,P01_s2718281_baseline_00001_.png,,52e5b19ca6,P01_s2718281_baseline_00001_.png,1024,1280,61.1063,10.7935,80.19,0.0646,#9e9281,2.5269,0.8253,24.94,0.3561,#0b0908,0.953,81.2172,12.3131,5,0.3923,49.0305,1.8784,0.4464,16.06,0.3461,#080707,40.61,30.9171,33.63,0.0462,#8e4e45,44.1018,21.1007,269.0,0.0175,#506a8b,58.8457,49.4768,47.42,0.0296,#d2744f,76.1462,44.6626,73.15,0.0161,#eab16d,83.0955,12.2935,93.58,0.0113,#d7cfb8
38,P01,2718281,scrA_neg,scrA_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrA_neg_high_00001_.png,P01_s2718281_scrA_neg_high_00001_.png,,52e5b19ca6,P01_s2718281_scrA_neg_high_00001_.png,1024,1280,55.6609,8.4265,70.87,0.0644,#908378,2.9803,1.1954,347.21,0.2629,#0d0a0b,0.9496,83.683,10.318,5,0.3407,46.8701,2.4697,1.0093,346.3,0.2578,#0b080a,36.0585,22.1476,29.23,0.039,#774844,38.3507,10.7175,52.38,0.083,#6a564d,51.0299,35.6351,39.35,0.0298,#af6654,65.2864,47.8794,51.66,0.0173,#e1885d,86.1527,27.0152,85.12,0.009,#efd4a5
39,P01,2718281,scrA_neg,scrA_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrA_neg_low_00001_.png,P01_s2718281_scrA_neg_low_00001_.png,,52e5b19ca6,P01_s2718281_scrA_neg_low_00001_.png,1024,1280,60.1152,9.4684,83.5,0.0568,#9a9080,3.2795,0.9818,15.13,0.336,#0e0b0b,0.9499,81.5266,8.0791,6,0.4067,47.113,2.1238,0.4971,9.41,0.3086,#090708,34.0247,15.5459,40.77,0.0982,#674940,47.1067,33.9771,35.92,0.0393,#a35c50,60.0348,47.6101,48.69,0.0248,#d37953,75.074,43.9474,70.58,0.0145,#e9ad6d,83.6504,13.5689,92.49,0.0071,#dad0b7
40,P01,2718281,scrA_neg,scrA_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrA_neg_mid_00001_.png,P01_s2718281_scrA_neg_mid_00001_.png,,52e5b19ca6,P01_s2718281_scrA_neg_mid_00001_.png,1024,1280,58.362,8.2362,82.34,0.056,#948b7e,3.1954,1.0133,4.48,0.3134,#0e0b0b,0.9489,84.6966,9.5543,6,0.3702,45.6787,2.2814,0.6846,359.24,0.2939,#0a0808,34.31,21.6913,30.23,0.0357,#724540,43.3701,13.7259,52.78,0.0763,#7b6155,49.0008,35.4999,36.88,0.0283,#aa6052,64.0928,46.3633,52.63,0.0291,#db865b,86.978,30.3876,86.03,0.0072,#f3d7a1
41,P01,2718281,scrA_pos,scrA_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrA_pos_high_00001_.png,P01_s2718281_scrA_pos_high_00001_.png,,52e5b19ca6,P01_s2718281_scrA_pos_high_00001_.png,1024,1280,74.7806,46.1567,64.5,0.0338,#f0a96c,1.7641,0.7974,4.97,0.3791,#090606,0.9856,85.508,9.4138,6,0.4081,55.7597,1.0618,0.4651,3.22,0.3537,#050404,30.9925,28.378,23.8,0.0323,#723738,42.7381,44.9982,35.08,0.0279,#a4493c,52.8508,20.9993,51.2,0.0544,#9d7563,59.6887,56.2247,46.58,0.0283,#dd724a,86.5698,32.8771,83.6,0.0141,#f5d49b
42,P01,2718281,scrA_pos,scrA_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrA_pos_low_00001_.png,P01_s2718281_scrA_pos_low_00001_.png,,52e5b19ca6,P01_s2718281_scrA_pos_low_00001_.png,1024,1280,61.5665,11.3718,74.75,0.0663,#a29282,2.2293,0.8064,10.25,0.3685,#0a0808,0.9535,81.5362,12.4718,6,0.405,49.3088,1.3216,0.3713,359.49,0.3466,#060505,41.4202,32.515,31.47,0.0367,#934e47,47.8457,18.8873,50.6,0.0585,#8d6a5a,58.302,49.6801,44.36,0.0343,#d37151,75.4456,46.8675,70.17,0.0166,#edad69,82.8578,10.3982,93.22,0.0141,#d5cebb
43,P01,2718281,scrA_pos,scrA_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrA_pos_mid_00001_.png,P01_s2718281_scrA_pos_mid_00001_.png,,52e5b19ca6,P01_s2718281_scrA_pos_mid_00001_.png,1024,1280,65.4525,10.7964,76.35,0.0647,#ab9d8c,2.3127,0.9255,5.35,0.354,#0b0808,0.9597,83.4468,10.6358,5,0.3937,54.8507,1.4519,0.5434,3.8,0.3349,#070505,37.6423,29.9217,30.0,0.0484,#854742,42.6233,14.4283,48.49,0.0588,#7a5f53,55.5685,55.3942,42.81,0.0275,#d26546,73.8395,47.4932,64.78,0.0235,#eea667,84.8987,27.9884,85.81,0.0135,#ebd1a0
44,P01,2718281,scrB_neg,scrB_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_neg_high_00001_.png,P01_s2718281_scrB_neg_high_00001_.png,,52e5b19ca6,P01_s2718281_scrB_neg_high_00001_.png,1024,1280,65.0083,62.9275,78.77,0.0955,#cd9325,12.7399,19.9208,113.55,0.1968,#1f2301,0.9265,69.6668,9.2787,5,0.3571,58.965,12.3293,19.5502,114.11,0.1996,#1e2301,41.6476,44.4193,75.52,0.1338,#845a16,47.9713,33.7521,89.26,0.1575,#847038,50.5423,68.1033,53.88,0.0339,#c55814,65.8615,75.5581,65.66,0.0505,#eb8713,81.9961,78.5152,87.38,0.009,#f7c623
45,P01,2718281,scrB_neg,scrB_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_neg_low_00001_.png,P01_s2718281_scrB_neg_low_00001_.png,,52e5b19ca6,P01_s2718281_scrB_neg_low_00001_.png,1024,1280,75.2267,25.2851,95.66,0.0572,#c6b98b,4.2001,4.2812,117.0,0.2944,#0e1006,0.9608,83.8429,14.3006,6,0.3491,60.9662,3.764,4.1626,119.48,0.2893,#0c0e05,48.4999,38.9917,51.76,0.0597,#a66240,55.4232,60.5129,49.37,0.0307,#d26636,69.4696,65.1287,66.36,0.0257,#ee9539,81.4917,61.7673,85.14,0.0144,#f4c453,87.6069,18.7366,106.18,0.0105,#e0ddb9
46,P01,2718281,scrB_neg,scrB_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_neg_mid_00001_.png,P01_s2718281_scrB_neg_mid_00001_.png,,52e5b19ca6,P01_s2718281_scrB_neg_mid_00001_.png,1024,1280,72.7818,16.229,151.07,0.0331,#9dbaa4,9.4433,14.5606,122.06,0.2536,#171d04,0.9947,74.537,14.3233,4,0.3661,59.4181,8.9024,14.0162,122.61,0.2323,#161c03,48.5281,58.5421,54.37,0.0497,#b65921,49.2306,46.8479,70.78,0.1337,#9f6a27,65.9489,73.4343,65.49,0.0462,#ea881c,66.5154,18.1486,187.35,0.0176,#79aba5,83.4394,68.9022,88.82,0.0165,#f6cc45
47,P01,2718281,scrB_pos,scrB_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_pos_high_00001_.png,P01_s2718281_scrB_pos_high_00001_.png,,52e5b19ca6,P01_s2718281_scrB_pos_high_00001_.png,1024,1280,25.0652,26.6915,303.96,0.0364,#40355d,0.1988,2.5392,296.07,0.3717,#010006,0.9614,57.3343,9.0959,4,0.4756,44.5327,0.114,1.8135,293.42,0.3192,#000004,2.275,15.0896,300.43,0.1564,#0d041d,6.205,32.759,300.79,0.0622,#0f0d39,12.9148,28.2763,340.74,0.0235,#3e0f2f,37.8622,46.3462,20.26,0.0062,#9c3541,57.4483,35.4864,29.06,0.0045,#c5746d
48,P01,2718281,scrB_pos,scrB_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_pos_low_00001_.png,P01_s2718281_scrB_pos_low_00001_.png,,52e5b19ca6,P01_s2718281_scrB_pos_low_00001_.png,1024,1280,49.464,38.2118,29.38,0.03,#b15d58,1.2435,2.3679,312.66,0.3935,#070309,0.9787,82.1453,7.5158,5,0.5224,36.7977,0.7166,1.9485,309.58,0.3652,#040206,17.7037,14.7255,303.45,0.1572,#2e283d,34.5276,29.5684,283.79,0.0144,#3e507f,37.553,28.8201,12.63,0.0262,#85454f,63.7286,38.7462,48.37,0.0093,#d48868,82.8619,24.4776,72.95,0.0063,#ecc8a3
49,P01,2718281,scrB_pos,scrB_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s2718281_scrB_pos_mid_00001_.png,P01_s2718281_scrB_pos_mid_00001_.png,,52e5b19ca6,P01_s2718281_scrB_pos_mid_00001_.png,1024,1280,36.8499,13.295,303.72,0.0488,#5a5468,0.4882,2.948,300.17,0.3641,#030108,0.9472,69.9067,6.6523,5,0.4648,39.6643,0.267,2.2256,298.85,0.3275,#020006,10.7286,24.5084,298.42,0.1374,#1a193a,13.8177,22.524,339.86,0.0433,#3a172e,29.9336,34.0649,7.25,0.0249,#772e41,47.7827,41.8899,28.27,0.0109,#b15652,70.1737,26.3094,46.66,0.0062,#d79f8a
50,P01,3141592,B1_neg,B1_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_neg_high_00001_.png,P01_s3141592_B1_neg_high_00001_.png,,52e5b19ca6,P01_s3141592_B1_neg_high_00001_.png,1024,1280,56.6048,13.1261,66.42,0.0795,#998473,3.9241,1.0751,44.35,0.2851,#100d0c,0.9436,77.3908,6.7458,5,0.3868,52.0304,2.8309,0.6285,61.94,0.262,#0c0a09,24.6375,7.3366,266.02,0.1248,#343b45,36.2308,30.9882,36.01,0.0565,#814439,41.1286,16.3637,55.81,0.0647,#775b4b,56.9778,52.6589,46.87,0.0312,#d06d47,80.2217,42.1165,72.19,0.0193,#f5bc7c
51,P01,3141592,B1_neg,B1_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_neg_low_00001_.png,P01_s3141592_B1_neg_low_00001_.png,,52e5b19ca6,P01_s3141592_B1_neg_low_00001_.png,1024,1280,61.0954,47.1929,49.24,0.0339,#d57c56,3.2482,1.088,45.46,0.3274,#0e0b0a,0.9803,86.3035,8.1919,6,0.4566,44.4442,2.2914,0.6567,57.53,0.2972,#0a0807,29.2379,11.7843,44.69,0.1594,#564038,34.6292,23.4015,30.47,0.0457,#754440,48.3447,36.5482,36.95,0.0256,#aa5e4f,74.4639,45.1009,65.65,0.0168,#eda96c,88.595,24.1072,86.23,0.0095,#f3dcb1
52,P01,3141592,B1_neg,B1_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_neg_mid_00001_.png,P01_s3141592_B1_neg_mid_00001_.png,,52e5b19ca6,P01_s3141592_B1_neg_mid_00001_.png,1024,1280,57.815,51.0425,46.39,0.0379,#d2704c,2.567,1.0268,41.5,0.3114,#0c0908,0.9776,82.2667,10.7827,5,0.4477,47.0806,1.7749,0.6249,53.31,0.2906,#080605,28.2094,13.7046,42.5,0.1571,#563d35,33.5514,28.4052,31.69,0.0505,#783f39,55.0293,47.7055,45.33,0.017,#c66b4b,56.7798,18.4576,251.1,0.0142,#698da6,84.0415,38.0348,80.84,0.0154,#f4cc8b
53,P01,3141592,B1_pos,B1_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_pos_high_00001_.png,P01_s3141592_B1_pos_high_00001_.png,,52e5b19ca6,P01_s3141592_B1_pos_high_00001_.png,1024,1280,58.0463,49.6894,45.99,0.0458,#d1714f,3.278,1.3311,5.4,0.3019,#0f0b0c,0.9826,83.6952,10.8831,6,0.3027,55.4515,1.8369,0.8339,2.63,0.2646,#090607,39.2009,32.5348,26.7,0.0381,#8d4846,52.0213,56.2854,37.57,0.0142,#cc5844,67.9769,42.3956,59.64,0.0163,#dd9664,73.2843,17.457,242.98,0.0226,#92bad0,85.5321,24.4935,87.02,0.014,#ead3a8
