run_id,prompt_id,seed,condition,cond_tag,angle_label,angle_deg,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
54,P01,3141592,B1_pos,B1_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_pos_low_00001_.png,P01_s3141592_B1_pos_low_00001_.png,,52e5b19ca6,P01_s3141592_B1_pos_low_00001_.png,1024,1280,62.2153,9.8815,77.23,0.0566,#a19486,3.0062,0.9436,21.51,0.3205,#0d0a0a,0.9516,82.8939,11.624,6,0.3467,45.5098,1.9985,0.5492,12.33,0.3018,#090707,41.3914,24.4954,34.23,0.0448,#88544c,53.9065,46.0591,39.04,0.0213,#c56651,65.3368,44.603,54.83,0.0279,#db8c5e,78.2429,42.647,74.1,0.0165,#eeb875,84.8924,11.2171,95.45,0.0098,#dbd4bf
55,P01,3141592,B1_pos,B1_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B1_pos_mid_00001_.png,P01_s3141592_B1_pos_mid_00001_.png,,52e5b19ca6,P01_s3141592_B1_pos_mid_00001_.png,1024,1280,62.4325,10.9071,81.86,0.0501,#a29584,4.0136,1.5114,10.22,0.2862,#110d0e,0.9616,77.092,14.4646,4,0.3372,48.5593,2.8462,1.02,2.86,0.2615,#0d0a0a,43.915,30.5055,34.85,0.05,#96574c,44.6136,19.5435,269.06,0.0286,#546b8a,48.1651,19.5486,52.05,0.0756,#8f6a59,60.1632,49.5793,47.15,0.0365,#d67853,79.9382,32.5391,78.74,0.0209,#e6c08b
56,P01,3141592,B6_neg,B6_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_neg_high_00001_.png,P01_s3141592_B6_neg_high_00001_.png,,52e5b19ca6,P01_s3141592_B6_neg_high_00001_.png,1024,1280,50.1644,37.2062,331.26,0.039,#a06396,6.3009,26.3963,299.68,0.0851,#110f32,0.9653,60.5116,5.9582,6,0.2021,18.4397,3.6387,21.7952,296.36,0.0382,#0c0828,9.7129,30.9256,301.76,0.0825,#19153f,31.7347,36.582,313.46,0.0668,#5d3d75,47.321,40.2349,294.15,0.1196,#676aae,54.4257,39.7187,352.51,0.0127,#be668c,64.1503,38.6496,15.61,0.0117,#de808b
57,P01,3141592,B6_neg,B6_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_neg_low_00001_.png,P01_s3141592_B6_neg_low_00001_.png,,52e5b19ca6,P01_s3141592_B6_neg_low_00001_.png,1024,1280,59.6158,3.2969,16.18,0.0574,#968e8e,3.7326,4.4981,303.8,0.3328,#0f0c14,0.9511,78.8957,10.2401,5,0.3994,39.019,2.723,4.1027,301.2,0.3063,#0b0911,35.3602,21.7937,9.33,0.0374,#75464e,35.6701,16.5163,279.21,0.0931,#49546e,51.0118,34.1262,28.25,0.0186,#b0645f,66.0276,43.1217,46.92,0.0187,#e18b6a,81.6186,24.5066,70.18,0.0123,#eac4a0
58,P01,3141592,B6_neg,B6_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_neg_mid_00001_.png,P01_s3141592_B6_neg_mid_00001_.png,,52e5b19ca6,P01_s3141592_B6_neg_mid_00001_.png,1024,1280,51.835,13.7277,308.86,0.0598,#82778e,3.3448,11.037,297.52,0.2141,#0e091b,0.9499,74.017,10.7767,5,0.2508,36.3195,2.7991,10.06,296.51,0.1781,#0b0819,33.7855,23.3429,289.69,0.0727,#484d72,35.9763,23.6842,341.11,0.0525,#724761,41.9044,34.6199,9.6,0.0189,#984b5b,53.5777,46.3796,28.29,0.0133,#c8615c,76.8161,35.2042,56.03,0.006,#f1af89
59,P01,3141592,B6_pos,B6_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_pos_high_00001_.png,P01_s3141592_B6_pos_high_00001_.png,,52e5b19ca6,P01_s3141592_B6_pos_high_00001_.png,1024,1280,68.9498,57.5467,83.94,0.0303,#cea23b,0.9794,1.5461,65.93,0.4314,#070300,0.9862,79.2289,14.818,4,0.4616,59.1706,0.3869,0.7054,54.46,0.3734,#030100,19.535,36.7126,50.03,0.0173,#551f02,22.7918,28.6893,80.43,0.0882,#483309,35.2469,50.9024,56.06,0.0185,#873e0a,36.9787,14.7672,115.56,0.0308,#555941,79.6158,59.876,95.44,0.0079,#dcc651
60,P01,3141592,B6_pos,B6_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_pos_low_00001_.png,P01_s3141592_B6_pos_low_00001_.png,,52e5b19ca6,P01_s3141592_B6_pos_low_00001_.png,1024,1280,61.2693,55.5836,59.96,0.0422,#d57f3e,2.6855,2.5443,104.72,0.3474,#0b0a04,0.979,85.0917,10.9986,5,0.4105,50.9958,2.5303,2.4623,107.12,0.3483,#0a0a03,38.0109,33.8326,48.03,0.0621,#854a32,48.4447,51.9643,48.52,0.0237,#b55932,51.1542,29.0023,76.61,0.0608,#94754a,71.9316,53.4581,74.25,0.0196,#e2a451,87.6221,41.9391,93.71,0.0107,#f2db8b
61,P01,3141592,B6_pos,B6_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_B6_pos_mid_00001_.png,P01_s3141592_B6_pos_mid_00001_.png,,52e5b19ca6,P01_s3141592_B6_pos_mid_00001_.png,1024,1280,56.0478,54.1176,65.76,0.0406,#bd762e,2.4178,3.3316,106.43,0.2846,#0a0901,0.9732,80.8431,11.6328,4,0.4104,58.497,2.1827,3.1004,107.4,0.2782,#090801,29.6185,13.9371,101.4,0.1057,#494631,32.2821,28.9828,76.12,0.1322,#62471f,37.0366,44.1611,56.5,0.043,#87461b,68.5105,61.5974,75.9,0.0191,#db9b35,83.0258,54.0879,93.24,0.0099,#e9ce66
62,P01,3141592,baseline,baseline,none,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_baseline_00001_.png,P01_s3141592_baseline_00001_.png,,52e5b19ca6,P01_s3141592_baseline_00001_.png,1024,1280,61.1388,9.0116,74.74,0.0563,#9e9284,2.7227,0.8434,13.66,0.3606,#0c0909,0.9561,80.7723,10.6612,5,0.4175,47.2389,1.8678,0.487,357.87,0.3432,#080607,37.5694,24.607,31.76,0.0339,#7e4b45,47.7519,18.4069,57.11,0.0743,#8b6b58,52.0812,41.8861,39.62,0.0216,#ba6550,65.2178,47.726,54.2,0.0225,#de895a,82.6401,34.9755,80.06,0.0193,#efc88d
63,P01,3141592,scrA_neg,scrA_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_neg_high_00001_.png,P01_s3141592_scrA_neg_high_00001_.png,,52e5b19ca6,P01_s3141592_scrA_neg_high_00001_.png,1024,1280,57.7329,2.1543,108.27,0.0656,#8b8b87,3.3214,1.2215,6.97,0.2348,#0f0b0c,0.9688,80.9573,12.0558,5,0.2664,42.2104,2.7397,0.9043,348.62,0.221,#0c090a,39.3303,26.1422,31.25,0.0446,#854e48,52.416,18.332,60.35,0.0454,#967762,59.7832,43.1147,47.16,0.0267,#ce7a5a,62.0652,13.2895,244.4,0.0174,#7e9aab,83.697,30.8676,81.12,0.0109,#eecc98
64,P01,3141592,scrA_neg,scrA_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_neg_low_00001_.png,P01_s3141592_scrA_neg_low_00001_.png,,52e5b19ca6,P01_s3141592_scrA_neg_low_00001_.png,1024,1280,59.595,10.2019,79.55,0.0578,#9a8e7e,3.2401,1.0151,13.66,0.3332,#0e0b0b,0.9494,82.7488,9.785,5,0.4136,44.7641,2.1843,0.5969,359.85,0.3077,#0a0808,35.2742,12.902,49.72,0.106,#664e44,38.903,24.2187,32.0,0.0423,#814e48,56.8266,45.361,45.85,0.0324,#c97151,74.3333,42.076,66.64,0.0177,#e9aa70,84.9331,13.9537,92.76,0.01,#ded4ba
65,P01,3141592,scrA_neg,scrA_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_neg_mid_00001_.png,P01_s3141592_scrA_neg_mid_00001_.png,,52e5b19ca6,P01_s3141592_scrA_neg_mid_00001_.png,1024,1280,59.987,8.0074,85.5,0.0508,#989083,3.709,1.0545,0.78,0.2786,#0f0d0d,0.9542,81.1368,7.6831,5,0.3622,45.4332,2.4891,0.6885,357.92,0.2475,#0b0909,27.7327,9.2202,28.97,0.1147,#503d3b,46.5847,16.1348,51.74,0.0692,#86685a,48.801,34.5569,38.09,0.03,#a86151,64.2328,46.1217,54.15,0.0225,#da885a,83.6259,28.4672,81.87,0.0146,#ebcc9c
66,P01,3141592,scrA_pos,scrA_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_pos_high_00001_.png,P01_s3141592_scrA_pos_high_00001_.png,,52e5b19ca6,P01_s3141592_scrA_pos_high_00001_.png,1024,1280,61.9579,9.7894,71.91,0.0451,#a29385,2.0128,0.9647,356.72,0.3429,#0a0708,0.9695,86.8268,5.7559,6,0.3691,57.0297,1.301,0.6348,350.22,0.3265,#060405,28.7083,26.1956,27.99,0.0426,#693432,46.7095,38.8944,36.59,0.0297,#a85849,59.9559,57.6645,46.3,0.0291,#df7149,77.6425,44.2401,70.51,0.0201,#f1b473,88.1277,14.1824,94.83,0.0113,#e6ddc2
67,P01,3141592,scrA_pos,scrA_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_pos_low_00001_.png,P01_s3141592_scrA_pos_low_00001_.png,,52e5b19ca6,P01_s3141592_scrA_pos_low_00001_.png,1024,1280,61.0657,11.0472,67.59,0.0624,#a29082,2.7561,1.0076,14.85,0.3462,#0d0909,0.9548,84.2458,7.0926,6,0.4732,49.2345,1.8805,0.618,6.23,0.3287,#090607,29.3955,11.955,36.57,0.1445,#58403b,38.3498,27.6833,31.43,0.0492,#844a44,59.6186,49.8526,46.57,0.0314,#d67652,76.7488,43.49,71.06,0.0208,#edb272,86.1264,14.6518,89.77,0.01,#e3d6bc
68,P01,3141592,scrA_pos,scrA_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrA_pos_mid_00001_.png,P01_s3141592_scrA_pos_mid_00001_.png,,52e5b19ca6,P01_s3141592_scrA_pos_mid_00001_.png,1024,1280,60.6054,13.9613,69.64,0.0694,#a48f7b,2.3636,1.004,15.38,0.3467,#0b0808,0.9536,84.9179,10.8926,6,0.3873,56.8443,1.5898,0.607,9.65,0.3343,#070506,38.7807,33.1174,31.28,0.053,#8c4841,48.1869,20.0465,266.78,0.0316,#5b7594,54.2398,57.4512,39.35,0.0243,#d35e45,72.1858,48.2412,61.57,0.0181,#ed9f64,86.5077,33.2194,86.06,0.0143,#f3d59a
69,P01,3141592,scrB_neg,scrB_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_neg_high_00001_.png,P01_s3141592_scrB_neg_high_00001_.png,,52e5b19ca6,P01_s3141592_scrB_neg_high_00001_.png,1024,1280,69.553,75.1127,72.51,0.0465,#eb9813,14.738,22.2502,117.28,0.2039,#202804,0.9721,67.7694,7.6963,5,0.3163,58.5604,12.6793,21.0861,120.86,0.164,#1b2401,35.212,31.4258,87.18,0.1479,#63511f,40.1325,44.498,72.97,0.1523,#825514,47.4195,58.2738,61.74,0.0512,#ab5c13,57.4454,75.0363,58.02,0.0366,#db6a0b,80.4487,79.6465,86.58,0.0091,#f4c116
70,P01,3141592,scrB_neg,scrB_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_neg_low_00001_.png,P01_s3141592_scrB_neg_low_00001_.png,,52e5b19ca6,P01_s3141592_scrB_neg_low_00001_.png,1024,1280,67.7991,61.6998,62.36,0.0501,#eb8f41,4.6216,4.8344,112.64,0.286,#101106,0.9698,77.7928,13.3498,5,0.4167,55.329,3.9569,4.5792,117.54,0.2702,#0d0f04,40.936,28.054,66.18,0.1465,#7e5937,46.8238,40.5798,50.89,0.0642,#a35d3b,57.0207,15.7703,229.7,0.0189,#678f9d,57.3524,59.9082,51.06,0.0188,#d56c39,81.7497,52.7544,84.47,0.0309,#f2c567
71,P01,3141592,scrB_neg,scrB_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_neg_mid_00001_.png,P01_s3141592_scrB_neg_mid_00001_.png,,52e5b19ca6,P01_s3141592_scrB_neg_mid_00001_.png,1024,1280,70.1984,72.9758,70.94,0.0596,#ee9921,9.9637,14.2576,122.65,0.2138,#181e07,0.9631,73.7951,12.3164,4,0.33,56.7806,8.7843,13.5218,125.59,0.1913,#151c05,43.2547,42.1075,72.99,0.1387,#895d21,45.5884,53.2693,58.16,0.0707,#a5571e,49.4802,26.4036,90.78,0.1232,#847449,59.2831,69.5291,58.85,0.0263,#db721f,82.5793,70.3024,89.07,0.0206,#f3c93f
72,P01,3141592,scrB_pos,scrB_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_pos_high_00001_.png,P01_s3141592_scrB_pos_high_00001_.png,,52e5b19ca6,P01_s3141592_scrB_pos_high_00001_.png,1024,1280,22.011,23.5899,304.44,0.0412,#392f52,0.1308,1.8683,294.84,0.36,#010005,0.945,57.2994,8.3602,4,0.4163,40.3433,0.0701,1.2243,292.21,0.3046,#000003,2.3398,16.8951,296.63,0.1118,#0a0420,6.4701,29.7271,301.56,0.0346,#120e36,17.1535,29.9248,351.79,0.0187,#4d1531,31.7344,41.5676,15.38,0.009,#852a3b,57.3695,36.3723,34.86,0.0043,#c47467
73,P01,3141592,scrB_pos,scrB_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_pos_low_00001_.png,P01_s3141592_scrB_pos_low_00001_.png,,52e5b19ca6,P01_s3141592_scrB_pos_low_00001_.png,1024,1280,50.6925,4.4394,339.18,0.0513,#7f767b,1.288,2.2383,309.77,0.3749,#060409,0.9477,73.3257,6.4137,6,0.4991,37.0162,0.7225,1.7839,308.53,0.3554,#040206,20.3457,9.1092,343.58,0.1437,#3c2d35,29.25,22.8636,7.77,0.0287,#673741,34.3403,16.4096,283.2,0.0439,#48506a,53.1032,38.8001,33.89,0.0205,#bb675b,74.0483,24.9485,61.1,0.0145,#daad8f
74,P01,3141592,scrB_pos,scrB_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s3141592_scrB_pos_mid_00001_.png,P01_s3141592_scrB_pos_mid_00001_.png,,52e5b19ca6,P01_s3141592_scrB_pos_mid_00001_.png,1024,1280,35.8377,13.977,302.45,0.0428,#575167,0.5137,2.8431,300.1,0.3817,#030108,0.9512,81.5357,8.7674,5,0.4428,38.8129,0.3198,2.3286,299.26,0.3588,#020006,14.4269,22.0136,294.58,0.0841,#202241,14.4606,22.7337,341.91,0.0322,#3c172f,37.6738,41.1415,20.49,0.0122,#953b43,59.9502,39.9948,41.4,0.0056,#ce7b64,81.8555,21.4006,71.25,0.0032,#e7c6a6
75,P02,1618033,B1_neg,B1_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_neg_high_00001_.png,P02_s1618033_B1_neg_high_00001_.png,,7919c95fcf,P02_s1618033_B1_neg_high_00001_.png,1024,1280,87.5171,11.8638,101.72,0.094,#e0dcc5,7.6679,2.644,71.61,0.2257,#1a1613,0.8803,74.0113,8.8373,5,0.3527,32.0923,5.7731,2.1728,64.95,0.1976,#16120f,33.2887,10.4872,135.68,0.0616,#475143,46.4534,34.265,49.96,0.0549,#9c5f43,55.7393,24.3783,121.62,0.0491,#7d8b61,58.2673,15.7113,75.54,0.0506,#9d8972,79.7845,11.4725,188.08,0.1551,#acccc8
76,P02,1618033,B1_neg,B1_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_neg_low_00001_.png,P02_s1618033_B1_neg_low_00001_.png,,7919c95fcf,P02_s1618033_B1_neg_low_00001_.png,1024,1280,88.352,11.4261,100.38,0.098,#e3dec8,5.8597,1.6892,73.91,0.2315,#151310,0.8629,77.5419,8.5858,5,0.3661,36.4624,4.4047,1.3308,64.41,0.2244,#110f0d,25.4097,11.9668,50.74,0.0412,#4c382f,44.8243,37.7932,43.44,0.0362,#9e5740,50.6212,30.8658,74.84,0.0145,#957246,55.5893,26.4265,125.82,0.0579,#788c5f,81.9466,11.8894,184.33,0.1418,#b2d2cd
77,P02,1618033,B1_neg,B1_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_neg_mid_00001_.png,P02_s1618033_B1_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_B1_neg_mid_00001_.png,1024,1280,87.4431,12.2963,99.62,0.0975,#e1dbc4,6.9846,2.3905,84.98,0.2428,#171512,0.8843,74.7822,11.7249,6,0.3772,35.3722,5.7327,2.0011,82.88,0.2366,#14120f,43.9025,37.3732,45.15,0.0452,#9a553d,52.1944,30.2005,78.67,0.0154,#96784a,59.5304,27.612,123.32,0.0402,#849666,71.7777,20.1841,66.52,0.0525,#cbaa8f,80.5149,12.4011,185.18,0.1406,#adcfc9
78,P02,1618033,B1_pos,B1_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_pos_high_00001_.png,P02_s1618033_B1_pos_high_00001_.png,,7919c95fcf,P02_s1618033_B1_pos_high_00001_.png,1024,1280,90.2312,11.4528,93.35,0.1247,#ebe3cd,3.7733,1.6857,79.13,0.1991,#100d0a,0.8287,85.752,16.8048,6,0.3457,42.9601,2.2646,1.0767,65.12,0.2017,#0b0806,51.832,44.0368,44.26,0.0384,#b96449,56.9317,26.3045,134.78,0.0909,#739167,63.0157,43.7583,77.64,0.0177,#be914b,70.5051,18.5555,61.54,0.0798,#c7a68f,88.0166,10.9815,185.05,0.1439,#c5e3de
79,P02,1618033,B1_pos,B1_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_pos_low_00001_.png,P02_s1618033_B1_pos_low_00001_.png,,7919c95fcf,P02_s1618033_B1_pos_low_00001_.png,1024,1280,87.679,12.2681,91.34,0.1028,#e5dbc5,4.4928,1.4277,82.02,0.2271,#110f0d,0.8698,80.7992,17.8756,3,0.3925,33.0612,3.5759,1.1715,73.46,0.2359,#0f0c0a,46.9113,34.2327,44.46,0.0384,#a05e48,49.7502,29.0005,77.57,0.0198,#907146,52.3609,13.6638,74.0,0.0832,#8c7a67,52.5866,24.589,135.23,0.0761,#6a855f,84.3751,10.2107,183.92,0.1566,#bdd8d3
80,P02,1618033,B1_pos,B1_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B1_pos_mid_00001_.png,P02_s1618033_B1_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_B1_pos_mid_00001_.png,1024,1280,87.5211,7.3898,140.76,0.2657,#d4ded2,4.6057,1.7158,77.86,0.1733,#120f0d,0.768,86.5637,14.143,5,0.3221,37.3883,3.72,1.4566,64.96,0.2042,#100d0a,42.3184,17.6112,149.71,0.1003,#4e6b55,50.1447,38.8449,44.54,0.0544,#ae634a,52.1009,25.7845,135.49,0.1178,#67845d,60.8266,37.0325,78.47,0.0225,#b38c52,90.2837,15.7701,85.43,0.0348,#f2e1c5
81,P02,1618033,B6_neg,B6_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_neg_high_00001_.png,P02_s1618033_B6_neg_high_00001_.png,,7919c95fcf,P02_s1618033_B6_neg_high_00001_.png,1024,1280,87.9059,13.1169,283.41,0.2403,#d6dcf5,14.5947,35.3799,301.79,0.122,#241d50,0.7642,84.0865,7.4841,5,0.201,42.1887,10.7383,35.3847,303.49,0.0804,#1d1546,31.3407,46.7604,305.7,0.1087,#523d86,47.8747,36.0869,326.23,0.0445,#946094,50.793,31.4377,290.67,0.0924,#6f75ab,75.8435,23.8914,294.33,0.0584,#b9b7e3,94.8248,4.5717,317.44,0.0076,#f4eef6
82,P02,1618033,B6_neg,B6_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_neg_low_00001_.png,P02_s1618033_B6_neg_low_00001_.png,,7919c95fcf,P02_s1618033_B6_neg_low_00001_.png,1024,1280,88.882,6.1218,85.78,0.0804,#e5ded4,5.2014,1.971,307.78,0.2293,#121114,0.857,79.145,14.2625,4,0.3846,24.6348,3.9544,1.9829,306.73,0.2278,#0f0d11,44.5708,9.6858,164.86,0.1569,#5a6e65,48.8785,26.6177,33.38,0.0485,#9f655c,50.8074,20.1814,73.89,0.0153,#8e7558,73.1392,15.5575,41.97,0.019,#d0aca1,83.0994,9.5039,209.55,0.1281,#b9d4d7
83,P02,1618033,B6_neg,B6_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_neg_mid_00001_.png,P02_s1618033_B6_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_B6_neg_mid_00001_.png,1024,1280,89.6169,2.901,4.83,0.1002,#e7dfe1,5.0336,8.2122,297.84,0.2212,#120f1b,0.8097,77.1907,14.7348,5,0.3068,24.2072,3.6704,7.4298,295.71,0.2151,#0e0b18,47.2032,20.6487,299.87,0.0515,#726b8e,50.0011,31.637,13.62,0.0355,#ab626c,56.2321,17.2538,44.66,0.0179,#a37f72,72.5588,20.7197,5.16,0.021,#d8a5af,80.861,10.383,244.9,0.0916,#b6ccda
84,P02,1618033,B6_pos,B6_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_pos_high_00001_.png,P02_s1618033_B6_pos_high_00001_.png,,7919c95fcf,P02_s1618033_B6_pos_high_00001_.png,1024,1280,80.6657,28.7202,112.11,0.1141,#c7cd96,2.1649,3.2714,78.51,0.213,#0d0700,0.8779,68.642,4.7314,6,0.3108,55.2352,1.3738,2.1321,73.23,0.2103,#090400,22.184,28.8883,80.28,0.0778,#463207,31.051,39.3454,113.43,0.1004,#414f08,46.5098,46.2462,87.98,0.0624,#856b1a,61.9606,57.3673,100.35,0.0285,#a09928,70.0158,25.4143,144.42,0.0892,#8eb590
85,P02,1618033,B6_pos,B6_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_pos_low_00001_.png,P02_s1618033_B6_pos_low_00001_.png,,7919c95fcf,P02_s1618033_B6_pos_low_00001_.png,1024,1280,86.4397,19.3548,104.6,0.124,#dddab5,5.2945,4.5763,100.57,0.1797,#141208,0.8618,75.6688,10.1463,5,0.3268,39.493,4.1788,3.843,99.89,0.1811,#110f06,29.1378,23.0666,127.47,0.0425,#384a28,43.942,40.2845,56.71,0.0488,#975830,50.1546,25.8235,87.03,0.096,#88754b,51.9945,43.336,121.25,0.1062,#6a8539,79.8475,16.4719,158.52,0.1457,#acceba
86,P02,1618033,B6_pos,B6_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_B6_pos_mid_00001_.png,P02_s1618033_B6_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_B6_pos_mid_00001_.png,1024,1280,82.8244,26.645,107.76,0.1227,#d1d19e,5.8464,7.2263,98.27,0.1308,#161304,0.867,69.8639,9.5837,5,0.2531,41.9729,5.7835,7.1705,99.63,0.1494,#161304,37.4247,31.7971,88.92,0.0795,#685623,41.6899,44.0958,67.97,0.0469,#8b571c,49.45,49.1434,113.37,0.0832,#6c7d22,65.0689,46.2771,90.59,0.0563,#b69c49,75.6474,21.3289,145.01,0.1037,#a1c3a3
87,P02,1618033,baseline,baseline,none,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_baseline_00001_.png,P02_s1618033_baseline_00001_.png,,7919c95fcf,P02_s1618033_baseline_00001_.png,1024,1280,87.8363,12.2177,90.85,0.1024,#e6dbc5,4.7979,1.6395,79.0,0.2194,#12100d,0.8702,80.3682,14.193,5,0.3645,33.0549,3.5608,1.2825,70.67,0.2165,#0f0c0a,46.1664,34.3374,44.37,0.0384,#9e5c46,51.709,31.9279,73.89,0.0151,#9a7547,54.1961,26.5842,127.61,0.0858,#73895d,67.506,20.442,65.26,0.0405,#c09e84,83.929,11.043,181.65,0.148,#bad8d1
88,P02,1618033,scrA_neg,scrA_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_neg_high_00001_.png,P02_s1618033_scrA_neg_high_00001_.png,,7919c95fcf,P02_s1618033_scrA_neg_high_00001_.png,1024,1280,90.4417,11.5847,103.27,0.1181,#e8e4ce,5.9828,1.5826,82.69,0.1695,#151311,0.8399,78.5992,13.5038,4,0.2971,27.3065,4.4687,1.1541,62.5,0.1685,#110f0d,45.1565,28.4606,43.66,0.042,#945d4b,49.9672,22.6513,131.38,0.0815,#687d59,52.9286,28.1775,81.39,0.0187,#957a4e,69.6901,16.9283,73.18,0.0413,#bea68d,83.0679,11.0216,179.77,0.1286,#b8d5ce
