file,condition,prompt_dir,prompt_sha1,seed,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex,source_csv
S1_photo_baseline_seed42_00001_.png,baseline,S1,3dd4956c29,42,renders/S1_photo_baseline_seed42_00001_.png,1024,1280,81.2908,1.9535,74.73,0.059,#cdc9c6,4.2471,2.1461,132.0,0.2413,#0d100b,0.9667,90.8594,9.7122,6,0.288,63.0266,3.8909,1.852,132.12,0.2328,#0c0e0b,37.5476,30.6107,104.02,0.0552,#5c5b27,50.3985,47.1359,104.1,0.033,#7c7c24,66.2873,13.5546,88.4,0.0457,#aca089,71.3734,64.8234,84.37,0.0142,#d8a82f,94.7504,1.7968,75.69,0.0129,#f2efed,palette_features_stage9.csv
S1_photo_baseline_seed777_00001_.png,baseline,S1,3dd4956c29,777,renders/S1_photo_baseline_seed777_00001_.png,1024,1280,86.0108,2.644,253.55,0.0466,#d3d8dc,6.2284,2.2664,138.79,0.2839,#121511,0.9628,70.1931,8.9927,5,0.2408,63.6623,3.3992,1.4785,124.98,0.1857,#0c0d09,33.8842,27.1743,114.59,0.0551,#4b5427,44.3018,44.8076,82.57,0.0135,#846419,47.9016,46.0939,113.96,0.033,#687925,58.6335,14.056,257.58,0.0389,#7990a5,73.5924,65.1408,88.43,0.0122,#d7b133,palette_features_stage9.csv
S1_photo_baseline_seed1337_00001_.png,baseline,S1,3dd4956c29,1337,renders/S1_photo_baseline_seed1337_00001_.png,1024,1280,84.2729,0.8628,67.67,0.0567,#d4d2d1,5.517,2.814,129.76,0.2603,#11130e,0.9749,92.726,11.0527,5,0.2606,64.9992,4.1152,1.9525,131.34,0.2137,#0d0f0b,26.9419,16.6849,78.95,0.0443,#4d3d27,28.3795,27.4417,272.56,0.0145,#1f456d,38.7582,35.4829,111.26,0.0469,#586023,70.3266,66.6195,86.9,0.0187,#d1a725,96.8413,1.6203,83.68,0.0136,#f8f6f3,palette_features_stage9.csv
S1_photo_baseline_seed9999_00001_.png,baseline,S1,3dd4956c29,9999,renders/S1_photo_baseline_seed9999_00001_.png,1024,1280,87.098,2.1484,266.72,0.0387,#d8dade,6.5579,1.9885,145.45,0.2931,#131513,0.9685,67.5079,2.8407,6,0.2831,62.2101,4.4139,1.7524,136.69,0.2192,#0e100d,20.9097,24.0276,272.25,0.0095,#113456,35.632,26.9412,107.69,0.0638,#55572a,51.6538,44.1259,108.78,0.0398,#79802f,61.1318,10.8811,255.07,0.0384,#8496a6,71.9218,63.9625,86.83,0.0122,#d5ab32,palette_features_stage9.csv
S1_photo_baseline_seed4242145_00001_.png,baseline,S1,3dd4956c29,4242145,renders/S1_photo_baseline_seed4242145_00001_.png,1024,1280,80.0068,2.1901,262.21,0.0602,#c4c7ca,5.6245,2.1829,136.15,0.271,#111310,0.967,87.2866,9.7509,6,0.2906,64.6973,4.5892,2.3966,126.89,0.2413,#0f100c,39.6263,33.4209,108.36,0.0493,#5d6127,53.1455,52.7401,109.63,0.0296,#7a8620,58.4729,10.0522,260.4,0.0215,#808e9e,74.0427,66.8055,86.89,0.0102,#dcb130,91.8758,2.1083,83.23,0.0118,#eae7e4,palette_features_stage9.csv
S1_photo_preset_pos_1x_seed42_00001_.png,preset_pos_1x,S1,3dd4956c29,42,renders/S1_photo_preset_pos_1x_seed42_00001_.png,1024,1280,83.2362,3.4515,256.96,0.0449,#cbd0d6,3.9648,2.2725,138.99,0.315,#0c0f0b,0.9673,88.2255,8.3601,6,0.3383,63.943,2.8588,2.3621,124.29,0.2773,#090b06,33.1721,32.022,112.1,0.0611,#4a521c,46.8267,43.7554,102.9,0.0333,#747222,52.1439,9.953,244.68,0.0325,#6c7f8b,74.2985,66.305,86.99,0.0131,#dcb232,91.0843,13.607,86.61,0.0081,#f2e4cc,palette_features_stage9.csv
S1_photo_preset_pos_1x_seed777_00001_.png,preset_pos_1x,S1,3dd4956c29,777,renders/S1_photo_preset_pos_1x_seed777_00001_.png,1024,1280,80.5082,5.9686,254.98,0.049,#bfc9d2,4.5961,2.8053,136.75,0.3464,#0d110c,0.9734,90.2146,14.8206,6,0.3274,65.2996,3.3755,2.0777,134.84,0.2814,#0a0d09,50.3503,41.4478,105.9,0.0459,#7a7c31,59.6248,14.8161,257.01,0.0153,#7a92a9,66.9559,18.4648,86.3,0.0381,#b2a182,76.7439,66.5189,89.32,0.0075,#e0ba38,93.5901,1.2193,68.73,0.0112,#eeecea,palette_features_stage9.csv
S1_photo_preset_pos_1x_seed1337_00001_.png,preset_pos_1x,S1,3dd4956c29,1337,renders/S1_photo_preset_pos_1x_seed1337_00001_.png,1024,1280,86.4857,0.2776,108.6,0.0342,#d8d8d8,4.8167,2.9781,142.49,0.3729,#0d120d,0.9732,70.2995,6.7102,5,0.3973,65.1811,3.232,2.3115,137.03,0.298,#090d08,18.2768,18.4654,261.46,0.0129,#0d2f47,20.2295,21.364,118.93,0.0993,#2b3414,33.6404,32.0973,106.55,0.0553,#50521c,51.6015,45.3245,106.01,0.036,#7d7f2c,73.5316,67.4925,87.81,0.0167,#d9b02c,palette_features_stage9.csv
S1_photo_preset_pos_1x_seed9999_00001_.png,preset_pos_1x,S1,3dd4956c29,9999,renders/S1_photo_preset_pos_1x_seed9999_00001_.png,1024,1280,86.1423,1.828,257.79,0.0402,#d5d8db,5.3315,2.6192,137.92,0.3331,#0f130e,0.9692,70.3221,7.9283,5,0.3578,61.6652,3.8039,1.9063,134.5,0.2584,#0c0e0a,20.5478,16.771,120.43,0.0994,#2d341c,31.178,26.8396,81.72,0.0216,#5b461f,32.6027,30.853,115.63,0.0502,#46521f,48.5765,43.5106,109.2,0.0377,#717929,74.1261,63.5715,85.42,0.0096,#deb03a,palette_features_stage9.csv
S1_photo_preset_pos_1x_seed4242145_00001_.png,preset_pos_1x,S1,3dd4956c29,4242145,renders/S1_photo_preset_pos_1x_seed4242145_00001_.png,1024,1280,78.261,4.8378,257.1,0.0574,#bbc3ca,4.4488,2.5111,140.87,0.2843,#0d100c,0.9784,88.673,9.3901,6,0.3286,58.7362,3.957,2.5563,134.88,0.2716,#0c0f0a,35.1592,30.421,112.58,0.057,#4f5724,58.4397,12.4596,256.0,0.0288,#7b8fa1,64.1299,15.3799,88.82,0.0396,#a79a80,72.9309,60.2824,88.2,0.0103,#d4af3e,92.6299,1.5462,78.82,0.0171,#eceae7,palette_features_stage9.csv
S1_photo_preset_pos_2x_seed42_00001_.png,preset_pos_2x,S1,3dd4956c29,42,renders/S1_photo_preset_pos_2x_seed42_00001_.png,1024,1280,85.0543,1.6402,232.17,0.0379,#d1d5d7,4.2069,3.2302,133.73,0.314,#0c100a,0.9693,69.2958,4.0793,6,0.3903,57.7615,3.1736,2.5158,131.72,0.2599,#090d07,18.1722,17.205,120.66,0.1305,#272f16,31.9401,27.6401,116.78,0.0624,#455023,48.0516,35.3183,108.1,0.0428,#727638,66.2345,60.2773,85.05,0.0105,#c69b2c,72.4694,26.4766,90.3,0.02,#c3b081,palette_features_stage9.csv
S1_photo_preset_pos_2x_seed777_00001_.png,preset_pos_2x,S1,3dd4956c29,777,renders/S1_photo_preset_pos_2x_seed777_00001_.png,1024,1280,86.3914,2.3845,227.93,0.0418,#d3d9db,4.1376,3.2336,137.98,0.3327,#0b100a,0.9672,67.5209,7.3834,5,0.3697,54.6314,3.0184,2.3455,137.08,0.2724,#080c07,17.4338,18.1464,127.43,0.0973,#222f15,43.5683,25.3584,85.27,0.0326,#78653d,46.9122,36.2752,113.77,0.0557,#697535,60.0049,14.0732,242.73,0.0366,#7795a6,70.5393,56.9769,84.79,0.0099,#d1a740,palette_features_stage9.csv
S1_photo_preset_pos_2x_seed1337_00001_.png,preset_pos_2x,S1,3dd4956c29,1337,renders/S1_photo_preset_pos_2x_seed1337_00001_.png,1024,1280,85.9921,1.4506,210.03,0.0426,#d4d8d8,3.8781,3.2104,137.17,0.3236,#0a0f09,0.9732,67.7802,9.3052,5,0.3835,60.1267,2.9253,2.4084,136.15,0.271,#080c07,18.3545,19.6501,125.08,0.1125,#243115,47.7723,41.0885,113.17,0.0431,#6b782e,61.4552,14.8158,242.64,0.0392,#7999ab,69.1041,62.5351,85.18,0.0137,#cfa32e,70.7055,20.6108,86.37,0.0295,#beab88,palette_features_stage9.csv
S1_photo_preset_pos_2x_seed9999_00001_.png,preset_pos_2x,S1,3dd4956c29,9999,renders/S1_photo_preset_pos_2x_seed9999_00001_.png,1024,1280,85.8865,1.8563,212.94,0.0458,#d3d8d9,4.4353,2.9914,133.12,0.308,#0d100b,0.9654,66.2374,7.26,5,0.3574,60.2039,3.086,2.2681,129.34,0.2472,#0a0c07,17.5618,16.672,126.01,0.1102,#242e17,30.3341,28.0666,117.02,0.0643,#404c1f,45.2863,25.3952,82.13,0.0362,#7e6841,45.9939,40.2525,112.93,0.0425,#67732b,69.3234,62.472,83.97,0.0127,#d1a230,palette_features_stage9.csv
