block,mean_l2_norm,cos_sim_Block_1,cos_sim_Block_2,cos_sim_Block_3,cos_sim_Block_4,cos_sim_Block_5,cos_sim_Block_6
Block_1,8.699540907946451,1.0,0.5592218959220695,0.46831128666339433,0.5973018911177636,0.5864908753696692,0.3748137187743114
Block_2,7.2883944089563535,0.5592218959220695,1.0000000000000002,0.8533531916155452,0.8323936885613826,0.6646194165011542,0.5501230108222782
Block_3,7.589775492665835,0.46831128666339433,0.8533531916155452,1.0,0.8689594644245463,0.6708603291850637,0.6606009145949832
Block_4,7.036191660303214,0.5973018911177636,0.8323936885613826,0.8689594644245463,0.9999999999999998,0.7557848815125021,0.535418608348718
Block_5,6.631979734399834,0.5864908753696692,0.6646194165011542,0.6708603291850637,0.7557848815125021,1.0000000000000002,0.38008194177588606
Block_6,13.048109004371675,0.3748137187743114,0.5501230108222782,0.6606009145949832,0.535418608348718,0.38008194177588606,0.9999999999999998
