run_idx,prompt_id,seed,condition,node_type,angle,d_target,image_path,file,width_px,height_px,stroke_width_median_px,stroke_width_std_px,stroke_width_cv,edge_density,contour_mean_length_px,contour_n_components,crosshatch_entropy_mean,crosshatch_entropy_p90,color_top4_cluster_share,color_cluster_entropy_norm,color_n_effective,colorfulness_hs,luminance_hist_n_peaks,shadow_edge_transition_width_px,shadow_edge_transition_width_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_entropy,lbp_uniform_share,fft_radial_slope,fft_high_freq_share
0,S01_oil,42,baseline,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_baseline_00001_.png,S01_oil_s42_baseline_00001_.png,1024,1760,2.799999952316284,1.9996788501739502,0.714171030081528,0.0887603759765625,56.53061224489796,2058,3.659194231033325,4.088291168212891,0.39080000000000004,0.9611423635321671,14.365830107877828,53.72409439086914,2,23.0,4.837401677866752,2.782063386682452,0.7070936659899172,0.12133449866551639,0.9662005166135867,3.222669830205302,0.8083076477050782,-3.5236252344833323,3.7856942839426424e-06
1,S01_oil,42,Block_1_pos,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_Block_1_pos_00001_.png,S01_oil_s42_Block_1_pos_00001_.png,1024,1760,4.0,2.1952450275421143,0.5488112568855286,0.13897705078125,30.953271028037385,5885,3.744335174560547,4.042926788330078,0.4303,0.9522797786133531,14.017130301508676,62.933292388916016,3,23.0,4.60349076286984,7.036213037190568,0.6400170277075395,0.11344536823810014,0.9263021699667264,2.9992334800243885,0.9192169189453124,-3.260439156277367,1.0518667032970908e-05
2,S01_oil,42,Block_1_neg,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_Block_1_neg_00001_.png,S01_oil_s42_Block_1_neg_00001_.png,1024,1760,2.799999952316284,1.4856350421905518,0.5305839526752736,0.08823776245117188,43.23551401869159,2675,3.950882911682129,4.111429214477539,0.42315,0.9500892792391118,13.932257301833337,42.57741928100586,1,24.0,3.533930008598602,2.3368037335178897,0.6730552956665365,0.12723777179929407,0.9581463935465775,3.0027757081277615,0.9261512756347656,-3.6936424222115387,2.8204589626496666e-06
3,S01_oil,42,Block_6_pos,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_Block_6_pos_00001_.png,S01_oil_s42_Block_6_pos_00001_.png,1024,1760,2.799999952316284,1.0994142293930054,0.3926479457556852,4.730224609375e-05,31.0,2,3.9756810665130615,4.083662033081055,0.45845,0.9440408996053726,13.700566078499525,22.2188663482666,1,22.0,3.4663399694321457,0.24248162452401775,0.8839738398511363,0.4530536068928102,0.8986517336482892,2.616093264679528,0.9766120910644529,-3.480473250757639,5.377826790374828e-06
4,S01_oil,42,Block_6_neg,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_Block_6_neg_00001_.png,S01_oil_s42_Block_6_neg_00001_.png,1024,1760,2.0,0.25597047805786133,0.12798523902893066,0.095758056640625,18.465793732529058,6797,3.5867111682891846,3.7143867015838623,0.36725,0.9666733162268001,14.587828762890627,23.54842758178711,1,26.0,2.0559608459306804,4.230075523821009,0.4499944120065885,0.15749987215811917,0.4118104155500213,2.8011096653072345,0.7508140563964844,-1.5482734853218838,8.026174852375201e-05
5,S01_oil,42,scramble_A,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_scramble_A_00001_.png,S01_oil_s42_scramble_A_00001_.png,1024,1760,4.0,1.9543193578720093,0.4885798394680023,0.024991607666015624,33.66598150051387,973,3.6978914737701416,3.991687536239624,0.4952,0.9085390100241381,12.416236520434536,59.125057220458984,1,24.0,4.881681259780883,1.0048492656549963,0.8524667409081748,0.24500904850242763,0.9686436814115964,2.9929583091692913,0.9019813537597656,-2.6780365828937525,4.268542784057891e-05
6,S01_oil,42,scramble_B,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s42_scramble_B_00001_.png,S01_oil_s42_scramble_B_00001_.png,1024,1760,2.799999952316284,1.840281367301941,0.6572433566577666,0.06292877197265626,58.58096590909091,1408,3.806356191635132,4.092505931854248,0.38844999999999996,0.9565860508900976,14.185491210783736,50.33704376220703,2,23.0,4.4970802846884546,1.8428162156002692,0.7432495096862333,0.1318475939929346,0.9735075146748273,3.2086225214947257,0.8577507019042969,-3.6174180439322994,3.3576973176017406e-06
7,S01_oil,1337,baseline,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_baseline_00001_.png,S01_oil_s1337_baseline_00001_.png,1024,1760,2.799999952316284,2.0163564682006836,0.7201273223353679,0.08292999267578124,56.43717549325026,1926,3.6534805297851562,4.082666873931885,0.4034,0.9566455721502773,14.187832406844596,52.693904876708984,3,23.0,4.758033841251122,2.6301204765339836,0.7098218978395359,0.12367084968837841,0.9672648243007014,3.2211055801659803,0.8085197448730468,-3.5691218921338157,3.327548933458531e-06
8,S01_oil,1337,Block_1_pos,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_1_pos_00001_.png,S01_oil_s1337_Block_1_pos_00001_.png,1024,1760,4.0,2.148827314376831,0.5372068285942078,0.1249237060546875,27.29,6000,3.7407779693603516,4.059929847717285,0.44845,0.9517151004605894,13.995201968269352,58.06383514404297,2,23.0,4.960140776774225,7.489320613907557,0.6570534628606297,0.1198825995503118,0.9219700272451168,2.9978382802789354,0.9221275329589843,-3.2997668856129514,1.0822754468452268e-05
9,S01_oil,1337,Block_1_neg,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_1_neg_00001_.png,S01_oil_s1337_Block_1_neg_00001_.png,1024,1760,2.799999952316284,1.3548252582550049,0.48386617190269354,0.11062545776367187,39.73664017539052,3649,3.9709644317626953,4.124129295349121,0.39554999999999996,0.9566883956372902,14.189517055395102,45.8499755859375,2,24.0,3.3528739249726613,2.4583096136917795,0.6551323145533305,0.1201177973260897,0.9572916155495859,3.028747256708426,0.9217323303222656,-3.693347025763166,3.209826695925825e-06
10,S01_oil,1337,Block_6_pos,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_6_pos_00001_.png,S01_oil_s1337_Block_6_pos_00001_.png,1024,1760,2.0,0.8849513530731201,0.44247567653656006,2.74658203125e-05,18.0,2,3.8553075790405273,4.043945789337158,0.48929999999999996,0.9210560243635446,12.854700546051058,16.218721389770508,1,10.0,5.670466912992075,0.1260043884410704,0.9375357420625224,0.5683991473426839,0.922340346792417,2.540640396020049,0.9739395141601563,-3.160841183272877,9.036159640940085e-06
11,S01_oil,1337,Block_6_neg,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_6_neg_00001_.png,S01_oil_s1337_Block_6_neg_00001_.png,1024,1760,2.0,0.3823271095752716,0.1911635547876358,0.033111572265625,35.08488278092158,1237,3.9699697494506836,4.033078670501709,0.37515,0.9755538201900227,14.951468460518335,19.12259292602539,1,27.0,1.9128480936035333,1.9825336197216719,0.5790509862832312,0.21392204397643272,0.545119758195577,2.813865092828054,0.7490058898925781,-1.7896635670344736,3.562515065886519e-05
12,S01_oil,1337,scramble_A,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_scramble_A_00001_.png,S01_oil_s1337_scramble_A_00001_.png,1024,1760,4.0,2.098024606704712,0.524506151676178,0.028511810302734374,41.848824188129896,893,3.6694915294647217,4.011360168457031,0.47275,0.9354156130170351,13.376812254381345,68.50599670410156,3,22.0,5.713783834062446,1.234467670609754,0.8495705558477435,0.23053812191542275,0.9774077586460591,2.9732747256846017,0.9189453125,-3.127378982348989,1.9270908258697656e-05
13,S01_oil,1337,scramble_B,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_scramble_B_00001_.png,S01_oil_s1337_scramble_B_00001_.png,1024,1760,2.799999952316284,1.886422872543335,0.6737224659531877,0.0656219482421875,58.19485791610284,1478,3.8011465072631836,4.09211540222168,0.42405,0.9428705042360104,13.656179455838048,46.446617126464844,3,23.0,4.596725425112183,2.0098566942057716,0.7402880837285011,0.13779462670412504,0.9698723891736069,3.201611239398237,0.8617774963378907,-3.663767629017215,3.248189201571004e-06
14,S01_oil,4242145,baseline,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_baseline_00001_.png,S01_oil_s4242145_baseline_00001_.png,1024,1760,2.799999952316284,1.8938701152801514,0.6763821955473456,0.09219207763671874,58.17910447761194,2077,3.6931991577148438,4.0928521156311035,0.40425,0.9559841591593531,14.161838229750702,49.32500457763672,2,23.0,4.9113172373309455,2.6358424136664036,0.7029768536619823,0.12083000831031715,0.9668914278524777,3.2266404406642444,0.8093864440917968,-3.5144120804220402,3.834507439375995e-06
15,S01_oil,4242145,Block_1_pos,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_Block_1_pos_00001_.png,S01_oil_s4242145_Block_1_pos_00001_.png,1024,1760,4.0,2.2459723949432373,0.5614930987358093,0.135662841796875,30.39070244402666,5851,3.738185167312622,4.045275688171387,0.445,0.9469256735338661,13.810586603506179,57.746185302734375,3,22.0,4.665480032163284,7.467907929128607,0.6426865372802141,0.12106247127340597,0.9212865876233817,3.0068297324576307,0.9174339294433593,-3.258599324874104,1.0804263264022304e-05
16,S01_oil,4242145,Block_1_neg,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_Block_1_neg_00001_.png,S01_oil_s4242145_Block_1_neg_00001_.png,1024,1760,2.0,1.4518332481384277,0.7259166240692139,0.09834213256835937,40.86842105263158,3154,3.9683966636657715,4.118640422821045,0.43384999999999996,0.9403113427691098,13.559624960584733,39.941741943359375,1,24.0,3.4044152932059872,2.543807965527705,0.6651607310874612,0.12680422596210095,0.9512146209652141,3.025275358389356,0.9220306396484377,-3.7140005608129116,2.8813301634961573e-06
17,S01_oil,4242145,Block_6_pos,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_Block_6_pos_00001_.png,S01_oil_s4242145_Block_6_pos_00001_.png,1024,1760,2.799999952316284,1.1786333322525024,0.4209404829730389,6.4849853515625e-05,21.25,4,4.014359951019287,4.102358818054199,0.3744,0.9578138502104504,14.23386349974703,22.709983825683594,1,22.0,3.19604555515151,0.42146475791207016,0.8158413056080316,0.3808214887880053,0.7920689064742834,2.3612313408692103,0.9803421020507812,-3.7097750564967114,2.6825515260099536e-06
18,S01_oil,4242145,Block_6_neg,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_Block_6_neg_00001_.png,S01_oil_s4242145_Block_6_neg_00001_.png,1024,1760,2.0,0.2986787259578705,0.14933936297893524,0.14033050537109376,26.6339415001448,6906,3.7051162719726562,3.8084723949432373,0.40995000000000004,0.9594602571700444,14.298986898064447,23.108455657958984,1,27.0,1.8060015071968165,4.813422590828457,0.43385926848422485,0.16049443946877734,0.31005965725881596,2.7258138095423465,0.7430023193359374,-1.4608166635220723,0.0001367145744209137
19,S01_oil,4242145,scramble_A,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_scramble_A_00001_.png,S01_oil_s4242145_scramble_A_00001_.png,1024,1760,4.0,1.9097607135772705,0.4774401783943176,0.026255035400390626,44.28957528957529,777,3.7339751720428467,3.995073080062866,0.5386500000000001,0.8919285958941273,11.857388388837665,57.850685119628906,1,23.0,5.20155000446786,0.8883341387086112,0.8585255712981426,0.2600124889350409,0.9730985110407393,2.9893960890751727,0.8992912292480468,-2.840935126736588,2.9871039838257573e-05
20,S01_oil,4242145,scramble_B,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_scramble_B_00001_.png,S01_oil_s4242145_scramble_B_00001_.png,1024,1760,2.799999952316284,1.8593910932540894,0.6640682588997613,0.07112884521484375,57.4430067775724,1623,3.800722360610962,4.090034008026123,0.37244999999999995,0.9578384823215133,14.234835630569755,46.15547180175781,3,23.0,4.540337446082732,2.003677958643707,0.7344632852117318,0.13146479838236547,0.9709193615146654,3.2021571399291786,0.860950469970703,-3.624331543036278,3.508465020372664e-06
21,S02_linocut,42,baseline,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S02_linocut_s42_baseline_00001_.png,S02_linocut_s42_baseline_00001_.png,1024,1760,4.393799781799316,2.461930990219116,0.5603193391782009,0.1410064697265625,97.63338615953514,1893,3.161139488220215,4.080920219421387,0.4963,0.9018969656338649,12.189675897143928,50.458065032958984,4,16.0,6.0879648639918935,11.364808306118004,0.6386651247780746,0.1529821183407289,0.9249191051507603,3.2143690983664195,0.81788330078125,-3.439351427438317,1.048848792282841e-05
