block,norm_A_chroma,norm_A_shape,norm_A_texture,chroma_shape_ratio,orientation_log2,specialization,delta_chroma_spread,delta_stroke_median_px,delta_stroke_cv,delta_edge_density
B1,0.8745562526903652,1.1436584704059556,0.4385986420445695,0.7647005424442235,-0.3870331974226553,Specializzazione Morfologica / Linework Dominante (Forma/Tratto),0.3669249999999984,-0.5000000198682149,0.08874329265226111,0.00502878824869793
B2,0.3519455466693356,0.26157686231861216,0.15192443886276047,1.3454765973935814,0.4281172976168663,Specializzazione Cromatica Dominante (Banda/Saturazione),0.580208333333335,0.0,7.539987692495309e-05,0.0002504348754882868
B3,0.31631326869427207,0.5407030402764751,0.3063695068666383,0.5850036806386979,-0.773482393229795,Specializzazione Morfologica / Linework Dominante (Forma/Tratto),-1.7094416666666703,-0.10000000397364306,0.05254903647218029,-0.005982844034830723
B4,0.562576904478311,0.44760582672590155,0.20868639975236417,1.256857866648849,0.32982151000116605,Azione Mista Bilanciata (Forma + Colore),-0.014083333333331893,0.0,0.05882936674349709,-0.002893765767415374
B5,0.5553884109607283,0.5885882609657546,0.1763206895862474,0.9435941009925138,-0.08376169548702007,Azione Mista Bilanciata (Forma + Colore),0.6301583333333305,-0.2000000079472859,0.01860302528741653,0.0035741806030273465
B6,2.058310012123545,2.6661629472193122,1.855968719578902,0.7720120836088692,-0.37330466601297074,Specializzazione Morfologica / Linework Dominante (Forma/Tratto),12.388641666666668,-0.599999984105428,0.262752111778141,-0.04137026468912759
