prompt_id,seed,condition,cond_tag,block_name,angle_label,angle_deg,image_path,run_id,file,width_px,height_px,stroke_width_median_px,stroke_width_std_px,stroke_width_cv,edge_density,contour_mean_length_px,contour_n_components,crosshatch_entropy_mean,crosshatch_entropy_p90,color_top4_cluster_share,color_cluster_entropy_norm,color_n_effective,colorfulness_hs,luminance_hist_n_peaks,shadow_edge_transition_width_px,shadow_edge_transition_width_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_entropy,lbp_uniform_share,fft_radial_slope,fft_high_freq_share
P01,1618033,B2_pos,B2_pos_low,B2,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_B2_pos_low_00001_.png,,P01_s1618033_B2_pos_low_00001_.png,1024,1280,2.799999952316284,2.0820703506469727,0.7435965664658643,0.122833251953125,59.82905982905983,2691,3.227766752243042,3.9817559719085693,0.57185,0.8501904964433863,10.561640136712217,39.12693405151367,3,16.0,6.039664786210993,8.300454528550096,0.7133496302782723,0.24869387723346065,0.8831413832510486,3.15283024257191,0.8332298278808594,-3.3829852046106272,2.1610917511624898e-05
P01,1618033,B2_pos,B2_pos_mid,B2,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_B2_pos_mid_00001_.png,,P01_s1618033_B2_pos_mid_00001_.png,1024,1280,2.799999952316284,2.018641233444214,0.7209433099362392,0.13050384521484376,61.93120926864591,2762,3.195835828781128,3.966503858566284,0.51405,0.8833008546515685,11.577111333396633,42.168182373046875,1,17.0,6.08947732134048,8.495075307365354,0.7014480839623778,0.2170794956577556,0.8801740925981975,3.166538914661035,0.8282073974609374,-3.3468403721481423,2.1728695869041086e-05
P01,1618033,B3_neg,B3_neg_high,B3,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_B3_neg_high_00001_.png,,P01_s1618033_B3_neg_high_00001_.png,1024,1280,2.799999952316284,2.16436505317688,0.7729875321556421,0.12680740356445314,65.30805500982318,2545,3.247436285018921,4.000699043273926,0.54365,0.8739867057262025,11.28196782791315,40.43218231201172,1,16.0,6.156175253353335,8.869145436834184,0.6934059704737737,0.22541804715570368,0.8831132459758625,3.173670620282373,0.8363403320312499,-3.4901693940169536,1.657360933625345e-05
P01,1618033,B3_neg,B3_neg_low,B3,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_B3_neg_low_00001_.png,,P01_s1618033_B3_neg_low_00001_.png,1024,1280,4.0,2.1128313541412354,0.5282078385353088,0.12460403442382813,60.08866813833701,2718,3.2746338844299316,3.9893345832824707,0.5525,0.8705355823159912,11.174530630111011,38.63872528076172,1,17.0,6.328070790862826,8.667532049791683,0.7047786259232534,0.2520596207605561,0.879050334682334,3.162745203098933,0.8354194641113281,-3.439951250395516,1.923827201400416e-05
P01,1618033,B3_neg,B3_neg_mid,B3,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_B3_neg_mid_00001_.png,,P01_s1618033_B3_neg_mid_00001_.png,1024,1280,4.0,2.071528911590576,0.517882227897644,0.12811279296875,59.06436862469223,2843,3.2369112968444824,3.9896397590637207,0.5396,0.8737759340626078,11.275376762198663,38.67390823364258,1,16.0,6.269377566670604,8.617458585882861,0.6949695125318075,0.2375048345605827,0.8772821385425176,3.1642726726644614,0.8423416137695312,-3.4659777350650036,1.7856461370533517e-05
P01,1618033,B3_pos,B3_pos_high,B3,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_B3_pos_high_00001_.png,,P01_s1618033_B3_pos_high_00001_.png,1024,1280,2.799999952316284,2.1182940006256104,0.7565335845356939,0.1197265625,60.87199379363848,2578,3.1234188079833984,3.949014663696289,0.5630499999999999,0.8603796591531093,10.864264747999195,40.85240173339844,3,15.0,6.612315902234616,9.117537608787263,0.7319235787958231,0.28631745629395694,0.8868419475857956,3.1035132212308483,0.8456161499023438,-3.3320867344967624,2.4825209812168846e-05
P01,1618033,B3_pos,B3_pos_low,B3,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_B3_pos_low_00001_.png,,P01_s1618033_B3_pos_low_00001_.png,1024,1280,2.799999952316284,2.1398372650146484,0.7642276076628073,0.12409820556640624,61.24171686746988,2656,3.196983575820923,3.9667670726776123,0.51475,0.8863934964658277,11.676807525791684,40.171409606933594,2,16.0,6.247629307736226,8.893389337138998,0.7138858993897091,0.248657999031211,0.8787266619690391,3.1493768135735043,0.836376190185547,-3.3737940911225057,2.2009484082781207e-05
P01,1618033,B3_pos,B3_pos_mid,B3,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_B3_pos_mid_00001_.png,,P01_s1618033_B3_pos_mid_00001_.png,1024,1280,2.799999952316284,2.098965644836426,0.7496306002077137,0.12503585815429688,63.009227220299884,2601,3.1432623863220215,3.950359582901001,0.52525,0.8864917212231654,11.679987983881473,40.15496826171875,1,15.0,6.151356412659018,8.97153605910064,0.7145981576399851,0.244986408935992,0.8785828518103753,3.1460684383100648,0.8395042419433594,-3.332995860045742,2.483436950831648e-05
P01,1618033,B4_neg,B4_neg_high,B4,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_B4_neg_high_00001_.png,,P01_s1618033_B4_neg_high_00001_.png,1024,1280,2.799999952316284,1.928648591041565,0.6888030799593768,0.14047470092773437,51.47414034106794,3577,3.168964147567749,3.947803497314453,0.5361,0.9005816373993346,12.145302764723764,42.166046142578125,3,16.0,5.855310123081326,10.069988699684142,0.682111489015661,0.19659535862738578,0.8385547650704634,3.1710035250869333,0.8302345275878906,-3.362788638638582,1.9819410143385598e-05
P01,1618033,B4_neg,B4_neg_low,B4,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P01_s1618033_B4_neg_low_00001_.png,,P01_s1618033_B4_neg_low_00001_.png,1024,1280,2.799999952316284,2.105111837387085,0.751825669013188,0.13149795532226563,55.90561141745054,3083,3.228931427001953,3.9826083183288574,0.52125,0.8897323546872956,11.785404892765774,39.735408782958984,1,16.0,6.137231062583985,9.238402491294519,0.6981634728051234,0.2332951266829908,0.8731144333853942,3.157670356001397,0.8389869689941407,-3.3971684918685563,2.1436117795472706e-05
