run_id,prompt_id,seed,condition,cond_tag,dose_target_D,angle_deg,image_path,file,width_px,height_px,stroke_width_median_px,stroke_width_std_px,stroke_width_cv,edge_density,contour_mean_length_px,contour_n_components,crosshatch_entropy_mean,crosshatch_entropy_p90,color_top4_cluster_share,color_cluster_entropy_norm,color_n_effective,colorfulness_hs,luminance_hist_n_peaks,shadow_edge_transition_width_px,shadow_edge_transition_width_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_entropy,lbp_uniform_share,fft_radial_slope,fft_high_freq_share
0,P01,1618033,B1_neg,B1_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P01_s1618033_B1_neg_d030_00001_.png,P01_s1618033_B1_neg_d030_00001_.png,1024,1280,2.799999952316284,2.097161293029785,0.7489861888372249,0.11168441772460938,61.17300459674049,2393,3.4250104427337646,4.074507713317871,0.5179,0.8857495914040618,11.655979706484478,44.31927490234375,2,20.0,5.735415346736304,7.109615952497657,0.7123981580477761,0.21458026660981283,0.9026363264343931,3.1453510952809745,0.874994659423828,-3.336429373566631,2.1260066359458936e-05
1,P01,1618033,B1_neg,B1_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P01_s1618033_B1_neg_d045_00001_.png,P01_s1618033_B1_neg_d045_00001_.png,1024,1280,2.799999952316284,1.964207649230957,0.7015027438147194,0.11149978637695312,46.63209955328654,3134,3.706648588180542,4.101970195770264,0.4614,0.9389218307825443,13.507486389259943,44.89755630493164,2,23.0,4.352220349830655,6.731672878853015,0.6711367700603377,0.14605006417905803,0.8998182432240776,2.994102301615559,0.9276679992675781,-3.3151462968548873,1.9458249310614493e-05
2,P01,1618033,B1_neg,B1_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P01_s1618033_B1_neg_d060_00001_.png,P01_s1618033_B1_neg_d060_00001_.png,1024,1280,4.0,1.6817947626113892,0.4204486906528473,0.14729385375976561,42.6937195931004,4522,3.999701976776123,4.104676723480225,0.37379999999999997,0.9682035604123602,14.649852577332283,46.764068603515625,1,24.0,3.1211854108216452,4.146014743011006,0.5899246622721522,0.12279929108670112,0.8938559783399765,2.488644023807379,0.9691055297851562,-3.831800389138298,4.349795758842476e-06
3,P01,1618033,B1_pos,B1_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P01_s1618033_B1_pos_d030_00001_.png,P01_s1618033_B1_pos_d030_00001_.png,1024,1280,2.799999952316284,2.021868944168091,0.7220960637858266,0.15003738403320313,60.60308166409861,3245,3.1424646377563477,3.9350168704986572,0.50925,0.8922239316735339,11.867101724211356,44.96442794799805,1,20.0,5.5709854758034725,8.302605515131162,0.6746528265429718,0.21713852040561446,0.8793929661172757,3.074138084550878,0.9077606201171875,-3.3826367721999504,2.059908909706458e-05
4,P01,1618033,B1_pos,B1_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P01_s1618033_B1_pos_d045_00001_.png,P01_s1618033_B1_pos_d045_00001_.png,1024,1280,4.0,2.055997848510742,0.5139994621276855,0.15601730346679688,53.51871237895839,3821,3.08587646484375,3.958108901977539,0.5569,0.8722834120223221,11.22881397271383,53.88712692260742,1,21.0,6.02191118951043,9.751380613378409,0.6569532207431474,0.22423426615005382,0.8593293203129136,2.895251581881438,0.948748779296875,-3.1853627563373847,4.4837980157520886e-05
5,P01,1618033,B1_pos,B1_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P01_s1618033_B1_pos_d060_00001_.png,P01_s1618033_B1_pos_d060_00001_.png,1024,1280,2.799999952316284,2.0978400707244873,0.7492286094466041,0.13992843627929688,36.17495069033531,5070,3.568713426589966,4.025716304779053,0.44234999999999997,0.9419371142086846,13.62088422810619,57.38526916503906,1,24.0,4.869788881460879,10.449728644238967,0.6287141118187627,0.15831393814923753,0.8995103584269422,2.877602879092749,0.9523323059082031,-3.221505319945285,3.268452247194805e-05
6,P01,1618033,B6_neg,B6_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P01_s1618033_B6_neg_d030_00001_.png,P01_s1618033_B6_neg_d030_00001_.png,1024,1280,2.0,0.6174321174621582,0.3087160587310791,0.3484832763671875,33.555980017631505,13612,1.879296898841858,2.0762455463409424,0.36350000000000005,0.9600088679143175,14.320753236013369,37.025699615478516,1,26.0,1.9718229985219258,13.916282022235668,0.28358855456562326,0.08373894249995315,0.5332712153213239,2.692126048379781,0.8587074279785157,-2.627972983819512,7.103012780097479e-05
7,P01,1618033,B6_neg,B6_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P01_s1618033_B6_neg_d045_00001_.png,P01_s1618033_B6_neg_d045_00001_.png,1024,1280,2.0,0.3774690330028534,0.1887345165014267,0.0007781982421875,26.153846153846153,39,3.64836049079895,3.797267436981201,0.4007,0.9575623261777723,14.223940652341941,24.81006622314453,1,26.0,2.4334658106330265,0.9090985365459439,0.6944766198947108,0.24906194510981536,0.798036090321707,2.9288527896058154,0.7578598022460937,-2.191244275555327,8.944856865332058e-06
8,P01,1618033,B6_neg,B6_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P01_s1618033_B6_neg_d060_00001_.png,P01_s1618033_B6_neg_d060_00001_.png,1024,1280,2.0,0.7375375032424927,0.36876875162124634,0.0643341064453125,42.891149542217704,1966,3.859550714492798,3.98909330368042,0.38950000000000007,0.960843029157659,14.35391240465722,27.225339889526367,1,26.0,2.3862414330526813,1.7800250452109645,0.6225975887964781,0.21123716188869407,0.7347720760019383,2.97526861539579,0.7555511474609375,-2.080168738641612,2.129933643334033e-05
9,P01,1618033,B6_pos,B6_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P01_s1618033_B6_pos_d030_00001_.png,P01_s1618033_B6_pos_d030_00001_.png,1024,1280,4.0,1.7743126153945923,0.44357815384864807,0.001575469970703125,52.94871794871795,39,3.4527809619903564,3.962373971939087,0.8032999999999999,0.6185627344469072,5.5567869888659605,30.097972869873047,0,16.0,5.0166676029862005,0.13077085970459673,0.9524329871497463,0.6429596619100122,0.9904577648790334,1.8707426419437836,0.9857894897460937,-3.769347540872403,1.0493681558325602e-06
10,P01,1618033,B6_pos,B6_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P01_s1618033_B6_pos_d045_00001_.png,P01_s1618033_B6_pos_d045_00001_.png,1024,1280,4.0,1.0266979932785034,0.25667449831962585,9.1552734375e-05,120.0,1,2.70681095123291,3.7679929733276367,0.9919,0.056748553168346996,1.1703939464659938,5.610128402709961,0,11.0,5.530142546706066,0.004036305404036926,0.9986474914483132,0.9921959290042016,0.9729176158379034,0.15894538373142672,0.998419189453125,-3.534857160550514,6.998715975377313e-06
