run_idx,prompt_id,seed,condition,node_type,angle,d_target,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
93,S05_pencil,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s1337_Block_1_neg_00001_.png,S05_pencil_s1337_Block_1_neg_00001_.png,,,,1024,1760,78.7232,8.7434,100.69,0.1978,#cdc4ae,16.6893,2.2303,90.17,0.0742,#101729,0.7369,67.6187,6.0645,5,0.2104,56.8872,11.9914,1.073,110.96,0.0571,#0f172a,23.0774,38.452,31.22,0.0352,#ae392e,41.2199,57.9602,35.39,0.0296,#6e4ed2,56.7192,50.0355,76.94,0.019,#757366,59.6772,12.4239,89.49,0.1534,#b07f34,79.6101,24.1572,83.7,0.0533,#cbaa7f
94,S05_pencil,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s1337_Block_6_pos_00001_.png,S05_pencil_s1337_Block_6_pos_00001_.png,,,,1024,1760,6.7929,17.7978,35.82,0.0326,#0f172a,0.9871,4.1693,21.33,0.1986,#110100,0.4687,24.9229,4.8018,3,0.0917,32.6095,0.6564,2.8233,18.66,0.0874,#0f0100,14.1188,22.0487,71.35,0.0036,#462b01,14.9104,26.8977,55.31,0.0031,#6350cc,18.9979,28.9807,71.31,0.0044,#0078ff,19.1829,29.6931,129.25,0.0001,#12976f,25.5793,35.4327,79.85,0.002,#a6a8ad
95,S05_pencil,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s1337_Block_6_neg_00001_.png,S05_pencil_s1337_Block_6_neg_00001_.png,,,,1024,1760,76.4093,15.4847,314.54,0.0866,#c4b2cc,63.7873,16.2177,322.64,0.093,#0f172a,0.0786,4.7316,1.4908,1,0.2612,7.5162,59.8563,16.1628,325.33,0.0319,#0f172a,63.7842,16.686,318.94,0.1687,#6251ce,63.9941,18.4716,316.18,0.0925,#c100ff,64.1872,19.499,321.5,0.0704,#d046b3,64.3891,13.2012,331.6,0.0596,#11a174,64.5879,20.7174,315.92,0.0419,#f1f2f3
96,S05_pencil,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s1337_scramble_A_00001_.png,S05_pencil_s1337_scramble_A_00001_.png,,,,1024,1760,70.5517,36.0184,70.24,0.0733,#d3a26b,6.0656,3.1094,305.22,0.4299,#151412,0.9801,66.3137,8.0806,6,0.3594,73.7851,4.1889,2.1455,312.74,0.3143,#121111,21.4154,52.8268,310.5,0.0235,#27184c,27.8711,43.9856,33.0,0.0451,#673eb2,35.8762,24.5366,97.73,0.0387,#c52220,43.0905,75.9306,35.47,0.0367,#caa052,70.5026,47.7539,79.12,0.0248,#cd9c89
97,S05_pencil,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s1337_scramble_B_00001_.png,S05_pencil_s1337_scramble_B_00001_.png,,,,1024,1760,74.9956,1.9122,84.73,0.287,#b7b6b3,15.5093,3.3715,30.14,0.091,#0f172a,0.6936,61.335,7.3629,5,0.1747,56.9133,12.4652,3.4231,36.2,0.0926,#0f172a,37.3652,60.3364,34.76,0.0214,#863434,46.662,36.4215,25.91,0.0181,#a32a24,57.4627,42.6866,79.37,0.0483,#6454d2,59.8475,10.2177,231.28,0.0822,#a98342,73.8002,17.2048,80.88,0.0376,#c5b195
98,S05_pencil,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s4242145_baseline_00001_.png,S05_pencil_s4242145_baseline_00001_.png,,,,1024,1760,88.871,5.1101,82.67,0.3564,#e5dfd6,17.3187,0.8065,25.35,0.1029,#0f172a,0.5935,64.9375,7.4153,5,0.2477,70.7896,10.9784,0.5958,35.24,0.0792,#0f172a,34.5324,49.0718,29.67,0.0159,#6450cd,46.0243,71.3855,34.08,0.0175,#c9332e,54.9499,36.058,25.92,0.0195,#c06c69,73.5571,4.1257,79.94,0.1684,#b7b1ab,75.9159,21.3723,82.22,0.052,#cfb895
99,S05_pencil,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s4242145_Block_1_pos_00001_.png,S05_pencil_s4242145_Block_1_pos_00001_.png,,,,1024,1760,89.2078,4.3539,250.42,0.3677,#d9e1e7,15.6398,2.7446,329.31,0.0616,#111829,0.5762,77.2972,9.8545,5,0.2312,75.1122,10.4808,2.2191,335.52,0.07,#101729,36.7029,47.6237,22.45,0.0318,#98313c,44.8395,77.3313,37.37,0.0463,#6155d1,69.5648,45.0195,86.59,0.0633,#cc291e,70.0249,16.6824,241.87,0.0971,#c5a456,87.778,12.6584,90.37,0.134,#e4d9c1
100,S05_pencil,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s4242145_Block_1_neg_00001_.png,S05_pencil_s4242145_Block_1_neg_00001_.png,,,,1024,1760,79.9428,8.6184,99.33,0.1785,#c7c6b7,14.9371,1.1548,63.43,0.0736,#111729,0.771,63.158,5.1474,6,0.2478,51.5864,11.4477,0.1695,162.93,0.0613,#0f172a,21.5976,34.3479,30.22,0.029,#601e1d,41.9062,51.756,35.67,0.0236,#44433d,52.3723,11.3842,90.81,0.1442,#a94134,68.8789,8.1518,187.65,0.1036,#6f4ed2,74.6057,25.506,78.4,0.0722,#d0b28a
101,S05_pencil,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s4242145_Block_6_pos_00001_.png,S05_pencil_s4242145_Block_6_pos_00001_.png,,,,1024,1760,12.4531,23.0477,54.58,0.0498,#311300,1.6465,4.9998,29.31,0.0767,#150300,0.5437,29.4746,5.7095,3,0.1469,38.2604,0.7739,2.6562,21.84,0.0539,#0a0101,2.0744,6.688,28.37,0.0864,#5f3c01,5.2504,16.4094,29.45,0.031,#6450cd,5.8858,11.4745,51.2,0.0604,#0078ff,21.7947,33.6326,66.83,0.0062,#119d72,30.2485,40.9165,76.11,0.0032,#b8b9bc
102,S05_pencil,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s4242145_Block_6_neg_00001_.png,S05_pencil_s4242145_Block_6_neg_00001_.png,,,,1024,1760,75.0027,16.9283,308.38,0.0875,#bdafcc,62.8047,15.8978,318.99,0.0728,#0f172a,0.0521,5.4576,1.5271,1,0.2465,8.6763,58.2603,15.5237,323.23,0.0364,#0f172a,62.3676,18.8435,312.81,0.091,#6251ce,62.3701,16.8,315.24,0.1518,#c100ff,62.7694,18.7105,318.84,0.0947,#d347b5,62.9812,21.157,313.13,0.0533,#10a878,63.7179,12.4807,326.25,0.0554,#f3f3f4
103,S05_pencil,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s4242145_scramble_A_00001_.png,S05_pencil_s4242145_scramble_A_00001_.png,,,,1024,1760,66.572,34.036,66.29,0.0464,#c99566,5.9507,2.7199,341.62,0.3525,#171214,0.9929,74.2427,7.636,5,0.3284,68.2051,5.5226,1.9521,294.73,0.2924,#131113,21.6116,43.0342,301.13,0.0322,#33234d,23.0389,29.4004,343.5,0.036,#5742b0,38.3468,70.1571,34.38,0.0322,#b3191d,63.5821,38.3133,60.91,0.0311,#cc8c60,79.7653,11.1768,67.0,0.0285,#d5c3b4
104,S05_pencil,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S05_pencil_s4242145_scramble_B_00001_.png,S05_pencil_s4242145_scramble_B_00001_.png,,,,1024,1760,78.0889,4.3381,72.87,0.2375,#c7c0ba,20.5091,3.0309,26.41,0.1274,#111729,0.7396,63.1716,3.1872,6,0.2198,58.0526,15.3432,4.0737,35.54,0.0917,#0f172a,25.5685,35.5858,27.17,0.0297,#702a2b,41.7462,62.1263,34.39,0.0189,#6454d2,57.9629,40.2107,78.59,0.0389,#b74138,66.1802,8.7289,252.27,0.1281,#a58148,78.5148,19.3275,78.7,0.0272,#d7be9f
105,S06_pastel,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s42_baseline_00001_.png,S06_pastel_s42_baseline_00001_.png,,,,1024,1760,79.7691,22.6871,82.26,0.0488,#cec7b4,17.6909,3.2721,322.31,0.1328,#14192a,0.9542,68.9023,8.8039,5,0.1845,69.6271,11.7235,2.6843,16.64,0.0833,#0f172a,34.4125,23.1226,65.04,0.0829,#a9362b,34.6495,46.6611,33.0,0.036,#6550cd,48.677,72.3114,37.89,0.0175,#af8043,57.0663,41.888,74.01,0.061,#9e8c81,80.6257,4.6962,132.02,0.1012,#e0c296
106,S06_pastel,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s42_Block_1_pos_00001_.png,S06_pastel_s42_Block_1_pos_00001_.png,,,,1024,1760,85.1031,2.3428,142.31,0.1754,#d2d5d1,13.3515,8.5549,318.81,0.0783,#12182a,0.8451,72.7474,8.5038,5,0.1641,64.885,11.5607,8.3943,310.53,0.0801,#111729,36.0929,38.0016,9.61,0.0262,#933e49,43.3645,73.2792,37.81,0.0364,#6355d0,64.866,41.2007,74.5,0.0809,#c52d1e,67.0375,21.8969,249.88,0.0832,#bf9755,84.3081,18.1326,91.96,0.0374,#aac8de
107,S06_pastel,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s42_Block_1_neg_00001_.png,S06_pastel_s42_Block_1_neg_00001_.png,,,,1024,1760,71.3238,27.7551,86.35,0.1044,#c4ab7b,16.2124,3.6198,97.07,0.0636,#101729,0.9024,66.5411,9.3761,5,0.2226,52.0196,13.6323,3.3332,98.46,0.0548,#0f172a,27.008,40.8926,36.6,0.0364,#73281e,40.7659,22.7097,68.63,0.1148,#704ed2,46.7842,55.3529,39.93,0.0318,#b94d36,50.0016,9.9072,180.62,0.1078,#6b827b,80.1733,12.4353,97.52,0.0294,#cac3ac
108,S06_pastel,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s42_Block_6_pos_00001_.png,S06_pastel_s42_Block_6_pos_00001_.png,,,,1024,1760,19.9595,29.6883,74.31,0.0464,#412600,4.2706,9.2748,43.85,0.131,#200b00,0.7823,23.3046,4.7242,2,0.1704,28.188,3.1024,6.7956,41.36,0.051,#1a0800,5.7636,14.0848,38.74,0.1029,#321200,7.7505,18.9382,38.72,0.0558,#4f3a01,11.1861,17.9477,69.32,0.0675,#6153d0,12.4113,24.2907,50.71,0.0587,#129a71,26.407,34.9836,90.65,0.0008,#b1b3b6
109,S06_pastel,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s42_Block_6_neg_00001_.png,S06_pastel_s42_Block_6_neg_00001_.png,,,,1024,1760,69.2651,20.3912,324.44,0.1359,#bda5c8,56.9391,25.652,327.12,0.1064,#0f172a,0.1629,14.5236,2.5885,2,0.1524,14.1116,52.5362,24.7066,334.91,0.0587,#0f172a,55.0209,29.4387,324.6,0.0827,#6350cd,55.4483,18.2908,323.09,0.0606,#c202fe,57.5395,20.9493,345.95,0.0698,#119d72,65.4334,32.4024,314.27,0.0656,#b0889e,67.0598,24.4256,296.3,0.0185,#ae8abe
110,S06_pastel,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s42_scramble_A_00001_.png,S06_pastel_s42_scramble_A_00001_.png,,,,1024,1760,68.0996,42.9045,68.67,0.0512,#d59a5e,10.8888,6.0482,297.04,0.3309,#141928,0.9854,65.2909,7.2481,6,0.308,83.9758,5.3481,2.8449,334.54,0.1645,#1c181a,27.7328,41.0507,307.45,0.0248,#411111,32.9851,43.5056,42.41,0.0506,#5d439c,42.1789,23.9928,238.5,0.1436,#2d758d,49.4418,86.8207,35.71,0.0211,#e42223,70.639,55.4129,74.54,0.0188,#d99f5e
111,S06_pastel,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s42_scramble_B_00001_.png,S06_pastel_s42_scramble_B_00001_.png,,,,1024,1760,75.8796,6.7654,120.35,0.1277,#b8bbaf,15.9517,2.0815,34.83,0.1093,#111829,0.8841,64.5646,3.7021,6,0.2179,60.1399,13.7148,1.5738,330.96,0.0883,#0f172a,28.2539,36.0237,32.93,0.0438,#702d26,44.9396,61.7136,33.9,0.0194,#6454d2,51.7975,32.365,72.53,0.0714,#be3d34,62.3208,18.4591,240.45,0.1296,#9b7447,78.2794,17.2144,89.65,0.0088,#8bacb8
112,S06_pastel,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s1337_baseline_00001_.png,S06_pastel_s1337_baseline_00001_.png,,,,1024,1760,79.3028,12.4762,89.35,0.1009,#c5c2b3,18.274,4.6749,287.01,0.098,#131a2b,0.9236,66.1287,7.9434,5,0.2299,67.3941,10.3215,1.6699,6.6,0.0511,#111729,35.3641,40.4007,29.94,0.0358,#b43a2f,44.8923,69.064,36.35,0.0249,#6450cd,57.1477,21.3355,48.54,0.1164,#8b7a77,58.5624,46.4962,74.87,0.0651,#b4823d,76.4502,7.4132,203.95,0.1135,#dec299
113,S06_pastel,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s1337_Block_1_pos_00001_.png,S06_pastel_s1337_Block_1_pos_00001_.png,,,,1024,1760,86.1423,2.6808,133.42,0.1529,#d4d8d4,14.3869,11.2299,296.64,0.0708,#11182a,0.8634,71.7271,7.6711,5,0.1696,60.3031,11.9612,11.089,293.28,0.0658,#11182a,33.32,38.3419,29.0,0.0362,#873834,42.477,71.3922,36.69,0.0306,#be281f,63.7325,17.9417,240.9,0.0778,#5d54ca,65.5796,38.7224,78.94,0.0918,#c0975e,83.6884,16.8061,92.89,0.0349,#a6c7e1
114,S06_pastel,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s1337_Block_1_neg_00001_.png,S06_pastel_s1337_Block_1_neg_00001_.png,,,,1024,1760,68.6617,26.6385,82.27,0.1073,#bea277,17.051,3.4948,99.69,0.0642,#101729,0.8964,61.4786,6.3215,5,0.1316,51.9536,14.8184,3.0039,102.21,0.0559,#0f172a,25.8511,37.178,37.23,0.0346,#6d2a1f,42.6162,17.6089,56.54,0.0756,#6f4ed2,43.2539,54.9574,39.64,0.0341,#af442f,61.5938,34.974,55.23,0.0183,#c28462,76.297,10.4535,111.86,0.0324,#a9ab94
115,S06_pastel,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s1337_Block_6_pos_00001_.png,S06_pastel_s1337_Block_6_pos_00001_.png,,,,1024,1760,7.9927,14.2795,283.09,0.2683,#0f172a,0.7972,3.6107,19.73,0.1139,#0d0000,0.7329,72.3422,11.1624,6,0.1631,76.3936,0.7232,3.2835,19.51,0.1258,#0c0000,6.8349,15.8875,41.17,0.0372,#280e00,42.5267,74.3523,303.09,0.006,#6450cd,52.4414,78.4032,287.9,0.0006,#0078ff,57.883,46.9377,163.61,0.0003,#119e73,73.0653,2.0097,275.05,0.0005,#b2b3b7
116,S06_pastel,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s1337_Block_6_neg_00001_.png,S06_pastel_s1337_Block_6_neg_00001_.png,,,,1024,1760,71.4425,22.4146,308.78,0.1042,#bda6ce,61.318,24.1244,319.14,0.1172,#0f172a,0.082,7.786,0.6797,1,0.1352,13.0581,57.4392,27.8084,319.48,0.0577,#0f172a,59.4468,19.2331,321.15,0.0503,#6250cd,59.9433,23.59,325.7,0.0775,#c100ff,62.4156,27.1961,327.96,0.0574,#cb45af,63.5992,32.2912,313.77,0.0532,#119e72,65.2251,25.7426,334.75,0.0321,#bdbfc1
117,S06_pastel,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s1337_scramble_A_00001_.png,S06_pastel_s1337_scramble_A_00001_.png,,,,1024,1760,66.5214,38.9555,60.79,0.0545,#c7895f,13.2374,7.4232,277.27,0.2902,#131829,0.9909,58.9923,7.9955,5,0.2134,71.1817,7.3401,4.1836,323.31,0.1496,#121829,15.6934,33.7006,26.29,0.0638,#4e0e14,29.9791,42.2065,302.03,0.0239,#5745a2,41.3364,73.8987,33.17,0.0369,#325f36,66.0903,50.3145,61.59,0.0284,#be1b23,66.3323,2.717,131.93,0.0457,#e19258
118,S06_pastel,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s1337_scramble_B_00001_.png,S06_pastel_s1337_scramble_B_00001_.png,,,,1024,1760,74.5257,5.8009,126.32,0.1272,#b3b8ae,16.1423,1.3622,338.73,0.1016,#111829,0.8776,56.8888,5.7721,5,0.2421,53.9027,10.6172,2.3362,32.82,0.0538,#0f172a,30.1145,31.8948,26.0,0.0317,#703331,41.1029,56.2389,32.72,0.0227,#ab3832,45.8543,20.6068,78.06,0.1033,#6254d2,51.3893,34.4235,70.7,0.0561,#9b7243,67.5061,13.5758,229.42,0.1388,#87a9b6
119,S06_pastel,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s4242145_baseline_00001_.png,S06_pastel_s4242145_baseline_00001_.png,,,,1024,1760,79.061,21.9193,81.61,0.0537,#bbc2be,17.5087,3.7494,306.42,0.111,#13192a,0.9546,68.462,7.5444,5,0.1715,64.0268,11.533,3.4,32.33,0.0626,#0f172a,31.4669,38.7077,35.43,0.0499,#7d3329,46.4599,67.3482,35.2,0.0229,#6350cd,56.7619,20.4564,236.25,0.0537,#c83b30,57.7995,39.3865,72.71,0.0602,#ae7f46,79.995,3.3214,170.7,0.1089,#dcc4a1
120,S06_pastel,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s4242145_Block_1_pos_00001_.png,S06_pastel_s4242145_Block_1_pos_00001_.png,,,,1024,1760,84.6819,2.2198,155.1,0.1636,#cfd4d1,13.1818,10.5698,307.32,0.0759,#12182a,0.855,73.3986,5.3089,6,0.1523,57.3563,12.7729,10.063,305.39,0.0828,#10172a,28.5475,32.4709,31.93,0.0292,#9b4649,43.8402,67.4193,37.43,0.0401,#be3222,52.9203,38.5666,355.66,0.0205,#7355bc,62.46,40.8414,88.91,0.0695,#b29551,86.1715,20.5828,93.69,0.0361,#e5d8b3
121,S06_pastel,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s4242145_Block_1_neg_00001_.png,S06_pastel_s4242145_Block_1_neg_00001_.png,,,,1024,1760,70.6686,21.3167,83.91,0.0852,#bfaa87,20.299,4.006,86.9,0.0845,#101729,0.9216,59.6492,7.991,5,0.197,44.3686,16.9488,3.8077,82.85,0.06,#0f172a,24.4934,37.0237,34.53,0.0306,#704ed2,46.9277,48.1763,36.11,0.0281,#b45343,49.3167,10.5259,186.12,0.137,#607a76,56.1446,28.1806,74.29,0.0384,#917551,76.598,7.9764,109.64,0.0302,#c1c0b1
122,S06_pastel,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s4242145_Block_6_pos_00001_.png,S06_pastel_s4242145_Block_6_pos_00001_.png,,,,1024,1760,7.9925,14.279,283.09,0.2683,#0f172a,2.301,5.218,41.97,0.1798,#140500,0.7329,73.3172,4.9389,6,0.1471,72.5938,1.9608,4.3097,43.06,0.115,#110400,7.7696,13.1959,62.92,0.0321,#241400,28.2046,11.4097,279.19,0.0004,#3c4254,43.3922,74.441,301.91,0.0065,#6154d1,57.5052,46.5844,163.74,0.0003,#119d72,75.2779,1.8472,273.29,0.0004,#b8b9bd
123,S06_pastel,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s4242145_Block_6_neg_00001_.png,S06_pastel_s4242145_Block_6_neg_00001_.png,,,,1024,1760,70.2784,25.2004,312.19,0.0992,#b7a0cb,56.1916,24.5493,319.92,0.0763,#0f172a,0.2802,11.3714,1.7685,1,0.1652,14.2181,51.7786,24.1574,323.81,0.0398,#0f172a,52.952,29.4564,316.08,0.0804,#6250cd,57.7551,28.5973,305.34,0.0731,#c100ff,59.1948,33.6729,319.58,0.0572,#12956e,63.0644,36.2147,306.88,0.0848,#ae82be,63.15,38.3755,314.75,0.0575,#bbbbbf
124,S06_pastel,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s4242145_scramble_A_00001_.png,S06_pastel_s4242145_scramble_A_00001_.png,,,,1024,1760,61.6694,42.0575,54.52,0.0497,#c8835a,9.3642,4.8568,272.49,0.3704,#161517,0.9911,57.7389,5.8579,5,0.323,70.637,5.9534,2.9902,313.23,0.2453,#161415,18.9406,36.6536,23.14,0.0778,#5e141d,23.2837,37.3603,309.29,0.0443,#3f6437,33.3793,25.5627,147.15,0.0345,#6d4ab8,41.8484,73.6273,31.78,0.0354,#c31a27,63.6923,58.034,62.36,0.0199,#d88246
125,S06_pastel,,,scramble,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S06_pastel_s4242145_scramble_B_00001_.png,S06_pastel_s4242145_scramble_B_00001_.png,,,,1024,1760,76.4649,9.5547,95.7,0.0782,#b5b6ac,18.2195,1.4805,12.86,0.1434,#0f172a,0.9139,57.0731,6.3361,5,0.2258,56.5375,12.1715,2.3209,24.04,0.0762,#0f172a,27.6633,33.8333,26.09,0.0378,#6d2c2c,42.2159,21.4941,78.4,0.0923,#b33930,42.3213,58.8584,33.98,0.0195,#6453d1,51.4249,32.8378,71.84,0.0506,#947045,69.2446,9.557,224.77,0.1335,#d2c2a3
126,S07_comic,,,rotator,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s42_baseline_00001_.png,S07_comic_s42_baseline_00001_.png,,,,1024,1760,86.0931,13.4688,93.95,0.1512,#d7ccb3,6.0682,3.1346,52.66,0.1988,#1b1512,0.869,74.5714,9.4233,5,0.3336,74.8886,4.0929,1.9885,48.14,0.1967,#110d0b,31.8939,51.0024,33.17,0.0291,#8e2622,45.9173,76.8771,37.11,0.0579,#6450cd,68.8994,14.3221,220.25,0.1369,#cf2d21,76.1016,65.633,81.67,0.0141,#ebb23c,78.6643,35.0079,80.47,0.0841,#dfbb80
127,S07_comic,,,rotator,23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s42_Block_1_pos_00001_.png,S07_comic_s42_Block_1_pos_00001_.png,,,,1024,1760,91.6397,5.5318,111.21,0.1391,#e6e8df,3.8159,1.6229,7.47,0.1272,#121524,0.8869,87.198,6.3186,6,0.2507,78.0418,3.0957,1.3911,336.93,0.1367,#0d0909,26.1058,43.9963,26.51,0.0227,#731b22,44.5707,79.4329,37.82,0.0181,#6156d1,68.7708,47.5816,75.57,0.0714,#cb251a,75.4924,24.3265,252.6,0.114,#c0974a,90.2937,20.5284,95.86,0.0218,#ede2bd
128,S07_comic,,,rotator,-23.69,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s42_Block_1_neg_00001_.png,S07_comic_s42_Block_1_neg_00001_.png,,,,1024,1760,82.8862,26.7552,93.62,0.1295,#cfc59a,4.1299,2.7804,48.45,0.1311,#0f172a,0.889,84.384,5.4365,6,0.1961,69.1523,3.5154,2.6544,49.17,0.1379,#130b08,24.1551,21.6833,53.3,0.0582,#83241b,30.3123,50.2697,35.68,0.045,#704ed2,50.3726,71.8067,42.53,0.0206,#d34826,69.989,46.2628,76.71,0.0566,#ce9852,87.8994,14.7197,106.64,0.0227,#eedba5
129,S07_comic,,,rotator,32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s42_Block_6_pos_00001_.png,S07_comic_s42_Block_6_pos_00001_.png,,,,1024,1760,7.3794,17.3267,40.56,0.0398,#0f172a,0.4541,2.0026,19.92,0.0859,#0d0000,0.3885,16.5453,2.7682,2,0.2078,23.8533,0.1844,0.7762,16.59,0.0892,#060000,1.6577,7.0107,21.74,0.1186,#210700,3.6967,5.9213,69.03,0.0073,#311c01,12.5211,18.7955,81.39,0.0051,#6153d0,14.552,23.1442,68.47,0.005,#119a70,16.7297,24.6295,81.03,0.0024,#adafb4
130,S07_comic,,,rotator,-32.21,0.045,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S07_comic_s42_Block_6_neg_00001_.png,S07_comic_s42_Block_6_neg_00001_.png,,,,1024,1760,83.5568,13.2067,331.79,0.1155,#e0c7d9,66.1933,27.465,356.44,0.0961,#0f172a,0.6262,14.4466,1.7973,2,0.2126,22.0017,64.2116,28.3268,359.63,0.0476,#0f172a,66.385,36.3672,351.99,0.0076,#6350cd,72.7464,21.2198,357.13,0.0622,#c100ff,73.8931,23.3566,336.57,0.1503,#12976f,76.1463,14.3655,288.55,0.0213,#d7a7c5,78.6582,20.3768,13.99,0.032,#e9b3b8
