hash_id,x_min,x_max,y_min,y_max,bbox_width,bbox_height,bbox_area_frac,timestamp_ms
29b78ab39f14,167,960,568,1032,793,464,0.28072509765625,1789752356055
fabc99507953,144,778,598,968,634,370,0.1789703369140625,1789752363325
5ddf8cbe2ba1,123,832,657,1051,709,394,0.21312408447265624,1789752370924
4e10c5695ca5,109,919,227,639,810,412,0.254608154296875,1789752379997
ba3f96ab2753,261,818,659,973,557,314,0.13343658447265624,1789752387957
4996f44d6860,124,852,508,946,728,438,0.24327392578125,1789752396364
74815f2c03a5,144,892,339,741,748,402,0.229412841796875,1789752410270
73752a090164,139,868,358,801,729,443,0.24638900756835938,1789752418165
6dc34c64cc89,45,915,127,621,870,494,0.3278961181640625,1789752427878
1e3cfcefcedf,123,909,278,718,786,440,0.26385498046875,1789752437974
549fd90b33f0,104,913,237,640,809,403,0.24873886108398438,1789752445461
ae4519e4a246,191,861,561,970,670,409,0.20906829833984375,1789752453437
8741ff11c898,158,888,167,627,730,460,0.256195068359375,1789752466982
2f7633bc2f9e,201,858,303,718,657,415,0.20801925659179688,1789752475749
ff0da955ae03,339,921,259,585,582,326,0.1447540283203125,1789752483286
ef711f402d81,188,939,284,731,751,447,0.2561164855957031,1789752489853
b995c9edfd74,147,873,184,547,726,363,0.20106353759765624,1789752497254
feaabc1fd8fd,66,963,616,1134,897,518,0.35449676513671874,1789752506486
fb441810d672,80,874,734,1146,794,412,0.249578857421875,1789752513062
14f81c363de9,265,938,590,982,673,392,0.201275634765625,1789752519916
3d7d6c72e361,202,900,343,731,698,388,0.206622314453125,1789752527853
3ea09121810f,107,927,586,1006,820,420,0.26275634765625,1789752535229
3e314ad5dc06,116,900,514,1011,784,497,0.29727783203125,1789752542573
12212d417911,187,917,205,600,730,395,0.21999359130859375,1789752550654
dd3d06ac4c1f,214,869,712,1094,655,382,0.19089508056640625,1789752558021
a03e4201ed2f,119,923,264,718,804,454,0.278485107421875,1789752563950
499d925a2ebf,187,905,229,559,718,330,0.1807708740234375,1789752570749
fed81ba6d52c,197,864,233,609,667,376,0.191339111328125,1789752576566
27bd3046758a,160,833,306,717,673,411,0.21103134155273437,1789752585359
6b6c555e5189,124,889,573,1048,765,475,0.2772331237792969,1789752598766
5d07ec9a1866,143,834,286,674,691,388,0.2045501708984375,1789752607070
6b65c1fbf6ab,209,864,592,1009,655,417,0.20838546752929688,1789752613149
b9e6bf79dce6,163,840,291,727,677,436,0.2251983642578125,1789752621053
5e605b1ae582,238,869,228,563,631,335,0.16127395629882812,1789752629030
1f0a88ed21bd,249,878,600,970,629,370,0.17755889892578125,1789752636605
a28115c37587,85,907,554,1043,822,489,0.30666961669921877,1789752643293
e9137242c507,99,844,668,1079,745,411,0.23360824584960938,1789752650045
bf4511689c47,233,885,227,573,652,346,0.172113037109375,1789752656597
f95730b9df37,187,856,761,1074,669,313,0.15975723266601563,1789752666462
7e0813835760,162,885,487,922,723,435,0.23994827270507812,1789752674334
a32eb71250d9,147,869,514,998,722,484,0.266607666015625,1789752680509
65633c1ba38d,93,888,180,683,795,503,0.3050880432128906,1789752688510
d10e4df04dd4,166,870,605,957,704,352,0.1890625,1789752697316
e56b7a0587ad,107,739,284,593,632,309,0.148992919921875,1789752705214
41b70a4545f2,109,874,594,1006,765,412,0.2404632568359375,1789752711885
f9e7b21e6b6e,112,861,227,718,749,491,0.2805778503417969,1789752719261
9bb0c0ec174d,192,888,310,675,696,365,0.193817138671875,1789752727038
4d020f77dd06,78,974,516,1039,896,523,0.35751953125,1789752736541
21af961584c9,141,892,282,722,751,440,0.252105712890625,1789752744310
5c264918b874,217,645,431,758,428,327,0.1067779541015625,1789752756662
f02ded303f4a,175,904,645,1013,729,368,0.20467529296875,1789752763325
adf791913d20,295,870,396,734,575,338,0.14827728271484375,1789752770918
8f62adbe3708,61,764,197,561,703,364,0.1952301025390625,1789752777631
1f2c79349598,221,844,735,1075,623,340,0.1616058349609375,1789752786254
ecc20d62336f,155,883,619,1002,728,383,0.212725830078125,1789752792821
26c5e8d21ea2,131,856,653,1063,725,410,0.22678375244140625,1789752801029
56ce19578c63,124,823,231,636,699,405,0.21598434448242188,1789752808686
002fb4e347ce,127,951,223,696,824,473,0.297357177734375,1789752816533
a46fb4dfa4b7,323,917,181,527,594,346,0.1568023681640625,1789752824631
65b13599caa4,136,845,224,613,709,389,0.21041946411132811,1789752833085
c72c0e709f96,86,942,545,1035,856,490,0.32000732421875,1789752840750
d053850b417b,163,827,562,989,664,427,0.216314697265625,1789752846926
fa988a6fbd19,131,743,283,661,612,378,0.176495361328125,1789752856173
307ff5b7e9a5,133,856,257,695,723,438,0.24160308837890626,1789752864774
e84573092097,160,834,483,884,674,401,0.20620269775390626,1789752872198
e687f90ed339,219,874,545,922,655,377,0.18839645385742188,1789752879933
b49e9d58b910,246,884,526,933,638,407,0.19810943603515624,1789752887781
d744f2f64c39,209,856,296,688,647,392,0.193499755859375,1789752895542
cb8c46bbc004,190,826,702,1063,636,361,0.1751678466796875,1789752902421
185b4400d07c,54,919,241,696,865,455,0.3002738952636719,1789752910342
f9c6709c826f,253,832,664,980,579,316,0.1395904541015625,1789752920077
2da040e126ab,119,853,631,1024,734,393,0.22007904052734376,1789752929205
7da1760a3163,123,942,605,1078,819,473,0.29555282592773435,1789752937270
31a2a390efff,115,924,592,1037,809,445,0.2746620178222656,1789752945030
c749e9dcbfcd,213,837,627,973,624,346,0.1647216796875,1789752961333
5c1c57c8c90a,164,858,284,686,694,402,0.2128509521484375,1789752968614
005bbe2c22c1,120,963,247,692,843,445,0.2862052917480469,1789752976606
1d8812eda379,278,832,274,602,554,328,0.13863525390625,1789752985390
6b5b8c5dc5d8,176,897,280,694,721,414,0.22773284912109376,1789752992934
40af44b7ef2d,146,786,248,627,640,379,0.18505859375,1789753002278
0359926b1871,85,939,582,1106,854,524,0.341412353515625,1789753011142
8ac5aa8df086,100,864,683,1155,764,472,0.2751220703125,1789753017606
44280e73fb2a,103,909,292,739,806,447,0.27487335205078123,1789753024750
e6f9a07de983,163,853,725,1096,690,371,0.19530487060546875,1789753031093
52b0675e212b,179,966,621,1072,787,451,0.2707954406738281,1789753038166
4bdbfd375e1a,265,885,704,1029,620,325,0.1537322998046875,1789753044502
209b2c5715f5,85,942,224,718,857,494,0.32299652099609377,1789753051478
c934608dce1a,43,971,534,1060,928,526,0.372412109375,1789753059174
f86705feff38,150,844,589,974,694,385,0.20384979248046875,1789753065502
922f25990138,159,912,629,1104,753,475,0.2728843688964844,1789753074054
e8359e9da943,140,826,275,692,686,417,0.21824798583984376,1789753082766
69bd7e51caf3,223,869,680,1076,646,396,0.195172119140625,1789753089678
90d655d2ed98,176,742,652,1002,566,350,0.1511383056640625,1789753096150
413a7ca48513,117,919,592,1045,802,453,0.27718048095703124,1789753103348
baa48baa8261,120,901,534,1004,781,470,0.28005218505859375,1789753111030
ac7726e4cc25,163,817,280,629,654,349,0.17413787841796874,1789753120287
cd9a7dae564b,123,899,296,743,776,447,0.264642333984375,1789753128078
c8538030eb57,159,897,275,659,738,384,0.2162109375,1789753137366
b758e9654faa,84,923,272,758,839,486,0.31109161376953126,1789753145549
8f1ef41cc450,210,872,660,1062,662,402,0.2030364990234375,1789753152198
2ec566e9d681,136,821,275,694,685,419,0.21897506713867188,1789753162134
cc6369924a7b,99,925,576,1059,826,483,0.30438079833984377,1789753170063
8c1c9ad3cab5,175,880,498,941,705,443,0.23827743530273438,1789753177638
1302c2c4e3ea,194,983,616,1041,789,425,0.2558326721191406,1789753185239
f1d2fa8480c4,80,803,298,678,723,380,0.2096099853515625,1789753193870
3d2388463d40,168,932,205,676,764,471,0.2745391845703125,1789753202566
9f1336d48011,136,823,664,1032,687,368,0.19288330078125,1789753209980
