file,width_px,height_px,stroke_width_median_px,stroke_width_std_px,stroke_width_cv,edge_density,contour_mean_length_px,contour_n_components,crosshatch_entropy_mean,crosshatch_entropy_p90,color_top4_cluster_share,color_cluster_entropy_norm,color_n_effective,colorfulness_hs,luminance_hist_n_peaks,shadow_edge_transition_width_px,shadow_edge_transition_width_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_entropy,lbp_uniform_share,fft_radial_slope,fft_high_freq_share,condition,prompt_dir,prompt_sha1,seed,rel_path,source_manifest
P0_empty_baseline_seed42_00001_.png,1024,1280,5.599999904632568,2.5597240924835205,0.45709359572774333,0.01996307373046875,117.33632286995515,223,3.1592345237731934,3.5191268920898438,0.8612500000000001,0.4275377209604918,3.271950412321382,16.76862335205078,2,17.0,7.9207457359605575,1.5570991357319002,0.9402243826809409,0.743814201796723,0.9821975365850697,1.8820725759337544,0.9490371704101562,-3.746685927576642,9.044841296943149e-07,baseline,P0,da39a3ee5e,42,renders/P0_empty_baseline_seed42_00001_.png,stage8_images.csv
P0_empty_baseline_seed777_00001_.png,1024,1280,4.393799781799316,2.542480945587158,0.5786519804837307,0.04605941772460938,169.1064425770308,357,2.539764881134033,3.361755132675171,0.6211500000000001,0.8090253796214232,9.422445325018435,28.24881935119629,5,12.0,7.390933141517494,4.865197719924816,0.8513558298152213,0.25245627096972134,0.9821933920877743,2.2850489547679302,0.9352371215820312,-3.8130981671482482,2.3125660585759515e-06,baseline,P0,da39a3ee5e,777,renders/P0_empty_baseline_seed777_00001_.png,stage8_images.csv
P0_empty_baseline_seed1337_00001_.png,1024,1280,4.393799781799316,2.9624860286712646,0.6742423814901483,0.055593109130859374,49.16801619433198,1482,2.522698402404785,3.406121015548706,0.533,0.8881576542861028,11.734062018354239,48.26162338256836,5,15.0,7.405409644389387,6.6245719521554145,0.8360409111003763,0.20820497123343032,0.9650799848379886,2.4802964988176823,0.9229232788085937,-3.5365627041247234,3.777185924740244e-06,baseline,P0,da39a3ee5e,1337,renders/P0_empty_baseline_seed1337_00001_.png,stage8_images.csv
P0_empty_baseline_seed9999_00001_.png,1024,1280,4.0,2.9864535331726074,0.7466133832931519,0.02635040283203125,45.444736842105264,760,2.8462486267089844,3.384229898452759,0.8699,0.5357572130959697,4.416883720799324,11.467399597167969,2,12.0,7.3482249089754665,7.130133948858477,0.8797609136816456,0.40002166454269195,0.9727971310145715,1.7408812010259922,0.9587844848632813,-3.74543612155626,1.415552413852559e-06,baseline,P0,da39a3ee5e,9999,renders/P0_empty_baseline_seed9999_00001_.png,stage8_images.csv
P0_empty_baseline_seed4242145_00001_.png,1024,1280,2.799999952316284,1.8421519994735718,0.6579114395875836,0.09353866577148437,68.99437253798537,1777,3.2436957359313965,4.064694404602051,0.41035,0.9566024704258024,14.186137014573676,18.87351417541504,3,21.0,5.347443821618704,3.62246012223939,0.7307190849428489,0.14798200784106816,0.9763027195920491,3.1525823027655395,0.8386642456054687,-3.6950277331872794,3.7765722465272826e-06,baseline,P0,da39a3ee5e,4242145,renders/P0_empty_baseline_seed4242145_00001_.png,stage8_images.csv
P0_empty_preset_pos_seed42_00001_.png,1024,1280,6.0,2.407505989074707,0.40125099817911786,0.0089111328125,197.96610169491527,59,2.7481491565704346,3.332789421081543,0.8084000000000001,0.5077694827932946,4.087101100993761,30.198890686035156,4,5.0,5.808687662673213,0.8766070012562639,0.9598664024025793,0.662917473785323,0.9884539120486108,1.62888638857169,0.9373634338378907,-4.16704790636014,2.113356753357294e-07,preset_pos,P0,da39a3ee5e,42,renders/P0_empty_preset_pos_seed42_00001_.png,stage8_images.csv
P0_empty_preset_pos_seed777_00001_.png,1024,1280,5.599999904632568,2.7720842361450195,0.49501505059880957,0.03482894897460938,174.24045801526717,262,2.2750773429870605,3.2723963260650635,0.65145,0.7985109825048704,9.151726451175827,18.710752487182617,4,14.0,6.8325692691035345,3.7292081640981416,0.897344935697986,0.36813552870064337,0.9857927289553885,2.2620941976358067,0.9138244628906249,-3.848403705458299,1.949648862319975e-06,preset_pos,P0,da39a3ee5e,777,renders/P0_empty_preset_pos_seed777_00001_.png,stage8_images.csv
P0_empty_preset_pos_seed1337_00001_.png,1024,1280,5.599999904632568,2.8948686122894287,0.5169408324265622,0.03430938720703125,84.53007518796993,532,2.3240835666656494,3.3394012451171875,0.6431,0.8224346779941163,9.77935091256071,60.38029861450195,5,13.0,7.801667352848875,4.148369219673343,0.898710775951622,0.32856474477391706,0.9807004373107304,2.0265107227756625,0.9530509948730469,-3.9235802343779667,1.5550743353421078e-06,preset_pos,P0,da39a3ee5e,1337,renders/P0_empty_preset_pos_seed1337_00001_.png,stage8_images.csv
P0_empty_preset_pos_seed9999_00001_.png,1024,1280,5.599999904632568,3.324274778366089,0.5936205062460985,0.021292877197265626,71.56153846153846,390,2.301547050476074,3.2644155025482178,0.79875,0.5912318409358633,5.151267157487282,12.591294288635254,1,12.0,7.664974530779922,4.319151692967326,0.9437011764919745,0.6055576529394487,0.9815706329649074,1.200612471748545,0.9750473022460938,-3.806687509292494,1.0765448882714878e-06,preset_pos,P0,da39a3ee5e,9999,renders/P0_empty_preset_pos_seed9999_00001_.png,stage8_images.csv
P0_empty_preset_pos_seed4242145_00001_.png,1024,1280,4.0,2.326324939727783,0.5815812349319458,0.0331085205078125,185.45299145299145,234,3.0015807151794434,3.784696102142334,0.4424,0.9486643153578298,13.87732179142757,50.300777435302734,4,11.0,6.447191418611182,1.3604558743882538,0.8687306719779333,0.18064443400324887,0.9896437941218712,2.955546088741746,0.8124252319335938,-3.7853244726711694,1.665308370291615e-06,preset_pos,P0,da39a3ee5e,4242145,renders/P0_empty_preset_pos_seed4242145_00001_.png,stage8_images.csv
