space,n_features,features,V_mean,p_signflip,floor,n_prompts_V_pos,V_scr_mean,p_scr,V_minus_V_scr_mean,p_V_minus_V_scr_descriptive,coh_B1_mean,coh_B6_mean,coh_scrA_mean,coh_scrB_mean,type,p_holm,criterion_V_pos_p,criterion_V_gt_V_scr,confirmed,regime_degradato,degraded_conditions
Texture,3,glcm_contrast;glcm_homogeneity;lbp_entropy,1.0174882849270388,0.00048828125,0.00048828125,12,0.9252645000337177,0.00048828125,0.09222378489332139,0.33251953125,0.5802231533536514,0.8058059365552821,0.7612197726515624,0.7175250127242979,primary,,True,True,True,True,B6_neg;scrB_neg;scrB_pos
Linework,3,stroke_width_cv;edge_density;contour_mean_length_px,0.4838957120700173,0.00537109375,0.00048828125,10,0.03388232267081925,0.19482421875,0.450013389399198,0.015625,0.1382745959664664,0.7969390047477768,0.10602928096784048,0.7974855322065721,secondary,0.0107421875,True,True,True,True,B6_neg;scrB_neg;scrB_pos
Shadow,2,crosshatch_entropy_mean;crosshatch_entropy_p90,1.4986347002743472,0.0009765625,0.00048828125,11,0.05500745450504282,0.1884765625,1.4436272457693047,0.0009765625,0.8847351040139669,0.632016049716953,0.9384911500773717,0.16793752118753158,secondary,0.00390625,True,True,True,True,B6_neg;scrB_neg;scrB_pos
Palette,5,paper_L;ink_L;sw1_L;chroma_spread;tonal_range,0.60677577030409,0.0009765625,0.00048828125,11,0.6449387632652145,0.00048828125,-0.038162992961124374,0.708984375,0.41247200307310655,0.4733117994009195,0.5227422401602994,0.8800699768040824,secondary,0.00390625,True,False,False,True,B6_neg;scrB_neg;scrB_pos
