run_id,prompt_id,seed,condition,cond_tag,dose_target_D,angle_deg,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
69,P01,P01_s3141592_scrB_neg_d030_00001_,,scrB_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrB_neg_d030_00001_.png,P01_s3141592_scrB_neg_d030_00001_.png,,52e5b19ca6,P01_s3141592_scrB_neg_d030_00001_.png,1024.0,1280.0,66.8376,69.7251,77.29,0.0388,#d89616,13.044,19.9431,109.35,0.196,#222401,0.9733,62.2283,11.3758,4.0,0.2496,60.9804,12.7883,19.7101,109.87,0.1922,#212301,41.0307,61.933,53.81,0.0246,#a34405,51.4648,48.0714,83.19,0.0574,#997524,51.8696,80.0307,50.58,0.0332,#d74f02,52.331,63.4613,65.87,0.0488,#b8690a,75.0166,80.6905,76.17,0.0081,#f8a902
70,P01,P01_s3141592_scrB_neg_d045_00001_,,scrB_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrB_neg_d045_00001_.png,P01_s3141592_scrB_neg_d045_00001_.png,,52e5b19ca6,P01_s3141592_scrB_neg_d045_00001_.png,1024.0,1280.0,30.8089,53.6681,52.02,0.0702,#802f00,15.7611,23.3967,80.4,0.4857,#352400,0.8431,29.6175,2.5918,4.0,0.1651,47.3575,12.5788,19.2934,75.98,0.0187,#2e1e00,18.1706,29.1142,65.81,0.0956,#442500,22.0413,37.1625,58.71,0.0696,#572800,28.4422,42.8782,64.52,0.0181,#683600,39.0083,66.6509,49.45,0.0181,#a43700,42.1963,47.6524,75.24,0.0022,#875b0f
71,P01,P01_s3141592_scrB_neg_d060_00001_,,scrB_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrB_neg_d060_00001_.png,P01_s3141592_scrB_neg_d060_00001_.png,,52e5b19ca6,P01_s3141592_scrB_neg_d060_00001_.png,1024.0,1280.0,16.3897,23.471,78.42,0.0979,#372502,7.8561,12.0963,77.41,0.0483,#211500,0.0559,19.9572,1.9652,3.0,0.1328,30.8536,4.268,6.5545,78.3,0.0509,#160e00,8.3202,13.8311,65.18,0.0574,#251500,9.0237,13.4764,88.61,0.0754,#211900,14.2118,30.4289,45.17,0.0104,#441500,17.6371,37.4081,45.13,0.0062,#521700,24.2251,32.5898,67.44,0.0016,#553109
72,P01,P01_s3141592_scrB_pos_d030_00001_,,scrB_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrB_pos_d030_00001_.png,P01_s3141592_scrB_pos_d030_00001_.png,,52e5b19ca6,P01_s3141592_scrB_pos_d030_00001_.png,1024.0,1280.0,7.0876,23.6747,325.45,0.0434,#260a28,0.0543,0.9634,291.99,0.3801,#000002,0.9112,41.2074,6.6644,4.0,0.4251,34.7804,0.0091,0.1742,290.81,0.2833,#000000,0.975,9.5188,297.45,0.1418,#050115,1.4656,19.2314,292.79,0.0411,#030122,15.1581,29.1497,352.86,0.0125,#48102c,32.2801,34.3168,298.73,0.0023,#4b457b,41.2165,34.9546,18.08,0.0059,#974951
73,P01,P01_s3141592_scrB_pos_d045_00001_,,scrB_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrB_pos_d045_00001_.png,P01_s3141592_scrB_pos_d045_00001_.png,,52e5b19ca6,P01_s3141592_scrB_pos_d045_00001_.png,1024.0,1280.0,60.7224,10.0684,90.01,0.0435,#9a9281,0.6999,2.1986,310.55,0.4873,#040207,0.9813,71.3918,7.263,5.0,0.5431,23.9791,0.6342,2.0869,309.61,0.4797,#040106,5.1677,26.066,297.27,0.0634,#0d0c30,21.7271,13.0651,290.85,0.033,#313346,28.7266,19.9059,11.21,0.0304,#62383e,49.394,19.1977,71.73,0.0217,#8a7157,72.026,4.8955,117.8,0.0108,#b0b2a9
74,P01,P01_s3141592_scrB_pos_d060_00001_,,scrB_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P01_s3141592_scrB_pos_d060_00001_.png,P01_s3141592_scrB_pos_d060_00001_.png,,52e5b19ca6,P01_s3141592_scrB_pos_d060_00001_.png,1024.0,1280.0,94.3919,10.8331,158.43,0.1768,#ddf4e7,84.862,14.7766,137.79,0.0817,#c6d9c1,0.1472,17.4416,3.269,2.0,0.2563,13.6321,77.7612,18.4101,128.3,0.0287,#b5c6a5,80.4501,11.6056,156.04,0.0556,#b6cdbe,90.2625,25.2377,113.59,0.0571,#e1e7b7,93.2288,22.8302,181.82,0.0274,#b7f8ec,94.2969,24.198,139.97,0.0452,#d5f8d0,95.2028,19.5363,199.98,0.1992,#c0fcfd
75,P02,P02_s1618033_B1_neg_d030_00001_,,B1_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B1_neg_d030_00001_.png,P02_s1618033_B1_neg_d030_00001_.png,,7919c95fcf,P02_s1618033_B1_neg_d030_00001_.png,1024.0,1280.0,85.6776,13.0924,89.58,0.1218,#e1d5be,7.0022,1.8032,67.69,0.2097,#181513,0.8867,75.3119,13.5318,5.0,0.389,33.6446,6.0917,1.5568,60.9,0.2094,#161311,46.0147,35.2014,44.77,0.036,#9e5b45,51.8299,24.4048,128.25,0.0805,#6d825a,53.4043,29.9712,80.0,0.0133,#987b4d,71.1325,19.8477,66.56,0.044,#c9a88e,81.4036,10.7535,188.25,0.1796,#b2d0cd
76,P02,P02_s1618033_B1_neg_d045_00001_,,B1_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B1_neg_d045_00001_.png,P02_s1618033_B1_neg_d045_00001_.png,,7919c95fcf,P02_s1618033_B1_neg_d045_00001_.png,1024.0,1280.0,88.038,12.3603,100.01,0.144,#e2ddc6,5.527,3.6929,57.06,0.2,#17110d,0.847,75.2466,12.5205,4.0,0.3279,41.5715,4.2064,2.5675,57.22,0.1977,#130e0a,42.0285,44.139,49.62,0.0643,#9a4e2d,51.6146,31.2924,129.11,0.0518,#678350,56.1015,18.664,65.38,0.0925,#9e8169,60.6693,36.5197,82.79,0.0344,#ae8e52,79.453,10.6774,188.67,0.1301,#adcbc7
77,P02,P02_s1618033_B1_neg_d060_00001_,,B1_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B1_neg_d060_00001_.png,P02_s1618033_B1_neg_d060_00001_.png,,7919c95fcf,P02_s1618033_B1_neg_d060_00001_.png,1024.0,1280.0,72.8832,12.5239,117.0,0.1243,#b1b59e,22.6317,23.5056,70.63,0.0698,#4a3115,0.8981,59.1926,12.0052,4.0,0.2028,26.4314,20.9054,22.4966,73.21,0.0549,#442e12,38.4362,34.9413,81.53,0.1066,#725620,45.9984,25.2924,99.09,0.0962,#756e43,47.088,38.4102,101.7,0.0841,#76722e,47.611,39.5133,61.77,0.0677,#9d6436,80.098,13.0819,107.39,0.0277,#c9c8af
78,P02,P02_s1618033_B1_pos_d030_00001_,,B1_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B1_pos_d030_00001_.png,P02_s1618033_B1_pos_d030_00001_.png,,7919c95fcf,P02_s1618033_B1_pos_d030_00001_.png,1024.0,1280.0,90.3779,11.3784,182.66,0.1614,#cbeae4,3.5123,1.7308,73.55,0.1946,#0f0c09,0.8189,88.1132,16.0967,4.0,0.3435,45.5296,2.0814,1.1988,58.09,0.2019,#0a0705,46.8112,20.9435,151.15,0.0919,#54775d,49.9965,46.7284,42.76,0.0355,#b85d43,54.5532,29.863,132.66,0.0984,#6c8b5c,62.8478,46.1271,77.38,0.0171,#bf9047,90.1946,12.8084,91.44,0.1415,#ede2cb
79,P02,P02_s1618033_B1_pos_d045_00001_,,B1_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B1_pos_d045_00001_.png,P02_s1618033_B1_pos_d045_00001_.png,,7919c95fcf,P02_s1618033_B1_pos_d045_00001_.png,1024.0,1280.0,92.6404,11.8406,191.68,0.2105,#cff1ee,2.5516,0.9231,67.73,0.1878,#0b0907,0.7888,89.6487,14.0702,5.0,0.3532,46.907,2.0873,0.6098,68.56,0.225,#090706,46.3319,47.5168,44.47,0.0246,#ad5437,55.9796,27.8683,78.3,0.0996,#9f8157,59.3438,39.7702,121.55,0.0933,#7f9851,73.2364,30.1961,48.93,0.0247,#e4a68b,91.7359,13.8417,90.56,0.1282,#f2e6cd
80,P02,P02_s1618033_B1_pos_d060_00001_,,B1_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B1_pos_d060_00001_.png,P02_s1618033_B1_pos_d060_00001_.png,,7919c95fcf,P02_s1618033_B1_pos_d060_00001_.png,1024.0,1280.0,91.227,9.5382,191.42,0.2372,#d0ebe9,6.5381,13.2526,301.09,0.1924,#161223,0.788,85.5,18.4314,4.0,0.3155,50.9977,4.8461,5.9374,301.11,0.1713,#120f18,9.2515,29.0152,300.71,0.0716,#18143c,62.1847,50.7467,64.35,0.0689,#cf8645,71.7672,31.05,136.13,0.0552,#94ba88,74.9371,56.9351,125.24,0.0848,#97c75f,90.3461,15.868,83.23,0.1442,#f3e1c5
81,P02,P02_s1618033_B6_neg_d030_00001_,,B6_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B6_neg_d030_00001_.png,P02_s1618033_B6_neg_d030_00001_.png,,7919c95fcf,P02_s1618033_B6_neg_d030_00001_.png,1024.0,1280.0,92.0158,11.7056,299.16,0.1525,#eae5fc,49.9141,36.1774,295.51,0.085,#7270ae,0.7699,34.071,3.4202,5.0,0.2427,29.571,47.758,36.8191,295.48,0.0659,#6c6ba9,55.9199,29.9999,294.76,0.0545,#8381b5,56.3424,46.5952,297.39,0.0742,#837ecf,65.6544,43.0312,296.55,0.0898,#9c97e4,75.522,17.0242,297.86,0.0466,#bcb6d6,81.829,24.0638,293.83,0.153,#c9c7f5
82,P02,P02_s1618033_B6_neg_d045_00001_,,B6_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B6_neg_d045_00001_.png,P02_s1618033_B6_neg_d045_00001_.png,,7919c95fcf,P02_s1618033_B6_neg_d045_00001_.png,1024.0,1280.0,86.9993,9.0104,354.51,0.1368,#ebd4dc,71.9453,13.88,1.75,0.0944,#caa8b0,0.2623,7.6302,0.8347,1.0,0.1658,6.1127,68.6743,14.9078,12.69,0.0381,#c49ea2,71.5688,16.0931,358.92,0.0706,#cca5b0,73.3619,9.9805,2.37,0.0746,#c7aeb4,74.337,11.7931,341.4,0.0913,#c9b0be,74.7515,12.3481,28.83,0.0189,#d0b1ad,76.3045,15.3043,332.4,0.0686,#d0b4ca
83,P02,P02_s1618033_B6_neg_d060_00001_,,B6_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B6_neg_d060_00001_.png,P02_s1618033_B6_neg_d060_00001_.png,,7919c95fcf,P02_s1618033_B6_neg_d060_00001_.png,1024.0,1280.0,80.5382,8.1873,6.18,0.1709,#d8c3c6,37.6777,18.0733,340.89,0.0547,#704f63,0.6567,34.0226,5.6681,3.0,0.2113,13.7127,34.6211,18.2693,340.47,0.0434,#68485b,49.668,21.1888,350.61,0.0616,#96697d,61.4953,15.451,345.26,0.1109,#ac8c9c,65.8668,13.1883,1.9,0.1004,#b898a0,66.0539,7.476,15.23,0.0673,#af9c9d,68.6438,18.5223,349.03,0.0664,#c59cae
84,P02,P02_s1618033_B6_pos_d030_00001_,,B6_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B6_pos_d030_00001_.png,P02_s1618033_B6_pos_d030_00001_.png,,7919c95fcf,P02_s1618033_B6_pos_d030_00001_.png,1024.0,1280.0,77.0349,43.0165,117.76,0.078,#b2c776,0.9894,1.5296,75.17,0.3152,#060300,0.9364,66.9486,5.2848,6.0,0.3887,60.326,0.5063,0.8416,63.79,0.2979,#040100,13.1122,22.1049,121.1,0.0908,#1b2500,30.6171,39.2578,89.29,0.0628,#584601,51.7536,61.1676,116.91,0.0538,#668606,59.0048,46.6488,124.99,0.0289,#749948,67.4548,35.6771,148.57,0.0615,#74b282
85,P02,P02_s1618033_B6_pos_d045_00001_,,B6_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B6_pos_d045_00001_.png,P02_s1618033_B6_pos_d045_00001_.png,,7919c95fcf,P02_s1618033_B6_pos_d045_00001_.png,1024.0,1280.0,13.5953,20.5042,105.11,0.0331,#252400,0.119,0.43,24.7,0.5211,#020000,0.9254,41.2752,5.6724,5.0,0.5292,40.5909,0.071,0.267,24.13,0.4821,#010000,6.0434,9.0559,93.46,0.047,#181300,6.222,13.5238,139.77,0.0082,#061801,12.431,23.3984,141.93,0.0072,#092609,24.7306,35.5207,119.03,0.0046,#2e4105,41.3462,40.8579,132.74,0.0031,#416c2e
86,P02,1618033,B6_pos,B6_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_B6_pos_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P02,P02_s1618033_baseline_00001_,,baseline,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_baseline_00001_.png,P02_s1618033_baseline_00001_.png,,7919c95fcf,P02_s1618033_baseline_00001_.png,1024.0,1280.0,87.4617,13.2112,89.55,0.1133,#e6dac2,4.8038,1.387,82.95,0.2225,#12100e,0.8782,81.2617,14.7005,5.0,0.3828,33.6276,3.5872,0.9935,76.25,0.2194,#0e0d0b,48.2042,34.6211,43.6,0.0353,#a4614b,55.6985,25.5563,130.28,0.0715,#758d63,58.5457,33.234,83.27,0.0136,#a68953,72.1092,20.5463,62.53,0.0314,#ceaa90,84.849,10.7211,179.7,0.1634,#bddad3
88,P02,P02_s1618033_scrA_neg_d030_00001_,,scrA_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrA_neg_d030_00001_.png,P02_s1618033_scrA_neg_d030_00001_.png,,7919c95fcf,P02_s1618033_scrA_neg_d030_00001_.png,1024.0,1280.0,90.6774,11.9854,102.66,0.1204,#e9e5ce,5.7913,1.355,76.44,0.1659,#141311,0.8381,79.167,14.0076,5.0,0.2765,28.1325,3.5253,0.7739,54.16,0.1468,#0e0c0b,45.6183,28.0837,41.52,0.045,#965e4e,50.6459,24.1916,130.3,0.0705,#697f59,53.4706,28.9064,83.76,0.0246,#957c4e,69.2027,14.4968,77.51,0.0617,#b9a690,82.6923,10.8794,176.39,0.1298,#b8d4cc
89,P02,P02_s1618033_scrA_neg_d045_00001_,,scrA_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrA_neg_d045_00001_.png,P02_s1618033_scrA_neg_d045_00001_.png,,7919c95fcf,P02_s1618033_scrA_neg_d045_00001_.png,1024.0,1280.0,86.6199,13.0259,96.02,0.143,#e1d9c0,4.3551,1.2664,42.8,0.1891,#120e0d,0.8793,79.1135,8.7483,5.0,0.2505,45.7547,2.566,0.8846,11.45,0.1757,#0c0909,25.1112,18.9376,40.98,0.0493,#553329,44.2744,46.6393,40.84,0.0211,#a84e38,48.884,26.0818,131.61,0.0551,#627b52,75.2797,25.4974,73.79,0.0308,#d6b48d,81.6795,10.2968,157.4,0.0748,#bbd0c3
90,P02,P02_s1618033_scrA_neg_d060_00001_,,scrA_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrA_neg_d060_00001_.png,P02_s1618033_scrA_neg_d060_00001_.png,,7919c95fcf,P02_s1618033_scrA_neg_d060_00001_.png,1024.0,1280.0,69.744,15.4637,211.5,0.0717,#86b2b8,11.0239,5.7214,224.67,0.143,#141f23,0.9574,65.451,9.987,4.0,0.1679,26.0037,8.8962,5.511,228.04,0.102,#101b1f,30.2401,19.4101,145.92,0.066,#324e36,58.5978,18.7705,246.65,0.0364,#6a92ab,61.4326,8.8022,148.52,0.041,#8a988c,69.3591,31.5147,120.45,0.0133,#9fb077,74.3472,25.3755,206.63,0.0182,#73c4cb
91,P02,P02_s1618033_scrA_pos_d030_00001_,,scrA_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrA_pos_d030_00001_.png,P02_s1618033_scrA_pos_d030_00001_.png,,7919c95fcf,P02_s1618033_scrA_pos_d030_00001_.png,1024.0,1280.0,88.1531,14.1057,86.87,0.109,#eadcc3,3.1634,0.7904,41.32,0.248,#0d0b0a,0.903,82.3494,8.1354,6.0,0.4146,39.181,1.9984,0.7539,5.99,0.2423,#090707,28.6364,15.3937,49.54,0.0689,#583d32,43.2295,39.935,42.06,0.0548,#9d513b,49.157,26.7679,136.68,0.0402,#5e7d55,74.1797,28.9461,68.92,0.0262,#daae85,84.3477,11.5585,182.01,0.1723,#bad9d3
92,P02,P02_s1618033_scrA_pos_d045_00001_,,scrA_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrA_pos_d045_00001_.png,P02_s1618033_scrA_pos_d045_00001_.png,,7919c95fcf,P02_s1618033_scrA_pos_d045_00001_.png,1024.0,1280.0,86.7301,16.708,79.7,0.1162,#ebd6ba,2.1618,0.805,340.28,0.3871,#0a0709,0.9176,83.991,4.3707,6.0,0.479,52.5689,1.5524,0.8666,306.68,0.3952,#060507,25.1916,37.1397,303.32,0.0149,#3f336b,43.5047,53.4355,35.31,0.0378,#b04336,61.2917,51.0627,84.63,0.0189,#b48f36,74.3615,29.0569,43.22,0.0219,#e8a894,85.5434,11.6282,158.53,0.0839,#c3dccd
93,P02,P02_s1618033_scrA_pos_d060_00001_,,scrA_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrA_pos_d060_00001_.png,P02_s1618033_scrA_pos_d060_00001_.png,,7919c95fcf,P02_s1618033_scrA_pos_d060_00001_.png,1024.0,1280.0,68.1129,26.8276,51.92,0.0714,#cf9a81,2.041,1.4964,11.91,0.5479,#0c0607,0.9807,66.0811,10.5371,5.0,0.4833,58.9059,1.4427,0.2313,163.57,0.4406,#050505,21.3846,25.7395,292.39,0.0183,#2c3057,32.1087,59.1372,39.32,0.0278,#912112,61.8785,31.1914,164.54,0.0428,#5aa386,67.3126,29.3118,20.61,0.0231,#d99193,67.5238,34.9861,75.69,0.0252,#c79d68
94,P02,P02_s1618033_scrB_neg_d030_00001_,,scrB_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrB_neg_d030_00001_.png,P02_s1618033_scrB_neg_d030_00001_.png,,7919c95fcf,P02_s1618033_scrB_neg_d030_00001_.png,1024.0,1280.0,91.9698,73.4714,113.39,0.0921,#d9f55e,24.6525,32.4373,93.41,0.1053,#443a03,0.9159,70.0254,16.3093,3.0,0.3618,53.5178,19.4175,27.2271,98.42,0.0609,#343001,51.9561,77.725,52.7,0.0284,#d35400,52.3087,57.215,96.5,0.2069,#8b7e03,53.046,61.731,73.98,0.0732,#af7203,88.4037,63.4413,119.9,0.0081,#c4ec70,89.4429,80.7449,98.48,0.1549,#f5e435
95,P02,P02_s1618033_scrB_neg_d045_00001_,,scrB_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrB_neg_d045_00001_.png,P02_s1618033_scrB_neg_d045_00001_.png,,7919c95fcf,P02_s1618033_scrB_neg_d045_00001_.png,1024.0,1280.0,78.2221,77.6065,95.1,0.103,#dac213,32.0714,41.3351,83.38,0.3604,#614700,0.9003,48.293,2.2177,6.0,0.373,37.06,31.4423,40.9909,81.93,0.3178,#614500,43.7039,60.2293,61.66,0.0401,#a15200,50.0971,58.6498,76.68,0.0552,#a16d00,61.405,65.065,92.42,0.0206,#ac9303,71.9744,75.8707,82.16,0.0546,#e1a702,79.7353,78.0509,104.3,0.0056,#c9cd1f
96,P02,1618033,scrB_neg,scrB_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrB_neg_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,P02,P02_s1618033_scrB_pos_d030_00001_,,scrB_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrB_pos_d030_00001_.png,P02_s1618033_scrB_pos_d030_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_d030_00001_.png,1024.0,1280.0,37.9317,51.441,305.94,0.0348,#644a9d,0.2279,2.6268,292.54,0.5055,#010007,0.969,49.9292,9.3844,4.0,0.4069,61.5152,0.1155,1.4951,290.88,0.3615,#000004,10.6732,43.1586,303.19,0.0206,#18134f,22.2647,47.6776,293.22,0.0454,#163077,22.9701,35.9706,314.81,0.0198,#48295d,23.7387,63.0103,299.5,0.0443,#212c8d,50.0447,21.8325,309.92,0.0098,#827094
98,P02,P02_s1618033_scrB_pos_d045_00001_,,scrB_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrB_pos_d045_00001_.png,P02_s1618033_scrB_pos_d045_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_d045_00001_.png,1024.0,1280.0,83.6415,10.0836,177.17,0.1165,#bcd6cf,8.1147,6.8291,283.82,0.2116,#151720,0.9381,75.5106,8.8678,5.0,0.2694,39.5998,5.1656,2.8662,291.56,0.1431,#111115,29.8698,42.4659,281.29,0.1262,#034688,33.3839,14.4145,43.33,0.0625,#64483f,55.2955,31.9443,91.54,0.0304,#95834c,75.3581,15.7071,122.76,0.0526,#b4bea1,80.6762,19.4291,220.55,0.0638,#99d1df
99,P02,P02_s1618033_scrB_pos_d060_00001_,,scrB_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s1618033_scrB_pos_d060_00001_.png,P02_s1618033_scrB_pos_d060_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_d060_00001_.png,1024.0,1280.0,97.7093,10.3431,195.81,0.1628,#e0fffd,93.4896,20.4476,133.33,0.0493,#dcf3cf,0.1468,8.1995,1.89,2.0,0.2335,14.1036,88.2758,14.6156,147.28,0.0398,#cbe4ce,93.423,21.798,191.89,0.0102,#b7f8f4,93.7643,20.999,165.85,0.093,#c5f8e3,93.8938,28.7192,145.57,0.0392,#c9facd,94.3639,25.5313,129.59,0.0547,#def7c8,96.4753,16.4166,139.51,0.1405,#e4fbe0
100,P02,P02_s2718281_B1_neg_d030_00001_,,B1_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B1_neg_d030_00001_.png,P02_s2718281_B1_neg_d030_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_d030_00001_.png,1024.0,1280.0,88.311,10.7531,101.91,0.1142,#e2deca,7.4873,1.4335,76.59,0.2226,#181615,0.8637,74.2643,13.2501,5.0,0.3784,33.4006,5.7028,1.0033,63.83,0.1993,#141211,45.925,34.4039,47.27,0.0447,#9c5c44,48.7396,11.76,69.13,0.0778,#827161,55.6312,24.2295,125.05,0.0307,#7a8b62,70.1961,26.8764,68.62,0.0305,#cda47f,79.967,11.8478,189.94,0.1791,#accdca
101,P02,P02_s2718281_B1_neg_d045_00001_,,B1_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B1_neg_d045_00001_.png,P02_s2718281_B1_neg_d045_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_d045_00001_.png,1024.0,1280.0,87.273,11.9948,102.88,0.1545,#dfdbc5,6.4645,4.1471,55.65,0.1816,#1a130f,0.832,72.4207,13.49,4.0,0.3313,36.9072,4.4058,2.5171,58.06,0.1702,#130e0b,38.3387,39.4243,50.25,0.0514,#8a482a,38.9356,21.4114,134.0,0.1299,#4c6242,51.0031,27.7163,76.29,0.0541,#93744c,51.1085,32.6919,125.81,0.0587,#69824b,76.8265,11.8494,171.04,0.1611,#a7c4ba
102,P02,P02_s2718281_B1_neg_d060_00001_,,B1_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B1_neg_d060_00001_.png,P02_s2718281_B1_neg_d060_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_d060_00001_.png,1024.0,1280.0,71.8932,15.3161,112.93,0.1122,#b0b396,26.0983,25.7092,62.07,0.1152,#58361b,0.8965,51.2336,7.7283,4.0,0.2222,26.1447,22.9662,25.0103,59.44,0.0682,#502f17,41.9537,25.9984,86.02,0.1344,#746138,48.3738,33.611,71.86,0.0878,#936b3d,52.3685,35.1952,99.43,0.0679,#877e40,54.1298,19.9755,78.24,0.0854,#947e60,74.1998,9.0505,137.27,0.0109,#afbaab
