prompt_id,prompt_sha1,condition,seed,file_path,filename,body_area_frac,contrast_proxy_frac,file,colorfulness_hs
S4_claymation,47e50abd86,blockshuf_neg_2x,777,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_blockshuf_neg_2x_seed777_00001_.png,S4_claymation_blockshuf_neg_2x_seed777_00001_.png,0.2518798828125,0.04793701171875,S4_claymation_blockshuf_neg_2x_seed777_00001_.png,76.06035614013672
S4_claymation,47e50abd86,blockshuf_neg_2x,1337,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_blockshuf_neg_2x_seed1337_00001_.png,S4_claymation_blockshuf_neg_2x_seed1337_00001_.png,0.293408203125,0.0120452880859375,S4_claymation_blockshuf_neg_2x_seed1337_00001_.png,77.44052124023438
S4_claymation,47e50abd86,blockshuf_neg_2x,9999,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_blockshuf_neg_2x_seed9999_00001_.png,S4_claymation_blockshuf_neg_2x_seed9999_00001_.png,0.2678741455078125,0.028436279296875,S4_claymation_blockshuf_neg_2x_seed9999_00001_.png,81.85752868652344
S4_claymation,47e50abd86,blockshuf_neg_2x,4242145,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_blockshuf_neg_2x_seed4242145_00001_.png,S4_claymation_blockshuf_neg_2x_seed4242145_00001_.png,0.2829864501953125,0.0380859375,S4_claymation_blockshuf_neg_2x_seed4242145_00001_.png,69.39581298828125
S4_claymation,47e50abd86,rand_pos_1x,42,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_rand_pos_1x_seed42_00001_.png,S4_claymation_rand_pos_1x_seed42_00001_.png,0.3542327880859375,0.0236419677734375,S4_claymation_rand_pos_1x_seed42_00001_.png,54.26926803588867
S4_claymation,47e50abd86,rand_pos_1x,777,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_rand_pos_1x_seed777_00001_.png,S4_claymation_rand_pos_1x_seed777_00001_.png,0.34774169921875,0.02034912109375,S4_claymation_rand_pos_1x_seed777_00001_.png,52.180397033691406
S4_claymation,47e50abd86,rand_pos_1x,1337,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_rand_pos_1x_seed1337_00001_.png,S4_claymation_rand_pos_1x_seed1337_00001_.png,0.30537109375,0.0235382080078125,S4_claymation_rand_pos_1x_seed1337_00001_.png,51.79830551147461
S4_claymation,47e50abd86,rand_pos_1x,9999,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_rand_pos_1x_seed9999_00001_.png,S4_claymation_rand_pos_1x_seed9999_00001_.png,0.362261962890625,0.0347686767578125,S4_claymation_rand_pos_1x_seed9999_00001_.png,52.818992614746094
S4_claymation,47e50abd86,rand_pos_1x,4242145,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_rand_pos_1x_seed4242145_00001_.png,S4_claymation_rand_pos_1x_seed4242145_00001_.png,0.3117401123046875,0.013885498046875,S4_claymation_rand_pos_1x_seed4242145_00001_.png,52.15205764770508
S4_claymation,47e50abd86,rand_pos_2x,42,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_rand_pos_2x_seed42_00001_.png,S4_claymation_rand_pos_2x_seed42_00001_.png,0.3056243896484375,0.00810546875,S4_claymation_rand_pos_2x_seed42_00001_.png,62.077423095703125
S4_claymation,47e50abd86,rand_pos_2x,777,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_rand_pos_2x_seed777_00001_.png,S4_claymation_rand_pos_2x_seed777_00001_.png,0.271246337890625,0.0090667724609375,S4_claymation_rand_pos_2x_seed777_00001_.png,69.86885833740234
S4_claymation,47e50abd86,rand_pos_2x,1337,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_rand_pos_2x_seed1337_00001_.png,S4_claymation_rand_pos_2x_seed1337_00001_.png,0.247772216796875,0.009002685546875,S4_claymation_rand_pos_2x_seed1337_00001_.png,69.5082778930664
S4_claymation,47e50abd86,rand_pos_2x,9999,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_rand_pos_2x_seed9999_00001_.png,S4_claymation_rand_pos_2x_seed9999_00001_.png,0.31962890625,0.012200927734375,S4_claymation_rand_pos_2x_seed9999_00001_.png,65.45911407470703
S4_claymation,47e50abd86,rand_pos_2x,4242145,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S4_claymation_rand_pos_2x_seed4242145_00001_.png,S4_claymation_rand_pos_2x_seed4242145_00001_.png,0.2575286865234375,0.0095916748046875,S4_claymation_rand_pos_2x_seed4242145_00001_.png,63.26237869262695
S5_ukiyoe,831f2d868c,baseline,42,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_baseline_seed42_00001_.png,S5_ukiyoe_baseline_seed42_00001_.png,0.25860595703125,0.216986083984375,S5_ukiyoe_baseline_seed42_00001_.png,40.08031463623047
S5_ukiyoe,831f2d868c,baseline,777,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_baseline_seed777_00001_.png,S5_ukiyoe_baseline_seed777_00001_.png,0.2294342041015625,0.2199615478515625,S5_ukiyoe_baseline_seed777_00001_.png,43.22799682617188
S5_ukiyoe,831f2d868c,baseline,1337,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_baseline_seed1337_00001_.png,S5_ukiyoe_baseline_seed1337_00001_.png,0.224859619140625,0.2483612060546875,S5_ukiyoe_baseline_seed1337_00001_.png,44.77333831787109
S5_ukiyoe,831f2d868c,baseline,9999,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_baseline_seed9999_00001_.png,S5_ukiyoe_baseline_seed9999_00001_.png,0.2447723388671875,0.1951446533203125,S5_ukiyoe_baseline_seed9999_00001_.png,43.47548675537109
S5_ukiyoe,831f2d868c,baseline,4242145,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_baseline_seed4242145_00001_.png,S5_ukiyoe_baseline_seed4242145_00001_.png,0.213916015625,0.10618896484375,S5_ukiyoe_baseline_seed4242145_00001_.png,41.210105895996094
S5_ukiyoe,831f2d868c,preset_pos_1x,42,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_preset_pos_1x_seed42_00001_.png,S5_ukiyoe_preset_pos_1x_seed42_00001_.png,0.258056640625,0.1243560791015625,S5_ukiyoe_preset_pos_1x_seed42_00001_.png,41.03767395019531
S5_ukiyoe,831f2d868c,preset_pos_1x,777,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_preset_pos_1x_seed777_00001_.png,S5_ukiyoe_preset_pos_1x_seed777_00001_.png,0.267742919921875,0.0905517578125,S5_ukiyoe_preset_pos_1x_seed777_00001_.png,43.61363983154297
