file,width_px,height_px,stroke_width_median_px,stroke_width_std_px,stroke_width_cv,edge_density,contour_mean_length_px,contour_n_components,crosshatch_entropy_mean,crosshatch_entropy_p90,color_top4_cluster_share,color_cluster_entropy_norm,color_n_effective,colorfulness_hs,luminance_hist_n_peaks,shadow_edge_transition_width_px,shadow_edge_transition_width_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_entropy,lbp_uniform_share,fft_radial_slope,fft_high_freq_share,condition,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
P01_s1618033_B1_neg_00001_.png,1024,1280,2.799999952316284,2.0996382236480713,0.7498708069302492,0.12661895751953126,55.24700399467377,3004,3.271991014480591,3.997114419937134,0.55725,0.8630362726725552,10.944583063868407,39.975257873535156,1,17.0,6.403464378490173,8.295238656487559,0.7054544124467799,0.24353299225327502,0.88200413837315,3.16076487210213,0.830584716796875,-3.358477699240236,2.1972877833813183e-05,,65.4239,9.8655,83.3,0.0469,#a89e8d,2.899,0.9604,27.31,0.3557,#0d0a0a,0.9664,83.3258,11.0318,5,0.3712,53.1143,1.9231,0.5261,30.68,0.3274,#090706,38.8552,28.5877,34.77,0.0438,#864c42,51.1318,46.075,41.73,0.0291,#bb6047,67.0086,53.6405,57.42,0.0215,#e78d52,81.7866,40.2303,78.6,0.0093,#f2c481,85.2489,6.2096,94.75,0.0067,#d9d5c9
P01_s1618033_B1_pos_00001_.png,1024,1280,2.799999952316284,2.1542751789093018,0.7693840055701393,0.12914962768554689,57.16953731847349,2961,3.2281830310821533,3.976618528366089,0.5157999999999999,0.8846690343389738,11.621111344614553,37.99722671508789,2,16.0,6.072305217533685,8.811768414099559,0.7055837410828227,0.24569685923328796,0.8817221829038188,3.1508019364810207,0.8478294372558594,-3.4261404577522936,1.9766295784308837e-05,,70.4625,11.3807,88.78,0.0363,#b5ab98,2.7976,0.9737,10.74,0.3631,#0d090a,0.9772,86.5623,13.0559,5,0.3978,47.1805,1.7652,0.5696,2.78,0.3283,#080606,42.6898,27.7606,31.73,0.0497,#90554e,50.8631,14.604,61.65,0.0696,#8d7464,53.7315,44.2525,41.99,0.0233,#c0684f,69.8925,47.7501,61.11,0.0248,#e6995f,88.3275,29.8447,87.41,0.0073,#f5dba5
P01_s1618033_B6_neg_00001_.png,1024,1280,4.0,1.6002260446548462,0.40005651116371155,0.15147323608398439,64.08618463524854,3098,3.1481809616088867,3.970292329788208,0.51275,0.9028355481055931,12.221438439403233,32.33415985107422,2,18.0,5.577213881917874,9.17263903057276,0.6308328736298431,0.17043017931657045,0.8447077802924798,3.1803526756441687,0.8487411499023438,-3.3396116163795244,2.6840222624812987e-05,,55.1652,3.4558,0.2,0.0785,#8a8284,3.8508,4.5951,305.32,0.3415,#100c14,0.936,81.0961,11.6914,5,0.265,40.3754,2.1908,2.238,318.14,0.1833,#0b070c,38.2244,16.2799,280.59,0.0817,#505a74,39.3153,20.4182,5.11,0.0585,#7d505a,48.3807,32.2479,25.89,0.0252,#a75f5d,63.8655,42.6134,45.84,0.0211,#da8566,83.2869,28.3649,72.74,0.0118,#f1c99d
P01_s1618033_B6_pos_00001_.png,1024,1280,2.799999952316284,2.123938798904419,0.7585495839553149,0.125689697265625,58.17231638418079,2832,3.22699236869812,3.8843252658843994,0.5442,0.8714045169971683,11.20148474838745,46.563255310058594,2,18.0,5.818790170063025,6.91824785487361,0.7111981872051271,0.2488944828616927,0.9033579308716806,3.1112019112902263,0.872766876220703,-3.4280377014735874,1.4572968200167384e-05,,59.796,23.578,87.55,0.07,#a18e67,3.1057,2.8254,102.21,0.3656,#0d0b05,0.946,80.8966,6.3529,6,0.4616,56.062,2.3697,2.5874,107.23,0.3546,#090903,29.7821,20.1175,65.34,0.107,#5b412a,37.6811,36.0239,47.81,0.0464,#86482f,52.4424,52.0763,52.14,0.0322,#be6537,69.2434,58.6495,70.26,0.0237,#e39a42,83.2663,42.6798,90.92,0.012,#e9cd7e
P01_s1618033_baseline_00001_.png,1024,1280,2.799999952316284,2.160496711730957,0.7716059816157134,0.1245208740234375,59.41463414634146,2747,3.229543685913086,3.9732964038848877,0.52685,0.8756551476238761,11.334278016520898,39.16868591308594,1,16.0,6.218694892735149,8.344576418066334,0.7128359735671849,0.2552030007980215,0.8840389994204094,3.1552769682011808,0.8347099304199219,-3.398778814740956,2.012729821447045e-05,,57.0496,10.2626,66.78,0.0788,#978679,2.479,0.8522,8.61,0.3601,#0b0809,0.9372,80.679,6.207,6,0.4402,47.6897,1.7518,0.5242,359.44,0.3501,#080606,28.0497,11.7683,36.46,0.0901,#543d38,35.5249,28.1763,31.66,0.0333,#7d433d,51.8948,46.9696,42.23,0.0311,#be6247,69.6926,48.2139,61.79,0.0249,#e5995e,82.4309,18.6471,89.3,0.0118,#dbccaa
P01_s1618033_scrA_neg_00001_.png,1024,1280,2.799999952316284,2.0683670043945312,0.7387025141495043,0.13049392700195311,55.263651050080774,3095,3.261040687561035,4.004117488861084,0.5548,0.8616297381250198,10.90198513000655,36.670677185058594,1,16.0,6.374589466887339,8.281922260117913,0.6998436755728572,0.23233563070632396,0.8770160301809635,3.163271242595431,0.8413734436035156,-3.3823016948320332,2.1060010914439056e-05,,63.2639,8.8065,86.34,0.0446,#a1988a,3.0487,1.0179,9.76,0.3528,#0e0a0b,0.9632,83.5836,11.2627,5,0.3854,50.0006,1.979,0.5834,359.34,0.3228,#090707,39.2132,28.4276,31.89,0.0388,#874c45,48.8465,15.7555,57.78,0.0625,#8a6e5e,52.845,42.5103,43.38,0.0238,#bb674e,68.4641,50.584,58.96,0.0213,#e79359,85.5626,31.6449,84.07,0.0088,#f1d29b
P01_s1618033_scrA_pos_00001_.png,1024,1280,4.0,2.1539666652679443,0.5384916663169861,0.12325515747070312,65.37960339943342,2471,3.1813995838165283,3.9735724925994873,0.5844499999999999,0.8545702739175354,10.69067540258082,39.39763641357422,2,16.0,6.42211601895873,9.543993019986761,0.7099225935997122,0.25233052709848947,0.8744214885046783,3.153195455682183,0.8366859436035157,-3.3893970805356086,2.177707025268638e-05,,72.2946,10.3115,87.12,0.0318,#bab09f,2.6883,1.0389,18.13,0.3613,#0d0909,0.9784,87.9899,8.2717,6,0.4286,47.706,1.6812,0.5384,9.82,0.3285,#080606,34.7476,14.9389,44.51,0.1001,#684b42,43.0296,29.189,36.05,0.0494,#92564a,57.0736,48.2444,47.1,0.0277,#cc704d,73.2344,46.4911,66.97,0.0217,#e9a666,89.671,17.2334,89.92,0.0073,#efe0c1
P01_s1618033_scrB_neg_00001_.png,1024,1280,2.0,2.167480945587158,1.083740472793579,0.13026351928710939,64.82118451025057,2634,3.071080207824707,3.8553481101989746,0.49779999999999996,0.908720509514268,12.422486234050385,59.392601013183594,2,15.0,6.279950286289506,10.894679639334566,0.6908164252690843,0.20646644494410082,0.8719388796468728,3.1496709183803793,0.8449157714843749,-3.391443996259034,1.4110341055674625e-05,,71.4705,63.5828,69.56,0.0476,#ee9e3e,4.4103,4.2193,110.68,0.2776,#101006,0.9702,78.2388,13.055,4,0.3819,57.7375,4.0197,4.0835,112.52,0.2715,#0e0f05,43.4271,31.144,69.26,0.1104,#865f36,48.3952,40.7288,52.18,0.0645,#a7613d,57.7191,61.8211,52.71,0.0356,#d76d34,77.4313,22.0323,98.32,0.0341,#c9c097,82.2586,59.018,84.65,0.0098,#f6c65b
P01_s1618033_scrB_pos_00001_.png,1024,1280,4.0,1.7425585985183716,0.4356396496295929,0.13147506713867188,69.4307010475423,2482,3.2402946949005127,4.009474754333496,0.5984,0.8253097973370761,9.857618780447385,28.1389102935791,1,18.0,5.956993306253628,5.677784743986599,0.7043372813281792,0.28525963382668534,0.871830523989994,3.0884781595462214,0.8757476806640625,-3.356667788013848,2.7824391321759722e-05,,45.8453,5.0214,336.36,0.0719,#736a70,1.3097,2.6807,309.16,0.3874,#07040a,0.9373,78.4728,8.6159,5,0.4739,40.973,0.8739,2.3211,307.24,0.3797,#050208,25.7243,23.3426,9.93,0.0242,#5e2e38,27.3523,16.7371,287.18,0.0942,#3a3f59,41.0381,32.0396,24.39,0.0196,#924c4d,54.6474,43.2941,37.46,0.0174,#c46957,79.3466,29.1396,67.34,0.0099,#eabc93
P01_s2718281_B1_neg_00001_.png,1024,1280,2.799999952316284,2.0679876804351807,0.738567041304572,0.118621826171875,60.734375,2560,3.2637693881988525,4.030379295349121,0.5404,0.8811439481745039,11.508084327355842,39.177215576171875,1,17.0,6.211735171795977,8.002577535838139,0.7192806026220995,0.2435122466954286,0.8881691044780946,3.147074531412968,0.8326698303222656,-3.3735436981551055,1.943836212404079e-05,,69.6568,13.1412,85.43,0.0399,#b6a993,2.8279,0.7722,23.82,0.3482,#0c0a0a,0.9753,87.4999,9.085,5,0.3979,48.3569,1.8572,0.3405,19.55,0.3157,#080707,34.7704,14.5242,51.58,0.0822,#664c40,39.1814,28.8749,33.01,0.044,#874c44,56.1635,48.6974,44.17,0.0293,#cb6c4d,73.734,48.2927,66.61,0.0169,#eda664,89.3571,19.5326,90.53,0.0073,#efdfbb
P01_s2718281_B1_pos_00001_.png,1024,1280,2.799999952316284,2.0956804752349854,0.7484573253300756,0.12751846313476561,60.800654783557654,2749,3.2223472595214844,4.004868984222412,0.54115,0.8710305413134173,11.18987616373213,39.028541564941406,1,18.0,6.0879236814557744,8.796060469915837,0.7090129809024331,0.25003271745518507,0.8838461008291856,3.1474836867842355,0.8448204040527345,-3.424732136070351,1.798212784714279e-05,,67.7731,46.6744,58.8,0.0374,#e1935e,2.3769,0.7152,11.3,0.3401,#0b0808,0.982,78.6671,12.9043,5,0.3925,43.5643,1.8316,0.4551,1.99,0.322,#080607,36.6001,24.8715,31.16,0.0432,#7c4842,46.7802,17.8672,53.9,0.0705,#886857,52.6274,44.0194,41.69,0.0331,#bd654d,79.5096,43.823,78.54,0.0098,#edbd75,80.4987,10.6055,92.88,0.0138,#cfc7b4
P01_s2718281_B6_neg_00001_.png,1024,1280,4.0,1.741506576538086,0.4353766441345215,0.13895339965820314,67.58033395176253,2695,3.1986727714538574,3.9718196392059326,0.55215,0.872798202328373,11.244852322133571,33.630802154541016,2,19.0,5.129402986703229,8.179759380425036,0.6549203680318351,0.19875627125698442,0.8672581527846588,3.185306571094222,0.8410003662109375,-3.403956487893225,2.0790304242292623e-05,,64.3716,38.3724,43.19,0.0349,#d8886f,3.3718,4.1248,308.93,0.3372,#0f0b12,0.9841,77.9041,13.5558,4,0.3654,33.2003,2.2436,3.503,306.46,0.2952,#0a070f,36.8784,24.0332,5.17,0.048,#7c4854,41.4967,11.3644,27.73,0.0702,#755c5a,43.7562,22.8078,286.94,0.0336,#5e668b,50.8967,36.7033,24.93,0.0246,#b46161,80.1477,31.1328,65.38,0.0118,#f0bd93
P01_s2718281_B6_pos_00001_.png,1024,1280,2.0,2.191619873046875,1.0958099365234375,0.12442092895507813,55.03914951063112,2963,3.22143292427063,3.9107677936553955,0.54935,0.8622239470107501,10.919960919686597,46.72075271606445,1,17.0,6.019619198802094,7.519294154247797,0.7168614454792476,0.26625324007621043,0.8984427342951747,3.0881312399642487,0.8896682739257812,-3.4064650066502273,1.5541374513839597e-05,,63.7379,26.1777,88.58,0.0703,#ac986c,2.5866,2.5082,106.19,0.3601,#0a0a04,0.9548,82.7118,9.7269,5,0.4591,56.0835,2.0381,2.3485,109.42,0.3531,#080802,34.8813,23.1982,69.97,0.106,#694d2f,37.1227,36.2784,47.9,0.0408,#85462d,53.9929,54.5321,52.9,0.0331,#c46836,69.4292,58.4319,68.98,0.0192,#e59944,84.7498,37.7613,94.18,0.0093,#e7d38c
P01_s2718281_baseline_00001_.png,1024,1280,2.799999952316284,2.1445226669311523,0.7659009655186273,0.12215423583984375,64.7956292998786,2471,3.248739004135132,4.01790714263916,0.5750000000000001,0.8578326222305632,10.787812815673922,39.18854904174805,1,17.0,6.3224603748501504,8.577284951508386,0.7162321631731174,0.2547539585693837,0.8859723895609442,3.1481279442257337,0.8331550598144531,-3.391774492046349,1.9386179361422298e-05,,61.1063,10.7935,80.19,0.0646,#9e9281,2.5269,0.8253,24.94,0.3561,#0b0908,0.953,81.2172,12.3131,5,0.3923,49.0305,1.8784,0.4464,16.06,0.3461,#080707,40.6099,30.9171,33.63,0.0462,#8e4e45,44.1018,21.1007,269.0,0.0175,#506a8b,58.8457,49.4768,47.42,0.0296,#d2744f,76.1462,44.6626,73.15,0.0161,#eab16d,83.0955,12.2934,93.58,0.0113,#d7cfb8
P01_s2718281_scrA_neg_00001_.png,1024,1280,2.799999952316284,2.034287691116333,0.726531330628588,0.12349014282226563,59.85983727810651,2704,3.259829521179199,4.02718448638916,0.56025,0.8569469658348854,10.76135518141677,38.9517707824707,1,18.0,6.0441859796944275,7.7539713437172315,0.7135345501567563,0.24902460807601784,0.8881450217914524,3.153596764704686,0.8410751342773437,-3.41806396424505,1.7982334531634793e-05,,67.6553,47.2447,58.65,0.0301,#e1925d,2.6006,0.9344,26.16,0.3493,#0c0909,0.9837,81.2925,14.9739,4,0.381,43.8993,1.8452,0.4778,20.08,0.3217,#080606,39.2456,25.7101,31.23,0.0486,#844e48,48.7816,18.4368,61.89,0.0593,#8c6e59,50.5778,12.3753,257.98,0.0208,#687b8d,52.3705,44.3771,41.44,0.0367,#bd644c,83.1378,36.7352,79.84,0.0096,#f2c98b
P01_s2718281_scrA_pos_00001_.png,1024,1280,2.799999952316284,2.139664649963379,0.7641659594291612,0.12044677734375,62.10542879622344,2542,3.2352066040039062,4.004063129425049,0.5539000000000001,0.8628497177538693,10.938923550817705,40.32912063598633,1,17.0,6.155379602474805,8.709109640411272,0.7227444447472038,0.2728167697140969,0.8867555470635231,3.129420617657539,0.839655303955078,-3.3931982077285983,1.984336189429094e-05,,66.6359,11.5911,82.85,0.0546,#ada08e,2.4114,0.7997,17.19,0.3679,#0b0808,0.9613,85.3234,8.5298,6,0.4422,49.0343,1.4709,0.3675,8.79,0.3445,#060505,34.5281,14.9829,44.34,0.0977,#674b41,42.8682,32.1522,32.02,0.0418,#96524a,59.7143,49.4017,45.6,0.0307,#d67653,75.1273,48.7732,69.37,0.0165,#eeab65,86.7943,11.1017,97.71,0.0089,#dfd9c5
P01_s2718281_scrB_neg_00001_.png,1024,1280,2.799999952316284,2.138247013092041,0.7636596605379183,0.12974700927734376,57.067785234899326,2980,3.1821863651275635,3.917863607406616,0.54435,0.8815666601610715,11.521579783673538,59.28257751464844,3,16.0,6.20185561418436,10.93418057961328,0.6869467925077288,0.20406389167356606,0.8809439985135439,3.1541007863782147,0.8586776733398436,-3.425342878731197,1.2647474133131644e-05,,75.2207,25.3722,95.95,0.0551,#c6b98b,4.3591,4.4076,116.86,0.2969,#0f1006,0.9634,81.7813,14.8736,5,0.3575,61.5268,3.9038,4.2748,119.4,0.2925,#0d0f05,49.094,39.3647,52.05,0.065,#a86341,62.3057,38.0867,79.38,0.0616,#b79054,68.6717,65.8016,64.89,0.0278,#ee9238,81.7503,61.6855,85.06,0.0138,#f5c553,85.6851,18.2993,106.65,0.0107,#dad8b5
P01_s2718281_scrB_pos_00001_.png,1024,1280,2.799999952316284,1.8366645574569702,0.6559516388339934,0.12714080810546874,73.44468929043632,2269,3.2329845428466797,4.002957344055176,0.5798,0.8481355054999206,10.501634770573247,29.57468032836914,1,19.0,5.494470012636624,5.8825083171218555,0.7157860781463555,0.2923474319983438,0.8774269270214474,3.0707098496516814,0.8791374206542969,-3.375361582961269,2.465940298048783e-05,,49.4217,38.2742,29.98,0.0308,#b15d57,1.3415,2.5715,311.82,0.3927,#07040a,0.9792,83.7569,11.2053,5,0.4049,37.1655,0.7589,2.0878,309.0,0.3605,#040207,29.0541,20.1138,353.06,0.0443,#603949,36.2935,27.4073,281.76,0.016,#425580,36.69,29.2499,12.71,0.0281,#83434d,64.7261,39.2533,49.47,0.01,#d78a69,84.5158,23.5165,75.44,0.0055,#eecea8
P01_s3141592_B1_neg_00001_.png,1024,1280,2.799999952316284,1.9953830242156982,0.7126368064988818,0.12724533081054687,59.459180035650625,2805,3.2354438304901123,4.000400543212891,0.5181,0.8968139740864915,12.019091098699414,39.11455535888672,2,17.0,6.304155305427364,8.310772669305535,0.7038564400388572,0.2139853195059928,0.8786154960096384,3.169043399422008,0.8276802062988282,-3.3314363976404864,2.0706163843239748e-05,,60.4177,48.5,49.33,0.0349,#d47a52,3.1545,1.033,28.83,0.3154,#0e0b0a,0.98,84.5261,8.7877,5,0.449,46.1307,2.6149,0.7263,26.51,0.3031,#0c0909,30.145,11.6222,44.76,0.1459,#58423b,33.6418,22.4074,27.51,0.0453,#714240,47.7006,36.4751,37.66,0.0282,#a75d4d,73.3155,46.857,64.78,0.0168,#eca567,87.141,25.2342,84.42,0.0101,#f1d7ab
P01_s3141592_B1_pos_00001_.png,1024,1280,2.799999952316284,2.1570847034454346,0.7703874072072746,0.12882232666015625,66.50256006301693,2539,3.1874852180480957,3.9540929794311523,0.54445,0.8631052739468563,10.946677095939865,37.49161148071289,2,16.0,5.912200524915598,9.325463883145364,0.7054515534293362,0.24268554363734451,0.8772443203346738,3.1487879613001066,0.8457389831542969,-3.422130474903961,1.921248956057295e-05,,60.6306,9.6075,76.93,0.0612,#9d9082,2.6846,0.9137,11.19,0.345,#0c0909,0.9505,83.6712,10.72,6,0.4021,46.4301,1.8395,0.5577,0.21,0.332,#080607,39.125,26.4463,32.22,0.0373,#844d46,48.0949,17.3296,51.33,0.0701,#8c6b5c,55.5898,41.6096,44.38,0.0299,#c16f54,70.9302,46.9877,62.17,0.022,#e89d62,85.5107,28.3604,83.76,0.0118,#efd2a1
P01_s3141592_B6_neg_00001_.png,1024,1280,4.0,1.566427230834961,0.39160680770874023,0.1431427001953125,64.2754367934224,2919,3.1944313049316406,3.962970495223999,0.5372,0.8849626940801735,11.63057707955419,31.911190032958984,2,19.0,5.235609020313726,8.620483384534639,0.637931831573318,0.16958417164578382,0.8555387334428213,3.1817583759263974,0.8470924377441407,-3.3947410146555357,2.2656583065718985e-05,,59.1244,3.4741,11.78,0.0581,#958c8d,3.6686,4.373,303.71,0.3287,#0f0c14,0.9496,78.9197,3.2607,6,0.444,39.3122,2.6697,3.9631,300.91,0.3026,#0b0811,23.9641,15.6272,289.94,0.1414,#35374f,35.1149,21.8791,9.46,0.0355,#75454e,50.6287,33.2416,27.56,0.0194,#ae6460,65.3766,43.2754,46.18,0.0186,#df8968,81.5894,24.8999,70.07,0.0131,#eac4a0
P01_s3141592_B6_pos_00001_.png,1024,1280,2.799999952316284,2.257375717163086,0.8062056270021307,0.12768402099609374,58.97040169133192,2838,3.1443798542022705,3.8646798133850098,0.57225,0.876130044953604,11.349211632845577,49.38764572143555,3,17.0,6.297650477317612,7.736992524713389,0.7043468590280927,0.21699375358170242,0.8933244248623731,3.1276377307888703,0.8641929626464844,-3.4072669790858794,1.526257812099838e-05,,60.7332,55.7102,59.84,0.0448,#d37d3d,2.8197,2.6894,101.79,0.3056,#0c0a04,0.9759,82.3757,9.6479,6,0.3661,54.2102,2.7349,2.6142,103.57,0.3071,#0b0a04,38.3835,33.1487,49.45,0.059,#854c32,49.0184,50.7243,48.21,0.0202,#b55b35,61.4524,19.0684,93.69,0.0466,#9f9473,71.8368,56.8244,73.66,0.0209,#e5a34a,85.1106,45.0127,90.62,0.0122,#f0d27f
P01_s3141592_baseline_00001_.png,1024,1280,2.799999952316284,2.0531423091888428,0.7332651229120173,0.1310455322265625,60.331577098700386,2847,3.1964244842529297,3.9602463245391846,0.531,0.8802106819888017,11.478344923570042,36.86597442626953,1,17.0,6.211087565342096,9.19464154867324,0.7019931184952835,0.24957247236397803,0.8796286105883085,3.1465287495226852,0.8445053100585938,-3.3820736463225822,2.024617776469925e-05,,61.1388,9.0116,74.74,0.0563,#9e9284,2.7227,0.8434,13.66,0.3606,#0c0909,0.9561,80.7724,10.6612,5,0.4175,47.2389,1.8678,0.487,357.87,0.3432,#080607,37.5694,24.607,31.76,0.0339,#7e4b45,47.7519,18.4069,57.11,0.0743,#8b6b58,52.0812,41.8861,39.62,0.0216,#ba6550,65.2178,47.726,54.2,0.0225,#de895a,82.6401,34.9755,80.06,0.0193,#efc88d
P01_s3141592_scrA_neg_00001_.png,1024,1280,2.799999952316284,2.071721315383911,0.7399004823803984,0.12891693115234376,63.6916698077648,2653,3.2264416217803955,4.011688709259033,0.5016,0.887458250147774,11.711329842130196,36.53658676147461,1,17.0,5.883742096033067,8.572718753700833,0.698652271899702,0.22269425955039318,0.8782305470949676,3.1637552441498857,0.8432785034179687,-3.4213464644697633,1.847900015609398e-05,,60.5472,44.4717,50.69,0.0397,#cf7d57,3.0236,0.8614,14.96,0.3382,#0d0a0b,0.9808,84.3326,7.7173,6,0.4521,47.9666,2.1776,0.469,356.34,0.3098,#090808,30.6282,9.9884,39.23,0.1424,#58443f,38.2731,18.509,38.66,0.0637,#765148,48.5289,35.8742,36.94,0.023,#a95f50,71.1133,48.4355,63.09,0.0156,#e99d60,86.5102,27.5019,84.85,0.0097,#f0d5a5
P01_s3141592_scrA_pos_00001_.png,1024,1280,2.799999952316284,2.0442118644714355,0.7300756783157702,0.12683868408203125,62.52350507709665,2659,3.194291830062866,3.9607455730438232,0.5342,0.8787659409915496,11.432458396425373,40.363014221191406,2,16.0,6.343496877247844,9.231902827332515,0.7105091320919887,0.23701582801045917,0.8775020128220682,3.151173169989761,0.8354934692382814,-3.3569022242268205,2.1307565099336e-05,,60.4415,9.0218,66.25,0.0581,#9e8f83,2.7397,0.984,14.46,0.3383,#0d0909,0.9561,83.7451,6.6721,6,0.4626,49.4307,1.8644,0.5771,6.87,0.3191,#080607,28.567,11.1517,36.67,0.1436,#543e39,37.4534,26.6027,31.15,0.0493,#804943,57.7999,50.0078,45.91,0.0323,#d1704e,75.7401,44.9883,68.75,0.0223,#eeae6e,85.6095,15.5446,87.84,0.011,#e3d5b9
P01_s3141592_scrB_neg_00001_.png,1024,1280,2.0,2.237187147140503,1.1185935735702515,0.13164291381835938,66.21143514965465,2606,3.0051076412200928,3.8272716999053955,0.5554000000000001,0.887288508549054,11.705819510171597,58.40751266479492,5,15.0,6.160453387332787,10.785745129425285,0.6924359090556262,0.20282686281938692,0.8728300830563506,3.1373172085193377,0.8394180297851562,-3.429564870917413,1.2836558316030415e-05,,66.485,62.0154,61.09,0.0487,#e98a3e,4.524,4.7855,112.98,0.2781,#101006,0.9728,86.7958,11.3126,6,0.4157,54.3253,3.8813,4.5444,117.12,0.2639,#0d0f04,41.235,28.8111,63.55,0.1517,#815837,49.4527,46.6538,50.68,0.0667,#b16039,55.0856,14.7255,229.43,0.0204,#648a97,75.9339,58.8696,77.18,0.0232,#eeb04e,90.6771,46.1023,98.12,0.0121,#f6e68c
P01_s3141592_scrB_pos_00001_.png,1024,1280,4.0,1.6943072080612183,0.42357680201530457,0.13181076049804688,70.45962479608482,2452,3.2506237030029297,4.000471591949463,0.5519499999999999,0.854965161536109,10.702386615596799,26.610107421875,1,18.0,5.758754906858145,5.922332469122257,0.7043736392916642,0.2846000117210902,0.8719845304846551,3.0506157495431134,0.8881690979003907,-3.4124549346709516,2.4729529971093777e-05,,50.3004,4.3078,338.72,0.051,#7e767a,1.3243,2.4974,308.27,0.3787,#07040a,0.9469,74.7349,10.4345,5,0.4033,39.737,0.7181,2.0191,306.65,0.356,#040207,33.44,19.0319,5.92,0.0473,#6c434c,33.8285,16.1428,282.81,0.047,#474f68,45.4624,30.0355,24.63,0.02,#9c5958,58.7968,41.7561,39.83,0.0126,#cd7660,75.453,23.2932,63.35,0.0129,#dbb294
P02_s1618033_B1_neg_00001_.png,1024,1280,4.0,2.288496971130371,0.5721242427825928,0.1445556640625,62.59398744631648,3027,2.9363656044006348,3.904517412185669,0.43289999999999995,0.9509767093834423,13.966579532944959,34.151153564453125,3,14.0,6.352315116338724,19.975771191108997,0.6580940553401952,0.15297274456126198,0.872163262197496,3.165953673207013,0.8246658325195313,-3.353752061627875,1.7745061870285127e-05,,86.1573,13.9484,88.46,0.1022,#e3d6bd,5.4318,1.5492,80.66,0.2332,#13120f,0.8943,79.1307,13.6768,4,0.3947,35.9285,4.0829,1.1744,73.74,0.2212,#100e0c,45.9314,37.1029,43.16,0.0379,#a15a44,50.6834,31.655,76.29,0.0159,#957344,55.4809,26.5001,128.97,0.0499,#758c61,71.1029,21.5799,64.26,0.0341,#cca78b,83.2136,10.6122,180.35,0.1734,#b9d5cf
P02_s1618033_B1_pos_00001_.png,1024,1280,4.0,2.245816230773926,0.5614540576934814,0.14697189331054689,53.09785005512679,3628,2.9203169345855713,3.856987953186035,0.4295,0.9551448513325784,14.128921162186263,32.5943603515625,4,15.0,6.2240312314706285,19.73534934373279,0.6542452535722612,0.14932861640830772,0.879611863267095,3.1506376126922238,0.8393325805664062,-3.390325157476497,1.5396793145740972e-05,,89.3307,9.483,105.84,0.1175,#e3e1cf,4.5885,1.5076,83.23,0.2183,#11100d,0.8235,80.1493,13.6375,5,0.3356,30.6984,3.215,1.0879,74.94,0.228,#0d0b09,44.436,31.7863,43.44,0.0438,#965946,54.756,27.1859,130.96,0.0685,#718b5f,54.8048,31.4719,79.61,0.0214,#9d7e4d,68.3118,18.4212,66.83,0.0394,#bfa188,83.3643,11.4254,188.12,0.1076,#b6d6d2
P02_s1618033_B6_neg_00001_.png,1024,1280,4.0,1.92704176902771,0.4817604422569275,0.15616073608398437,50.71432111000991,4036,3.0482985973358154,3.8593363761901855,0.41900000000000004,0.953499665156407,14.064619917220488,24.60791015625,4,16.0,5.905232314191616,20.350679422826012,0.6051985107938738,0.1284590407317433,0.8713822275316181,3.1902001438298604,0.8311927795410156,-3.339500944029466,1.957582208919261e-05,,88.8477,6.0032,88.46,0.0836,#e4dfd4,5.2233,1.7583,312.33,0.2347,#121114,0.8566,78.6079,14.536,4,0.3654,24.7891,4.017,1.8023,309.95,0.2377,#0f0e11,45.1572,10.3071,160.01,0.1248,#5c6f65,47.2863,26.5913,34.43,0.0463,#9a6158,50.6629,20.1685,75.59,0.0147,#8d7558,72.6892,15.9189,47.67,0.0213,#ceab9d,82.6249,9.7432,209.69,0.1277,#b7d3d6
P02_s1618033_B6_pos_00001_.png,1024,1280,2.799999952316284,2.3399856090545654,0.8357091603229584,0.14867172241210938,48.69240379810095,4002,2.998487710952759,3.84546160697937,0.42575,0.9488881378894557,13.885936283517688,44.1060791015625,5,17.0,6.189977913769432,14.721238702072135,0.6493849148492383,0.13644484310285263,0.8915569378810442,3.1086815627617814,0.880657958984375,-3.4271194796499334,1.1254352726669361e-05,,86.1826,19.8377,104.76,0.1268,#ddd9b3,5.154,4.254,97.49,0.1775,#131109,0.8624,76.1791,5.8724,6,0.3179,38.7865,3.9341,3.4565,96.06,0.1771,#100e06,27.9408,19.0858,68.99,0.0557,#543d27,45.1162,41.1261,58.12,0.0461,#9a5b31,51.0042,42.243,121.14,0.1097,#688239,64.2499,37.0973,88.98,0.0334,#b29959,80.1132,16.5769,158.24,0.1408,#accfbb
