prompt_id,seed,s_low_5deg,s_mid_10deg,s_high_15deg,cos_B1_B6_mid,cos_scrA_scrB_mid
P01,2718281,1.1998652910024439,1.4893606690799581,1.5395409525579562,-0.9879163882235028,0.5014442808564552
P01,3141592,0.2686144178610975,1.5984492636206002,1.1535442036561743,-0.9287181778842292,0.6697310857363711
P01,1618033,-0.5970999684888503,1.466911797053759,1.0647578241492395,-0.7368353549914457,0.7300764420623133
P02,2718281,-0.6400397821761643,0.14592811438637016,0.8566338722640878,-0.19732631162357886,-0.051398197237208704
P02,3141592,-1.1644193315451796,0.0024034538171647246,0.4045354222087776,-0.25971975576077877,-0.25731630194361405
P02,1618033,-1.2996381120891318,0.5870399553849777,0.8216156157018906,-0.31056601802766337,0.27647393735731424
