steps,space,type,dose_target_D,mean_s,p_signflip,floor,n_cells,supported,mean_cos_B1_B6,mean_cos_scrA_scrB
5,Texture (Primary),primary,0.045001,-0.7191055625368014,0.03125,0.03125,6,False,0.5166961824055387,-0.2024093801312626
5,Linework (Secondary),secondary,0.045001,-0.5507826592903516,0.3125,0.03125,6,secondary_only,0.41235956625326914,-0.13842309303708253
5,Shadow (Secondary),secondary,0.045001,-0.6626898114975397,0.0625,0.03125,6,secondary_only,0.9622497643438592,0.2995599528463195
5,Frequency (Secondary),secondary,0.045001,-0.6666666666666666,0.5,0.03125,6,secondary_only,-0.3333333333333333,-1.0
5,Palette (Secondary),secondary,0.045001,-0.3445523566650972,0.21875,0.03125,6,secondary_only,0.4005807444066014,0.056028387741504204
