image_path,output_folder,file,bench,prompt_id,seed,condition,recorded_in,notebook_page
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_5_rotX_-15.0_00001_.png,rotations,Block_5_rotX_-15.0_00001_.png,pilot_rotations,tiefling,1337,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_5_rotX_-30.0_00001_.png,rotations,Block_5_rotX_-30.0_00001_.png,pilot_rotations,tiefling,1337,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_6_rotX_+15.0_00001_.png,rotations,Block_6_rotX_+15.0_00001_.png,pilot_rotations,tiefling,1337,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_6_rotX_+30.0_00001_.png,rotations,Block_6_rotX_+30.0_00001_.png,pilot_rotations,tiefling,1337,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_6_rotX_-15.0_00001_.png,rotations,Block_6_rotX_-15.0_00001_.png,pilot_rotations,tiefling,1337,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\rotations\Block_6_rotX_-30.0_00001_.png,rotations,Block_6_rotX_-30.0_00001_.png,pilot_rotations,tiefling,1337,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\00_baseline_00001_.png,benchmark_tiefling_seed42,00_baseline_00001_.png,pilot_rotations,tiefling,42,baseline,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_1_rotX_+15.0_00001_.png,rotations,Block_1_rotX_+15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_1_rotX_+30.0_00001_.png,rotations,Block_1_rotX_+30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_1_rotX_-15.0_00001_.png,rotations,Block_1_rotX_-15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_1_rotX_-30.0_00001_.png,rotations,Block_1_rotX_-30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_2_rotX_+15.0_00001_.png,rotations,Block_2_rotX_+15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_2_rotX_+30.0_00001_.png,rotations,Block_2_rotX_+30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_2_rotX_-15.0_00001_.png,rotations,Block_2_rotX_-15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_2_rotX_-30.0_00001_.png,rotations,Block_2_rotX_-30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_3_rotX_+15.0_00001_.png,rotations,Block_3_rotX_+15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_3_rotX_+30.0_00001_.png,rotations,Block_3_rotX_+30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_3_rotX_-15.0_00001_.png,rotations,Block_3_rotX_-15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_3_rotX_-30.0_00001_.png,rotations,Block_3_rotX_-30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_+15.0_00001_.png,rotations,Block_4_rotX_+15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_+30.0_00001_.png,rotations,Block_4_rotX_+30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_-15.0_00001_.png,rotations,Block_4_rotX_-15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_4_rotX_-30.0_00001_.png,rotations,Block_4_rotX_-30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_+15.0_00001_.png,rotations,Block_5_rotX_+15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_+30.0_00001_.png,rotations,Block_5_rotX_+30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_-15.0_00001_.png,rotations,Block_5_rotX_-15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_5_rotX_-30.0_00001_.png,rotations,Block_5_rotX_-30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_+15.0_00001_.png,rotations,Block_6_rotX_+15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_+30.0_00001_.png,rotations,Block_6_rotX_+30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_-15.0_00001_.png,rotations,Block_6_rotX_-15.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\rotations\Block_6_rotX_-30.0_00001_.png,rotations,Block_6_rotX_-30.0_00001_.png,pilot_rotations,tiefling,42,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\00_baseline_00001_.png,benchmark_troll_shaman,00_baseline_00001_.png,pilot_rotations,troll_shaman,4242145,baseline,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_+15.0_00001_.png,rotations,Block_1_rotX_+15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_+30.0_00001_.png,rotations,Block_1_rotX_+30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_-15.0_00001_.png,rotations,Block_1_rotX_-15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_1_rotX_-30.0_00001_.png,rotations,Block_1_rotX_-30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_+15.0_00001_.png,rotations,Block_2_rotX_+15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_+30.0_00001_.png,rotations,Block_2_rotX_+30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_-15.0_00001_.png,rotations,Block_2_rotX_-15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_2_rotX_-30.0_00001_.png,rotations,Block_2_rotX_-30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_+15.0_00001_.png,rotations,Block_3_rotX_+15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_+30.0_00001_.png,rotations,Block_3_rotX_+30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_-15.0_00001_.png,rotations,Block_3_rotX_-15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_3_rotX_-30.0_00001_.png,rotations,Block_3_rotX_-30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_+15.0_00001_.png,rotations,Block_4_rotX_+15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_+30.0_00001_.png,rotations,Block_4_rotX_+30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_-15.0_00001_.png,rotations,Block_4_rotX_-15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_4_rotX_-30.0_00001_.png,rotations,Block_4_rotX_-30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_+15.0_00001_.png,rotations,Block_5_rotX_+15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_+30.0_00001_.png,rotations,Block_5_rotX_+30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_-15.0_00001_.png,rotations,Block_5_rotX_-15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_5_rotX_-30.0_00001_.png,rotations,Block_5_rotX_-30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_6_rotX_+15.0_00001_.png,rotations,Block_6_rotX_+15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_6_rotX_+30.0_00001_.png,rotations,Block_6_rotX_+30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_6_rotX_-15.0_00001_.png,rotations,Block_6_rotX_-15.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\rotations\Block_6_rotX_-30.0_00001_.png,rotations,Block_6_rotX_-30.0_00001_.png,pilot_rotations,troll_shaman,4242145,rotX,pilot_rotations_palette_features.csv; pilot_rotations_style_features.csv,04-where-in-the-model
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_1_neg_00001_.png,rotations_block1_vs_block6,S01_oil_s1337_Block_1_neg_00001_.png,rotations_block1_vs_block6 + rotations_triangolo,S01_oil,1337,Block_1_neg,direzioni_rotazioni_e_scramble.jsonl; rotations_block1_vs_block6_palette_features.csv; rotations_block1_vs_block6_style_features.csv; rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,08-block1-vs-block6 + none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_1_pos_00001_.png,rotations_block1_vs_block6,S01_oil_s1337_Block_1_pos_00001_.png,rotations_block1_vs_block6 + rotations_triangolo,S01_oil,1337,Block_1_pos,direzioni_rotazioni_e_scramble.jsonl; rotations_block1_vs_block6_palette_features.csv; rotations_block1_vs_block6_style_features.csv; rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,08-block1-vs-block6 + none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_3_neg_00001_.png,rotations_block1_vs_block6,S01_oil_s1337_Block_3_neg_00001_.png,rotations_triangolo,S01_oil,1337,Block_3_neg,rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_3_pos_00001_.png,rotations_block1_vs_block6,S01_oil_s1337_Block_3_pos_00001_.png,rotations_triangolo,S01_oil,1337,Block_3_pos,rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_6_neg_00001_.png,rotations_block1_vs_block6,S01_oil_s1337_Block_6_neg_00001_.png,rotations_block1_vs_block6 + rotations_triangolo,S01_oil,1337,Block_6_neg,direzioni_rotazioni_e_scramble.jsonl; rotations_block1_vs_block6_palette_features.csv; rotations_block1_vs_block6_style_features.csv; rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,08-block1-vs-block6 + none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_Block_6_pos_00001_.png,rotations_block1_vs_block6,S01_oil_s1337_Block_6_pos_00001_.png,rotations_block1_vs_block6 + rotations_triangolo,S01_oil,1337,Block_6_pos,direzioni_rotazioni_e_scramble.jsonl; rotations_block1_vs_block6_palette_features.csv; rotations_block1_vs_block6_style_features.csv; rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,08-block1-vs-block6 + none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_baseline_00001_.png,rotations_block1_vs_block6,S01_oil_s1337_baseline_00001_.png,rotations_block1_vs_block6 + rotations_triangolo,S01_oil,1337,baseline,direzioni_rotazioni_e_scramble.jsonl; rotations_block1_vs_block6_palette_features.csv; rotations_block1_vs_block6_style_features.csv; rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,08-block1-vs-block6 + none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_scramble_A_00001_.png,rotations_block1_vs_block6,S01_oil_s1337_scramble_A_00001_.png,rotations_block1_vs_block6 + rotations_triangolo,S01_oil,1337,scramble_A,direzioni_rotazioni_e_scramble.jsonl; rotations_block1_vs_block6_palette_features.csv; rotations_block1_vs_block6_style_features.csv; rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,08-block1-vs-block6 + none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_scramble_B_00001_.png,rotations_block1_vs_block6,S01_oil_s1337_scramble_B_00001_.png,rotations_block1_vs_block6 + rotations_triangolo,S01_oil,1337,scramble_B,direzioni_rotazioni_e_scramble.jsonl; rotations_block1_vs_block6_palette_features.csv; rotations_block1_vs_block6_style_features.csv; rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,08-block1-vs-block6 + none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_scramble_C_00001_.png,rotations_block1_vs_block6,S01_oil_s1337_scramble_C_00001_.png,rotations_triangolo,S01_oil,1337,scramble_C,rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s1337_scramble_D_00001_.png,rotations_block1_vs_block6,S01_oil_s1337_scramble_D_00001_.png,rotations_triangolo,S01_oil,1337,scramble_D,rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_Block_1_neg_00001_.png,rotations_block1_vs_block6,S01_oil_s4242145_Block_1_neg_00001_.png,rotations_block1_vs_block6 + rotations_triangolo,S01_oil,4242145,Block_1_neg,direzioni_rotazioni_e_scramble.jsonl; rotations_block1_vs_block6_palette_features.csv; rotations_block1_vs_block6_style_features.csv; rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,08-block1-vs-block6 + none -- verdict not determined
C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\rotations_block1_vs_block6\S01_oil_s4242145_Block_1_pos_00001_.png,rotations_block1_vs_block6,S01_oil_s4242145_Block_1_pos_00001_.png,rotations_block1_vs_block6 + rotations_triangolo,S01_oil,4242145,Block_1_pos,direzioni_rotazioni_e_scramble.jsonl; rotations_block1_vs_block6_palette_features.csv; rotations_block1_vs_block6_style_features.csv; rotations_triangolo_palette_features.csv; rotations_triangolo_style_features.csv,08-block1-vs-block6 + none -- verdict not determined
