file,condition,prompt_dir,prompt_sha1,seed,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex,source_csv
S01_oil_baseline_seed42_00001_.png,baseline,S01,6de4189f5e,42,renders/S01_oil_baseline_seed42_00001_.png,1024,1280,78.6206,12.5479,86.75,0.1506,#cec1ab,14.4065,3.7711,8.51,0.1184,#2a2324,0.8725,65.7473,5.1418,5,0.1979,65.3103,9.557,4.5416,40.23,0.0793,#211917,25.4467,44.9529,35.05,0.0273,#721d17,41.6356,69.8519,38.86,0.0192,#b92d1c,58.842,46.2182,72.27,0.0483,#b9833f,62.0429,12.5032,247.79,0.1186,#8199aa,75.3043,25.686,78.2,0.0261,#d4b58c,palette_features_stage12.csv
S01_oil_baseline_seed777_00001_.png,baseline,S01,6de4189f5e,777,renders/S01_oil_baseline_seed777_00001_.png,1024,1280,78.5649,12.0038,83.42,0.1532,#cec1ac,13.2668,3.8587,22.2,0.1123,#282020,0.8545,61.9305,5.6355,6,0.2535,59.1966,7.9196,2.7605,36.65,0.0748,#1b1615,23.5773,40.8457,32.43,0.0239,#6a1c19,37.2663,61.9571,38.37,0.0193,#a42b1b,57.7683,42.5784,72.92,0.0555,#b38143,63.7725,24.3531,71.12,0.0456,#b69472,69.8501,6.0499,236.48,0.1787,#9fadb4,palette_features_stage12.csv
S01_oil_baseline_seed1337_00001_.png,baseline,S01,6de4189f5e,1337,renders/S01_oil_baseline_seed1337_00001_.png,1024,1280,78.8946,10.531,91.15,0.159,#cbc3b0,14.4208,2.8521,350.95,0.1095,#282325,0.8554,64.445,4.2815,5,0.2093,61.8937,6.8836,2.4462,26.78,0.0589,#191414,23.8076,39.9266,31.89,0.0348,#6a1d1b,38.8506,64.3399,36.56,0.0222,#ac2a20,43.7835,33.0841,68.18,0.0634,#895f34,59.2697,57.506,71.57,0.0346,#c28129,71.3286,6.0414,225.5,0.1459,#a2b1b6,palette_features_stage12.csv
S01_oil_baseline_seed9999_00001_.png,baseline,S01,6de4189f5e,9999,renders/S01_oil_baseline_seed9999_00001_.png,1024,1280,78.9216,11.678,86.28,0.164,#cec2ae,13.0304,4.6094,17.42,0.0953,#281f20,0.8524,66.3514,6.8515,6,0.1956,48.6323,8.4386,3.3278,23.58,0.0691,#1d1717,23.2942,18.9392,49.95,0.0672,#4f3022,30.189,51.9601,36.5,0.03,#862219,56.0476,41.5239,71.74,0.0622,#ae7c41,64.2614,11.9444,250.11,0.1265,#899faf,74.7899,26.1276,78.39,0.0258,#d2b389,palette_features_stage12.csv
S01_oil_baseline_seed4242145_00001_.png,baseline,S01,6de4189f5e,4242145,renders/S01_oil_baseline_seed4242145_00001_.png,1024,1280,78.3118,11.3188,85.15,0.1626,#ccc0ad,13.6839,5.1442,37.67,0.1098,#2a211f,0.8511,67.6874,6.0229,5,0.1467,58.5061,9.4457,3.9891,39.14,0.0804,#201917,27.0426,41.1604,30.79,0.0264,#752422,37.6416,62.4952,36.95,0.0232,#a7291e,53.1328,9.6429,235.23,0.0663,#6d828c,56.5389,40.379,72.03,0.0561,#af7e44,77.1331,25.6478,79.69,0.0168,#d8ba90,palette_features_stage12.csv
S01_oil_blockshuf_neg_1x_seed42_00001_.png,blockshuf_neg_1x,S01,6de4189f5e,42,renders/S01_oil_blockshuf_neg_1x_seed42_00001_.png,1024,1280,79.651,8.4164,93.94,0.1375,#cbc5b6,15.2743,3.6503,339.35,0.1237,#2a2528,0.8751,60.0501,5.568,5,0.239,61.1143,14.2918,3.7765,326.85,0.1248,#272327,22.9671,39.1172,32.15,0.0248,#671c1a,42.4302,64.8908,36.3,0.0217,#b83427,59.7865,61.7092,71.52,0.0371,#c78120,64.3278,14.2068,252.43,0.1141,#859fb4,74.3418,25.5166,77.41,0.0218,#d1b289,palette_features_stage12.csv
S01_oil_blockshuf_neg_1x_seed777_00001_.png,blockshuf_neg_1x,S01,6de4189f5e,777,renders/S01_oil_blockshuf_neg_1x_seed777_00001_.png,1024,1280,77.6922,12.7928,83.8,0.1299,#ccbea9,14.2876,3.3037,3.49,0.1148,#292324,0.8727,64.8431,5.8992,5,0.2558,58.5318,8.4127,3.0745,33.68,0.0704,#1d1716,22.9497,38.805,34.39,0.0261,#661e18,40.0104,61.6063,36.0,0.0196,#ae3126,56.4048,17.0187,63.42,0.1228,#9e826d,57.6964,40.6861,69.51,0.0749,#b48048,73.2557,4.508,227.84,0.133,#abb6ba,palette_features_stage12.csv
S01_oil_blockshuf_neg_1x_seed1337_00001_.png,blockshuf_neg_1x,S01,6de4189f5e,1337,renders/S01_oil_blockshuf_neg_1x_seed1337_00001_.png,1024,1280,77.6298,6.4099,98.86,0.1889,#c3c0b4,13.9043,3.0449,348.29,0.115,#272224,0.8331,62.6943,6.8929,5,0.2568,67.5293,8.0355,3.3606,33.33,0.072,#1c1615,24.9315,40.7683,30.52,0.0442,#6e1f1e,40.6033,70.8898,37.21,0.0264,#b8261c,60.4611,61.2496,70.79,0.0357,#c98224,70.3671,12.5429,249.54,0.1848,#97afc1,70.7298,21.8872,76.94,0.0418,#c4a987,palette_features_stage12.csv
S01_oil_blockshuf_neg_1x_seed9999_00001_.png,blockshuf_neg_1x,S01,6de4189f5e,9999,renders/S01_oil_blockshuf_neg_1x_seed9999_00001_.png,1024,1280,78.5375,10.4358,85.65,0.1687,#ccc1af,14.8793,3.7671,353.64,0.1166,#2b2426,0.8314,65.1953,6.5628,5,0.2671,59.5057,7.5356,2.789,12.84,0.0629,#1b1516,23.5826,37.5863,31.49,0.0282,#671f1d,37.5179,62.2947,39.15,0.0194,#a52c1a,55.971,16.9269,64.28,0.1478,#9c816c,56.2033,38.3988,69.67,0.0676,#ae7d48,72.7308,4.7199,230.69,0.1193,#a9b4b9,palette_features_stage12.csv
S01_oil_blockshuf_neg_1x_seed4242145_00001_.png,blockshuf_neg_1x,S01,6de4189f5e,4242145,renders/S01_oil_blockshuf_neg_1x_seed4242145_00001_.png,1024,1280,77.9741,11.5102,84.43,0.1586,#ccbfac,14.1478,3.4597,351.23,0.098,#282225,0.8627,63.4485,2.3586,6,0.2245,60.5692,12.0182,3.1239,355.6,0.0924,#241e20,25.6045,38.9509,29.09,0.0252,#6f2222,40.6974,63.6931,36.85,0.0253,#b13124,55.4265,42.75,70.19,0.0694,#af7a3e,64.2585,13.1794,250.26,0.132,#869fb2,75.4668,26.3213,80.62,0.021,#d3b68a,palette_features_stage12.csv
