run_id,prompt_id,seed,condition,cond_tag,dose_target_D,angle_deg,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
127,P02,P02_s3141592_B1_neg_d060_00001_,,B1_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B1_neg_d060_00001_.png,P02_s3141592_B1_neg_d060_00001_.png,,7919c95fcf,P02_s3141592_B1_neg_d060_00001_.png,1024.0,1280.0,75.7777,22.4221,87.89,0.1476,#ccb992,15.4222,16.7141,78.21,0.0561,#32240f,0.8806,65.5818,8.5846,5.0,0.1945,28.1429,11.0857,12.4936,77.83,0.035,#271c0b,39.9609,40.6253,60.99,0.0625,#895023,44.6238,37.8986,107.12,0.1042,#6a6d2a,58.7463,34.4885,83.29,0.0713,#a78951,70.2681,26.9806,120.4,0.0469,#a3b281,76.6675,12.4825,138.91,0.0904,#b1c2ae
128,P02,P02_s3141592_B1_pos_d030_00001_,,B1_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B1_pos_d030_00001_.png,P02_s3141592_B1_pos_d030_00001_.png,,7919c95fcf,P02_s3141592_B1_pos_d030_00001_.png,1024.0,1280.0,90.0211,12.8869,102.58,0.1144,#e7e3ca,3.9217,2.2419,55.13,0.2173,#120d0a,0.8635,85.9424,19.7288,4.0,0.3707,52.5583,2.9827,1.278,70.56,0.2314,#0d0a08,57.529,46.5211,72.96,0.0144,#b5803b,57.6698,28.4729,135.58,0.07,#729467,59.8718,53.8364,44.94,0.0198,#dc734f,71.1471,22.3649,54.58,0.078,#d1a58e,88.9251,15.1812,180.67,0.1393,#bee8df
129,P02,P02_s3141592_B1_pos_d045_00001_,,B1_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B1_pos_d045_00001_.png,P02_s3141592_B1_pos_d045_00001_.png,,7919c95fcf,P02_s3141592_B1_pos_d045_00001_.png,1024.0,1280.0,91.2721,15.0896,194.13,0.1796,#c2efec,2.8447,1.1926,65.28,0.224,#0d0a08,0.8284,89.0476,16.1878,4.0,0.3892,52.5468,1.5867,0.6553,50.93,0.2391,#070505,49.3852,51.2874,45.19,0.0332,#b95a39,53.7301,46.9294,121.29,0.0454,#6c8a37,56.7227,31.4347,76.22,0.0861,#a58253,75.7521,53.2021,91.88,0.0095,#d5b955,90.6343,14.284,94.46,0.1501,#ede4c9
130,P02,P02_s3141592_B1_pos_d060_00001_,,B1_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B1_pos_d060_00001_.png,P02_s3141592_B1_pos_d060_00001_.png,,7919c95fcf,P02_s3141592_B1_pos_d060_00001_.png,1024.0,1280.0,91.3442,12.0695,189.57,0.2314,#cbedea,4.5435,3.4696,308.54,0.2199,#110f14,0.7941,88.516,8.8568,5.0,0.3889,49.2224,3.4638,3.6233,310.35,0.2587,#0f0b12,23.9523,27.0033,42.39,0.0503,#5a2c1f,54.2883,52.8457,60.06,0.0459,#bd6e32,67.1071,52.5213,128.94,0.0684,#7eb257,71.013,30.7227,139.72,0.0685,#8fb989,91.9799,15.0052,95.97,0.1303,#f1e8cb
131,P02,P02_s3141592_B6_neg_d030_00001_,,B6_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B6_neg_d030_00001_.png,P02_s3141592_B6_neg_d030_00001_.png,,7919c95fcf,P02_s3141592_B6_neg_d030_00001_.png,1024.0,1280.0,89.2796,14.0939,296.15,0.153,#e1ddf8,43.3291,30.7022,303.11,0.0715,#6c5f91,0.7441,36.5587,6.6407,3.0,0.2182,27.3392,41.1523,39.5724,306.37,0.0425,#6c5696,51.6749,46.5412,305.19,0.0706,#866ebd,70.4741,42.5422,302.41,0.0964,#b4a1ee,74.0833,19.202,302.23,0.1058,#bbb1d4,74.4717,33.3334,301.43,0.0932,#bdafeb,77.711,24.4993,296.18,0.1124,#c0bbe9
132,P02,P02_s3141592_B6_neg_d045_00001_,,B6_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B6_neg_d045_00001_.png,P02_s3141592_B6_neg_d045_00001_.png,,7919c95fcf,P02_s3141592_B6_neg_d045_00001_.png,1024.0,1280.0,85.3071,9.7933,327.16,0.1462,#e1d0df,64.2651,23.378,327.51,0.0942,#b590b2,0.5987,18.9801,2.3805,2.0,0.1853,15.9383,62.1195,23.2474,330.95,0.0549,#b18aaa,64.8985,26.5726,319.7,0.0896,#b492bc,72.823,17.0298,323.67,0.0825,#c4abc5,73.862,10.6343,4.98,0.0115,#caafb4,76.3427,21.269,315.81,0.0957,#ccb4d8,81.0997,19.5629,291.64,0.0068,#c6c6eb
133,P02,P02_s3141592_B6_neg_d060_00001_,,B6_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B6_neg_d060_00001_.png,P02_s3141592_B6_neg_d060_00001_.png,,7919c95fcf,P02_s3141592_B6_neg_d060_00001_.png,1024.0,1280.0,80.9957,9.554,33.08,0.1659,#dcc4c0,44.6497,21.6849,4.93,0.0552,#8d5c67,0.59,30.4298,6.805,3.0,0.1947,15.7398,40.527,22.0286,3.78,0.0409,#82525e,59.7734,28.4415,12.26,0.0613,#c27d87,61.9878,20.087,22.79,0.0806,#bb8a89,65.4327,12.7017,31.19,0.1018,#b79894,70.8672,19.2058,35.6,0.0775,#d1a39a,70.9568,18.9556,8.57,0.0928,#d1a2a9
134,P02,P02_s3141592_B6_pos_d030_00001_,,B6_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B6_pos_d030_00001_.png,P02_s3141592_B6_pos_d030_00001_.png,,7919c95fcf,P02_s3141592_B6_pos_d030_00001_.png,1024.0,1280.0,73.7421,38.7185,115.71,0.0429,#adbc74,0.836,1.246,86.49,0.4359,#050300,0.9651,65.4769,11.8427,5.0,0.4457,47.8194,0.3423,0.5341,71.98,0.3836,#020100,11.3562,19.0113,120.82,0.062,#192101,11.8241,17.7043,81.79,0.0542,#2a1d00,21.206,29.5584,90.28,0.0582,#3e3201,56.8163,48.3535,109.07,0.0178,#868e34,65.8192,33.2849,136.95,0.0408,#81ab76
135,P02,3141592,B6_pos,B6_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B6_pos_d045_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,P02,3141592,B6_pos,B6_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B6_pos_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,P02,P02_s3141592_baseline_00001_,,baseline,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_baseline_00001_.png,P02_s3141592_baseline_00001_.png,,7919c95fcf,P02_s3141592_baseline_00001_.png,1024.0,1280.0,87.7124,12.0329,92.64,0.1106,#e4dbc5,4.246,1.1885,70.78,0.2156,#110e0d,0.8776,79.8555,14.4386,4.0,0.374,31.9406,3.0402,0.7,68.78,0.2045,#0c0b0a,45.8316,32.6406,48.29,0.0389,#995e45,50.1462,23.0714,135.4,0.0752,#657e5b,54.8623,15.049,76.45,0.1017,#93806a,74.0197,22.2894,67.22,0.0259,#d3af91,82.8957,11.2046,182.81,0.1695,#b6d5cf
138,P02,P02_s3141592_scrA_neg_d030_00001_,,scrA_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrA_neg_d030_00001_.png,P02_s3141592_scrA_neg_d030_00001_.png,,7919c95fcf,P02_s3141592_scrA_neg_d030_00001_.png,1024.0,1280.0,89.3571,14.0862,106.25,0.1103,#e4e2c7,4.1944,1.1726,64.92,0.1783,#110e0d,0.8436,79.9198,12.148,4.0,0.3327,32.4976,2.8448,0.7352,43.52,0.1733,#0c0a09,28.5181,11.8575,56.34,0.0639,#523f34,44.475,33.2328,41.25,0.0513,#995846,45.8367,20.3772,79.61,0.0799,#7e694b,49.846,23.1113,134.27,0.0752,#657e5a,82.7646,11.5349,174.01,0.1594,#b7d4cb
139,P02,P02_s3141592_scrA_neg_d045_00001_,,scrA_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrA_neg_d045_00001_.png,P02_s3141592_scrA_neg_d045_00001_.png,,7919c95fcf,P02_s3141592_scrA_neg_d045_00001_.png,1024.0,1280.0,85.6324,14.0201,91.0,0.136,#e1d5bc,4.7134,1.6866,31.7,0.283,#130f0f,0.9051,85.8124,11.3092,6.0,0.319,48.4167,2.515,1.031,52.63,0.264,#0c0907,41.095,49.4477,37.24,0.0274,#a34232,52.3294,49.1825,126.04,0.0335,#5f8834,70.5037,25.4227,37.03,0.0244,#d99e92,77.3578,37.9438,93.18,0.0255,#d3be78,88.3274,4.0363,223.42,0.055,#d5e0e3
140,P02,P02_s3141592_scrA_neg_d060_00001_,,scrA_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrA_neg_d060_00001_.png,P02_s3141592_scrA_neg_d060_00001_.png,,7919c95fcf,P02_s3141592_scrA_neg_d060_00001_.png,1024.0,1280.0,72.9961,14.7744,203.98,0.0891,#90bbbe,12.3988,4.4665,231.28,0.0855,#192225,0.9481,67.3685,12.3457,4.0,0.1762,23.5509,9.8215,3.8036,213.59,0.0625,#151d1e,39.8665,8.8606,162.77,0.1137,#516259,41.8453,23.0068,130.63,0.0588,#546945,67.8838,16.5185,252.22,0.0292,#8aa9c1,67.9619,27.3545,94.5,0.0137,#b4a574,77.19,20.7016,170.94,0.0216,#96c9b8
141,P02,P02_s3141592_scrA_pos_d030_00001_,,scrA_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrA_pos_d030_00001_.png,P02_s3141592_scrA_pos_d030_00001_.png,,7919c95fcf,P02_s3141592_scrA_pos_d030_00001_.png,1024.0,1280.0,87.9993,13.9671,81.01,0.1001,#ecdac3,4.6402,1.2415,32.4,0.2354,#120f0f,0.9056,83.0517,10.856,5.0,0.4095,44.2344,3.7469,1.0467,16.3,0.2341,#100d0d,36.9983,19.541,142.19,0.0896,#445d43,47.2052,45.2812,45.44,0.0415,#ac583b,72.3595,43.3096,86.07,0.0086,#cfad61,76.2656,25.1098,41.04,0.0185,#e9af9f,86.7986,11.25,186.0,0.1754,#c0e0db
142,P02,P02_s3141592_scrA_pos_d045_00001_,,scrA_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrA_pos_d045_00001_.png,P02_s3141592_scrA_pos_d045_00001_.png,,7919c95fcf,P02_s3141592_scrA_pos_d045_00001_.png,1024.0,1280.0,86.4815,13.8655,90.91,0.1326,#e3d8be,2.5102,1.0408,11.42,0.3674,#0c0809,0.9072,81.1033,9.391,5.0,0.4454,58.6508,1.4413,0.9355,327.77,0.3643,#070507,31.9542,38.4308,59.9,0.0576,#723e16,33.8637,36.4038,302.42,0.0174,#544781,54.3529,58.2012,37.01,0.0283,#d55c48,66.9275,59.5864,81.6,0.0155,#cd9b32,82.5446,13.026,163.83,0.0812,#b7d4c6
143,P02,P02_s3141592_scrA_pos_d060_00001_,,scrA_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrA_pos_d060_00001_.png,P02_s3141592_scrA_pos_d060_00001_.png,,7919c95fcf,P02_s3141592_scrA_pos_d060_00001_.png,1024.0,1280.0,66.7939,23.6299,49.95,0.0779,#c89883,2.0193,0.94,13.99,0.5272,#0a0707,0.9726,66.6077,6.382,5.0,0.486,55.9807,1.0405,0.3366,312.58,0.4449,#040404,20.465,34.0869,305.51,0.0154,#37285a,31.1277,56.3173,34.93,0.0207,#8e1d19,48.4799,47.1082,67.2,0.024,#a16627,65.652,29.9479,29.14,0.0256,#d48d87,67.6482,14.1263,89.74,0.0411,#afa48b
144,P02,P02_s3141592_scrB_neg_d030_00001_,,scrB_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrB_neg_d030_00001_.png,P02_s3141592_scrB_neg_d030_00001_.png,,7919c95fcf,P02_s3141592_scrB_neg_d030_00001_.png,1024.0,1280.0,93.2495,50.8843,118.19,0.1606,#dcf793,23.4166,29.4729,111.94,0.07,#343b0b,0.8536,67.1554,6.0798,6.0,0.1742,49.1504,19.6572,26.7745,115.04,0.0551,#2a3308,30.3538,40.1771,78.1,0.0558,#614201,47.3448,58.0976,71.08,0.0473,#a06201,53.2222,75.9248,55.35,0.0254,#d25c00,76.5358,73.3868,81.14,0.0997,#f0b227,86.8126,57.5443,103.07,0.0746,#e3de6b
145,P02,P02_s3141592_scrB_neg_d045_00001_,,scrB_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrB_neg_d045_00001_.png,P02_s3141592_scrB_neg_d045_00001_.png,,7919c95fcf,P02_s3141592_scrB_neg_d045_00001_.png,1024.0,1280.0,61.8017,72.3922,69.79,0.0943,#d68200,36.0028,48.1639,70.36,0.1666,#7b4900,0.7875,22.1641,1.6893,3.0,0.2105,23.678,29.2329,38.7969,82.8,0.0029,#5a4100,34.6935,47.442,69.1,0.0798,#784600,36.908,52.9041,62.4,0.1195,#884500,43.7389,54.6141,72.07,0.0573,#935b00,46.6163,61.6723,63.77,0.031,#a95a00,51.397,62.4749,70.26,0.091,#af6b00
146,P02,3141592,scrB_neg,scrB_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrB_neg_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,P02,P02_s3141592_scrB_pos_d030_00001_,,scrB_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrB_pos_d030_00001_.png,P02_s3141592_scrB_pos_d030_00001_.png,,7919c95fcf,P02_s3141592_scrB_pos_d030_00001_.png,1024.0,1280.0,45.9123,31.7637,295.46,0.0345,#69679d,0.2995,2.1012,297.25,0.5011,#010106,0.9677,58.3339,7.6018,4.0,0.445,53.3261,0.1012,0.9967,292.99,0.3715,#000003,15.5088,31.2481,307.54,0.0209,#2e1e4a,19.1689,11.5152,338.04,0.0219,#3b2935,30.5304,54.3227,289.38,0.0574,#0d4399,34.4753,46.0651,283.92,0.0735,#1e5099,58.4351,17.1135,304.32,0.0247,#9288a5
148,P02,P02_s3141592_scrB_pos_d045_00001_,,scrB_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrB_pos_d045_00001_.png,P02_s3141592_scrB_pos_d045_00001_.png,,7919c95fcf,P02_s3141592_scrB_pos_d045_00001_.png,1024.0,1280.0,76.2936,8.9088,139.44,0.1528,#b4c0b1,5.9776,0.4311,308.18,0.1891,#131314,0.9136,80.2122,7.9564,5.0,0.2689,30.6788,4.6349,0.5765,307.45,0.1799,#101011,26.4348,15.2563,73.06,0.0594,#4c3c29,27.4479,31.2553,271.59,0.0578,#074371,42.5891,20.0551,239.27,0.0784,#386b80,65.2885,25.4069,101.83,0.089,#a6a072,84.847,8.8603,156.35,0.0314,#c6d8cd
149,P02,P02_s3141592_scrB_pos_d060_00001_,,scrB_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_scrB_pos_d060_00001_.png,P02_s3141592_scrB_pos_d060_00001_.png,,7919c95fcf,P02_s3141592_scrB_pos_d060_00001_.png,1024.0,1280.0,98.1436,7.5815,188.13,0.1664,#e9fefb,94.8018,27.0718,138.06,0.0444,#d5facc,0.2148,6.4495,1.423,1.0,0.2226,17.775,90.3862,15.7464,148.96,0.059,#cfebd4,94.3382,33.5214,135.56,0.0316,#d0fbc1,94.5378,23.4871,156.73,0.0544,#c9fbdd,94.5576,20.238,191.71,0.041,#befbf7,95.388,26.65,129.65,0.0537,#e0faca,96.8357,16.8189,135.43,0.1635,#e7fcdf
