run_id,prompt_id,seed,condition,cond_tag,dose_target_D,angle_deg,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
92,P02,P02_s1618033_scrA_pos_d045_00001_,,scrA_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s1618033_scrA_pos_d045_00001_.png,P02_s1618033_scrA_pos_d045_00001_.png,,7919c95fcf,P02_s1618033_scrA_pos_d045_00001_.png,1024.0,1280.0,88.6146,16.5532,91.12,0.151,#ebddbf,2.7514,0.6249,94.51,0.3547,#0b0a09,0.889,83.4623,5.5486,6.0,0.4975,61.6351,1.7585,0.5158,337.8,0.3577,#070607,27.8626,35.6448,129.54,0.1398,#2a4a14,40.168,62.1509,41.27,0.0333,#ab361d,59.9385,49.72,82.21,0.0192,#b38a36,71.1996,36.4917,32.46,0.0224,#ee988c,85.2207,12.7308,167.55,0.0775,#bddccf
93,P02,P02_s1618033_scrA_pos_d060_00001_,,scrA_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s1618033_scrA_pos_d060_00001_.png,P02_s1618033_scrA_pos_d060_00001_.png,,7919c95fcf,P02_s1618033_scrA_pos_d060_00001_.png,1024.0,1280.0,73.6858,22.8123,53.13,0.0895,#daab94,2.2068,0.3655,37.79,0.4782,#090808,0.9655,72.9057,5.1878,6.0,0.4993,58.5608,1.4853,0.4996,338.39,0.4451,#060506,22.9497,25.4312,298.08,0.0227,#363258,33.3941,59.0604,36.02,0.0334,#97211a,52.7862,49.3825,61.44,0.0217,#b46d33,66.6195,27.4816,170.57,0.0542,#6aaf99,74.391,21.6868,95.91,0.0512,#c2b78f
94,P02,P02_s1618033_scrB_neg_d030_00001_,,scrB_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s1618033_scrB_neg_d030_00001_.png,P02_s1618033_scrB_neg_d030_00001_.png,,7919c95fcf,P02_s1618033_scrB_neg_d030_00001_.png,1024.0,1280.0,90.8184,80.4615,105.2,0.2018,#e8ed3f,12.9622,19.153,106.24,0.0514,#232302,0.8027,75.4004,10.9313,5.0,0.1534,56.8415,10.5986,16.5495,110.81,0.0492,#1d1e01,34.1807,46.0883,70.85,0.0576,#744600,38.9499,42.3645,94.04,0.0793,#695c0e,71.1983,71.8991,79.37,0.0742,#e3a31b,80.3534,64.7452,105.1,0.0347,#ccce4b,85.999,73.3911,92.88,0.0564,#f6d640
95,P02,P02_s1618033_scrB_neg_d045_00001_,,scrB_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s1618033_scrB_neg_d045_00001_.png,P02_s1618033_scrB_neg_d045_00001_.png,,7919c95fcf,P02_s1618033_scrB_neg_d045_00001_.png,1024.0,1280.0,74.8371,77.9447,84.42,0.11,#e6b000,35.8443,46.8659,73.67,0.2638,#774b00,0.8658,33.6963,4.7692,4.0,0.2758,31.0429,35.6208,45.8864,76.34,0.1778,#734c00,40.2622,61.5343,55.55,0.0979,#9e4400,49.9005,56.816,82.97,0.0328,#987000,63.9952,74.1937,70.19,0.0404,#dd8700,64.0528,67.9836,88.87,0.0132,#bb9800,69.3171,76.9294,74.04,0.043,#e99800
96,P02,1618033,scrB_neg,scrB_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s1618033_scrB_neg_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,P02,P02_s1618033_scrB_pos_d030_00001_,,scrB_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s1618033_scrB_pos_d030_00001_.png,P02_s1618033_scrB_pos_d030_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_d030_00001_.png,1024.0,1280.0,40.0903,35.6346,293.4,0.0503,#565994,0.1887,2.4752,291.47,0.483,#000006,0.9523,59.0211,10.267,4.0,0.4925,52.2431,0.1287,1.9133,290.97,0.403,#000005,23.2241,54.1563,294.01,0.0709,#0c3183,25.9364,44.953,289.1,0.0895,#173a7f,26.4061,35.4166,311.87,0.0144,#4d3267,51.3425,25.7075,292.52,0.0182,#7677a3,59.1498,15.4203,302.73,0.0123,#928aa5
98,P02,P02_s1618033_scrB_pos_d045_00001_,,scrB_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s1618033_scrB_pos_d045_00001_.png,P02_s1618033_scrB_pos_d045_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_d045_00001_.png,1024.0,1280.0,81.5775,9.4618,162.16,0.1263,#bbd0c5,5.2072,2.0051,269.18,0.2318,#101215,0.9381,79.1692,10.5937,5.0,0.3481,35.4696,3.8018,1.7437,282.67,0.2073,#0d0d11,34.2545,37.2134,272.21,0.1408,#05538c,59.7457,29.4558,104.93,0.0473,#95925d,62.3417,21.0275,155.63,0.0468,#77a087,69.657,16.1646,229.69,0.0705,#87b1c0,82.971,15.3629,108.23,0.0535,#d1d0b3
99,P02,P02_s1618033_scrB_pos_d060_00001_,,scrB_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s1618033_scrB_pos_d060_00001_.png,P02_s1618033_scrB_pos_d060_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_d060_00001_.png,1024.0,1280.0,98.3407,7.9704,193.16,0.1736,#e8fffd,95.5968,24.496,152.76,0.0458,#cefedc,0.1957,2.5535,0.3975,1.0,0.2139,13.0887,95.1388,26.9692,154.5,0.0492,#c7feda,95.2616,29.3726,144.83,0.0305,#cdfed0,95.6478,21.4275,194.15,0.0398,#bdfffc,96.0408,19.779,165.72,0.1045,#cefeea,96.4128,25.7304,132.79,0.0509,#e0fdd0,97.6923,16.2839,135.88,0.1095,#eafee2
100,P02,P02_s2718281_B1_neg_d030_00001_,,B1_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B1_neg_d030_00001_.png,P02_s2718281_B1_neg_d030_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_d030_00001_.png,1024.0,1280.0,88.9084,10.6984,106.07,0.1173,#e2e0cc,5.5201,0.8757,56.53,0.1863,#131211,0.8633,75.9394,13.3897,5.0,0.3593,35.3921,3.906,0.5971,31.19,0.1753,#0f0d0d,45.3064,35.9891,48.66,0.0393,#9b5b3f,55.797,23.7379,131.07,0.0348,#768d66,60.3198,13.9276,77.93,0.1027,#a08f7a,72.7891,27.5458,66.39,0.0298,#d6aa85,79.8454,12.2707,192.1,0.184,#aacdca
101,P02,P02_s2718281_B1_neg_d045_00001_,,B1_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B1_neg_d045_00001_.png,P02_s2718281_B1_neg_d045_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_d045_00001_.png,1024.0,1280.0,87.7319,15.372,92.51,0.1424,#e7dbbf,5.6215,3.438,55.65,0.2144,#17110d,0.8801,89.2925,13.1916,4.0,0.2705,45.1865,3.7851,2.9335,43.95,0.2011,#130c09,42.1634,47.1237,46.92,0.0517,#9f4b2c,46.1495,24.5719,64.95,0.0694,#8a6649,49.8557,32.598,129.87,0.0625,#617f4b,67.7161,41.0865,81.01,0.0301,#c69f5b,93.0775,1.9372,85.75,0.0195,#edebe7
102,P02,P02_s2718281_B1_neg_d060_00001_,,B1_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B1_neg_d060_00001_.png,P02_s2718281_B1_neg_d060_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_d060_00001_.png,1024.0,1280.0,70.7767,21.1642,92.62,0.1,#baac87,16.1508,20.1379,63.15,0.0932,#3b230e,0.8944,65.7225,5.0989,6.0,0.1836,17.2062,12.4707,17.261,61.47,0.0503,#311c09,31.3374,28.2762,100.84,0.1032,#4f4b1c,39.1711,31.9874,68.72,0.0714,#7b542c,54.4473,24.6634,79.8,0.0804,#987e59,60.7855,34.4673,92.64,0.0639,#a49255,78.1931,21.2185,100.23,0.0124,#cac29b
103,P02,P02_s2718281_B1_pos_d030_00001_,,B1_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B1_pos_d030_00001_.png,P02_s2718281_B1_pos_d030_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_d030_00001_.png,1024.0,1280.0,90.3013,14.8265,95.28,0.1036,#ece3c7,4.0636,2.2869,64.97,0.2423,#120e0a,0.8856,86.7492,13.9421,5.0,0.4483,47.7174,1.9656,1.0794,62.7,0.2258,#0a0705,43.7072,20.3245,56.96,0.087,#82604c,45.74,48.7967,43.67,0.0378,#ad5135,51.3215,33.3089,134.37,0.0994,#5f8450,69.6844,47.9713,76.83,0.0124,#d5a154,88.7148,14.132,178.12,0.2224,#c1e7dd
104,P02,P02_s2718281_B1_pos_d045_00001_,,B1_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B1_pos_d045_00001_.png,P02_s2718281_B1_pos_d045_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_d045_00001_.png,1024.0,1280.0,91.6572,13.0506,187.69,0.231,#c9efea,2.6015,1.5171,73.29,0.2077,#0c0906,0.7718,89.3906,15.0561,5.0,0.3804,57.3545,1.8839,1.0658,66.95,0.2531,#090604,47.0475,47.9083,43.83,0.0277,#b05539,49.7143,35.9097,126.81,0.1028,#627f44,63.9534,58.4203,84.91,0.0144,#be952b,70.2409,30.6834,42.36,0.0205,#df9c87,91.2745,14.2196,91.5,0.1273,#f1e5cb
105,P02,P02_s2718281_B1_pos_d060_00001_,,B1_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B1_pos_d060_00001_.png,P02_s2718281_B1_pos_d060_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_d060_00001_.png,1024.0,1280.0,91.2775,11.8953,187.2,0.2495,#cbede8,5.8352,6.0882,316.6,0.2405,#171119,0.7732,87.3198,11.6,5.0,0.3766,57.9457,3.1271,3.4459,304.53,0.2268,#0d0a11,13.3216,21.5519,295.32,0.0472,#1e1f3d,52.1998,56.6903,52.33,0.0546,#c1622f,57.0311,61.3916,127.5,0.0543,#5e982b,74.3123,37.3425,121.14,0.0406,#a8bf7b,90.4468,15.6755,85.56,0.1498,#f2e2c6
106,P02,P02_s2718281_B6_neg_d030_00001_,,B6_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B6_neg_d030_00001_.png,P02_s2718281_B6_neg_d030_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_d030_00001_.png,1024.0,1280.0,87.8056,16.0401,297.32,0.1684,#ded9f7,40.2562,26.9358,302.94,0.0611,#645884,0.6924,41.1931,2.6074,5.0,0.1888,19.618,35.6387,25.5955,303.86,0.0333,#594d76,44.5907,33.771,303.1,0.0732,#706199,53.1041,38.2525,302.51,0.0673,#8575b6,56.3257,30.6918,300.91,0.0885,#8b80b5,66.8271,18.6346,301.3,0.0729,#a79ebf,76.8318,28.1722,297.2,0.1003,#beb8ec
107,P02,P02_s2718281_B6_neg_d045_00001_,,B6_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B6_neg_d045_00001_.png,P02_s2718281_B6_neg_d045_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_d045_00001_.png,1024.0,1280.0,76.3211,16.6201,319.86,0.1163,#cbb5d0,55.4092,22.9043,321.37,0.088,#997b9e,0.5392,15.4879,2.4465,2.0,0.226,15.1785,52.1826,22.0449,324.59,0.0361,#917393,59.9183,23.8749,316.79,0.147,#a287ad,62.8479,17.1207,330.51,0.0632,#ac90a7,63.7521,28.7023,311.44,0.0747,#aa90c1,65.0097,13.5237,350.62,0.0406,#b496a2,67.6705,26.9404,310.98,0.079,#b49cca
108,P02,P02_s2718281_B6_neg_d060_00001_,,B6_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B6_neg_d060_00001_.png,P02_s2718281_B6_neg_d060_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_d060_00001_.png,1024.0,1280.0,74.1194,11.8141,38.62,0.1477,#cdb0a9,34.362,13.748,3.45,0.0513,#664950,0.5676,32.6447,3.4962,4.0,0.1876,11.6445,30.4256,13.7015,2.22,0.0423,#5c4047,42.1995,17.535,16.45,0.0554,#81595c,48.6531,10.1898,19.4,0.0961,#866e6e,57.4841,9.2671,41.4,0.0915,#9b8680,60.7194,17.2301,36.19,0.0659,#b18981,63.0703,5.8905,3.07,0.0646,#a49598
109,P02,P02_s2718281_B6_pos_d030_00001_,,B6_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B6_pos_d030_00001_.png,P02_s2718281_B6_pos_d030_00001_.png,,7919c95fcf,P02_s2718281_B6_pos_d030_00001_.png,1024.0,1280.0,73.5987,31.6189,120.3,0.0577,#aabc82,0.8368,1.2712,79.64,0.4501,#050300,0.9488,62.8398,10.7756,4.0,0.4755,42.9719,0.3827,0.6344,64.35,0.4065,#030100,14.455,21.2791,84.06,0.0359,#302300,16.0883,24.9102,113.73,0.069,#242b01,48.0712,35.3105,131.64,0.0203,#587c44,59.6441,43.6063,110.58,0.0175,#8c9645,63.2225,30.195,146.7,0.041,#73a57b
110,P02,2718281,B6_pos,B6_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B6_pos_d045_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,P02,2718281,B6_pos,B6_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_B6_pos_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,P02,P02_s2718281_baseline_00001_,,baseline,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_baseline_00001_.png,P02_s2718281_baseline_00001_.png,,7919c95fcf,P02_s2718281_baseline_00001_.png,1024.0,1280.0,87.9637,13.6559,89.9,0.0988,#e7dcc3,3.9176,1.2584,80.32,0.2015,#0f0e0b,0.896,80.4734,17.3432,3.0,0.4365,36.3862,3.5035,1.1374,71.49,0.213,#0e0c0a,47.2374,37.5236,45.46,0.0369,#a45d44,49.756,22.9866,130.89,0.0793,#677d58,50.4004,34.7771,73.61,0.021,#98713f,54.6186,15.9728,74.27,0.1158,#947f68,83.9769,10.3891,180.82,0.2235,#bcd7d1
113,P02,P02_s2718281_scrA_neg_d030_00001_,,scrA_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrA_neg_d030_00001_.png,P02_s2718281_scrA_neg_d030_00001_.png,,7919c95fcf,P02_s2718281_scrA_neg_d030_00001_.png,1024.0,1280.0,89.07,14.8586,92.84,0.1181,#eadfc4,4.1794,1.1291,73.52,0.1806,#100e0c,0.8598,80.4533,17.4904,3.0,0.3691,37.3193,2.9465,0.944,45.24,0.1805,#0d0a09,42.7535,15.6983,85.18,0.0674,#71634b,45.0945,38.2633,40.86,0.0377,#a15642,47.6673,23.4775,135.73,0.1071,#5e7855,48.3725,32.0781,76.8,0.019,#8e6d3e,83.3998,11.6116,167.93,0.1886,#bad6cb
114,P02,P02_s2718281_scrA_neg_d045_00001_,,scrA_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrA_neg_d045_00001_.png,P02_s2718281_scrA_neg_d045_00001_.png,,7919c95fcf,P02_s2718281_scrA_neg_d045_00001_.png,1024.0,1280.0,83.3836,15.7473,90.98,0.1506,#dbcfb2,5.6276,1.3107,62.33,0.291,#141210,0.8966,79.7863,10.3954,5.0,0.3509,48.5176,2.1362,0.9005,6.39,0.2304,#0a0708,21.9642,22.9382,62.21,0.0501,#4b2e17,35.2676,22.2391,134.3,0.1206,#425939,36.152,47.7084,36.34,0.0254,#93362a,49.1602,49.4181,125.12,0.0281,#58802b,81.9224,34.8897,93.55,0.0257,#dfcb8a
115,P02,P02_s2718281_scrA_neg_d060_00001_,,scrA_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrA_neg_d060_00001_.png,P02_s2718281_scrA_neg_d060_00001_.png,,7919c95fcf,P02_s2718281_scrA_neg_d060_00001_.png,1024.0,1280.0,75.3095,16.6464,192.3,0.0702,#93c3bf,11.7238,3.8655,224.67,0.1516,#192023,0.9604,73.6445,16.5699,5.0,0.1539,23.8639,9.0852,3.2485,210.02,0.0968,#141b1c,56.6213,16.0459,171.06,0.057,#6a9083,59.4553,14.6856,229.66,0.0495,#7095a2,67.6236,14.1029,80.31,0.0268,#b3a28c,73.0586,27.1124,138.95,0.0204,#99bd92,82.7297,19.2732,198.8,0.0173,#9fd8d9
116,P02,P02_s2718281_scrA_pos_d030_00001_,,scrA_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrA_pos_d030_00001_.png,P02_s2718281_scrA_pos_d030_00001_.png,,7919c95fcf,P02_s2718281_scrA_pos_d030_00001_.png,1024.0,1280.0,90.5172,11.3347,98.37,0.1174,#eae4ce,4.1842,1.9652,36.4,0.2447,#130e0c,0.8787,81.6978,16.4466,4.0,0.405,49.9256,2.314,0.9816,28.0,0.2322,#0b0807,46.0748,26.3161,131.34,0.0842,#5b744b,47.6954,18.4044,62.6,0.0861,#896b56,51.6417,50.9072,43.81,0.0151,#c15f41,78.5562,31.0975,62.63,0.0244,#edb890,84.0118,13.7896,188.22,0.1728,#b2d9d5
117,P02,P02_s2718281_scrA_pos_d045_00001_,,scrA_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrA_pos_d045_00001_.png,P02_s2718281_scrA_pos_d045_00001_.png,,7919c95fcf,P02_s2718281_scrA_pos_d045_00001_.png,1024.0,1280.0,85.23,16.3984,83.69,0.1306,#e5d3b6,2.5282,0.4706,357.05,0.3832,#0a0909,0.9062,80.4362,13.6595,6.0,0.4685,65.2347,1.6673,0.9004,302.31,0.3778,#060608,42.9462,24.1377,272.38,0.0248,#4c678d,49.2759,66.1351,36.33,0.0248,#cf4536,55.9413,53.5034,76.03,0.0218,#b17c26,75.9592,30.6671,51.95,0.0276,#ebad90,82.1034,12.8567,157.79,0.0907,#b8d3c3
118,P02,P02_s2718281_scrA_pos_d060_00001_,,scrA_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrA_pos_d060_00001_.png,P02_s2718281_scrA_pos_d060_00001_.png,,7919c95fcf,P02_s2718281_scrA_pos_d060_00001_.png,1024.0,1280.0,73.6229,25.5867,63.23,0.0803,#d8ac8c,2.381,1.4806,22.22,0.5274,#0d0807,0.9725,71.5191,10.1141,5.0,0.5169,67.6204,1.4351,0.8359,356.62,0.4678,#070505,21.6057,30.446,312.25,0.0176,#412a55,27.5185,29.5544,141.21,0.0491,#224923,39.4444,68.4562,37.66,0.0189,#b2271b,70.1451,36.6689,84.97,0.0275,#c7a869,72.9542,21.3881,25.34,0.0295,#dca6a3
119,P02,P02_s2718281_scrB_neg_d030_00001_,,scrB_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrB_neg_d030_00001_.png,P02_s2718281_scrB_neg_d030_00001_.png,,7919c95fcf,P02_s2718281_scrB_neg_d030_00001_.png,1024.0,1280.0,91.2086,73.1823,108.01,0.1294,#e4ef57,16.8625,23.897,94.64,0.0547,#312a01,0.8873,70.1571,9.1006,5.0,0.1953,54.3244,16.6425,23.6519,94.54,0.0584,#302901,37.9817,46.74,80.91,0.0922,#755401,38.411,55.5291,60.57,0.0291,#904600,44.5018,50.3574,100.24,0.1032,#716c05,68.0289,77.7816,70.1,0.0843,#ec9101,86.7996,77.9763,94.68,0.0747,#f5d935
120,P02,P02_s2718281_scrB_neg_d045_00001_,,scrB_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrB_neg_d045_00001_.png,P02_s2718281_scrB_neg_d045_00001_.png,,7919c95fcf,P02_s2718281_scrB_neg_d045_00001_.png,1024.0,1280.0,78.373,73.9488,93.75,0.0526,#ddc125,27.9733,39.5385,72.9,0.1885,#5f3a00,0.9419,50.7917,4.22,5.0,0.191,38.2716,27.5103,38.6778,74.4,0.1275,#5c3a00,40.9537,54.1542,67.28,0.0635,#8f5100,48.5606,55.9147,81.53,0.0391,#956c00,61.6917,64.7772,88.82,0.0137,#b39208,64.7036,70.0415,76.69,0.0167,#d2900a,78.3021,76.9494,81.63,0.0308,#f6b720
121,P02,2718281,scrB_neg,scrB_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrB_neg_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,P02,P02_s2718281_scrB_pos_d030_00001_,,scrB_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrB_pos_d030_00001_.png,P02_s2718281_scrB_pos_d030_00001_.png,,7919c95fcf,P02_s2718281_scrB_pos_d030_00001_.png,1024.0,1280.0,57.3138,16.8106,305.35,0.0403,#9085a2,0.2067,1.4578,293.02,0.4935,#010004,0.9635,51.3753,9.3551,3.0,0.5122,45.5213,0.1383,1.0196,292.67,0.4408,#000003,3.2542,13.2859,304.08,0.0627,#11071d,6.6919,27.8112,301.65,0.0261,#140f34,25.8121,46.541,289.03,0.0667,#113a81,27.5254,35.6112,281.24,0.0714,#194177,51.5136,14.0785,340.27,0.0086,#8e7383
123,P02,P02_s2718281_scrB_pos_d045_00001_,,scrB_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrB_pos_d045_00001_.png,P02_s2718281_scrB_pos_d045_00001_.png,,7919c95fcf,P02_s2718281_scrB_pos_d045_00001_.png,1024.0,1280.0,74.2624,6.6699,169.62,0.0659,#abbab4,1.372,2.0746,291.43,0.3686,#05050a,0.9701,77.2939,13.9382,4.0,0.463,30.8313,1.2297,2.0705,294.3,0.3738,#050409,4.7424,14.4613,285.53,0.0892,#090f23,24.0886,8.7016,55.7,0.0611,#45362f,26.7221,32.9018,277.95,0.0669,#154071,67.3026,22.3683,222.08,0.0255,#6caebe,78.5236,9.5599,123.68,0.0182,#bec5b3
124,P02,P02_s2718281_scrB_pos_d060_00001_,,scrB_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s2718281_scrB_pos_d060_00001_.png,P02_s2718281_scrB_pos_d060_00001_.png,,7919c95fcf,P02_s2718281_scrB_pos_d060_00001_.png,1024.0,1280.0,98.0341,9.5457,195.94,0.1438,#e3fffe,94.9434,28.622,143.36,0.0488,#cffccf,0.2642,3.4442,0.4133,1.0,0.2479,16.1506,93.6156,33.8254,145.98,0.0379,#c1fbc7,94.1081,28.6414,155.24,0.0655,#c0fcd6,94.9726,22.3297,189.53,0.0281,#bafdf7,95.4859,28.6272,135.09,0.0418,#d9fcca,95.6668,20.6689,164.29,0.1499,#ccfde7,97.0598,17.6748,143.44,0.0979,#e2fee2
125,P02,P02_s3141592_B1_neg_d030_00001_,,B1_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B1_neg_d030_00001_.png,P02_s3141592_B1_neg_d030_00001_.png,,7919c95fcf,P02_s3141592_B1_neg_d030_00001_.png,1024.0,1280.0,88.0772,11.7142,100.92,0.1048,#e2ddc7,6.6595,0.9446,46.23,0.1981,#161414,0.877,76.6867,7.5521,5.0,0.3472,35.0723,4.8046,0.8141,17.02,0.1735,#121010,25.6344,11.0461,45.35,0.0737,#4c3831,44.351,35.8864,45.56,0.0401,#9a5740,55.8204,23.1365,128.72,0.0434,#788c66,58.2611,17.6345,73.85,0.0867,#a0886f,81.4913,11.8628,190.87,0.1737,#b0d1ce
126,P02,P02_s3141592_B1_neg_d045_00001_,,B1_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps5\renders\P02_s3141592_B1_neg_d045_00001_.png,P02_s3141592_B1_neg_d045_00001_.png,,7919c95fcf,P02_s3141592_B1_neg_d045_00001_.png,1024.0,1280.0,88.2713,13.8778,96.06,0.141,#e6ddc3,5.7922,3.1286,53.95,0.2237,#17120e,0.8731,76.3902,4.9378,6.0,0.2743,45.963,3.3827,1.9704,36.89,0.1987,#110b0a,20.1094,16.2046,51.19,0.0712,#442b1f,43.8938,47.9334,48.58,0.046,#a3502d,52.7653,33.0389,128.52,0.0756,#6a8750,66.0315,43.1613,84.24,0.0365,#bf9c52,79.7729,27.6851,70.43,0.0363,#e8be96
