condition_tag,stroke_width_median_px,stroke_width_std_px,stroke_width_cv,edge_density,contour_mean_length_px,contour_n_components
baseline,2.9999999602635703,2.202799121538798,0.7476383999380959,0.13516464233398431,57.313783774421296,3126.1666666666665
B1_pos_mid,2.799999952316284,2.1638871828715005,0.7728168641865286,0.14320424397786455,56.56371669315069,3354.1666666666665
B1_neg_mid,3.799999992052714,2.2247177362442017,0.5953302788820064,0.1331466674804687,61.28106056526571,2908.3333333333335
B6_pos_mid,2.0,1.8623823920885723,0.9311911960442861,0.12633476257324217,56.7575320399394,3003.1666666666665
B6_neg_mid,3.199999968210856,1.2663152019182842,0.4056869724880041,0.20907529195149735,32.84707146828256,8483.333333333334
scrA_pos_mid,4.0,2.2830995321273804,0.5707748830318451,0.13338305155436195,62.352544236965144,2809.0
scrA_neg_mid,2.799999952316284,1.9645851055781047,0.7016375496552821,0.14434076944986973,54.69308525445259,3484.5
scrB_pos_mid,3.199999968210856,1.437852919101715,0.45675066878610765,0.12898915608723957,61.41767928472532,2994.0
scrB_neg_mid,2.0,2.118915299574534,1.059457649787267,0.11794726053873694,55.416940382985814,2861.0
